"file","n_before","n_after_cleaning","n_removed_mass_or_isotopologue"
"RC2_0145_ICR-3_p1.corems.csv",9621,3834,5787
"RC2_0146_ICR-1_p1.corems.csv",8084,3257,4827
"RC2_0146_ICR-2_p1.corems.csv",9925,4352,5573
"RC2_0146_ICR-3_p1.corems.csv",10049,4324,5725
"RC2_0147_ICR-1_p1.corems.csv",9004,3900,5104
"RC2_0147_ICR-2_p1.corems.csv",10342,4531,5811
"RC2_0147_ICR-3_p1.corems.csv",7895,3440,4455
"RC2_0148_ICR-1_p1.corems.csv",9392,4200,5192
"RC2_0148_ICR-2_p1.corems.csv",8131,3491,4640
"RC2_0148_ICR-3_p1.corems.csv",9577,4191,5386
"RC2_0149_ICR-1_p08.corems.csv",10591,4028,6563
"RC2_0149_ICR-2_p08.corems.csv",10819,4285,6534
"RC2_0149_ICR-3_p08.corems.csv",11088,4438,6650
"RC2_0150_ICR-1_p08.corems.csv",9863,3829,6034
"RC2_0150_ICR-2_p08.corems.csv",10413,4204,6209
"RC2_0150_ICR-3_p08.corems.csv",10278,3996,6282
"RC2_0151_ICR-1_p08.corems.csv",5156,2138,3018
"RC2_0151_ICR-1_p1.corems.csv",6880,2828,4052
"RC2_0151_ICR-2_p08.corems.csv",10717,4312,6405
"RC2_0151_ICR-3_p08.corems.csv",10312,4167,6145
"RC2_0152_ICR-1_p08.corems.csv",10417,4289,6128
"RC2_0152_ICR-2_p08.corems.csv",10190,4195,5995
"RC2_0152_ICR-3_p08.corems.csv",9714,3957,5757
"RC2_0153_ICR-2_p08.corems.csv",10680,4453,6227
"RC2_0153_ICR-3_p08.corems.csv",10416,4289,6127
"RC2_0154_ICR-1_p08.corems.csv",10599,4489,6110
"RC2_0154_ICR-2_p08.corems.csv",10528,4488,6040
"RC2_0154_ICR-3_p08.corems.csv",9849,4086,5763
"RC2_0155_ICR-1_p08.corems.csv",10015,3989,6026
"RC2_0155_ICR-2_p08.corems.csv",9946,3986,5960
"RC2_0155_ICR-3_p08.corems.csv",10232,4150,6082
"RC2_0156_ICR-1_p08.corems.csv",9778,3908,5870
"RC2_0156_ICR-2_p08.corems.csv",10418,4224,6194
"RC2_0156_ICR-3_p08.corems.csv",10736,4321,6415
"RC2_0157_ICR-1_p08.corems.csv",9656,3903,5753
"RC2_0157_ICR-2_p08.corems.csv",10264,4129,6135
"RC2_0157_ICR-3_p08.corems.csv",10875,4221,6654
"RC2_0158_ICR-1_p08.corems.csv",10390,4200,6190
"RC2_0158_ICR-2_p08.corems.csv",10217,4211,6006
"RC2_0158_ICR-3_p08.corems.csv",9436,3839,5597
"RC2_0159_ICR-1_p08.corems.csv",9910,3969,5941
"RC2_0159_ICR-2_p08.corems.csv",10222,4281,5941
"RC2_0159_ICR-3_p08.corems.csv",9774,4145,5629
"RC2_0160_ICR-1_p08.corems.csv",9888,4035,5853
"RC2_0160_ICR-2_p08.corems.csv",10325,4263,6062
"RC2_0160_ICR-3_p08.corems.csv",10045,4081,5964
"RC2_0163_ICR-1_p08.corems.csv",9616,3758,5858
"RC2_0163_ICR-2_p08.corems.csv",10056,3977,6079
"RC2_0163_ICR-3_p08.corems.csv",10284,4071,6213
"RC2_0164_ICR-1_p08.corems.csv",9975,4055,5920
"RC2_0164_ICR-2_p08.corems.csv",7421,3068,4353
"RC2_0164_ICR-3_p08.corems.csv",9425,3816,5609
"RC2_0165_ICR-1_p08.corems.csv",9684,3997,5687
"RC2_0165_ICR-2_p08.corems.csv",10103,4187,5916
"RC2_0165_ICR-3_p08.corems.csv",9834,4127,5707
"RC2_0166_ICR-1_p08.corems.csv",9237,3875,5362
"RC2_0166_ICR-2_p08.corems.csv",9227,3910,5317
"RC2_0166_ICR-3_p08.corems.csv",6584,2859,3725
"RC2_0167_ICR-1_p08.corems.csv",7522,3233,4289
"RC2_0167_ICR-2_p08.corems.csv",9096,3989,5107
"RC2_0167_ICR-3_p08.corems.csv",9213,4108,5105
"RC2_0177_ICR-1_p08.corems.csv",9491,4142,5349
"RC2_0177_ICR-2_p08.corems.csv",9693,4132,5561
"RC2_0177_ICR-3_p08.corems.csv",9947,4314,5633
"RC2_0178_ICR-1_p08.corems.csv",8447,3630,4817
"RC2_0178_ICR-2_p08.corems.csv",9637,4076,5561
"RC2_0178_ICR-3_p08.corems.csv",9936,4255,5681
"RC2_0179_ICR-1_p08.corems.csv",10295,4168,6127
"RC2_0179_ICR-3_p08.corems.csv",10443,4192,6251
"RC2_0183_ICR-2_p08.corems.csv",9189,3770,5419
"RC2_0183_ICR-3_p08.corems.csv",10167,4194,5973
"RC2_0184_ICR-1_p08.corems.csv",9605,4012,5593
"RC2_0184_ICR-2_p08.corems.csv",9751,4034,5717
"RC2_0184_ICR-3_p08.corems.csv",9804,4002,5802
"RC2_0187_ICR-1_p08.corems.csv",10449,4343,6106
"RC2_0187_ICR-2_p08.corems.csv",10128,4115,6013
"RC2_0187_ICR-3_p08.corems.csv",10457,4119,6338
"RC2_0188_ICR-1_p08.corems.csv",8372,3723,4649
"RC2_0188_ICR-2_p08.corems.csv",9601,4252,5349
"RC2_0188_ICR-3_p08.corems.csv",9650,4214,5436
"RC2_0189_ICR-1_p08.corems.csv",9581,4101,5480
"RC2_0189_ICR-2_p08.corems.csv",10436,4447,5989
"RC2_0189_ICR-3_p08.corems.csv",9800,4240,5560
"RC2_0190_ICR-1_p08.corems.csv",9447,4002,5445
"RC2_0190_ICR-2_p08.corems.csv",9895,4202,5693
"RC2_0190_ICR-3_p08.corems.csv",9480,4063,5417
"RC2_0191_ICR-1_p08.corems.csv",10095,4318,5777
"RC2_0191_ICR-2_p08.corems.csv",9558,3939,5619
"RC2_0191_ICR-3_p08.corems.csv",9019,3790,5229
"RC2_0192_ICR-1_p08.corems.csv",9165,3817,5348
"RC2_0192_ICR-2_p1.corems.csv",5060,1899,3161
"RC2_0192_ICR-3_p08.corems.csv",9460,4059,5401
"RC2_0193_ICR-1_p08.corems.csv",11044,4442,6602
"RC2_0193_ICR-2_p08.corems.csv",11085,4398,6687
"RC2_0193_ICR-3_p08.corems.csv",11116,4481,6635
"RC2_0194_ICR-1_p08.corems.csv",8111,3352,4759
"RC2_0194_ICR-2_p08.corems.csv",10297,4190,6107
"RC2_0194_ICR-3_p08.corems.csv",10625,4360,6265
"RC2_0195_ICR-1_p08.corems.csv",10313,3940,6373
"RC2_0195_ICR-2_p08.corems.csv",10330,3964,6366
"RC2_0195_ICR-3_p08.corems.csv",10045,3994,6051
"RC2_0196_ICR-1_p08.corems.csv",11185,4337,6848
"RC2_0196_ICR-2_p08.corems.csv",10220,4050,6170
"RC2_0196_ICR-3_p08.corems.csv",7657,3010,4647
"RC2_0197_ICR-1_p08.corems.csv",10183,4135,6048
"RC2_0197_ICR-2_p08.corems.csv",10289,4234,6055
"RC2_0197_ICR-3_p08.corems.csv",10433,4234,6199
"RC2_0198_ICR-1_p08.corems.csv",9899,3936,5963
"RC2_0198_ICR-2_p08.corems.csv",10166,4084,6082
"RC2_0198_ICR-3_p08.corems.csv",9782,3973,5809
"RC2_0199_ICR-1_p08.corems.csv",10389,4198,6191
"RC2_0199_ICR-2_p08.corems.csv",10151,4131,6020
"RC2_0199_ICR-3_p08.corems.csv",10047,4135,5912
"RC2_0200_ICR-1_p08.corems.csv",11398,4654,6744
"RC2_0200_ICR-2_p08.corems.csv",11095,4648,6447
"RC2_0200_ICR-3_p08.corems.csv",11457,4653,6804
"RC2_0201_ICR-1_p08.corems.csv",10823,4365,6458
"RC2_0201_ICR-2_p08.corems.csv",11422,4388,7034
"RC2_0201_ICR-3_p08.corems.csv",11503,4476,7027
"RC2_0202_ICR-1_p08.corems.csv",11818,4660,7158
"RC2_0202_ICR-2_p08.corems.csv",11163,4546,6617
"RC2_0202_ICR-3_p08.corems.csv",10504,4311,6193
"RC2_0203_ICR-1_p08.corems.csv",10768,4458,6310
"RC2_0203_ICR-2_p08.corems.csv",11245,4633,6612
"RC2_0203_ICR-3_p08.corems.csv",11711,4722,6989
"RC2_0204_ICR-1_p08.corems.csv",11116,4636,6480
"RC2_0204_ICR-2_p08.corems.csv",11020,4684,6336
"RC2_0204_ICR-3_p08.corems.csv",11228,4702,6526
"RC2_0205_ICR-1_p08.corems.csv",11226,4839,6387
"RC2_0205_ICR-2_p08.corems.csv",11014,4742,6272
"RC2_0205_ICR-3_p08.corems.csv",10708,4517,6191
"RC2_0206_ICR-1_p08.corems.csv",10963,4588,6375
"RC2_0206_ICR-2_p08.corems.csv",10195,4245,5950
"RC2_0206_ICR-3_p08.corems.csv",9529,3960,5569
"RC2_0207_ICR-1_p08.corems.csv",10483,4277,6206
"RC2_0207_ICR-2_p08.corems.csv",10470,4212,6258
"RC2_0207_ICR-3_p08.corems.csv",11420,4473,6947
"RC2_0208_ICR-1_p08.corems.csv",11046,4475,6571
"RC2_0208_ICR-2_p08.corems.csv",10780,4462,6318
"RC2_0208_ICR-3_p08.corems.csv",11259,4497,6762
"RC2_0209_ICR-1_p08.corems.csv",11380,4532,6848
"RC2_0209_ICR-2_p08.corems.csv",11211,4621,6590
"RC2_0209_ICR-3_p08.corems.csv",11316,4660,6656
"RC2_0210_ICR-1_p08.corems.csv",11745,4826,6919
"RC2_0210_ICR-2_p08.corems.csv",11392,4696,6696
"RC2_0210_ICR-3_p08.corems.csv",10868,4629,6239
"RC2_0211_ICR-1_p08.corems.csv",10671,4499,6172
"RC2_0211_ICR-2_p08.corems.csv",10785,4554,6231
"RC2_0211_ICR-3_p08.corems.csv",11242,4732,6510
