Parent_ID,Site_ID,stream_order,basin_area_km2,basin_area_log10,n_reps,mean_richness,se_richness,mean_normalized_transformations,se_normalized_transformations
RC2_0149,T06,3,206.20349999999996,2.314296032517752,3,4250.333333333333,119.61930353324156,6.484849962209897,0.15868561682879534
RC2_0150,T05P,4,383.86440000000005,2.584177837044565,3,4009.6666666666665,108.46863345891497,6.154103171128394,0.4063687726382478
RC2_0151,T42,6,2465.9001000000003,3.391975478221769,3,3539,701.7494804653106,13.781650754523428,7.630923660801917
RC2_0152,T03,7,8977.068899999998,3.953134558454579,3,4147,98.79946018745919,6.151999190625082,0.09563645788905588
RC2_0153,T02,7,13461.462,4.129092229579795,2,4371,82,6.10325174458845,0.03430945848919098
RC2_0154,T07,7,14144.724900000001,4.1505945053049365,3,4354.333333333333,134.16697722531347,6.42071436994285,0.1349016575277283
RC2_0155,T06,3,206.20349999999996,2.314296032517752,3,4041.6666666666665,54.1735893012248,6.781486553367337,0.1593861101086206
RC2_0156,T05P,4,383.86440000000005,2.584177837044565,3,4151,124.68493627272437,5.592475353754087,0.2437412216101098
RC2_0157,T42,6,2465.9001000000003,3.391975478221769,3,4084.3333333333335,94.47633448529731,6.417332902119405,0.3460422395630576
RC2_0158,T03,7,8977.068899999998,3.953134558454579,3,4083.3333333333335,122.20792845710862,6.345446495122286,0.3576492039275358
RC2_0159,T02,7,13461.462,4.129092229579795,3,4131.666666666667,90.31303585000586,6.096756962120531,0.07582169833696846
RC2_0160,T07,7,14144.724900000001,4.1505945053049365,3,4126.333333333333,69.61162099662512,6.225461754531046,0.008877762044880133
RC2_0163,T42,6,2465.9001000000003,3.391975478221769,3,3935.3333333333335,92.72600018932722,6.722692137513761,0.11831531034118704
RC2_0164,T03,7,8977.068899999998,3.953134558454579,3,3646.3333333333335,297.28344125504947,7.470816967261482,0.5335534677123206
RC2_0165,T02,7,13461.462,4.129092229579795,3,4103.666666666667,56.075346137535746,6.338103678614979,0.12477039469311631
RC2_0166,T07,7,14144.724900000001,4.1505945053049365,3,3548,344.64812974007754,7.484473481489844,0.5717079835238014
RC2_0167,T07,7,14144.724900000001,4.1505945053049365,3,3776.6666666666665,273.9953365377675,7.002508029663025,0.14644512535376436
RC2_0177,T02,7,13461.462,4.129092229579795,3,4196,59.070579253409505,7.0875364701474295,0.22911685813783286
RC2_0178,T07,7,14144.724900000001,4.1505945053049365,3,3987,185.82877423406026,6.740113732404865,0.3786461111544406
RC2_0179,T03,7,8977.068899999998,3.953134558454579,2,4180,11.999999999999998,6.0917321724223825,0.20337339379642794
RC2_0183,T02,7,13461.462,4.129092229579795,2,3982,211.99999999999997,6.520073390178466,0.5751520740125153
RC2_0184,T07,7,14144.724900000001,4.1505945053049365,3,4016,9.451631252505218,6.343766518483143,0.1475988802136304
RC2_0187,T42,6,2465.9001000000003,3.391975478221769,3,4192.333333333333,75.34218237112889,6.42748762720119,0.24889689051457561
RC2_0188,T03,7,8977.068899999998,3.953134558454579,3,4063,170.35355392046665,6.781338906526993,0.30237331425028374
RC2_0189,T02,7,13461.462,4.129092229579795,3,4262.666666666667,100.52252373362788,6.545860997061029,0.11937874766950579
RC2_0190,T07,7,14144.724900000001,4.1505945053049365,3,4089,59.18051481132395,6.640130946109201,0.1846377219146928
RC2_0191,T07,7,14144.724900000001,4.1505945053049365,3,4015.6666666666665,157.16693177778984,6.5434712464589095,0.4172687418788093
RC2_0192,T02,7,13461.462,4.129092229579795,3,3258.3333333333335,683.2474742808137,6.318517617629146,0.4831785394492883
RC2_0193,T42,6,2465.9001000000003,3.391975478221769,3,4440.333333333333,23.97452351513535,6.067753534214653,0.25498349256881137
RC2_0194,T03,7,8977.068899999998,3.953134558454579,3,3967.3333333333335,311.5559518146157,6.7892099654777285,0.3595889924851975
RC2_0195,T05P,4,383.86440000000005,2.584177837044565,3,3966,15.62049935181331,5.936712278571507,0.4114813246413214
RC2_0196,T42,6,2465.9001000000003,3.391975478221769,3,3799,403.10585871869114,6.7425390189648455,0.5562710933363693
RC2_0197,T03,7,8977.068899999998,3.953134558454579,3,4201,33,6.2726273576203235,0.29158677331067195
RC2_0198,T02,7,13461.462,4.129092229579795,3,3997.6666666666665,44.468465730722535,6.074565169717204,0.05122086357183216
RC2_0199,T07,7,14144.724900000001,4.1505945053049365,3,4154.666666666667,21.69741408043313,5.848526027140149,0.18345531046043062
RC2_0200,T06,3,206.20349999999996,2.314296032517752,3,4651.666666666667,1.8559214542766742,5.584678258116991,0.032737170922380564
RC2_0201,T05P,4,383.86440000000005,2.584177837044565,3,4409.666666666667,33.82471154512794,4.654262949142435,0.35408021010558316
RC2_0202,T42,6,2465.9001000000003,3.391975478221769,3,4505.666666666667,102.74618132941866,5.060764225678161,0.30259641721459957
RC2_0203,T03,7,8977.068899999998,3.953134558454579,3,4604.333333333333,77.54640187941955,5.1462606719125015,0.128429669949395
RC2_0204,T02,7,13461.462,4.129092229579795,3,4674,19.697715603592208,5.306297334310492,0.09666162896668355
RC2_0205,T07,7,14144.724900000001,4.1505945053049365,3,4699.333333333333,95.37003955354348,5.039895797510767,0.10472118508324875
RC2_0206,T06,3,206.20349999999996,2.314296032517752,3,4264.333333333333,181.54552535873137,6.395898684608362,0.24371442052121187
RC2_0207,T05P,4,383.86440000000005,2.584177837044565,3,4320.666666666667,78.44389360839021,4.792147986692322,0.20940191270410471
RC2_0208,T42,6,2465.9001000000003,3.391975478221769,3,4478,10.214368964029708,5.28787709781748,0.11842681715975452
RC2_0209,T03,7,8977.068899999998,3.953134558454579,3,4604.333333333333,37.878460604646776,4.994780555616014,0.09488835514563293
RC2_0210,T02,7,13461.462,4.129092229579795,3,4717,57.83021125098311,5.035268358067999,0.20236870671365825
RC2_0211,T07,7,14144.724900000001,4.1505945053049365,3,4595,70.31595361888604,5.276152545986385,0.05596114867311747
