SampleID,Group,Transformation,Formula,Counts,Perc_Counts
RC2_0002_ICR-1,Other,random,uridine 5_ diphosphate (-H2O),1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H12N5O3,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H12N5O6P1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H13N1O1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H13N5O6P1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H13N5,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H14N5O7P1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,transamination (-O),1,2.47961e-05
RC2_0002_ICR-1,Other,random,biotinyl (-H2O),1,2.47961e-05
RC2_0002_ICR-1,Other,random,acetylation (-H),1,2.47961e-05
RC2_0002_ICR-1,Other,random,adenosine (-H2O),1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H5N5O_1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C11H13N5O2S1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C11H12N5O8P1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C10H9N1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,cytidine 5_ monophsophate (-H2O),1,2.47961e-05
RC2_0002_ICR-1,Other,random,C11H17N1O7,1,2.47961e-05
RC2_0002_ICR-1,Other,random,Asparagine,1,2.47961e-05
RC2_0002_ICR-1,Other,random,Asparagine_C4H6N2O2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C11H14N2O6S2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,O5P2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H7N3O_1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H8N2O2S1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H8N2O3,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C11H21N2O6P1S1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H12O9P2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C6H10N2O2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H4O1N4,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H9O4,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H2O_1N4,1,2.47961e-05
RC2_0002_ICR-1,Other,random,SO42,1,2.47961e-05
RC2_0002_ICR-1,Other,random,O_1H4N2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C13H6N2O4,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C14H12N6O2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,O3P1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H11O13P3,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C4H7N1O2S1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C4H9N1O2S1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C13H16N4O2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C6H14O1N2,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C12H17O3N1,1,2.47961e-05
RC2_0002_ICR-1,Other,random,Tryptophan,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C12H11O4,1,2.47961e-05
RC2_0002_ICR-1,Other,random,C5H10N1O6P1,1,2.47961e-05
