SampleID,num_peak,n_transformations,normalized_transformations
RC2_0142_ICR-1,4242,26690,6.291843470061292
RC2_0142_ICR-2,4281,28117,6.567857977108153
RC2_0142_ICR-3,3920,27669,7.058418367346939
RC2_0143_ICR-1,4097,30998,7.56602391994142
RC2_0143_ICR-2,3914,31070,7.938170669391926
RC2_0143_ICR-3,4143,27191,6.563118513154719
RC2_0144_ICR-1,3886,23051,5.931806484817293
RC2_0144_ICR-2,4342,26364,6.07185628742515
RC2_0144_ICR-3,4234,24237,5.724374114312707
RC2_0145_ICR-1,4169,27928,6.6989685775965455
RC2_0145_ICR-2,4401,28441,6.462394910247671
RC2_0145_ICR-3,3834,27900,7.276995305164319
RC2_0146_ICR-1,3257,27512,8.447037150752227
RC2_0146_ICR-2,4352,28423,6.5310202205882355
RC2_0146_ICR-3,4324,28207,6.523358001850139
RC2_0147_ICR-1,3900,25052,6.423589743589743
RC2_0147_ICR-2,4531,29302,6.467005076142132
RC2_0147_ICR-3,3440,26391,7.671802325581395
RC2_0148_ICR-1,4200,24961,5.943095238095238
RC2_0148_ICR-2,3491,26897,7.704669149240905
RC2_0148_ICR-3,4191,27020,6.447148651873062
RC2_0149_ICR-1,4028,26376,6.548162859980139
RC2_0149_ICR-2,4285,28806,6.722520420070012
RC2_0149_ICR-3,4438,27444,6.1838666065795405
RC2_0150_ICR-1,3829,26377,6.888743797336119
RC2_0150_ICR-2,4204,23062,5.485727878211227
RC2_0150_ICR-3,3996,24327,6.087837837837838
RC2_0151_ICR-1,2138,62094,29.043030869971936
RC2_0151_ICR-2,4312,26077,6.047541743970315
RC2_0151_ICR-3,4167,26062,6.25437964962803
RC2_0152_ICR-1,4289,25644,5.979016087666123
RC2_0152_ICR-2,4195,26467,6.309177592371872
RC2_0152_ICR-3,3957,24406,6.16780389183725
RC2_0153_ICR-2,4453,27025,6.068942286099259
RC2_0153_ICR-3,4289,26324,6.137561203077641
RC2_0154_ICR-1,4489,28092,6.257963911784362
RC2_0154_ICR-2,4488,28345,6.315730837789661
RC2_0154_ICR-3,4086,27329,6.688448360254528
RC2_0155_ICR-1,3989,25881,6.488092253697668
RC2_0155_ICR-2,3986,28046,7.036126442548921
RC2_0155_ICR-3,4150,28304,6.820240963855421
RC2_0156_ICR-1,3908,23359,5.977226202661208
RC2_0156_ICR-2,4224,21715,5.140861742424242
RC2_0156_ICR-3,4321,24454,5.659338116176811
RC2_0157_ICR-1,3903,27330,7.002305918524212
RC2_0157_ICR-2,4129,26612,6.445144102688302
RC2_0157_ICR-3,4221,24501,5.8045486851457
RC2_0158_ICR-1,4200,24708,5.882857142857143
RC2_0158_ICR-2,4211,25705,6.104250771788174
RC2_0158_ICR-3,3839,27062,7.049231570721542
RC2_0159_ICR-1,3969,24798,6.247921390778534
RC2_0159_ICR-2,4281,25732,6.010745153001635
RC2_0159_ICR-3,4145,25001,6.031604342581423
RC2_0160_ICR-1,4035,25050,6.20817843866171
RC2_0160_ICR-2,4263,26591,6.237626084916725
RC2_0160_ICR-3,4081,25427,6.230580740014703
RC2_0163_ICR-1,3758,25760,6.854709952102182
RC2_0163_ICR-2,3977,27150,6.826753834548655
RC2_0163_ICR-3,4071,26407,6.486612625890444
RC2_0164_ICR-1,4055,27064,6.67422934648582
RC2_0164_ICR-2,3068,26029,8.484028683181226
RC2_0164_ICR-3,3816,27682,7.2541928721174
RC2_0165_ICR-1,3997,25057,6.268951713785339
RC2_0165_ICR-2,4187,25813,6.165034631000717
RC2_0165_ICR-3,4127,27157,6.58032469105888
RC2_0166_ICR-1,3875,27512,7.099870967741936
RC2_0166_ICR-2,3910,26370,6.744245524296675
RC2_0166_ICR-3,2859,24614,8.60930395243092
RC2_0167_ICR-1,3233,22841,7.064955150015465
RC2_0167_ICR-2,3989,28797,7.219102531962898
RC2_0167_ICR-3,4108,27620,6.723466407010711
RC2_0177_ICR-1,4142,30987,7.481168517624336
RC2_0177_ICR-2,4132,27633,6.687560503388189
RC2_0177_ICR-3,4314,30603,7.0938803894297635
RC2_0178_ICR-1,3630,26914,7.414325068870523
RC2_0178_ICR-2,4076,27316,6.701668302257115
RC2_0178_ICR-3,4255,25974,6.104347826086957
RC2_0179_ICR-1,4168,26238,6.29510556621881
RC2_0179_ICR-3,4192,24684,5.888358778625954
RC2_0183_ICR-2,3770,26749,7.095225464190982
RC2_0183_ICR-3,4194,24933,5.944921316165951
RC2_0184_ICR-1,4012,25054,6.244765702891326
RC2_0184_ICR-2,4034,26762,6.634110064452156
RC2_0184_ICR-3,4002,24622,6.152423788105947
RC2_0187_ICR-1,4343,29503,6.793230485839282
RC2_0187_ICR-2,4115,26900,6.5370595382746055
RC2_0187_ICR-3,4119,24517,5.952172857489682
RC2_0188_ICR-1,3723,27498,7.385979049153908
RC2_0188_ICR-2,4252,27507,6.469190968955785
RC2_0188_ICR-3,4214,27344,6.488846701471286
RC2_0189_ICR-1,4101,27101,6.608388198000488
RC2_0189_ICR-2,4447,28083,6.315043849786373
RC2_0189_ICR-3,4240,28468,6.714150943396226
RC2_0190_ICR-1,4002,27823,6.9522738630684655
RC2_0190_ICR-2,4202,26528,6.313184198000952
RC2_0190_ICR-3,4063,27039,6.654934777258184
RC2_0191_ICR-1,4318,26353,6.103056970819824
