SampleID,num_peak,n_transformations,normalized_transformations
RC2_0001_ICR-1,4182,10374,2.480631276901004
RC2_0001_ICR-2,4373,10997,2.5147495998170593
RC2_0001_ICR-3,4130,10031,2.428813559322034
RC2_0002_ICR-1,4475,10454,2.3360893854748603
RC2_0002_ICR-2,4428,9605,2.1691508581752483
RC2_0002_ICR-3,4249,9079,2.1367380560131797
