"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","HtoC_ratio","OtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
163,202.970416,202.970282863883,202.970291202416,5739522,NA,566522.3,46.42,-1,-0.041082530354077,0.99969380245846,0,0.599816281475076,5,1,0.5,"N4 S2 O2","de-protonated",0,NA,"C4 H4 O2 S2 N4",4,4,2,4,NA,2,NA,NA,NA,NA,NA
239,238.963447,238.963122829802,238.963080565117,3512064.3,NA,425947.5,26.25,-1,0.176867009648128,0.99434001167646,0,0.596604007005876,12,0.307692307692308,0.0769230769230769,"S2 O1","de-protonated",0,NA,"C13 H4 O1 S2",13,4,1,NA,NA,2,NA,NA,NA,NA,NA
272,245.049387,245.049030528495,245.048918191379,2619184.8,NA,495879.5,18.8,-1,0.458427305793013,0.962585431673664,0,0.577551259004198,4,1.4,0.5,"S1 O5","de-protonated",0,NA,"C10 H14 O5 S1",10,14,5,NA,NA,1,NA,NA,NA,NA,NA
273,245.067122,245.066765434366,245.066676256109,1750584.6,NA,505820.2,11.74,-1,0.3638938524434,0.97625914961987,0,0.585755489771922,4,1.4,0.7,"O7","de-protonated",0,NA,"C10 H14 O7",10,14,7,NA,NA,NA,NA,NA,NA,NA,NA
278,247.082796,247.082428736116,247.082326320587,1917093.5,NA,505952.2,12.99,-1,0.414499615610036,0.969306233730351,0,0.58158374023821,3,1.6,0.7,"O7","de-protonated",0,NA,"C10 H16 O7",10,16,7,NA,NA,NA,NA,NA,NA,NA,NA
282,247.119201,247.118833542896,247.118711829971,1375797.5,NA,414816.5,8.63,-1,0.492528159713825,0.9569381238793,0,0.57416287432758,2,1.81818181818182,0.545454545454545,"O6","de-protonated",0,NA,"C11 H20 O6",11,20,6,NA,NA,NA,NA,NA,NA,NA,NA
285,249.040963,249.040585343087,249.040461507581,2597887,NA,392769.9,18.48,-1,0.497250546006945,0.956126876795377,0,0.573676126077226,8,0.833333333333333,0.5,"O6","de-protonated",0,NA,"C12 H10 O6",12,10,6,NA,NA,NA,NA,NA,NA,NA,NA
291,249.150119,249.149740763738,249.149618035734,2244142.8,NA,451511.2,15.62,-1,0.492587565706557,0.956927962494709,0,0.574156777496825,5,1.46666666666667,0.2,"O3","de-protonated",0,NA,"C15 H22 O3",15,22,3,NA,NA,NA,NA,NA,NA,NA,NA
298,251.093,251.092611451839,251.092497081443,3415430.5,NA,421729.8,24.88,-1,0.45549109258228,0.96305423842452,0,0.577832543054712,6,1.23076923076923,0.384615384615385,"O5","de-protonated",0,NA,"C13 H16 O5",13,16,5,NA,NA,NA,NA,NA,NA,NA,NA
300,251.114091,251.113702339898,251.113626449543,1337743.9,NA,431561,8.25,-1,0.3022152019637,0.983564127965327,0,0.590138476779196,1,2,0.7,"O7","de-protonated",0,NA,"C10 H20 O7",10,20,7,NA,NA,NA,NA,NA,NA,NA,NA
303,252.979159,252.978760440994,252.978730629595,8811722,NA,436158.9,68.08,-1,0.117841526423602,0.49874173093873,0.867648864333947,0.646304584296817,12,0.428571428571429,0.0714285714285714,"S2 O1","de-protonated",0,NA,"C14 H6 O1 S2",14,6,1,NA,NA,2,NA,NA,NA,NA,NA
