"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","HtoC_ratio","OtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S","15N"
222,225.004516,225.004185818328,225.004075998197,1688275.4,NA,436650.5,11.31,-1,0.488080630406649,0.957695696266131,0,0.574617417759678,7,0.666666666666667,0.777777777777778,"O7","de-protonated",0,NA,"C9 H6 O7",9,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,225.0409,225.040569645336,225.040461507581,3150050,NA,515625.9,23.21,-1,0.48052583013629,0.958968144335228,0,0.575380886601137,6,1,0.6,"O6","de-protonated",0,NA,"C10 H10 O6",10,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,225.113669,225.113338299346,225.11323252635,2299903.5,NA,464330.7,16.29,-1,0.469865744089976,0.960732639774634,0,0.576439583864781,4,1.5,0.333333333333333,"O4","de-protonated",0,NA,"C12 H18 O4",12,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,227.02016,227.019820234693,227.019726062675,1227913,NA,541896.5,7.56,-1,0.414818657204119,0.969259699455553,0,0.581555819673332,6,0.888888888888889,0.777777777777778,"O7","de-protonated",0,NA,"C9 H8 O7",9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,227.056545,227.056205061696,227.056111572059,5693976,NA,471552.4,43.9,-1,0.411746840119925,0.969706348751546,0,0.581823809250928,5,1.2,0.6,"O6","de-protonated",0,NA,"C10 H12 O6",10,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,227.129306,227.128965715744,227.128882590828,3455541.8,NA,466881.2,25.68,-1,0.365981268096307,0.975989303353833,0,0.5855935820123,3,1.66666666666667,0.333333333333333,"O4","de-protonated",0,NA,"C12 H20 O4",12,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,228.051771,228.051426329767,228.051360544252,1470129.9,NA,521011.9,9.52,-1,0.288467979026792,0.985014388657188,0,0.591008633194313,5,1.22222222222222,0.666666666666667,"N1 O6","de-protonated",0,NA,"C9 H11 O6 N1",9,11,6,1,NA,NA,NA,NA,NA,NA,NA,NA
237,229.035838,229.035488650896,229.035376127153,2509642,NA,479492.2,17.85,-1,0.49129416076281,0.957148946390617,0,0.57428936783437,5,1.11111111111111,0.777777777777778,"O7","de-protonated",0,NA,"C9 H10 O7",9,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,229.108604,229.108254304921,229.108147145922,9953640,NA,449186.8,78,-1,0.467722341762533,0.960033293266078,0.986785897065508,0.97073433478585,3,1.63636363636364,0.454545454545455,"O5","de-protonated",0,NA,"C11 H18 O5",11,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,229.144951,229.144601132104,229.144532655306,13041015,NA,467412.8,102.95,-1,0.298836710348233,0.977095916599173,0.98844497710523,0.981635540801595,2,1.83333333333333,0.333333333333333,"O4","de-protonated",0,NA,"C12 H22 O4",12,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,229.181339,229.180988959093,229.18091816469,1344390.6,NA,529854.4,8.44,-1,0.308901819941584,0.982835129848237,0,0.589701077908942,1,2,0.230769230769231,"O3","de-protonated",0,NA,"C13 H26 O3",13,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,231.051447,231.051088067427,231.051026191631,2274710.3,NA,493143.9,15.95,-1,0.26780143304939,0.987071238184886,0,0.592242742910932,4,1.33333333333333,0.777777777777778,"O7","de-protonated",0,NA,"C9 H12 O7",9,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,231.087868,231.087508894259,231.087411701015,9014438,NA,462363.6,70.41,-1,0.420590817210802,0.968412000283625,0,0.581047200170175,3,1.6,0.6,"O6","de-protonated",0,NA,"C10 H16 O6",10,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,231.124247,231.12388772129,231.1237972104,5257397,NA,480012.1,40.05,-1,0.391612164475643,0.972556617782156,0,0.583533970669294,2,1.81818181818182,0.454545454545455,"O5","de-protonated",0,NA,"C11 H20 O5",11,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,232.044175,232.043811347376,232.043773240379,2955833.8,NA,526310.9,21.45,-1,0.164223308252167,0.995118410731715,0,0.597071046439029,8,0.916666666666667,0.166666666666667,"N1 S1 O2","de-protonated",0,NA,"C12 H11 O2 S1 N1",12,11,2,1,NA,1,NA,NA,NA,NA,NA,NA
254,233.009566,233.009197757301,233.009161378625,1262292.4,NA,594658.7,7.76,-1,0.156125518957398,0.995586922403914,0,0.597352153442349,9,0.545454545454545,0.545454545454545,"O6","de-protonated",0,NA,"C11 H6 O6",11,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,233.06711,233.066741483701,233.066676256109,1416684.9,NA,533305.4,9.01,-1,0.279866660015924,0.985888482795905,0,0.591533089677543,3,1.55555555555556,0.777777777777778,"O7","de-protonated",0,NA,"C9 H14 O7",9,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,233.082366,233.081997411165,233.081932397394,1766131.4,NA,483840.3,11.83,-1,0.278930975396756,0.985982020406792,0,0.591589212244075,7,1.07692307692308,0.307692307692308,"O4","de-protonated",0,NA,"C13 H14 O4",13,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,233.103486,233.103117310747,233.103061765493,1975548.4,NA,490258.3,13.52,-1,0.238286246537917,0.989750173947942,0,0.593850104368765,2,1.8,0.6,"O6","de-protonated",0,NA,"C10 H18 O6",10,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,233.155105,233.154736065318,233.154703416162,11314194,NA,452861.8,88.98,-1,0.140032153917289,0.996924560702731,0.971941791901112,0.986931453182083,5,1.46666666666667,0.133333333333333,"O2","de-protonated",0,NA,"C15 H22 O2",15,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,235.025248,235.024870173485,235.024811443103,3425589,NA,504304.6,25.05,-1,0.249890136175841,0.988733371479756,0,0.593240022887853,8,0.727272727272727,0.545454545454545,"O6","de-protonated",0,NA,"C11 H8 O6",11,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,235.061645,235.061267000431,235.061196952488,4385604.5,NA,468985.4,32.75,-1,0.297998753526815,0.984015889355139,0,0.590409533613083,7,1,0.416666666666667,"O5","de-protonated",0,NA,"C12 H12 O5",12,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,235.098034,235.097655827415,235.097582461872,1991764.3,NA,470228.1,13.55,-1,0.312064218324534,0.982484989986442,0,0.589490993991865,6,1.23076923076923,0.307692307692308,"O4","de-protonated",0,NA,"C13 H16 O4",13,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,235.134362,235.133983654689,235.133967971256,1675620,NA,521327.8,11.01,-1,0.0666999882724777,0.999193080772383,0,0.59951584846343,5,1.42857142857143,0.214285714285714,"O3","de-protonated",0,NA,"C14 H20 O3",14,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,236.056926,236.056543268241,236.056445924681,1245811.1,NA,488637.8,7.56,-1,0.412374084634481,0.969615399000811,0,0.581769239400487,7,1,0.454545454545455,"N1 O5","de-protonated",0,NA,"C11 H11 O5 N1",11,11,5,1,NA,NA,NA,NA,NA,NA,NA,NA
271,237.004528,237.004140762747,237.004075998197,1874063.1,NA,502185.9,12.59,-1,0.273263445307073,0.986542077094076,0,0.591925246256445,8,0.6,0.7,"O7","de-protonated",0,NA,"C10 H6 O7",10,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,237.040925,237.040537589693,237.040461507581,6119071,NA,476981.5,46.64,-1,0.320966772528729,0.981480842925525,0,0.588888505755315,7,0.909090909090909,0.545454545454545,"O6","de-protonated",0,NA,"C11 H10 O6",11,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,237.077294,237.076906416772,237.076847016966,7210671,NA,480206.6,55.4,-1,0.250550854440201,0.988674053113623,0,0.593204431868174,6,1.16666666666667,0.416666666666667,"O5","de-protonated",0,NA,"C12 H14 O5",12,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,237.113677,237.113289243784,237.11323252635,2909374.8,NA,455367.1,20.9,-1,0.239199786767091,0.98967183989846,0,0.593803103939076,5,1.38461538461538,0.307692307692308,"O4","de-protonated",0,NA,"C13 H18 O4",13,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,238.072562,238.072169684644,238.072095989158,2594146,NA,440774.7,18.37,-1,0.309551126481193,0.982763519610198,0,0.589658111766119,6,1.18181818181818,0.454545454545455,"N1 O5","de-protonated",0,NA,"C11 H13 O5 N1",11,13,5,1,NA,NA,NA,NA,NA,NA,NA,NA
283,239.020154,239.019757179197,239.019726062675,5032450.5,NA,455014.7,37.92,-1,0.130183910242517,0.996929558270964,0,0.598157734962579,7,0.8,0.7,"O7","de-protonated",0,NA,"C10 H8 O7",10,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
