"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","HtoC_ratio","OtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
149,211.061596,211.061299695882,211.061196952488,4515333.5,NA,532704.9,34.94,-1,0.486794334613493,0.957913628033097,0,0.574748176819858,5,1.2,0.5,"O5","de-protonated",0,NA,"C10 H12 O5",10,12,5,NA,NA,NA,NA,NA,NA,NA,NA
151,211.181912,211.181615202591,211.181586869933,1183666.3,NA,529488.6,7.36,-1,0.134162542865998,0.996739326001515,0,0.598043595600909,2,2,0.0833333333333333,"N2 O1","de-protonated",0,NA,"C12 H24 O1 N2",12,24,1,2,NA,NA,NA,NA,NA,NA,NA
152,212.020438,212.020137764666,212.020060415296,1550569.5,NA,540644.2,10.4,-1,0.364820998776293,0.976139476054267,0,0.58568368563256,6,0.875,0.75,"N1 O6","de-protonated",0,NA,"C8 H7 O6 N1",8,7,6,1,NA,NA,NA,NA,NA,NA,NA
158,213.077254,213.076949431761,213.076847016966,5192949.5,NA,535834.3,40.54,-1,0.480647224494485,0.95894784164902,0,0.575368704989412,4,1.4,0.5,"O5","de-protonated",0,NA,"C10 H14 O5",10,14,5,NA,NA,NA,NA,NA,NA,NA,NA
159,213.113635,213.1133302826,213.11323252635,2044931.4,NA,489228.5,14.48,-1,0.458705679125317,0.962540841106637,0,0.577524504663982,3,1.63636363636364,0.363636363636364,"O4","de-protonated",0,NA,"C11 H18 O4",11,18,4,NA,NA,NA,NA,NA,NA,NA,NA
160,215.056531,215.0562183168,215.056111572059,3503334.8,NA,413613.4,26.38,-1,0.496357622860705,0.956280810438047,0,0.573768486262829,4,1.33333333333333,0.666666666666667,"O6","de-protonated",0,NA,"C9 H12 O6",9,12,6,NA,NA,NA,NA,NA,NA,NA,NA
162,215.092881,215.092568167766,215.092497081443,7620596.5,NA,482654.5,60.25,-1,0.330491873829695,0.980376388900757,0,0.588225833340454,3,1.6,0.5,"O5","de-protonated",0,NA,"C10 H16 O5",10,16,5,NA,NA,NA,NA,NA,NA,NA,NA
166,217.051036,217.050715139404,217.050632268438,1443563.9,NA,541695.9,9.43,-1,0.381804768579766,0.97389609399102,0,0.584337656394612,8,0.833333333333333,0.333333333333333,"O4","de-protonated",0,NA,"C12 H10 O4",12,10,4,NA,NA,NA,NA,NA,NA,NA,NA
168,217.072139,217.071818052883,217.071761636537,4868852,NA,489416.3,37.61,-1,0.259897211298645,0.987818567079392,0,0.592691140247635,3,1.55555555555556,0.666666666666667,"O6","de-protonated",0,NA,"C9 H14 O6",9,14,6,NA,NA,NA,NA,NA,NA,NA,NA
169,217.108565,217.108243903537,217.108147145922,4058882.3,NA,438124.3,30.94,-1,0.445665523150621,0.964602739453176,0,0.578761643671906,2,1.8,0.5,"O5","de-protonated",0,NA,"C10 H18 O5",10,18,5,NA,NA,NA,NA,NA,NA,NA,NA
170,219.030278,219.029949024587,219.029896823532,2344440.8,NA,510609.4,16.84,-1,0.238328446862877,0.989746561830646,0,0.593847937098387,8,0.727272727272727,0.454545454545455,"O5","de-protonated",0,NA,"C11 H8 O5",11,8,5,NA,NA,NA,NA,NA,NA,NA,NA
173,219.087795,219.087465788769,219.087411701015,1364879.8,NA,481309.7,8.72,-1,0.246877506514539,0.989001900382127,0,0.593401140229276,2,1.77777777777778,0.666666666666667,"O6","de-protonated",0,NA,"C9 H16 O6",9,16,6,NA,NA,NA,NA,NA,NA,NA,NA
176,221.045888,221.045550760662,221.04554688801,3980065.8,NA,488667.7,30.08,-1,0.017519702025009,0.999944307698529,0,0.599966584619117,7,0.909090909090909,0.454545454545455,"O5","de-protonated",0,NA,"C11 H10 O5",11,10,5,NA,NA,NA,NA,NA,NA,NA,NA
179,221.082346,221.082008611185,221.081932397394,4030768.5,NA,500574.1,30.5,-1,0.344730980844379,0.978667563110943,0,0.587200537866566,6,1.16666666666667,0.333333333333333,"O4","de-protonated",0,NA,"C12 H14 O4",12,14,4,NA,NA,NA,NA,NA,NA,NA,NA
