"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","HtoC_ratio","OtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
163,201.007207,201.007071770475,201.007067179012,1179061.3,NA,509602.8,7.55,-1,0.0228422976909062,0.999905329898139,0,0.599943197938884,5,1.16666666666667,0.666666666666667,"N2 P1 O4","de-protonated",0,NA,"C6 H7 O4 N2 P1",6,7,4,2,1,NA,NA,NA,NA,NA,NA
202,213.113488,213.113312071727,213.11323252635,2150361,NA,565909.7,15.51,-1,0.373254048058387,0.975037668748537,0,0.585022601249122,3,1.63636363636364,0.363636363636364,"O4","de-protonated",0,NA,"C11 H18 O4",11,18,4,NA,NA,NA,NA,NA,NA,NA,NA
212,219.03019,219.02999418103,219.029896823532,1445884,NA,557427.4,9.55,-1,0.444494105551438,0.964785264741736,0,0.578871158845042,8,0.727272727272727,0.454545454545455,"O5","de-protonated",0,NA,"C11 H8 O5",11,8,5,NA,NA,NA,NA,NA,NA,NA,NA
214,219.087717,219.087520987636,219.087411701015,1592208.8,NA,403803.7,10.77,-1,0.49882656408254,0.95585456800738,0,0.573512740804428,2,1.77777777777778,0.666666666666667,"O6","de-protonated",0,NA,"C9 H16 O6",9,16,6,NA,NA,NA,NA,NA,NA,NA,NA
216,221.045812,221.045609404936,221.04554688801,2379483,NA,521447.2,17.2,-1,0.282823732092807,0.985590872828011,0,0.591354523696806,7,0.909090909090909,0.454545454545455,"O5","de-protonated",0,NA,"C11 H10 O5",11,10,5,NA,NA,NA,NA,NA,NA,NA,NA
222,223.025073,223.02486375108,223.024811443103,1813944.9,NA,481761.6,12.52,-1,0.234538824900234,0.990068434115871,0,0.594041060469523,7,0.8,0.6,"O6","de-protonated",0,NA,"C10 H8 O6",10,8,6,NA,NA,NA,NA,NA,NA,NA,NA
223,223.061485,223.061275628671,223.061196952488,2075846.5,NA,530794.5,14.68,-1,0.352711204731117,0.977679708496078,0,0.586607825097647,6,1.09090909090909,0.454545454545455,"O5","de-protonated",0,NA,"C11 H12 O5",11,12,5,NA,NA,NA,NA,NA,NA,NA,NA
227,224.056682,224.05646928303,224.056445924681,1340091.9,NA,448898.9,8.55,-1,0.104252074513085,0.998029869113351,0,0.59881792146801,6,1.1,0.5,"N1 O5","de-protonated",0,NA,"C10 H11 O5 N1",10,11,5,1,NA,NA,NA,NA,NA,NA,NA
229,225.040749,225.040532974805,225.040461507581,2339248,NA,587746.1,16.75,-1,0.317574997955241,0.981866620772513,0,0.589119972463508,6,1,0.6,"O6","de-protonated",0,NA,"C10 H10 O6",10,10,6,NA,NA,NA,NA,NA,NA,NA,NA
230,225.07717,225.076953852366,225.076847016966,2000061.8,NA,390693.9,13.96,-1,0.47466188353908,0.959943262965426,0,0.575965957779255,5,1.27272727272727,0.454545454545455,"O5","de-protonated",0,NA,"C11 H14 O5",11,14,5,NA,NA,NA,NA,NA,NA,NA,NA
