"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","HtoC_ratio","OtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S","15N"
236,220.147411,220.147169504345,220.147189483499,3823853.3,NA,557957.9,29.48,-1,-0.0907536201714846,0.998506664914237,0,0.599103998948542,0,2.4,0.2,"N1 P1 O2","de-protonated",0,NA,"C10 H24 O2 N1 P1",10,24,2,1,1,NA,NA,NA,NA,NA,NA,NA
262,238.963472,238.96316522696,238.963080565117,4369644,NA,434463.5,33.41,-1,0.354288380708324,0.977481917822916,0,0.58648915069375,12,0.307692307692308,0.0769230769230769,"S2 O1","de-protonated",0,NA,"C13 H4 O1 S2",13,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA
263,239.056538,239.056230904091,239.056111572059,1351313,NA,349712.7,8.61,-1,0.499180010259967,0.955793390970058,0,0.573476034582035,6,1.09090909090909,0.545454545454545,"O6","de-protonated",0,NA,"C11 H12 O6",11,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,241.100338,241.100023813664,241.099904937444,1196348.9,NA,461877.3,7.28,-1,0.493057928371883,0.956847467590027,0,0.574108480554016,4,1.58333333333333,0.25,"P1 O3","de-protonated",0,NA,"C12 H19 O3 P1",12,19,3,NA,1,NA,NA,NA,NA,NA,NA,NA
295,246.072659,246.072327563501,246.072310464479,1225733.3,NA,354038.1,7.46,-1,0.0694877922605877,0.99912424904568,0,0.599474549427408,3,1.8,0.2,"N1 S1 P1 O2","de-protonated",0,NA,"C10 H18 O2 S1 N1 P1",10,18,2,1,1,1,NA,NA,NA,NA,NA,NA
314,252.979158,252.978802603215,252.978730629595,4437231.5,NA,398863.1,33.29,-1,0.284504632006945,0.985420347348227,0,0.591252208408936,12,0.428571428571429,0.0714285714285714,"S2 O1","de-protonated",0,NA,"C14 H6 O1 S2",14,6,1,NA,NA,2,NA,NA,NA,NA,NA,NA
329,259.082815,259.082438428179,259.082326320587,1388702.8,NA,444397.1,8.62,-1,0.43271030450934,0.966596513257411,0,0.579957907954447,4,1.45454545454545,0.636363636363636,"O7","de-protonated",0,NA,"C11 H16 O7",11,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,266.994805,266.994400979606,266.994380694073,1866528,NA,355912.2,12.34,-1,0.0759773807043659,0.998953124496635,0,0.599371874697981,12,0.533333333333333,0.0666666666666667,"S2 O1","de-protonated",0,NA,"C15 H8 O1 S2",15,8,1,NA,NA,2,NA,NA,NA,NA,NA,NA
364,267.051397,267.050992783275,267.051026191631,1484342.8,NA,370194.9,9.3,-1,-0.125101019335975,0.997164308159314,0,0.598298584895588,7,1,0.583333333333333,"O7","de-protonated",0,NA,"C12 H12 O7",12,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,267.124281,267.123876530423,267.123797210399,1676628.1,NA,326464.4,10.82,-1,0.296941061623778,0.984128249669931,0,0.590476949801958,5,1.42857142857143,0.357142857142857,"O5","de-protonated",0,NA,"C14 H20 O5",14,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,270.102188,270.101773199357,270.101682041056,1327358.9,NA,284697.4,8.04,-1,0.337496233865076,0.979544434495321,0,0.587726660697192,0,2.33333333333333,0.666666666666667,"N1 S1 O6","de-protonated",0,NA,"C9 H21 O6 S1 N1",9,21,6,1,NA,1,NA,NA,NA,NA,NA,NA
376,270.135134,270.134719085059,270.134696247071,1863948,NA,432277.5,12.3,-1,0.0845429665216758,0.998703933741876,0,0.599222360245125,4,1.61538461538462,0.384615384615385,"N1 O5","de-protonated",0,NA,"C13 H21 O5 N1",13,21,5,1,NA,NA,NA,NA,NA,NA,NA,NA
384,271.155581,271.155162544886,271.155097339355,1480355.6,NA,383168,9.18,-1,0.240473187540264,0.989562158915461,0,0.593737295349276,3,1.71428571428571,0.357142857142857,"O5","de-protonated",0,NA,"C14 H24 O5",14,24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,271.191978,271.191559418616,271.19148284874,1628594.1,NA,442875.6,10.35,-1,0.28234616955573,0.985639142062556,0,0.591383485237534,2,1.86666666666667,0.266666666666667,"O4","de-protonated",0,NA,"C15 H28 O4",15,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,273.077389,273.076963877678,273.076847016965,1207200.3,NA,359295.9,7.02,-1,0.427940754939563,0.967316733419772,0,0.580390040051863,9,0.933333333333333,0.333333333333333,"O5","de-protonated",0,NA,"C15 H14 O5",15,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,273.11379,273.113364751394,273.11323252635,1401006.6,NA,362272.3,8.55,-1,0.484140013244507,0.958361676603464,0,0.575017005962078,8,1.125,0.25,"O4","de-protonated",0,NA,"C16 H18 O4",16,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
