"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","HtoC_ratio","OtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S","15N"
207,221.045948,221.045643365813,221.04554688801,3802446.5,NA,469578.1,28.75,-1,0.436461193687048,0.966024889442379,0,0.579614933665427,7,0.909090909090909,0.454545454545455,"O5","de-protonated",0,NA,"C11 H10 O5",11,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,223.0252,223.024885606472,223.024811443103,3124841.3,NA,481743.9,23.19,-1,0.332534162960635,0.980135541962727,0,0.588081325177636,7,0.8,0.6,"O6","de-protonated",0,NA,"C10 H8 O6",10,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,223.098006,223.097691247479,223.097582461872,1557126.6,NA,593542.6,10.33,-1,0.487614458775088,0.957774738507328,0,0.574664843104397,5,1.33333333333333,0.333333333333333,"O4","de-protonated",0,NA,"C12 H16 O4",12,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,225.040878,225.040553667522,225.040461507581,3518878.8,NA,526048.9,26.23,-1,0.409526090132196,0.970027310374482,0,0.582016386224689,6,1,0.6,"O6","de-protonated",0,NA,"C10 H10 O6",10,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,225.077281,225.076956488025,225.076847016966,3543981.8,NA,504226.9,26.44,-1,0.486371924828234,0.957985080526815,0,0.574791048316089,5,1.27272727272727,0.454545454545455,"O5","de-protonated",0,NA,"C11 H14 O5",11,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,226.072505,226.072175580752,226.072095989158,1160392.1,NA,430376.3,7.02,-1,0.352062880584932,0.977760769234677,0,0.586656461540806,5,1.3,0.5,"N1 O5","de-protonated",0,NA,"C10 H13 O5 N1",10,13,5,1,NA,NA,NA,NA,NA,NA,NA,NA
227,227.020143,227.019808908117,227.019726062675,1663441.5,NA,533365,11.11,-1,0.364926182670576,0.976125880893347,0,0.585675528536008,6,0.888888888888889,0.777777777777778,"O7","de-protonated",0,NA,"C9 H8 O7",9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,227.056556,227.056221728571,227.056111572059,4853984.5,NA,472330.8,37.11,-1,0.485151053147688,0.958191277556609,0,0.574914766533965,5,1.2,0.6,"O6","de-protonated",0,NA,"C10 H12 O6",10,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,227.129322,227.128987369775,227.128882590828,3455743,NA,514197.5,25.71,-1,0.461319342679196,0.962120958801087,0,0.577272575280652,3,1.66666666666667,0.333333333333333,"O4","de-protonated",0,NA,"C12 H20 O4",12,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,228.160896,228.160556283266,228.160517072405,2257070.5,NA,513941.1,15.94,-1,0.171856470452384,0.994655311149371,0,0.596793186689623,2,1.91666666666667,0.25,"N1 O3","de-protonated",0,NA,"C12 H23 O3 N1",12,23,3,1,NA,NA,NA,NA,NA,NA,NA,NA
236,229.035818,229.035473969181,229.035376127153,2271263,NA,471784.9,15.94,-1,0.427191771831681,0.967429155913314,0,0.580457493547988,5,1.11111111111111,0.777777777777778,"O7","de-protonated",0,NA,"C9 H10 O7",9,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,229.108596,229.108251610326,229.108147145922,9938494,NA,461697.9,77.97,-1,0.455961105848158,0.481489690773402,0.892974475612838,0.646083604709176,3,1.63636363636364,0.454545454545455,"O5","de-protonated",0,NA,"C11 H18 O5",11,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,229.144952,229.144607431061,229.144532655306,13037133,NA,470323.5,103.04,-1,0.326325720971394,0.97084970463587,0.983609226512315,0.975953513386448,2,1.83333333333333,0.333333333333333,"O4","de-protonated",0,NA,"C12 H22 O4",12,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,231.030292,231.029938134784,231.029896823532,1958510.5,NA,448850,13.41,-1,0.17881344623113,0.994215111881095,0,0.596529067128657,9,0.666666666666667,0.416666666666667,"O5","de-protonated",0,NA,"C12 H8 O5",12,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,231.05146,231.051106030408,231.051026191631,2003319.5,NA,481057.9,13.77,-1,0.345546082547745,0.97856765468943,0,0.587140592813658,4,1.33333333333333,0.777777777777778,"O7","de-protonated",0,NA,"C9 H12 O7",9,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
