Site_ID,Site_Name,Parent_ID,Field_Staff,Date,Time_Zone,Time_Arriving,Time_Leaving,Latitude,Longitude,Notes
T05P,Little Naches at Nile,RC2_0051,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,PST,11:39:00,12:12:00,46.98904,-121.09921, River running clear and approximately 25 feet wide; max 4-4.5 feet deep. Clear; sunny; and warm. 
T42,Naches River Craig Road 2,RC2_0052,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,PST,13:04:00,13:35:00,46.72895,-120.71431,N/A
T03,Yakima at Union Gap,RC2_0053,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,PST,15:40:00,16:20:00,46.530817,-120.470337,N/A
T07,Yakima at Kiona,RC2_0054,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,PST,17:45:00,18:25:00,46.255319,-119.47405,Deployed Manta directly from bank immediately upstream of sampling location due to steep; soft bank. Sensors were submerged in deeper water where bank drops suddenly. 
T06,American River,RC2_0055,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,PST,14:54:00,15:25:00,46.97777,-121.16953,River relatively low; channel narrowed to approximately 25 feet width; rapids still run through middle of the channel.
T05P,Little Naches at Nile,RC2_0056,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,PST,14:03:00,14:34:00,46.98904,-121.09921,River has receded substantially. Channel currently only 15-20 feet wide in most places. Temperatures have tripled since sampling began in April 2021.
T42,Naches River Craig Road 2,RC2_0057,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,PST,12:30:00,13:07:00,46.72895,-120.71431,N/A
T03,Yakima at Union Gap,RC2_0058,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,PST,11:02:00,11:46:00,46.530817,-120.470337,N/A
T02,Yakima at Mabton,RC2_0059,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,PST,9:00:00,9:47:00,46.232095,-119.999901,Water level approximately 2.5-3 feet below bank with submerged aquatic vegetation exposed. Very slow moving.
T07,Yakima at Kiona,RC2_0060,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,PST,6:50:00,7:51:00,46.255319,-119.47405,Water about 2-3 feet deep near bank and warm.
T06,American River,RC2_0061,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,PST,14:19:00,14:56:00,46.97777,-121.16953,River very low. Lowest we have seen it so far. 
T05P,Little Naches at Nile,RC2_0062,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,PST,13:22:00,14:03:00,46.98904,-121.09921,N/A
