#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Locality,Country,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type,Physiographic_Feature_Name,State_or_Province
RC2_0059,10.58052/IEPRS00DE,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0060,10.58052/IEPRS00DF,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0061,10.58052/IEPRS00DG,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0062,10.58052/IEPRS00DH,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0063,10.58052/IEPRS00DI,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0064,10.58052/IEPRS00DJ,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0065,10.58052/IEPRS00DK,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0066,10.58052/IEPRS00DL,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0067,10.58052/IEPRS00DM,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly; Sophia_McKever, 2021-07-15,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0068,10.58052/IEPRS00DN,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly; Sophia_McKever, 2021-07-15,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0069,10.58052/IEPRS00DO,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly; Sophia_McKever, 2021-07-15,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0070,10.58052/IEPRS00DP,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly; Sophia_McKever, 2021-07-15,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0071,10.58052/IEPRS00DQ,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly; Sophia_McKever, 2021-07-15,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0072,10.58052/IEPRS00DR,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly; Sophia_McKever, 2021-07-15,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0073,10.58052/IEPRS00DX,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0074,10.58052/IEPRS00DW,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0075,10.58052/IEPRS00DV,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0076,10.58052/IEPRS00DU,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0077,10.58052/IEPRS00DT,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0078,10.58052/IEPRS00DS,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0079,10.58052/IEPRS00DY,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria; Sophia_McKever, 2021-07-29,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0080,10.58052/IEPRS00DZ,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria; Sophia_McKever, 2021-07-29,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0081,10.58052/IEPRS00E0,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria; Sophia_McKever, 2021-07-29,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0082,10.58052/IEPRS00E1,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria; Sophia_McKever, 2021-07-29,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0083,10.58052/IEPRS00E2,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria; Sophia_McKever, 2021-07-29,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0084,10.58052/IEPRS00E3,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria; Sophia_McKever, 2021-07-29,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0085,10.58052/IEPRS00E4,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly; Sophia_McKever, 2021-08-12,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0086,10.58052/IEPRS00E5,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly; Sophia_McKever, 2021-08-12,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0087,10.58052/IEPRS00E6,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly; Sophia_McKever, 2021-08-12,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0088,10.58052/IEPRS00E7,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly; Sophia_McKever, 2021-08-12,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
