SampleID,Group,Transformation,Formula,Counts,Perc_Counts
RC2_0004_ICR.1_p08,Other,random,uracil_(_H)_C4H3N2O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,uracil (-H),1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,transamination (-O),1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,thymidine 5_ monophosphate (-H2O),1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,Arginine,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C11H14N2O6S2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H3N1O5P2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H3O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C10H10F1N3O5,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H1O3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H1O3S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H3O3N1S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C_7H_4O5P2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H4O7P2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H_1S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,Guanosine 5- diphosphate (-H2O),1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H_1O_1F1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C11H15N5O3S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C11H21N2O6P1S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C8H12N2O3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C7H5N1O_3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C9H12N3O7P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C8H13N3O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C8H14N1O8P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C12H8N4O1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C9H11N3O7P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C12H21N1O9,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C9H14O7N5P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C9H14N3O8P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C9H14N2O5,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C9H13O2N3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,CH,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C7H13O7N2P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C7H7N5O1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C14H12N6O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C14H10O2S2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C14H23O10N1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C8H10N2O2S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C7H9O2N5,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C7H8O1N4,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C4H3O_1N2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C4H6N1O2S_1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,N3O2C6H14,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C18H30O13,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,O1N1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C4H3N3O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,N_1O1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C5H2N4,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,H_3O1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C5H7O3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,Methionine,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,Inorganic Phosphate,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C5H12N2S2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C5H12O1N2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C5H5N5O_1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C17H19O2N1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C5H12O9P2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H10O7S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H12O7N1P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H11O10N1S2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H14O2N4,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H3N1O3S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H6N2O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C6H5N3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C4H11O2Cl2N2P1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C4H10O1N2S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C19H21O3N1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C19H10O2,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C18H34N6O4S1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C19H21N7O5,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C19H20N1O3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,NO3,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C18H19O2N1,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C18H24,1,2.23664e-05
RC2_0004_ICR.1_p08,Other,random,C18H26,1,2.23664e-05
