Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
200.026901912019,0,0,0,0,0,0,0,0,,None,201.034178378899,0,0,NA,NA,NA,NA,NA,NA,NA,199.803550086387,0.196449913613264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.160727963441,0,0,0,0,0,0,0,0,,None,201.168004430321,0,0,NA,NA,NA,NA,NA,NA,NA,199.937226706444,0.062773293555864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.221607378378,0,0,0,0,0,0,0,0,,None,201.228883845258,0,0,NA,NA,NA,NA,NA,NA,NA,199.998038142883,0.00196185711743624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.446110556927,0,0,0,0,0,0,0,0,,None,201.453387023807,0,0,NA,NA,NA,NA,NA,NA,NA,200.222290639177,0.777709360823224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.479025132852,0,0,0,0,0,0,0,0,,None,201.486301599732,0,0,NA,NA,NA,NA,NA,NA,NA,200.255168462392,0.744831537607752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.494774048551,0,0,0,0,0,0,0,0,,None,201.502050515431,0,0,NA,NA,NA,NA,NA,NA,NA,200.270899792711,0.729100207288724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.641896944989,0,0,0,0,0,0,0,0,,None,201.649173411869,0,0,NA,NA,NA,NA,NA,NA,NA,200.417858410409,0.582141589591203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.727985297057,0,0,0,0,0,0,0,0,,None,201.735261763937,0,0,NA,NA,NA,NA,NA,NA,NA,200.503850635454,0.496149364546227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.748955930921,0,0,0,0,0,0,0,0,,None,201.756232397801,0,0,NA,NA,NA,NA,NA,NA,NA,200.524797853321,0.475202146679322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.800241809809,0,0,0,0,0,0,0,0,,None,201.807518276689,0,0,NA,NA,NA,NA,NA,NA,NA,200.576026465938,0.423973534061872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.805592252076,0,0,0,0,0,0,0,0,,None,201.812868718956,0,0,NA,NA,NA,NA,NA,NA,NA,200.581370933853,0.418629066146508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.81218054036,0,0,0,0,0,0,0,0,,None,201.81945700724,0,0,NA,NA,NA,NA,NA,NA,NA,200.587951865596,0.412048134404046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.866588596531,0,0,0,0,0,0,0,0,,None,201.873865063411,0,0,NA,NA,NA,NA,NA,NA,NA,200.642299169245,0.357700830754652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.957892762218,0,0,0,0,0,0,0,0,,None,201.965169229098,0,0,NA,NA,NA,NA,NA,NA,NA,200.733501383885,0.266498616114717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.040662582001,0,0,0,0,0,0,0,0,,None,202.047939048881,0,0,NA,NA,NA,NA,NA,NA,NA,200.816178782148,0.183821217851914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.077013845526,0,0,0,0,0,0,0,0,,None,202.084290312406,0,0,NA,NA,NA,NA,NA,NA,NA,200.852489455527,0.14751054447251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.107592449065,0,0,0,0,0,0,0,0,,None,202.114868915945,0,0,NA,NA,NA,NA,NA,NA,NA,200.883033914725,0.116966085275379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.112864414195,0,0,0,0,0,0,0,0,,None,202.120140881075,0,0,NA,NA,NA,NA,NA,NA,NA,200.888299993131,0.111700006868745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.113414290736,0,0,0,0,0,0,0,0,,None,202.120690757616,0,0,NA,NA,NA,NA,NA,NA,NA,200.888849255675,0.111150744324817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.249633044586,0,0,0,0,0,0,0,0,,None,202.256909511466,0,0,NA,NA,NA,NA,NA,NA,NA,201.024915906448,0.975084093552283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.252825449338,0,0,0,0,0,0,0,0,,None,202.260101916218,0,0,NA,NA,NA,NA,NA,NA,NA,201.028104746532,0.971895253467977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.357570783629,0,0,0,0,0,0,0,0,,None,202.364847250509,0,0,NA,NA,NA,NA,NA,NA,NA,201.132733121247,0.867266878752986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.546438325761,0,0,0,0,0,0,0,0,,None,202.553714792641,0,0,NA,NA,NA,NA,NA,NA,NA,201.321389772194,0.678610227805791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.55480574,0,0,0,0,0,0,0,0,,None,202.56208220688,0,0,NA,NA,NA,NA,NA,NA,NA,201.329747843304,0.670252156696279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.571905169084,0,0,0,0,0,0,0,0,,None,202.579181635964,0,0,NA,NA,NA,NA,NA,NA,NA,201.346828179012,0.653171820987552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.62228114811,0,0,0,0,0,0,0,0,,None,202.62955761499,0,0,NA,NA,NA,NA,NA,NA,NA,201.39714790777,0.602852092229767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.693106054534,0,0,0,0,0,0,0,0,,None,202.700382521414,0,0,NA,NA,NA,NA,NA,NA,NA,201.467893730471,0.532106269528981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.801770690643,0,0,0,0,0,0,0,0,,None,202.809047157523,0,0,NA,NA,NA,NA,NA,NA,NA,201.576437030677,0.423562969323456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.802197443071,0,0,0,0,0,0,0,0,,None,202.809473909951,0,0,NA,NA,NA,NA,NA,NA,NA,201.576863306589,0.42313669341101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.814113305042,0,0,0,0,0,0,0,0,,None,202.821389771922,0,0,NA,NA,NA,NA,NA,NA,NA,201.588765863202,0.41123413679793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.136843376721,0,0,0,0,0,0,0,0,,None,203.144119843601,0,0,NA,NA,NA,NA,NA,NA,NA,201.9111355716,0.0888644284001145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.186009235194,0,0,0,0,0,0,0,0,,None,203.193285702074,0,0,NA,NA,NA,NA,NA,NA,NA,201.960246531036,0.0397534689639087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.20194749906,0,0,0,0,0,0,0,0,,None,203.20922396594,0,0,NA,NA,NA,NA,NA,NA,NA,201.976166998094,0.0238330019057287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.310029241995,0,0,0,0,0,0,0,0,,None,203.317305708875,0,0,NA,NA,NA,NA,NA,NA,NA,202.08412805599,0.915871944010433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.323933977805,0,0,0,0,0,0,0,0,,None,203.331210444685,0,0,NA,NA,NA,NA,NA,NA,NA,202.098017265647,0.901982734352657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.443324995884,0,0,0,0,0,0,0,0,,None,203.450601462764,0,0,NA,NA,NA,NA,NA,NA,NA,202.217274970649,0.782725029351042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.489272489095,0,0,0,0,0,0,0,0,,None,203.496548955975,0,0,NA,NA,NA,NA,NA,NA,NA,202.263171158479,0.736828841521458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.615995996282,0,0,0,0,0,0,0,0,,None,203.623272463162,0,0,NA,NA,NA,NA,NA,NA,NA,202.389753165065,0.610246834934657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.787598244452,0,0,0,0,0,0,0,0,,None,203.794874711332,0,0,NA,NA,NA,NA,NA,NA,NA,202.561163800632,0.438836199368012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.820006284776,0,0,0,0,0,0,0,0,,None,203.827282751656,0,0,NA,NA,NA,NA,NA,NA,NA,202.593535653849,0.406464346151324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.828499545087,0,0,0,0,0,0,0,0,,None,203.835776011967,0,0,NA,NA,NA,NA,NA,NA,NA,202.602019430509,0.397980569490699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.842995477735,0,0,0,0,0,0,0,0,,None,203.850271944615,0,0,NA,NA,NA,NA,NA,NA,NA,202.616499176869,0.383500823130589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.945211194611,0,0,0,0,0,0,0,0,,None,203.952487661491,0,0,NA,NA,NA,NA,NA,NA,NA,202.718600758763,0.281399241237182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.970080494684,0,0,0,0,0,0,0,0,,None,203.977356961564,0,0,NA,NA,NA,NA,NA,NA,NA,202.743442289553,0.256557710446828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.970520131281,0,0,0,0,0,0,0,0,,None,203.977796598161,0,0,NA,NA,NA,NA,NA,NA,NA,202.743881435248,0.256118564751972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.092652060259,0,0,0,0,0,0,0,0,,None,204.099928527139,0,0,NA,NA,NA,NA,NA,NA,NA,202.865876990623,0.134123009376935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.11124588496,0,0,0,0,0,0,0,0,,None,204.11852235184,0,0,NA,NA,NA,NA,NA,NA,NA,202.884450053293,0.115549946706722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.122732523724,0,0,0,0,0,0,0,0,,None,204.130008990604,0,0,NA,NA,NA,NA,NA,NA,NA,202.895923865974,0.104076134026172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.261851495879,0,0,0,0,0,0,0,0,,None,204.269127962759,0,0,NA,NA,NA,NA,NA,NA,NA,203.034887496642,0.965112503358341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.373273239078,0,0,0,0,0,0,0,0,,None,204.380549705958,0,0,NA,NA,NA,NA,NA,NA,NA,203.146184825327,0.853815174673173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.534884862869,0,0,0,0,0,0,0,0,,None,204.542161329749,0,0,NA,NA,NA,NA,NA,NA,NA,203.307615992135,0.692384007865058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.699540348031,0,0,0,0,0,0,0,0,,None,204.706816814911,0,0,NA,NA,NA,NA,NA,NA,NA,203.472087621511,0.527912378488764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.797662141752,0,0,0,0,0,0,0,0,,None,204.804938608632,0,0,NA,NA,NA,NA,NA,NA,NA,203.570099851561,0.429900148439231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.859395735633,0,0,0,0,0,0,0,0,,None,204.866672202513,0,0,NA,NA,NA,NA,NA,NA,NA,203.631764513159,0.368235486840661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.951407711202,0,0,0,0,0,0,0,0,,None,204.958684178082,0,0,NA,NA,NA,NA,NA,NA,NA,203.723673747334,0.276326252665569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.953075507837,0,0,0,0,0,0,0,0,,None,204.960351974717,0,0,NA,NA,NA,NA,NA,NA,NA,203.725339681693,0.274660318307184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.955096064073,0,0,0,0,0,0,0,0,,None,204.962372530953,0,0,NA,NA,NA,NA,NA,NA,NA,203.727357981758,0.272642018242351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.994037033336,0,0,0,0,0,0,0,0,,None,205.001313500216,0,0,NA,NA,NA,NA,NA,NA,NA,203.766255469187,0.233744530813482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.118265730826,0,0,0,0,0,0,0,0,,None,205.125542197706,0,0,NA,NA,NA,NA,NA,NA,NA,203.890345451803,0.109654548196914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.341128563246,0,0,0,0,0,0,0,0,,None,205.348405030126,0,0,NA,NA,NA,NA,NA,NA,NA,204.112959433593,0.887040566406569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.547768833141,0,0,0,0,0,0,0,0,,None,205.555045300021,0,0,NA,NA,NA,NA,NA,NA,NA,204.319368967117,0.680631032882985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.6242162935,0,0,0,0,0,0,0,0,,None,205.63149276038,0,0,NA,NA,NA,NA,NA,NA,NA,204.395731065559,0.604268934441137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.66367558438,0,0,0,0,0,0,0,0,,None,205.67095205126,0,0,NA,NA,NA,NA,NA,NA,NA,204.435146295842,0.564853704157855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.782589877358,0,0,0,0,0,0,0,0,,None,205.789866344238,0,0,NA,NA,NA,NA,NA,NA,NA,204.553927808058,0.446072191941738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.791701671956,0,0,0,0,0,0,0,0,,None,205.798978138836,0,0,NA,NA,NA,NA,NA,NA,NA,204.563029428345,0.436970571654996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.825532360509,0,0,0,0,0,0,0,0,,None,205.832808827389,0,0,NA,NA,NA,NA,NA,NA,NA,204.596822341249,0.403177658751048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.967602040131,0,0,0,0,0,0,0,0,,None,205.974878507011,0,0,NA,NA,NA,NA,NA,NA,NA,204.738733384597,0.261266615402519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.014368095885,0,0,0,0,0,0,0,0,,None,206.021644562765,0,0,NA,NA,NA,NA,NA,NA,NA,204.785447220956,0.214552779044141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.026373903857,0,0,0,0,0,0,0,0,,None,206.033650370737,0,0,NA,NA,NA,NA,NA,NA,NA,204.797439623135,0.202560376864568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.05085178547,0,0,0,0,0,0,0,0,,None,206.05812825235,0,0,NA,NA,NA,NA,NA,NA,NA,204.821890172527,0.178109827472866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.07195595799,0,0,0,0,0,0,0,0,,None,206.07923242487,0,0,NA,NA,NA,NA,NA,NA,NA,204.84297077994,0.157029220060423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.15084213221,0,0,0,0,0,0,0,0,,None,206.15811859909,0,0,NA,NA,NA,NA,NA,NA,NA,204.921768869153,0.078231130847314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.181187801458,0,0,0,0,0,0,0,0,,None,206.188464268338,0,0,NA,NA,NA,NA,NA,NA,NA,204.952080654155,0.04791934584469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.214258363778,0,0,0,0,0,0,0,0,,None,206.221534830658,0,0,NA,NA,NA,NA,NA,NA,NA,204.98511428959,0.0148857104100273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.317468713136,0,0,0,0,0,0,0,0,,None,206.324745180016,0,0,NA,NA,NA,NA,NA,NA,NA,205.08820939335,0.911790606650129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.357743043004,0,0,0,0,0,0,0,0,,None,206.365019509884,0,0,NA,NA,NA,NA,NA,NA,NA,205.128438752541,0.871561247458658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.437804920287,0,0,0,0,0,0,0,0,,None,206.445081387167,0,0,NA,NA,NA,NA,NA,NA,NA,205.208411232017,0.791588767983086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.56372057031,0,0,0,0,0,0,0,0,,None,206.57099703719,0,0,NA,NA,NA,NA,NA,NA,NA,205.3341862835,0.66581371649977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.632080085886,0,0,0,0,0,0,0,0,,None,206.639356552766,0,0,NA,NA,NA,NA,NA,NA,NA,205.40246946823,0.597530531769564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.701649252221,0,0,0,0,0,0,0,0,,None,206.708925719101,0,0,NA,NA,NA,NA,NA,NA,NA,205.471960953013,0.528039046987203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.765797715851,0,0,0,0,0,0,0,0,,None,206.773074182731,0,0,NA,NA,NA,NA,NA,NA,NA,205.536037787895,0.463962212104775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.354064085541,0,0,0,0,0,0,0,0,,None,207.361340552421,0,0,NA,NA,NA,NA,NA,NA,NA,206.123647294102,0.876352705898483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.412545297898,0,0,0,0,0,0,0,0,,None,207.419821764778,0,0,NA,NA,NA,NA,NA,NA,NA,206.182063205814,0.81793679418567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.492728642529,0,0,0,0,0,0,0,0,,None,207.500005109409,0,0,NA,NA,NA,NA,NA,NA,NA,206.262157017006,0.737842982993612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.629827591003,0,0,0,0,0,0,0,0,,None,207.637104057883,0,0,NA,NA,NA,NA,NA,NA,NA,206.39910287957,0.600897120430261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.635710275452,0,0,0,0,0,0,0,0,,None,207.642986742332,0,0,NA,NA,NA,NA,NA,NA,NA,206.404978995361,0.59502100463925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.702587810383,0,0,0,0,0,0,0,0,,None,207.709864277263,0,0,NA,NA,NA,NA,NA,NA,NA,206.471781854239,0.52821814576123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.739385497887,0,0,0,0,0,0,0,0,,None,207.746661964767,0,0,NA,NA,NA,NA,NA,NA,NA,206.508538453116,0.491461546883812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.7896649997,0,0,0,0,0,0,0,0,,None,207.79694146658,0,0,NA,NA,NA,NA,NA,NA,NA,206.558761812388,0.441238187611731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.791626995449,0,0,0,0,0,0,0,0,,None,207.798903462329,0,0,NA,NA,NA,NA,NA,NA,NA,206.560721617355,0.439278382644687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.792118323098,0,0,0,0,0,0,0,0,,None,207.799394789978,0,0,NA,NA,NA,NA,NA,NA,NA,206.561212396383,0.438787603616532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.82255942129,0,0,0,0,0,0,0,0,,None,207.82983588817,0,0,NA,NA,NA,NA,NA,NA,NA,206.591619503773,0.408380496226727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.870057827939,0,0,0,0,0,0,0,0,,None,207.877334294819,0,0,NA,NA,NA,NA,NA,NA,NA,206.639064873277,0.360935126722921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.8918477783,0,0,0,0,0,0,0,0,,None,207.89912424518,0,0,NA,NA,NA,NA,NA,NA,NA,206.660830492785,0.339169507215161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.952668678956,0,0,0,0,0,0,0,0,,None,207.959945145836,0,0,NA,NA,NA,NA,NA,NA,NA,206.72158348028,0.278416519720167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.978514597619,0,0,0,0,0,0,0,0,,None,207.985791064499,0,0,NA,NA,NA,NA,NA,NA,NA,206.747400539159,0.252599460840855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.00380669899,10,9,1,0,0,1,1,0,CHOSP,UnsatHC,208.01108316587,0.427598031695451,1,C10H9OSP,0.571428571428571,0.6,7,6,4,88.8,206.772664399144,0.227335600856208,-1,0.1,0.9,0,0.1,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,88.8,-162.909213137901,0.0759369845319426,0.0656349396686855,888,-1629.09213137901
207.012338234326,0,0,0,0,0,0,0,0,,None,208.019614701206,0,0,NA,NA,NA,NA,NA,NA,NA,206.781186408091,0.21881359190877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.030061110666,0,0,0,0,0,0,0,0,,None,208.037337577546,0,0,NA,NA,NA,NA,NA,NA,NA,206.798889494909,0.20111050509081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.102799982328,0,0,0,0,0,0,0,0,,None,208.110076449208,0,0,NA,NA,NA,NA,NA,NA,NA,206.871547145697,0.128452854302736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.1135433906,0,0,0,0,0,0,0,0,,None,208.12081985748,0,0,NA,NA,NA,NA,NA,NA,NA,206.882278557784,0.117721442216379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.306344553589,0,0,0,0,0,0,0,0,,None,208.313621020469,0,0,NA,NA,NA,NA,NA,NA,NA,207.074864437272,0.925135562728371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.333656225749,0,0,0,0,0,0,0,0,,None,208.340932692629,0,0,NA,NA,NA,NA,NA,NA,NA,207.102145612974,0.897854387025518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.481576217348,0,0,0,0,0,0,0,0,,None,208.488852684228,0,0,NA,NA,NA,NA,NA,NA,NA,207.249900435789,0.750099564210586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.495483454415,0,0,0,0,0,0,0,0,,None,208.502759921295,0,0,NA,NA,NA,NA,NA,NA,NA,207.263792143911,0.736207856088754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.668215694175,0,0,0,0,0,0,0,0,,None,208.675492161055,0,0,NA,NA,NA,NA,NA,NA,NA,207.436331509309,0.563668490690787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.053825365236,0,0,0,0,0,0,0,0,,None,209.061101832116,0,0,NA,NA,NA,NA,NA,NA,NA,207.821510605167,0.178489394833349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.091905235931,0,0,0,0,0,0,0,0,,None,209.099181702811,0,0,NA,NA,NA,NA,NA,NA,NA,207.859547955538,0.140452044462165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.095902023903,0,0,0,0,0,0,0,0,,None,209.103178490783,0,0,NA,NA,NA,NA,NA,NA,NA,207.863540280661,0.136459719339314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.163249046984,0,0,0,0,0,0,0,0,,None,209.170525513864,0,0,NA,NA,NA,NA,NA,NA,NA,207.930812103454,0.0691878965459409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.322404067237,0,0,0,0,0,0,0,0,,None,209.329680534117,0,0,NA,NA,NA,NA,NA,NA,NA,208.08978940979,0.910210590210397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.695812743324,0,0,0,0,0,0,0,0,,None,209.703089210204,0,0,NA,NA,NA,NA,NA,NA,NA,208.462781134413,0.537218865586965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.723178434052,0,0,0,0,0,0,0,0,,None,209.730454900932,0,0,NA,NA,NA,NA,NA,NA,NA,208.490116268366,0.509883731633721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.779249235376,0,0,0,0,0,0,0,0,,None,209.786525702256,0,0,NA,NA,NA,NA,NA,NA,NA,208.546124460533,0.45387553946739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.786726016234,0,0,0,0,0,0,0,0,,None,209.794002483114,0,0,NA,NA,NA,NA,NA,NA,NA,208.55359289275,0.446407107249684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.787514174615,0,0,0,0,0,0,0,0,,None,209.794790641495,0,0,NA,NA,NA,NA,NA,NA,NA,208.554380171067,0.44561982893336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
