Mass,RC2_0001_ICR.1_p08,RC2_0001_ICR.2_p08,RC2_0001_ICR.3_p08,RC2_0002_ICR.1_p08,RC2_0002_ICR.2_p08,RC2_0002_ICR.3_p08,RC2_0003_ICR.1_p08,RC2_0003_ICR.2_p08,RC2_0003_ICR.3_p08,RC2_0004_ICR.1_p08,RC2_0004_ICR.2_p08,RC2_0004_ICR.3_p08,RC2_0005_ICR.1_p08,RC2_0005_ICR.2_p08,RC2_0005_ICR.3_p08,RC2_0006_ICR.1_p08,RC2_0006_ICR.2_p08,RC2_0006_ICR.3_p08
201.113414290736,0,3344563.3,0,0,0,0,0,0,1158352,0,1195604.9,0,1419870.3,0,0,3366378.3,0,0
201.249633044586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114439.9,0,0,0
201.252825449338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143536.1,0
201.357570783629,0,0,0,0,0,0,0,0,0,0,0,1177213.9,0,0,0,0,0,0
201.546438325761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159926,0,0
201.55480574,0,1124027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.571905169084,0,0,0,0,0,0,0,0,0,0,0,0,1148399.9,0,0,0,0,0
201.62228114811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129659.4,0,0,0
201.693106054534,0,0,0,0,1149742.1,0,0,0,0,0,0,0,0,0,0,0,0,0
201.801770690643,0,0,0,0,0,0,0,2670096,0,0,0,0,0,0,0,0,0,0
201.802197443071,3364491,3596679.3,3299483.5,2878792.5,1224719.5,2452013.8,1688840.5,5834256,1685020.6,1995727.6,0,2683402.5,2134841.3,1233865.9,3032563.3,2618569,1289632.4,1668788
201.814113305042,0,0,0,0,0,0,0,0,1137056.3,0,0,0,0,0,0,0,0,0
202.136843376721,0,0,0,0,0,0,0,0,1243520.8,0,0,0,0,0,0,0,0,0
202.186009235194,0,0,0,0,0,0,0,0,1147279.5,0,0,0,0,0,0,0,0,0
202.20194749906,1126729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.310029241995,0,0,0,0,0,0,0,0,0,0,0,1118892.1,0,0,0,0,0,0
202.323933977805,0,0,0,0,0,0,0,0,0,0,1218261.1,0,0,0,0,0,0,0
202.443324995884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145498.3,0,0
202.489272489095,0,0,0,1118625.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.615995996282,0,0,0,0,0,0,0,0,1141520.9,0,0,0,0,0,0,0,0,0
202.787598244452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155551.9,0
202.820006284776,0,0,0,0,0,1141734.5,0,0,0,0,0,0,0,0,0,0,0,0
202.828499545087,1407695.8,0,1500383.9,0,0,0,0,1745244.1,0,0,0,0,0,0,1654581.1,0,0,0
202.842995477735,0,0,0,0,0,0,0,1188512.9,0,0,0,0,0,0,0,0,0,0
202.945211194611,0,0,0,0,0,0,0,0,0,0,1155484.6,0,0,0,0,0,0,0
202.970080494684,2238973,0,1773325,1727162.4,0,0,0,1197450.3,1938812,1473341.4,0,0,0,0,1549281.9,0,0,0
202.970520131281,3661309,3015923.3,3492877,3080378.5,4220664.5,4099989,1878895.4,3296650.3,3053948.3,3913789.5,1864868.8,1875839.9,2418353.5,1721910.8,2838370,3533383.5,3384731.5,3099184.5
203.092652060259,0,1979417.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2086511.9,0,0
203.11124588496,0,0,0,1152871.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.122732523724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133714.1,0,0,0
203.261851495879,0,0,0,1164951.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.373273239078,0,0,0,0,0,0,1258412.4,0,0,0,0,0,0,0,0,0,0,0
203.534884862869,0,0,0,0,0,0,0,0,0,1143216.1,0,0,0,0,0,0,0,0
203.699540348031,0,0,0,0,0,0,1172626,0,0,0,0,0,0,0,0,0,0,0
203.797662141752,0,0,0,0,0,0,0,0,0,1194563.8,0,0,0,0,0,0,0,0
203.859395735633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220028.5,0,0,0
203.951407711202,0,0,0,1146357.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.953075507837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151770.5,0,0,0
203.955096064073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156085.5
203.994037033336,1168325.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204.118265730826,0,0,0,0,0,1144827.1,0,0,0,0,0,0,0,0,0,0,0,0
204.341128563246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206487,0,0,0
204.547768833141,0,0,0,0,0,0,0,1126289.1,0,0,0,0,0,0,0,0,0,0
204.6242162935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246446.5,0,0
204.66367558438,0,0,0,0,0,0,0,1120823.6,0,0,0,0,0,0,0,0,0,0
204.782589877358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271203.8,0,0
204.791701671956,1317576.4,0,0,0,0,0,0,2280162.3,0,0,0,0,0,0,0,0,0,0
204.825532360509,1371987.4,0,1192163,0,0,0,0,2765293.5,0,0,0,0,0,0,1502899.1,1144498.3,0,0
204.967602040131,1316225.8,0,1232017.4,0,1407982,1382791.5,0,1350684.9,0,1228987.4,0,0,0,0,0,1616610.3,0,1402823.9
205.014368095885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477952.3,0
205.026373903857,0,0,0,0,0,0,0,0,0,0,0,0,1124596.6,0,0,0,0,0
205.05085178547,0,1256968.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.07195595799,0,0,0,1140193.5,0,0,0,0,0,0,0,0,0,0,0,1330181.5,0,0
205.15084213221,1188925.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.181187801458,0,0,0,0,0,0,0,0,0,0,0,0,0,1309560.1,0,0,0,0
205.214258363778,0,1143357.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.317468713136,1133748.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.357743043004,0,0,0,0,0,0,0,0,0,0,0,1211019.8,0,0,0,0,0,0
205.437804920287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167438.6,0
205.56372057031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270393,0
205.632080085886,0,0,0,0,0,0,0,0,0,1192787.1,0,0,0,0,0,0,0,0
205.701649252221,0,0,1186306.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.765797715851,0,0,0,0,0,0,0,0,0,1147710.8,0,0,0,0,0,0,0,0
206.354064085541,0,0,0,0,0,0,0,0,0,1185791.4,0,0,0,0,0,0,0,0
206.412545297898,0,0,0,1131419.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.492728642529,0,0,0,0,0,0,0,1198429.8,0,0,0,0,0,0,0,0,0,0
206.629827591003,0,0,0,0,0,0,0,0,0,0,0,1166004.4,0,0,0,0,0,0
206.635710275452,0,0,0,0,0,0,1154935,0,0,0,0,0,0,0,0,0,0,0
206.702587810383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164978.3,0,0
206.739385497887,0,0,0,0,0,1133376,0,0,0,0,0,0,0,0,0,0,0,0
206.7896649997,0,0,0,0,0,0,0,2308738.8,0,0,0,0,0,0,0,0,0,0
206.791626995449,0,0,0,0,0,0,0,1443203.3,0,0,0,0,0,0,0,0,0,0
206.792118323098,0,1877439.5,1891307.5,1253914,0,0,0,3745411.5,0,0,0,0,0,0,1255734.4,0,0,0
206.82255942129,1360102,0,0,0,0,0,0,1260045.9,0,0,0,0,0,0,0,0,0,0
206.870057827939,0,0,0,0,0,0,0,0,0,0,1133484.3,0,0,0,0,0,0,0
206.8918477783,0,0,0,0,0,0,0,1246501.4,0,0,0,0,0,0,0,0,0,0
206.952668678956,0,0,0,0,0,0,0,0,0,0,0,0,1289564.4,0,0,0,0,0
206.978514597619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313011.6
207.00380669899,0,0,0,0,0,0,0,0,0,0,0,0,0,1178188,0,0,0,0
207.012338234326,0,0,1423669,0,0,0,0,0,0,0,0,1128245.3,0,0,0,0,0,0
207.030061110666,0,1266317.8,1196986.9,0,0,0,0,0,0,1392862.4,0,0,1401590.8,0,1168005.3,0,1225708,0
207.102799982328,0,0,0,0,0,0,1260686.4,0,0,0,0,0,0,0,0,0,0,0
207.1135433906,0,0,0,0,0,0,0,0,0,0,0,0,0,1167088.3,0,0,0,0
207.306344553589,0,0,0,0,0,0,0,0,0,0,1131007.9,0,0,0,0,0,0,0
207.333656225749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125482.1,0,0,0
207.481576217348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189319.4,0
207.495483454415,0,0,0,1171333.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
