Mass,RC2_0001_ICR.1_p08,RC2_0001_ICR.2_p08,RC2_0001_ICR.3_p08,RC2_0002_ICR.1_p08,RC2_0002_ICR.2_p08,RC2_0002_ICR.3_p08,RC2_0003_ICR.1_p08,RC2_0003_ICR.2_p08,RC2_0003_ICR.3_p08,RC2_0004_ICR.1_p08,RC2_0004_ICR.2_p08,RC2_0004_ICR.3_p08,RC2_0005_ICR.1_p08,RC2_0005_ICR.2_p08,RC2_0005_ICR.3_p08,RC2_0006_ICR.1_p08,RC2_0006_ICR.2_p08,RC2_0006_ICR.3_p08
247.073686755584,3811867.3,3554576.8,2409661.5,0,1624737.1,0,0,0,0,0,0,2547658.5,0,2294939,4630909,2429205.5,0,1589419.4
247.074341526814,17850908,13404433,8419518,1430357.1,6712993.5,2300629.5,2380304,8696458,0,3649641.8,3941385.3,11750347,2761376.3,10360987,17629566,9323798,5966891.5,4708523.5
247.082361894355,1650462.9,2988820.5,1712321.4,1233496.6,2147749,1219673,1558547.3,0,0,1259117.4,1471756.8,2415566.3,1728931.9,1673630.9,0,3058969.5,1408047.1,1740207.3
247.096778786952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497503.9,0,0
247.097624902722,2525221.5,2281243.3,1953480,3212639.3,3622059.5,3080415.5,2441753.8,2164372.3,2809831,2370164,2628627.5,3058645,3106474.8,2511013.5,2419079.3,2136864.3,2764342,2843830
247.110061241011,3310122.8,3647776.8,0,3872100.5,2537137,2431717,3307039,0,2856428.3,3841145.3,2489369,2076634.4,4377264.5,3999915,0,3686693.8,3679291.5,3131579.8
247.110735083818,13148715,15986977,14573774,17117540,12109489,10712805,12486175,19350170,13497837,14147706,11160601,11684827,18252464,15941803,9154957,14152998,16733244,13995196
247.118773942788,0,2422564.5,0,1350760.4,0,1500392.6,0,1599901.4,0,0,1198108.8,0,1566516.1,1617582.8,1465232.5,2674473.8,1843007.5,2140095.5
247.118933018641,0,0,0,0,1401780.8,0,0,0,0,0,0,0,0,0,0,0,0,0
247.134048885099,2521653,2525483,2357976,3520367,2676923.3,2934511.3,2488361,0,2576886.5,1528195.8,1687075.5,1962725,2247611,2144693.5,1887383.1,2254896.5,1796934.4,2671814.3
247.170444970109,0,0,1402855.8,0,0,1493502.9,0,0,0,0,0,0,0,0,0,0,0,0
247.313590359388,0,0,1285158.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.385139145704,0,0,1244613.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248.020031924854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246910.4,0,0
248.043231175569,1219770.4,0,0,0,0,0,0,0,0,0,1326644.1,0,0,0,0,0,0,0
248.056461982141,0,0,0,0,0,0,0,0,0,0,0,0,0,1194826.3,0,0,0,0
248.07768822926,3276745.3,1443526.8,0,0,0,0,0,0,0,0,0,1240196.3,0,1537107.5,2680111.3,1548248.3,0,0
248.080087894445,0,0,0,0,0,0,0,0,0,0,1236612.4,0,0,0,0,0,0,0
248.114087930739,1711064.8,2235094.5,2203780,2995993.3,1715300.5,1931925.1,2084294.9,3177545.3,2365850.5,2564141.5,2147539.3,1779092.3,3233903.5,2448995.5,2002751,3220712.5,2543615.5,2634876.5
248.306680314463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196118.3,0
248.553724216739,0,0,0,0,1205795.6,0,0,0,0,0,0,0,0,0,0,0,0,0
248.631487955819,0,0,0,0,1236933.5,0,0,0,0,0,0,0,0,0,0,0,0,0
248.822446759141,0,1214220.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248.854574206924,0,0,0,0,1265958.6,0,0,0,0,0,0,0,0,0,0,0,0,0
248.927214446431,0,0,0,0,0,0,0,0,0,0,0,0,1225946.5,0,0,0,0,0
249.004151361863,0,0,0,1239709.5,0,1410581.4,1514303.8,0,1676825.4,0,0,1472797,1465340.9,0,1469121,0,2178961.3,2111755.5
249.004315758763,0,0,0,0,0,0,0,0,0,0,1385308.6,0,0,0,0,0,0,0
249.022719479546,0,0,0,0,0,0,0,0,1552673.3,0,0,0,0,0,0,0,1992601.5,0
249.039833679267,0,0,1364505.4,0,0,0,0,0,0,0,0,0,0,0,1206992.5,0,0,0
249.040515176258,2280294.3,1902443.9,2671641.8,2522285.5,2846199.8,2850853.3,3434319,1863128.3,3601705,3747777,3639148.8,3798317,4203021,3759099.3,3167440.8,3567241.8,4804513.5,3656219.8
249.051047857389,0,0,0,0,0,0,1371347.6,0,0,0,0,0,0,0,0,0,0,0
249.053597111041,1263212,1220209.6,1415839.5,0,1251453.4,1295914.8,1474644.6,1643741.9,1517486.6,0,1591154.5,1513778.9,2042387,1676801.1,1848534.5,1808015.6,2162599.5,2090529.6
249.0537512585,0,0,0,0,0,0,0,0,0,1290438.9,0,0,0,0,0,0,0,0
249.070765265439,1725811.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249.071390662794,6665587.5,5209209.5,3005479.3,0,3463685.3,0,0,2777573.5,0,1639118.6,0,4549434.5,0,3082249,6585566,2902167.5,2577839.5,1917993.6
249.076226091728,0,0,0,1228477,0,0,0,0,0,0,0,1683260.9,0,1358347.1,1243872.4,0,0,0
249.076916894618,2726262,4200060,3962409.8,4460733.5,4317703.5,3705397,4815198.5,3015144,5602616.5,5088209,4396924.5,4516157,4793885.5,5135371.5,3962592.8,5491866,5357490,4997164
249.080270632261,0,0,0,0,0,0,0,0,0,0,0,0,0,1391500.9,0,0,0,0
249.089980322219,1437051.6,1820801.6,0,1310147,1210637.3,1414202.5,0,1881837.5,0,1846486.8,1495938.5,1978690.9,3669539.3,2616337.3,2624230.3,4539552,3623864,2793522
249.107115986228,0,0,1607223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249.107737408372,5502339,6182025.5,5190711,6668491,4340757,4208194,4767083.5,7983605,4886854,5264350.5,3973002.5,3994442.8,6715947,5362713,3441390,5143720,6056896,5306426
249.112600743843,0,0,0,1537228.9,1968151.1,0,0,0,1213256,0,0,0,0,0,0,0,0,0
249.113309779657,3560325.8,4256908,2795065.8,7418061,7339543.5,6505028.5,5273966,4174327.5,6339912.5,4232673,4270989,4190029.3,4806189.5,5102619.5,4313328.5,4668586.5,4254658.5,4040252.5
249.126233667061,0,0,0,0,2019101,1242698.3,0,0,0,0,0,0,1423411.5,0,0,1336240.4,1302216.4,1212482.3
249.126372834258,0,1424145.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249.149657887049,1537941.3,2504603.8,1898313.6,2991837,2171687.3,2404436.3,2281853.5,3970055.3,2214232,2111472.8,2137245,1611357.3,2583102,1679403.5,1873152.3,2378939,2680787,2164556.8
249.912885290596,0,0,0,0,0,0,0,0,0,0,0,0,1249555.8,0,0,0,0,0
250.03000926745,0,0,0,0,0,0,0,0,0,0,1238307,0,0,0,0,0,0,0
250.035739643479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739850.9,0,0
250.072127322369,1467426,0,0,0,0,0,0,0,0,0,1440949.6,0,0,0,1249553.5,1467739.3,1310068.5,0
250.111084901464,0,0,0,0,0,0,0,1335205.9,0,0,0,0,0,1296852.3,0,0,0,0
250.121598931564,0,0,1205492.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.144267612454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586187.9
250.144953742313,1307969.4,1197008.8,0,1507472.4,0,3776003.5,3691812,0,0,0,1260373.9,1289749.8,0,1548003.3,0,0,1628309.5,5986828
250.800988358875,0,0,0,0,0,1188896.6,0,0,0,0,0,0,0,0,0,0,0,0
250.802494630115,0,0,0,0,0,0,0,0,0,0,1198969.9,0,0,0,0,0,0,0
250.930103193794,0,0,0,0,0,0,0,0,0,0,1203634.6,0,0,0,0,0,0,0
250.972987342518,0,0,0,0,0,0,0,1183898.1,0,0,0,0,0,0,0,0,0,0
250.977221331632,0,0,0,0,0,0,0,1401372,0,0,0,0,0,0,0,0,0,0
250.980921805401,5988521.5,5642177,5709679,4028414.8,2862408,3759470.8,0,0,2702447.8,3671826,3152585.3,4256392.5,3356019.3,3674965.5,0,4034550.5,3350289,4287365
250.981596247417,28661930,26847170,25925488,18823168,18957640,22148464,14654600,30157086,14517360,20449042,17642186,21490312,16693620,18909014,32856094,17992694,17029906,23190406
251.019027256749,0,0,0,0,0,0,0,0,0,0,0,0,0,1323622.5,0,0,0,0
251.019786570425,2089658.4,2017233.9,2407808,2482191.8,2882393.3,2170239.8,3483800.3,1594414.4,3016320.8,2660131,2974426.5,2925721.8,3041156.8,3288934.8,2728494.5,3368968,4336418.5,3865494.3
251.037908393288,0,0,0,0,0,0,1298464,0,0,0,0,0,0,0,0,0,0,0
251.050596384371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325206,1264176.6,0
251.055477944685,0,0,0,0,0,0,0,0,0,0,1294570.4,0,1736084.9,0,0,1968664.1,1839410.9,1521062.4
251.056190676877,3960010.3,4359138,4300688,4810784,4840809,4515215.5,5671079.5,3617086,5778576.5,5132083,5702378.5,5371562,5684629,6562679,5232702.5,5942296.5,6238003,6759334.5
251.059559454025,1482955.6,1800163.5,1485713.5,0,1279722.5,0,0,0,0,1261876.5,2145260.3,1321643.5,1220758.6,1347192.5,1270080,1933082,0,0
251.069204923335,1945295.8,3448295.8,1566357.8,1850661.6,0,1521557.3,2091181.3,2840899.8,2626198.3,1595704.8,2057456.5,2313391.8,2922395,2826108.8,2671172.3,3391518.5,3103033.3,2757548.5
251.087039349633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252774.5,0,0
251.091835655219,0,0,0,1822767.5,0,0,1694902.9,0,1422495.9,1637698.6,0,0,1806757.1,0,0,0,0,0
251.092541283484,5373146,6350834,5957536,9162800,8611193,7680415.5,8645815,6388046,8800416,7573315,6986491,7997114,8404389,7717767,7117902.5,8098857,9087812,7582647
251.095932876944,0,0,1714849.6,0,0,0,0,0,0,0,0,0,1421735,0,0,0,2606917.3,0
251.105661435336,1311967.5,1788663.8,0,1374517.6,1306750.8,1568677.1,0,0,1441190,0,0,0,1261483.4,1537165,1785940.1,2409519,1957961.6,0
251.113775014779,0,0,1274281.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1224525.4,0
251.128251707054,0,0,1317295.9,0,1200264.8,0,1185990.5,0,1219247.8,0,0,0,0,0,0,1694777.1,0,0
251.128963334293,3390697.5,4789250,3173808.3,5149760,4622729,4698543.5,3706054.8,4062557.5,5212336,3731283,3678475,3996362.3,3513781.8,3469719.3,3924062.3,4686905.5,4009812.3,4066247.5
251.142024675729,0,1550343.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251.541828449094,0,1266872.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251.650969389789,0,0,0,0,0,0,1249445.4,0,0,0,0,0,0,0,0,0,0,0
251.707120452466,0,0,0,0,0,0,0,1199063.5,0,0,0,0,0,0,0,0,0,0
251.827872128065,0,0,0,0,0,0,0,0,0,0,0,0,1277168.4,0,0,0,0,0
251.905654289072,0,0,0,0,0,0,0,0,0,0,0,1216803.6,0,0,0,0,0,0
251.97678806056,0,0,0,0,0,0,0,0,0,0,0,1218371.3,0,0,0,0,0,0
251.981223008015,3092569.5,1768314.4,2635560.5,1804214.3,1671167.5,2270498.8,1473330.3,3085006,1455906.5,2049737.4,1569926.5,2185797.3,1672501.5,1898258,3504594.8,1294779.9,1776344.1,2560840.3
251.985014513709,0,0,1437738.1,0,0,0,0,1397711.6,0,0,0,0,0,0,0,0,0,0
252.035463105319,0,0,0,1271246.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252.051427348408,0,1671065.4,0,0,0,0,0,0,0,0,0,0,0,1345841.3,0,2401243.8,0,0
252.077610226559,1224579.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252.087840222653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448449.4,0,0,1253496.5
252.137464153547,0,0,0,0,0,0,0,0,0,1200334.1,0,0,0,0,0,0,0,0
252.739500786208,0,0,0,0,0,0,0,1775126.3,0,0,0,0,0,0,0,0,0,0
252.977992076419,0,0,0,0,0,0,0,0,0,1590912.3,0,0,0,1501134.1,0,0,0,0
252.978695264539,7009289,6613812,6346465.5,4979565.5,4931767,5754070.5,4217820.5,9071742,3631573.3,6040192.5,4798019.5,5422593.5,3952887.5,4564686.5,8766344,4578177,4217503,5606155.5
252.991391987558,0,1194425.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.035417582928,3627041.3,3045709,3347194.8,3084166.3,3990223.8,2933487.3,4718581,2583702.5,3795950,3505305.5,3597404.8,3286555,4608273,4515560,3135392.5,4994971,4667065,4750117.5
253.053571594753,0,0,0,0,0,0,0,0,0,0,0,1450531,0,0,0,0,0,0
253.066128928193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328755.3
253.071131070647,0,0,1258506.6,2163606.3,1719007.6,1868542.9,0,0,0,1307817.3,1987692.6,0,0,1556215.8,0,2333611.3,2224841.3,1539893.5
253.071855410687,5677105,5290845,5582603,7475094.5,7490784,6813951,7572484.5,5728422,8315902,6777513.5,7301741,6926891,8146209.5,8523512,7388080.5,7449515.5,8851146,8803126
253.084865643561,0,2167907,0,1479580.1,0,0,1655050,1262507.8,0,1193647.4,0,0,0,0,1734070.1,1543857.4,0,0
253.099569853985,0,0,0,0,0,0,0,1196210.1,0,0,0,0,0,0,0,0,0,0
253.107494053703,0,0,0,0,0,0,1837075.6,0,0,0,0,0,0,0,0,0,1723098,0
253.108208405369,5055553,5466989.5,4551451,9577382,9289968,8557839,7097364,5311670,8079374,5921465.5,5523069,6296123.5,6712626,7190280.5,6960064.5,7741372,8493786,7348038.5
253.121250264203,0,1809267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3386818,0,0
253.143863847845,0,3679101.3,2487082.8,0,0,2452766.8,2278435.3,0,2366493.5,2077385.4,1949325.1,2149963.3,2172226.3,1789720.1,0,3349452.3,2601706.5,2116438.5
253.144570066677,13063249,19503998,12251947,13290422,12218624,10522911,8409124,18271430,11345950,11111114,10776205,11607628,13069635,14111512,13431760,19468236,14601963,12031831
253.386088441024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335098.3,0,0,0
253.418624589411,0,0,0,0,0,0,1198872.9,0,0,0,0,0,0,0,0,0,0,0
253.640854012119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345719.8
253.888712266024,0,0,0,0,0,0,0,0,1243235.3,0,0,0,0,0,0,0,0,0
253.978278462446,1224889.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254.067028227183,0,1208471,0,0,0,0,0,0,0,0,0,0,1243619.9,1408948.8,0,0,0,0
254.10352983098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213313.3,0,0
255.014724775849,0,0,0,0,0,0,0,0,0,0,1427666.5,0,1206161.4,0,0,0,0,1363111.6
255.051071272955,3926923,4611277,4181625.5,5058304.5,5993547.5,4321891.5,6458197,2681856,6007649,4932116.5,5209571,4905376,6468770,6579821.5,4207894,6189873.5,6429267.5,6379192
255.086764491609,0,1866972.9,0,0,0,1310835.3,1730404.4,0,1848176.9,1472548.1,0,1567663.9,1917106.1,2226813.8,0,2469697.8,2548324,1882824.4
255.087491433297,6774682.5,6183645,5716617.5,8407825,9366620,8045683.5,7589732.5,6837264,9425777,7416356.5,6538739,7823792.5,9971890,10288766,8220454,10343234,10072676,10336969
255.123143426988,0,0,0,0,0,0,0,0,0,0,0,0,1483458.6,0,0,0,0,0
255.12385098271,3166122.5,7279341.5,3373721.8,4731680.5,4512875.5,4813955.5,3555700.3,3448863.8,3592065.3,3435572.5,4066307.5,4373952.5,4939971,4195982.5,4594486.5,7887698.5,5040757,4300505
255.160254270735,0,1731837.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.232969635935,1404377.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.233138540932,0,0,0,0,0,0,0,0,0,0,0,1439729.5,0,0,0,0,0,0
255.361122646149,0,1363287.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.624541095085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203675,0
256.082652558585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543213.5,0
256.095967363376,0,0,0,0,0,0,0,0,0,0,0,0,0,1425475.1,0,0,0,0
256.594024896531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258738.8,0,0
257.030395472399,0,1257792.9,0,0,1306299.3,0,1699752.6,0,0,1748098.5,1679195.9,1390616,2032165.6,1859047.9,1772415.1,2006202.6,2080481.6,2074173.5
257.045506847885,0,0,0,0,0,0,0,0,0,1234313.3,0,0,0,0,0,0,0,0
257.048953790036,0,0,0,0,0,0,0,0,0,1452170.8,0,0,0,0,0,1390531.1,1922538.1,1623622
257.066083209785,0,0,0,1394813.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257.066724029474,3532022.8,4242513,3628539.8,3567229.8,4686795.5,4075484,6099640,3716971,5214937.5,5104018.5,5091692,4793640.5,6958134,7166456,4904591,6633163,7212530.5,7300686
257.102412276076,0,0,0,1470605.8,1345499.3,0,0,0,0,0,0,0,1756742.5,2259976.3,0,1765083.6,1964546.8,1767518.4
257.103151300097,5334790.5,6989409.5,3920908,5617294,6012891.5,6419436,6272712,6183802.5,5827305.5,5692835,5958012.5,5680440.5,7860295,8332808.5,6877855.5,9154268,9436675,8635999
257.131452508831,0,1858414.1,0,0,0,1295096.5,0,1685639,0,0,1416073.4,1531461.4,1453907.6,0,0,1369576.9,1466384.1,0
257.13948090436,2766102.3,5235313.5,2607132.3,2975902.3,2728939.8,2394108,2316503.5,3856778.5,2046457.6,2384307,2925453,3088713,2934871.3,3677721,3215535.5,5230316.5,3774483.8,2962031.3
257.175923596425,0,2141314,0,0,0,1357580.3,0,0,0,0,0,1283929.3,0,0,1317823.5,1392125.3,1479460.6,0
257.712472496218,0,0,0,0,0,1271289.4,0,0,0,0,0,0,0,0,0,0,0,0
257.840677574515,0,0,0,0,1202212.5,0,0,0,0,0,0,0,0,0,0,0,0,0
257.931379875679,0,0,0,0,0,0,0,0,0,1213843.4,0,0,0,0,0,0,0,0
258.054689660599,0,0,1285557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258.061974187775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418643.4,0,0
258.134764978179,0,1237551.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258.605703906406,0,0,0,0,0,0,0,0,0,0,0,0,0,1237679,0,0,0,0
258.997303234072,0,0,0,0,0,0,0,0,0,0,1215954,0,0,0,0,0,0,0
259.024815560423,0,0,0,0,0,0,0,0,0,0,0,0,0,1607020.8,0,0,1770361.6,0
259.024974904509,0,0,0,0,0,0,0,0,1259069,0,0,0,1742515.5,0,1203185.8,1550541.3,0,1620940.5
259.034671102836,0,0,0,0,0,0,0,0,0,0,1270754.9,0,0,0,0,0,0,0
259.037886443025,0,0,0,0,0,0,0,0,0,0,0,0,0,1718386.6,0,0,0,0
259.038030150226,0,0,0,0,0,0,0,0,0,1405696.6,0,0,0,0,0,0,0,0
259.04603308051,1326676.3,0,1319280.5,0,1951039.1,1653576.1,2219534.5,0,1718086.4,1984004.1,1837800,1529507,2168765,1939830.3,1273339,2556502.8,2350467.5,2942422
259.061273909351,1919066.9,0,1385335.4,1255924.4,1543494,0,1463573,1606093,1478477.1,2150667,1831662.9,1497769.9,2055108,1786749.1,1393153.8,1680221.9,2545546.5,1987293
259.07436303751,0,0,0,0,0,1449300.6,1231386.6,1363922.8,1438035,0,0,1605807.8,1352138,1525891.1,1659655.5,1573475.9,2004112.5,1528291
259.081656294704,0,0,0,0,0,0,0,0,0,0,0,0,0,1515398.4,0,0,0,0
259.082390407991,3731556,3916249.3,2868096.8,3911165.8,3694415.5,3269464.3,3559454,4452054,3842134.5,3621652.5,4080888.3,3403443.5,5350349.5,5257606.5,4132363,6313575.5,5481876,6388198.5
259.097679218148,0,0,1750151.8,2011908.6,1429462.3,1558366.9,1405476.8,0,1309789.4,1316123.3,1342463.3,1366714.4,0,0,1477649.9,1221742.6,0,1375469.8
259.101020696493,1264748.3,0,1218569.1,0,0,0,0,0,0,3644700.8,3270400.8,2775739.8,2075606.3,1844623.1,2071315.4,1380464.1,2271132.8,2283503.3
259.101166938991,0,1214561.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.110745882861,0,0,0,0,0,0,1341994.4,0,0,1277857.1,0,0,0,1334931.5,1897751.6,1419380.6,1560737.4,0
259.115453657038,0,0,0,0,0,0,1233964.4,0,0,0,0,0,0,0,0,0,0,0
259.118054982387,1397363.6,1889769.3,0,0,0,1299304,0,0,0,0,1363976.5,0,0,1626006.9,0,0,0,1836535
259.118812344494,4530804,7641577.5,3085713.3,5833230,3859807.8,4738920.5,3719725.8,5774054,4934246.5,5151012.5,4499721,3467459.8,7111646.5,6848919,6778395.5,9022072,7394725,7261687.5
259.154932680372,0,0,0,0,0,0,0,0,0,0,1430425.1,0,0,0,0,0,0,0
259.155116151974,0,2181114,1419169.4,0,0,1203064.5,0,1838069.8,0,0,0,0,1405422.9,0,1763115.4,2598025,1878965.8,1445384
259.782775635273,0,0,0,0,0,0,0,0,0,1286733,0,0,0,0,0,0,0,0
260.043084293338,0,0,0,0,0,0,0,0,0,0,1300394.1,0,0,1206330,0,0,0,0
260.043283791175,0,0,0,0,0,0,0,0,0,0,0,1468516.8,0,0,0,0,0,0
260.061407356422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215142.6
260.121984223436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288133.1,1247733,0
260.273832887172,0,0,0,0,0,1213417.1,0,0,0,0,0,0,0,0,0,0,0,0
260.383987739364,0,0,0,0,0,0,0,1326219.4,0,0,0,0,0,0,0,0,0,0
260.738007400306,0,0,0,0,0,0,0,0,0,1218679.9,0,0,0,0,0,0,0,0
260.770536323081,0,0,0,1244013.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.786261311073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369855,0,0,0
260.787010931541,4704587,2362584.5,3403389,2790133.3,1496907.3,1800269.4,0,7664058.5,0,1254413.8,0,1827252.4,1382105.4,0,5380351.5,0,0,1341555
260.955320464699,0,0,0,0,0,0,1313864.3,0,0,0,0,0,0,0,0,0,0,0
260.956036320229,3284372.8,3213092.5,2914504.8,2289984.5,1953687.3,4821656.5,2109256.5,2669059.8,2735512.5,2116185.3,1726278.6,2306048.8,2425126.8,2039000.4,5177674.5,2909124.8,2157047.3,1930816.5
260.976856162251,0,0,0,0,0,0,0,1248908.9,0,0,0,0,0,0,0,0,0,0
261.004102486472,0,0,0,0,1334444.8,0,0,0,1215406,0,0,0,0,0,0,0,1352717.5,1588310.4
261.032858790993,0,0,0,0,0,0,0,0,0,0,1479273.4,1259299.5,0,0,0,0,0,0
261.033028039255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402211.8
261.035707030094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279332.9
261.040539486691,1550265.5,2079562.8,2260718.8,1652326.3,2649789,2113726.3,2388845.3,1811240.5,2185406.3,2524287.3,2537581,2387495,3148109.5,3389182.8,2744687.8,3769323.5,2721566.3,3508583.3
261.043918549422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313517.1,0,0
261.051068228935,0,0,0,0,1372097.9,0,0,0,0,0,0,0,1365074.3,1701123.5,0,1242480.5,1240227.3,0
261.053557800689,0,1752144.5,0,0,0,1374916,1440626.9,1343278.1,2038212.1,1914757,1933170.8,1695788.8,2500435.5,1620228.8,2003317.6,2209265.5,2228772.3,2236781
261.06172896297,0,0,0,0,0,0,1273590.4,0,1280711.8,0,0,1378352.5,1214807.3,1628680.4,1213305.3,1610741.3,1676328.1,1417456.9
261.076885589329,2858441.5,2875227,3096831,4014454.5,4036301.5,3893966.3,3353469,2769976.3,4536270.5,3924111.5,3720317.3,3800631.3,3703134,3389199.3,3213696,3665404.3,3667247.3,3939703.8
261.089149863093,0,0,0,0,0,0,0,0,0,0,1297922.9,0,0,0,0,0,0,0
261.090007546153,1700303.1,2347873,1875716.9,2042748.3,2312915.3,2608852.3,2144130.5,1979966,2176212.3,2164373.3,1494659.3,2540605.3,2284900.3,2924821.3,2338693.8,3930114.3,3272501.3,2627965.8
261.09802082659,2062034.6,3236708.5,1520392.5,2171776,1713367,2462935.8,1379462.1,1766465.4,1375703.9,1899160.9,2388614.8,0,2913639.8,2780952.8,2041993.4,3919366,2641209,2862977.5
261.112580212077,0,0,0,0,1893085.5,1550558.3,0,0,0,0,0,0,0,1639711.5,0,0,0,0
261.113339802706,4641241.5,4284779.5,4247823.5,7604614.5,7563998,6911710.5,5884300.5,3670088,5422559,5109919.5,4280462,4704328,4942703,5175584,5244304,4406797,4801856,4853128.5
261.124321906199,0,0,0,0,0,0,0,0,1237987.6,0,0,0,0,0,0,0,0,0
261.126369704274,1964511,2195313.3,1938197.1,1990284.5,1562595.6,1587172.4,1862290.4,2186317.8,2005732.5,1676709.6,1209235.8,1317965.6,2414452.8,1952037.8,1593238,1806355,2077766.1,1970318.5
261.134453501282,1593058.5,2686325,1366552.9,0,0,1719272,0,1914193.3,1760744.1,0,1313943.4,1361233.4,2307960.5,1788713.4,2063769.6,2966550.8,1579593.9,1649298.3
261.137625320459,0,1430902.5,1228314.3,0,0,0,0,1217490.6,0,0,1282968.8,0,1278073.9,0,0,1992984.3,1279051.3,0
261.149615169598,0,0,0,0,0,0,0,0,0,0,0,1258584.3,0,0,0,1216029.8,0,0
261.162787638613,0,1576833.8,1479461.5,1443740.8,0,0,0,1309533.5,7890421,0,0,0,0,3256118.3,1910182.1,2017827.9,3990359,1233311.3
261.312046269173,0,0,0,0,0,0,0,1204382.4,0,0,0,0,0,0,0,0,0,0
261.343933489346,0,0,0,0,0,0,0,0,0,0,0,1277616,0,0,0,0,0,0
261.684909183328,0,0,0,0,0,0,0,0,0,1256159.5,0,0,0,0,0,0,0,0
261.970708428683,0,0,1249168.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.035786463243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225141.6,0,1378351.4
262.040639493876,0,0,0,0,0,0,0,0,0,0,1453361.4,0,0,0,0,0,0,0
262.058794429489,0,0,0,0,0,0,0,0,0,0,1370169.5,0,0,0,0,0,0,0
262.0589441528,0,0,0,1220908.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.166138205982,0,0,0,0,0,0,0,0,1275061.1,0,0,0,0,0,0,0,0,0
262.456519310431,0,1274569.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.784063111785,6133938,3453533.8,6062078,3507312.3,1710797.1,3089863,1240416.8,12305693,0,2122635.8,0,3261243,1594220.9,0,9096311,2037774.3,1617479,2222470.8
262.945058281784,0,0,0,0,0,0,0,0,0,0,2303690.8,0,0,0,0,0,0,0
262.974863728849,0,0,0,0,0,1223708.3,0,0,0,0,0,0,0,0,0,0,0,0
262.975318767957,0,0,0,2688197.8,0,0,0,0,3629343.3,0,1306328.5,0,0,4623471,0,0,5245088,0
262.976113974223,0,0,0,14288070,0,0,1782708.1,0,20846880,0,6209497,0,0,24636528,0,0,28053664,5777631
263.019814897766,2367256.8,2391240.5,2185064,2337753.8,2927159.3,2218032.3,3119303,1685123.4,3866419.3,3226613.5,3162092.8,3370917.8,3812057,3562627.3,3376351.8,3788666.8,4015796.5,4273395
