Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
182,220.147461,220.1472387924726,220.1471894834994,1936970.8,nan,469736.2,13.5,-1,0.22398184280565323,0.9909384125405568,0.0,0.5945630475243341,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1,,
225,233.103384,233.10309358599426,233.1030617654932,1216380.5,nan,369822.7,7.43,-1,0.13650829298037342,0.9966245017520198,0.0,0.5979747010512119,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
226,233.114698,233.11440752643168,233.1142951547855,1261697.1,nan,545125.0,7.79,-1,0.482045282092704,0.9587136839504469,0.0,0.5752282103702681,2.0,2.0,0.5555555555555556,N2 O5,de-protonated,0,,C9 H18 O5 N2,9,18,5,,2,,,,,
234,235.134376,235.13407489383346,235.1339679712561,1230799.3,nan,620643.7,7.48,-1,0.4547304596925533,0.9631752297040195,0.0,0.5779051378224117,5.0,1.4285714285714286,0.21428571428571427,O3,de-protonated,0,,C14 H20 O3,14,20,3,,,,,,,
244,238.036144,238.03582761747097,238.03571047977422,2035103.4,nan,550929.5,13.96,-1,0.4921013595464601,0.9570110951108708,0.0,0.5742066570665224,7.0,0.9,0.6,N1 O6,de-protonated,0,,C10 H9 O6 N1,10,9,6,,1,,,,,
246,238.963424,238.96310273580386,238.96308056511668,3202861.0,nan,430654.5,23.37,-1,0.09277871343852845,0.9984393288437724,0.0,0.5990635973062635,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,,
247,239.020161,239.0198394371118,239.01972606267492,3987269.5,nan,492345.2,29.7,-1,0.47433087954893727,0.9599979781539122,0.0,0.5759987868923473,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,,
263,241.144982,241.1446492509881,241.14453265530582,1503707.8,nan,477169.0,9.59,-1,0.4835095408876599,0.9584677707577491,0.0,0.5750806624546495,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,,
268,242.176611,242.1762728199755,242.1761671368831,3611804.8,nan,464298.6,26.47,-1,0.43638931800616104,0.9660358862457301,0.0,0.579621531747438,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,,,
276,243.160622,243.16027863964794,243.16018271978382,1321803.3,nan,518291.2,8.13,-1,0.3944719199078086,0.9721599946429107,0.0,0.5832959967857464,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,,,
278,245.04602,245.04566671396702,245.0455468880095,1846664.9,nan,479659.5,12.32,-1,0.48899463399220094,0.9575405211440847,0.0,0.5745243126864508,9.0,0.7692307692307693,0.38461538461538464,O5,de-protonated,0,,C13 H10 O5,13,10,5,,,,,,,
282,245.139897,245.13954321975137,245.1394472748775,1351858.4,nan,471647.0,8.3,-1,0.39138896219782754,0.972587459362037,0.0,0.5835524756172222,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,,,
283,246.110015,246.10965611256356,246.1095441269785,4409696.0,nan,478029.3,32.59,-1,0.4550233329945769,0.9631286654881581,0.0,0.5778771992928948,3.0,1.8888888888888888,0.5555555555555556,N3 O5,de-protonated,0,,C9 H17 O5 N3,9,17,5,,3,,,,,
285,247.061632,247.06126810277428,247.0611969524875,2627334.8,nan,475362.9,18.43,-1,0.2879864893769993,0.9850639975237625,0.0,0.5910383985142574,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,,,
287,247.082792,247.08242799137741,247.0823263205869,2364688.3,nan,497571.3,16.34,-1,0.4114854835136664,0.9697442068190429,0.0,0.5818465240914258,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,,,
