Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,17O
147,199.006964,199.0067459487225,199.0066732558187,1374190.6,nan,644940.5,9.16,-1,0.3652787247002831,0.9760802871593642,0.0,0.5856481722956185,10.0,0.5,0.1,N2 P1 O1,de-protonated,0,,C10 H5 O1 N2 P1,10,5,1,,2,,1,
179,211.097933,211.09766702069712,211.0975824618718,2667942.3,nan,586748.3,19.72,-1,0.4005674736819201,0.9713055135510152,0.0,0.5827833081306091,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
197,215.092873,215.09259118494515,215.0924970814435,8646996.0,nan,495360.1,68.94,-1,0.4375024834862864,0.9658653855501866,0.0,0.579519231330112,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
202,217.072132,217.07184233925673,217.07176163653722,5228089.0,nan,487666.8,40.71,-1,0.371778986389902,0.9752321170844299,0.0,0.5851392702506579,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
205,217.108541,217.10825119493316,217.10814714592152,5022791.0,nan,479369.4,39.02,-1,0.4792496873439981,0.959181289364086,0.0,0.5755087736184515,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,
207,219.030252,219.02995457736225,219.02989682353152,2251043.3,nan,551690.2,16.13,-1,0.263680125721264,0.9874636226762504,0.0,0.5924781736057503,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
208,219.066656,219.06635843305853,219.06628233291582,1432369.1,nan,497712.2,9.37,-1,0.3473840971605433,0.9783415378321435,0.0,0.5870049226992861,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,,
209,219.087758,219.08746034941123,219.0874117010152,1630521.3,nan,540246.7,10.94,-1,0.2220501654552369,0.9910933423737484,0.0,0.594656005424249,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,,
213,221.04594,221.045634587271,221.0455468880095,3880496.3,nan,477287.7,29.39,-1,0.3967474700104132,0.9718424506075929,0.0,0.5831054703645557,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
216,221.082337,221.08203144299503,221.0819323973938,9919038.0,nan,482951.0,78.92,-1,0.4480040505503905,0.4821185136413406,0.8843699161556753,0.6430190746470745,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,
218,223.025183,223.024869741646,223.02481144310323,2836283.8,nan,472693.6,20.82,-1,0.2613993590720768,0.9876782218398749,0.0,0.5926069331039249,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
219,223.061601,223.06128759728676,223.0611969524875,2078794.1,nan,548079.0,14.6,-1,0.4063674027401376,0.9704810215251152,0.0,0.5822886129150691,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,
221,223.097953,223.09763945318917,223.0975824618718,1918296.6,nan,458996.4,13.29,-1,0.2554546613012195,0.9882290143828025,0.0,0.5929374086296815,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
223,225.004469,225.00414789585054,225.0040759981969,1875795.0,nan,503377.7,12.85,-1,0.3195393386608636,0.9816436791237225,0.0,0.5889862074742335,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,,
