Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
107,171.066295,171.06633805020513,171.06628233291582,1275688.0,nan,677709.9,8.78,-1,0.32570585245681966,0.9809352189804097,0.0,0.5885611313882458,3.0,1.5,0.5,O4,de-protonated,0,,C8 H12 O4,8,12,4,,,,,
128,190.144998,190.14493848489852,190.1448670079271,1120190.5,nan,488475.1,7.19,-1,0.3759079723706194,0.9746859778154042,0.0,0.5848115866892425,0.0,2.3333333333333335,0.3333333333333333,N1 O3,de-protonated,0,,C9 H21 O3 N1,9,21,3,,1,,,
207,231.066664,231.0663844938845,231.06628233291582,1351075.1,nan,396790.9,8.57,-1,0.44212841288984717,0.9651525167806136,0.0,0.5790915100683681,8.0,0.9230769230769231,0.3076923076923077,O4,de-protonated,0,,C13 H12 O4,13,12,4,,,,,
223,238.963439,238.96311704156741,238.96308056511668,2988047.5,nan,455814.8,21.76,-1,0.1526447125001632,0.9957810962167458,0.0,0.5974686577300474,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,
259,245.139874,245.13951883763582,245.1394472748775,1503611.1,nan,418331.9,9.56,-1,0.2919267343677242,0.9846556645193508,0.0,0.5907933987116105,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,
262,247.061661,247.0612955062903,247.0611969524875,1942725.0,nan,485552.2,13.07,-1,0.39890441721279507,0.9715398674937135,0.0,0.5829239204962281,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,
265,247.082801,247.08243539264365,247.0823263205869,2415566.3,nan,457425.8,16.85,-1,0.4414401400899389,0.9652590229081903,0.0,0.5791554137449142,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,
272,249.004576,249.00420006136264,249.0040759981969,1472797.0,nan,449953.7,9.3,-1,0.4982374896679432,0.9559564416910339,0.0,0.5735738650146203,9.0,0.5454545454545454,0.6363636363636364,O7,de-protonated,0,,C11 H6 O7,11,6,7,,,,,
281,249.149998,249.1496212795877,249.1496180357341,1611357.3,nan,482600.1,10.41,-1,0.013019701269271064,0.9999692426305983,0.0,0.5999815455783589,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,
294,252.979177,252.9787796942828,252.97873062959468,5422593.5,nan,413172.0,40.56,-1,0.19394787850807688,0.9931979058987587,0.0,0.5959187435392552,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,
295,253.035882,253.03548438944208,253.03537612715292,3286555.0,nan,462006.1,23.61,-1,0.42785436098770224,0.9673297105476947,0.0,0.5803978263286168,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,
296,253.05404,253.05364229182638,253.05362344925268,1450531.0,nan,500788.8,9.04,-1,0.07446079387552819,0.998994479995338,0.0,0.5993966879972028,11.0,0.7857142857142857,0.07142857142857142,N2 P1 O1,de-protonated,0,,C14 H11 O1 N2 P1,14,11,1,,2,,,1
300,253.145023,253.14462480271038,253.14453265530582,11607628.0,nan,422674.6,89.62,-1,0.3640110398267643,0.968001198306947,0.9641160545879839,0.9664471408193618,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,
301,254.148412,254.1480084085858,254.1478874903781,1239307.8,nan,417733.2,7.36,-1,0.47577892105706937,0.9597583572241949,0.9641160545879839,0.9615014361697105,4.0,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,300,C13 H22 O4 13C1,13,22,4,,,1,,
302,255.051546,255.05113755342268,255.05102619163094,4905376.0,nan,427821.0,36.44,-1,0.4366255388231495,0.9659997387042777,0.0,0.5795998432225666,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,
305,255.124303,255.1238941622879,255.1237972103995,4373952.5,nan,408346.2,32.23,-1,0.3800189926748988,0.9741365311177443,0.0,0.5844819186706466,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,,,,,
