Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,17O
89,159.066333,159.06628126924815,159.06628233291582,2205666.8,nan,562544.5,17.25,-1,-0.006686946171886174,0.9999918865097063,0.0,0.5999951319058238,2.0,1.7142857142857142,0.5714285714285714,O4,de-protonated,0,,C7 H12 O4,7,12,4,,,,,
172,210.041047,210.0408353509765,210.0407958602025,1212773.0,nan,613172.1,7.72,-1,0.18801477981592346,0.9936063958691884,0.0,0.596163837521513,6.0,1.0,0.5555555555555556,N1 O5,de-protonated,0,,C9 H9 O5 N1,9,9,5,,1,,,
179,211.097865,211.09765003551883,211.0975824618718,1657567.3,nan,567377.5,11.39,-1,0.3201062097805469,0.9815790962851327,0.0,0.5889474577710796,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
196,215.09281,215.0925825025461,215.0924970814435,8800664.0,nan,526308.0,70.64,-1,0.39713659823447556,0.9717879768491913,0.0,0.5830727861095147,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
197,215.129215,215.12898738833604,215.12888259082783,9745829.0,nan,502618.2,78.49,-1,0.48713825383355774,0.9687357012547536,0.9730366987220285,0.9704561002416635,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,
198,216.132541,216.13231024069387,216.13223742590012,1507869.9,nan,583906.4,10.07,-1,0.3368992734302985,0.9796159918123218,0.9730366987220285,0.9769842745762045,2.0,2.0,0.4,13C1 O4,de-protonated,1,197,C10 H20 O4 13C1,10,20,4,,,1,,
200,217.072068,217.07183429320241,217.07176163653722,6477953.0,nan,477367.8,51.34,-1,0.3347126528504744,0.9798770632672358,0.0,0.5879262379603415,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
201,217.108479,217.10824517897353,217.10814714592152,5442703.0,nan,527429.1,42.74,-1,0.4515401807850181,0.9636806580797476,0.0,0.5782083948478485,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,
204,219.087731,219.08749096964866,219.0874117010152,1442693.1,nan,585608.3,9.52,-1,0.36181281629395623,0.9765267083890649,0.0,0.5859160250334389,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,,
209,221.045871,221.04562482655655,221.0455468880095,1596286.8,nan,478596.4,10.72,-1,0.352590441806659,0.9776948184209542,0.0,0.5866168910525725,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
212,221.082275,221.08202871234965,221.0819323973938,11502221.0,nan,506719.3,92.5,-1,0.43565276816490506,0.9716305727021344,0.9840959820401222,0.9766167364373295,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,
214,222.085616,222.08536656466038,222.0852872324661,1274135.8,nan,561431.3,8.06,-1,0.35721499277932206,0.9771126660054967,0.9840959820401222,0.979905992419347,6.0,1.2727272727272727,0.36363636363636365,13C1 O4,de-protonated,1,212,C11 H14 O4 13C1,11,14,4,,,1,,
217,223.025167,223.02491461709366,223.02481144310323,1453196.0,nan,435796.2,9.53,-1,0.46261216300250896,0.9619124548024963,0.0,0.5771474728814978,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
219,223.061518,223.06126550305302,223.0611969524875,1773722.5,nan,616889.2,12.18,-1,0.30731730328776447,0.9830092724190432,0.0,0.5898055634514259,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,
221,223.097915,223.09766238886806,223.0975824618718,1167017.0,nan,601209.4,7.17,-1,0.35826025261203204,0.9769800829941032,0.0,0.5861880497964619,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
224,225.040813,225.04055429359326,225.04046150758123,1320882.9,nan,536571.3,8.38,-1,0.41230813077429296,0.969624968348265,0.0,0.581774981008959,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,
225,225.077212,225.076953179402,225.0768470169655,2064833.5,nan,567211.2,14.49,-1,0.4716719552291034,0.9604362278988717,0.0,0.576261736739323,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,
227,227.056457,227.0561919700991,227.05611157205922,2506212.5,nan,518822.0,18.1,-1,0.35408886073748286,0.9775069857891929,0.0,0.5865041914735157,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,
228,227.092853,227.0925878559173,227.0924970814435,5729267.5,nan,500265.1,44.54,-1,0.39972467147419205,0.9714243940110371,0.0,0.5828546364066223,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,
229,227.129209,227.12894374186098,227.12888259082783,3347970.3,nan,498746.0,25.0,-1,0.26923494913294205,0.986933365487768,0.0,0.5921600192926608,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
232,229.072112,229.07184064657048,229.07176163653722,6213408.5,nan,510770.0,48.19,-1,0.34491389377880793,0.9786451628033297,0.0,0.5871870976819978,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,
234,229.108509,229.10823753238552,229.10814714592152,12398383.0,nan,486254.1,98.6,-1,0.3945144034428655,0.974851333206443,0.9933780643013904,0.9822620256444219,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,
235,229.144845,229.14457341839193,229.14453265530582,17958718.0,nan,472950.4,143.93,-1,0.1778924665250804,0.9969733757804676,0.9797075073746732,0.9900670284181499,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,
236,230.111858,230.1115833846712,230.11150198099378,1589711.4,nan,514455.5,10.5,-1,0.35375753374546415,0.9775485843955191,0.9933780643013904,0.9838803763578676,3.0,1.8,0.5,13C1 O5,de-protonated,1,234,C10 H18 O5 13C1,10,18,5,,,1,,
