Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,17O
93,174.01154,174.0114634093948,174.0114242836257,1209259.1,nan,555670.9,8.14,-1,0.22484597924087985,0.990868678103783,0.0,0.5945212068622697,8.0,0.6666666666666666,0.1111111111111111,N1 P1 O1,de-protonated,0,,C9 H6 O1 N1 P1,9,6,1,,1,,1,
159,214.072441,214.07217193340819,214.0720959891585,1301015.4,nan,624783.3,8.32,-1,0.3547601537521286,0.977422589992499,0.0,0.5864535539954994,4.0,1.4444444444444444,0.5555555555555556,N1 O5,de-protonated,0,,C9 H13 O5 N1,9,13,5,,1,,,
192,224.056819,224.05650196261973,224.0564459246805,1948265.9,nan,505739.0,13.36,-1,0.250106347085341,0.9887139772152306,0.0,0.5932283863291383,6.0,1.1,0.5,N1 O5,de-protonated,0,,C10 H11 O5 N1,10,11,5,,1,,,
195,225.077273,225.0769510597622,225.0768470169655,6151207.0,nan,474459.5,47.4,-1,0.4622545502643185,0.9619701838692942,0.0,0.5771821103215765,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,
196,225.113662,225.1133398849282,225.11323252634983,2334774.8,nan,551326.3,16.48,-1,0.47690922988705564,0.9595708486259708,0.0,0.5757425091755825,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,
197,226.036114,226.03578745292953,226.03571047977422,1788875.9,nan,487500.9,12.06,-1,0.3405353744269196,0.9791782520604875,0.0,0.5875069512362925,6.0,1.0,0.6666666666666666,N1 O6,de-protonated,0,,C9 H9 O6 N1,9,9,6,,1,,,
198,226.072524,226.0721972779946,226.0720959891585,1956059.9,nan,443291.8,13.41,-1,0.44803776274497775,0.9642317422005106,0.0,0.5785390453203063,5.0,1.3,0.5,N1 O5,de-protonated,0,,C10 H13 O5 N1,10,13,5,,1,,,
200,227.020146,227.01981472506458,227.0197260626749,1495934.6,nan,461702.8,9.68,-1,0.3905492761523317,0.9727033364976762,0.0,0.5836220018986057,6.0,0.8888888888888888,0.7777777777777778,O7,de-protonated,0,,C9 H8 O7,9,8,7,,,,,
202,227.056551,227.05621955015368,227.05611157205922,8818575.0,nan,450298.7,69.0,-1,0.4755568732088527,0.9597951450787154,0.0,0.5758770870472293,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,
205,227.129297,227.12896520063939,227.12888259082783,3918767.0,nan,469263.9,29.31,-1,0.3637133710799052,0.9762824119644675,0.0,0.5857694471786805,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
206,228.051797,228.0514607684101,228.05136054425222,1895241.3,nan,460168.1,12.91,-1,0.4394806399612761,0.9655613992884071,0.0,0.5793368395730443,5.0,1.2222222222222223,0.6666666666666666,N1 O6,de-protonated,0,,C9 H11 O6 N1,9,11,6,,1,,,
210,229.017952,229.01761112643672,229.0176180624235,1576697.4,nan,560914.6,10.25,-1,-0.030285821885841082,0.9998335834874453,0.0,0.5999001500924672,5.0,1.1111111111111112,0.5555555555555556,S1 O5,de-protonated,0,,C9 H10 O5 S1,9,10,5,1,,,,
217,229.144958,229.14461651622565,229.14453265530582,12194610.0,nan,458453.5,95.63,-1,0.36597390676500513,0.9710891147729153,0.9925948745145917,0.9796914186695859,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,
220,230.148334,230.1479876954208,230.1478874903781,1479926.1,nan,543198.8,9.47,-1,0.4353941449452119,0.9661879719908205,0.9925948745145917,0.976750733000329,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,217,C11 H22 O4 13C1,11,22,4,,,1,,
222,231.03035,231.02999945770034,231.02989682353152,1377285.4,nan,474139.7,8.64,-1,0.44424626525431476,0.9648238250057016,0.0,0.5788942950034209,9.0,0.6666666666666666,0.4166666666666667,O5,de-protonated,0,,C12 H8 O5,12,8,5,,,,,
224,231.05148,231.05112935617947,231.0510261916309,3140751.0,nan,466906.1,22.82,-1,0.4465011485253229,0.9644722634753815,0.0,0.5786833580852289,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,
227,231.087866,231.08751518135983,231.0874117010152,11828896.0,nan,455217.8,92.68,-1,0.44779741076571716,0.9646406310757185,0.9824363543050467,0.9717589203674498,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,,
230,232.025597,232.02524167595197,232.0251457957245,1181002.3,nan,514732.8,7.06,-1,0.4132320535070091,0.9694907841310094,0.0,0.5816944704786057,9.0,0.6363636363636364,0.45454545454545453,N1 O5,de-protonated,0,,C11 H7 O5 N1,11,7,5,,1,,,
231,232.044161,232.04380558675965,232.0437732403794,4056658.8,nan,449736.7,30.18,-1,0.13939775149193595,0.9964803461064575,0.0,0.5978882076638745,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,
233,232.091225,232.0908693606367,232.0907665360875,1549416.3,nan,488563.6,10.02,-1,0.44303593260918483,0.9650118478752973,0.9824363543050467,0.9719816504471971,3.0,1.7777777777777777,0.6666666666666666,13C1 O6,de-protonated,1,227,C9 H16 O6 13C1,9,16,6,,,1,,
236,233.067058,233.0666976721645,233.0666762561089,2012198.8,nan,488599.1,13.74,-1,0.0918881066427192,0.9984691247681651,0.0,0.599081474860899,3.0,1.5555555555555556,0.7777777777777778,O7,de-protonated,0,,C9 H14 O7,9,14,7,,,,,
237,233.082405,233.08204459842855,233.0819323973938,1636909.8,nan,558605.1,10.72,-1,0.48138023219855736,0.9588251494257309,0.0,0.5752950896554385,7.0,1.0769230769230769,0.3076923076923077,O4,de-protonated,0,,C13 H14 O4,13,14,4,,,,,
238,233.103499,233.10313849708066,233.1030617654932,2139959.5,nan,506859.6,14.77,-1,0.32917451565978734,0.980530988775732,0.0,0.5883185932654391,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,
240,233.155107,233.15474624912565,233.15470341616242,13130319.0,nan,451802.6,103.14,-1,0.18371048322762248,0.9962742605450932,0.9554310950138646,0.9799369943326017,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
243,234.158444,234.1580784285082,234.1580582512347,2981404.8,nan,479323.8,21.36,-1,0.0861694602129582,0.9986536187777086,0.9554310950138646,0.9813646092721711,5.0,1.5714285714285714,0.14285714285714285,13C1 O2,de-protonated,1,240,C14 H22 O2 13C1,14,22,2,,,1,,
245,235.025238,235.0248682639231,235.02481144310323,4132269.5,nan,439723.7,30.54,-1,0.2417651971707786,0.9894502924579093,0.0,0.5936701754747455,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,
