Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
198,205.108377,205.1081889131344,205.1081471459215,1259264.0,nan,467351.1,8.14,-1,0.20363507489703603,0.9925040588582178,0.0,0.5955024353149306,1.0,2.0,0.5555555555555556,O5,de-protonated,0,,C9 H18 O5,9,18,5,,,,,,,
222,211.097855,211.09765264673499,211.0975824618718,1694177.8,nan,571976.5,11.64,-1,0.3324759211253098,0.9801424301472919,0.0,0.5880854580883751,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,,,
228,212.056719,212.05651436280692,212.0564459246805,1309232.5,nan,527882.0,8.44,-1,0.32273542132094263,0.9812781132198253,0.0,0.5887668679318951,5.0,1.2222222222222223,0.5555555555555556,N1 O5,de-protonated,0,,C9 H11 O5 N1,9,11,5,,1,,,,,
233,213.077125,213.07691793229137,213.0768470169655,3538328.3,nan,540190.5,26.97,-1,0.33281572754998007,0.9801022253600188,0.0,0.5880613352160112,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,,,
234,213.113521,213.11331384559935,213.11323252634983,1658789.0,nan,631354.1,11.34,-1,0.3815776643865125,0.9739267305932506,0.0,0.5843560383559504,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,,,
237,214.108743,214.1085334750698,214.10848149854283,1505799.1,nan,539447.5,10.07,-1,0.24275790763619837,0.9893639417405381,0.0,0.5936183650443229,3.0,1.7,0.4,N1 O4,de-protonated,0,,C10 H17 O4 N1,10,17,4,,1,,,,,
243,215.092772,215.09256013120097,215.0924970814435,10868840.0,nan,511147.1,87.38,-1,0.2931285764373794,0.9800374379246118,0.9699350892949978,0.9759964984727663,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,,
245,215.129189,215.12897704445894,215.12888259082783,11333750.0,nan,535275.7,91.22,-1,0.4390560206012239,0.9719419393135029,0.9598566766260647,0.9671078342385276,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,,,
246,216.096146,216.0959317412541,216.0958519165158,1599955.9,nan,556909.8,10.78,-1,0.3693950512478768,0.9755448301863547,0.9699350892949978,0.973300933829812,3.0,1.7777777777777777,0.5555555555555556,13C1 O5,de-protonated,1,243,C9 H16 O5 13C1,9,16,5,,,1,,,,
247,216.12444,216.1242256738603,216.12413156302082,2171358.3,nan,530749.8,15.5,-1,0.435448086261629,0.966179736781793,0.0,0.5797078420690758,2.0,1.9,0.4,N1 O4,de-protonated,0,,C10 H19 O4 N1,10,19,4,,1,,,,,
