Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,15N
4159,446.073925,446.07273186655334,446.0728838355447,2219573.0,nan,195117.6,9.07,-1,-0.3406819756763001,0.9791605087347907,0.0,0.5874963052408744,13.0,0.85,0.55,N1 O11,de-protonated,0,,C20 H17 O11 N1,20,17,11,,1,,,,,
4160,446.081843,446.08064983573684,446.0807671482777,2234936.8,nan,185790.6,9.15,-1,-0.26298497826145784,0.9875292222236135,0.0,0.5925175333341681,16.0,0.88,0.04,N1 S2 P1 O1,de-protonated,0,,C25 H22 O1 S2 N1 P1,25,22,1,2,1,,,1,,
4160,446.081843,446.08064983573684,446.08082750717176,2234936.8,nan,185790.6,9.15,-1,-0.39829426411145197,0.6477504123056758,0.9291606653539396,0.7603145135249814,8.0,1.5333333333333334,0.3333333333333333,13C1 N4 S2 P1 O5,de-protonated,1,4137,C15 H23 O5 S2 N4 13C1 P1,15,23,5,2,4,1,,1,,
4161,446.094922,446.09372878483384,446.0937439162644,4664382.5,nan,200439.1,21.25,-1,-0.03391984473275056,0.666527503293162,0.9008508099755768,0.760256825966128,21.0,0.6428571428571429,0.10714285714285714,13C1 S1 O3,de-protonated,1,4138,C28 H18 O3 S1 13C1,28,18,3,1,,1,,,,
4161,446.094922,446.09372878483384,446.093876858046,4664382.5,nan,200439.1,21.25,-1,-0.3319328504882358,0.9802066026407625,0.996158652327433,0.9865874225154306,8.0,1.3529411764705883,0.6470588235294118,13C1 P1 O11,de-protonated,1,4138,C17 H23 O11 13C1 P1,17,23,11,,,1,,1,,
4162,446.110451,446.1092577243956,446.109269344929,2862149.8,nan,186384.1,11.94,-1,-0.0260486256835208,0.9998768890383497,0.0,0.5999261334230098,12.0,1.0,0.47619047619047616,N1 O10,de-protonated,0,,C21 H21 O10 N1,21,21,10,,1,,,,,
4163,446.118366,446.1171726935907,446.11721301655604,3670089.5,nan,224338.8,15.86,-1,-0.09038648175062754,0.6656791426253171,0.9263849121074154,0.7699614504181564,7.0,1.6875,0.25,13C1 N4 S2 P1 O4,de-protonated,1,4141,C16 H27 O4 S2 N4 13C1 P1,16,27,4,2,4,1,,1,,
4164,446.123416,446.12222267393634,446.12202356276936,2260555.8,nan,154715.7,9.02,-1,0.44631548424354495,0.9645012730083107,0.0,0.5787007638049864,20.0,0.7241379310344828,0.06896551724137931,N1 S1 O2,de-protonated,0,,C29 H21 O2 S1 N1,29,21,2,1,1,,,,,
4164,446.123416,446.12222267393634,446.12215650455096,2260555.8,nan,154715.7,9.02,-1,0.1483212264004745,0.9960162329018912,0.0,0.5976097397411347,7.0,1.4444444444444444,0.5555555555555556,N1 P1 O10,de-protonated,0,,C18 H26 O10 N1 P1,18,26,10,,1,,,1,,
4165,446.131616,446.13042264202227,446.13026236743025,11442255.0,nan,215087.0,53.54,-1,0.3592551448292104,0.976853545662784,0.9509758372826715,0.966502462310739,7.0,1.5,0.5555555555555556,13C1 P1 O10,de-protonated,1,4142,C18 H27 O10 13C1 P1,18,27,10,,,1,,1,,
4165,446.131616,446.13042264202227,446.13039871302834,11442255.0,nan,215087.0,53.54,-1,0.05363677076236328,0.4997390629607068,0.8360345439488928,0.6342572553559812,7.0,1.3888888888888888,0.6666666666666666,N1 O12,de-protonated,0,,C18 H25 O12 N1,18,25,12,,1,,,,,
4166,446.139676,446.13848261065306,446.1382820257613,3163731.3,nan,237128.8,13.4,-1,0.44960251072484136,0.9639860300456948,0.0,0.5783916180274169,10.0,1.3043478260869565,0.08695652173913043,N1 S2 P1 O2,de-protonated,0,,C23 H30 O2 S2 N1 P1,23,30,2,2,1,,,1,,
4166,446.139676,446.13848261065306,446.13834238465546,3163731.3,nan,237128.8,13.4,-1,0.3143105720257791,0.6548227897855666,0.927917829923809,0.7640608058408636,2.0,2.3846153846153846,0.46153846153846156,13C1 N4 S2 P1 O6,de-protonated,1,4143,C13 H31 O6 S2 N4 13C1 P1,13,31,6,2,4,1,,1,,
4168,446.155136,446.15394255048335,446.15376071719254,3597402.3,nan,250116.5,15.51,-1,0.4075574539993144,0.9703104711451676,0.9769445830524655,0.9729641159080866,11.0,1.1818181818181819,0.4090909090909091,13C1 O9,de-protonated,1,4145,C22 H26 O9 13C1,22,26,9,,,1,,,,
4169,446.159944,446.15875053177075,446.15854201393523,2536028.3,nan,196474.3,10.36,-1,0.46736264327945637,0.96114168618549,0.0,0.5766850117112939,6.0,1.5789473684210527,0.47368421052631576,N1 P1 O9,de-protonated,0,,C19 H30 O9 N1 P1,19,30,9,,1,,,1,,
4170,446.167979,446.16678550049886,446.1666478768145,12353632.0,nan,215144.9,57.96,-1,0.3084580279439622,0.9828839909371858,0.9026159902304567,0.9507767906544942,6.0,1.631578947368421,0.47368421052631576,13C1 P1 O9,de-protonated,1,4147,C19 H31 O9 13C1 P1,19,31,9,,,1,,1,,
4170,446.167979,446.16678550049886,446.1667842224127,12353632.0,nan,215144.9,57.96,-1,0.0028645928679386177,0.9869766134005272,0.9670058032365981,0.9789882893349555,6.0,1.5263157894736843,0.5789473684210527,N1 O11,de-protonated,0,,C19 H29 O11 N1,19,29,11,,1,,,,,
4171,446.175998,446.1748044692892,446.17489008529196,3773539.8,nan,221007.6,16.36,-1,-0.19188888632310347,0.9933410848678481,0.9930591742401359,0.9932283206167632,6.0,1.5789473684210527,0.5789473684210527,13C1 O11,de-protonated,1,4148,C19 H30 O11 13C1,19,30,11,,,1,,,,
4171,446.175998,446.1748044692892,446.1746675351457,3773539.8,nan,221007.6,16.36,-1,0.3069070331587728,0.9830542212384605,0.0,0.5898325327430763,9.0,1.4166666666666667,0.041666666666666664,N1 S2 P1 O1,de-protonated,0,,C24 H34 O1 S2 N1 P1,24,34,1,2,1,,,1,,
4171,446.175998,446.1748044692892,446.1747278940398,3773539.8,nan,221007.6,16.36,-1,0.1716261469366473,0.6631130595472908,0.9285446514439539,0.769285696305956,1.0,2.5,0.35714285714285715,13C1 N4 S2 P1 O5,de-protonated,1,4148,C14 H35 O5 S2 N4 13C1 P1,14,35,5,2,4,1,,1,,
4172,446.190985,446.1897914109604,446.1899840353246,2363498.5,nan,213005.3,9.52,-1,-0.43170929660607354,0.966748286516089,0.9821645326873579,0.9729147849845966,5.0,1.9444444444444444,0.1111111111111111,13C1 N4 S2 P1 O2,de-protonated,1,4150,C18 H35 O2 S2 N4 13C1 P1,18,35,2,2,4,1,,1,,
4173,446.204185,446.2029913595865,446.2030333861989,9162865.0,nan,208227.2,42.49,-1,-0.09418719561836798,0.9983916221945224,0.7939804587382137,0.9166271568119989,5.0,1.75,0.4,13C1 P1 O8,de-protonated,1,4151,C20 H35 O8 13C1 P1,20,35,8,,,1,,1,,
4173,446.204185,446.2029913595865,446.20316973179695,9162865.0,nan,208227.2,42.49,-1,-0.39975558787500254,0.48571001865111724,0.8210758684791454,0.6198563585823285,5.0,1.65,0.5,N1 O10,de-protonated,0,,C20 H33 O10 N1,20,33,10,,1,,,,,
4174,446.212263,446.2110693281473,446.21127559467624,3725428.3,nan,232495.0,16.13,-1,-0.4622620274974481,0.9619689772485379,0.9690595605499136,0.9648052105690882,5.0,1.7,0.5,13C1 O10,de-protonated,1,4152,C20 H34 O10 13C1,20,34,10,,,1,,,,
4174,446.212263,446.2110693281473,446.2111134034241,3725428.3,nan,232495.0,16.13,-1,-0.09877673484311285,0.6654874665110074,0.9291606653539396,0.7709567460481803,0.0,2.6,0.26666666666666666,13C1 N4 S2 P1 O4,de-protonated,1,4152,C15 H39 O4 S2 N4 13C1 P1,15,39,4,2,4,1,,1,,
4175,446.240707,446.2395132174443,446.23955524118134,3799169.3,nan,201203.1,16.48,-1,-0.09417304344712933,0.9983921051056014,0.0,0.5990352630633609,4.0,1.7619047619047619,0.42857142857142855,N1 O9,de-protonated,0,,C21 H37 O9 N1,21,37,9,,1,,,,,
4176,446.248806,446.24761218592334,446.24766110406057,3495557.0,nan,202163.6,15.01,-1,-0.10962105012156288,0.9978219474360153,0.9962964358689987,0.9972117428092087,4.0,1.8095238095238095,0.42857142857142855,13C1 O9,de-protonated,1,4155,C21 H38 O9 13C1,21,38,9,,,1,,,,
4177,447.034709,447.03351212721947,447.0334010686831,2303468.3,nan,212657.6,9.23,-1,0.2484345378329136,0.9888635129009229,0.0,0.5933181077405537,9.0,1.0625,0.8125,P1 O13,de-protonated,0,,C16 H17 O13 P1,16,17,13,,,,,1,,
4178,447.057848,447.0566510371633,447.05673722719314,12245495.0,nan,211020.3,57.43,-1,-0.19279438750395436,0.6644110445316397,0.9285446514439538,0.7700644872965654,8.0,1.4,0.4,N4 S2 P1 O6,de-protonated,0,,C15 H21 O6 S2 N4 P1,15,21,6,2,4,,,1,,
4179,447.070891,447.0696939864005,447.0696536362858,8634877.0,nan,200920.8,39.93,-1,0.090254649108827,0.4992615143188336,0.766236582456902,0.6060515415740609,21.0,0.5714285714285714,0.14285714285714285,S1 O4,de-protonated,0,,C28 H16 O4 S1,28,16,4,1,,,,,,
4179,447.070891,447.0696939864005,447.0697865780674,8634877.0,nan,200920.8,39.93,-1,-0.20710786025937805,0.4961236049043531,0.8437201528175741,0.6351622240696415,8.0,1.2352941176470589,0.7058823529411765,P1 O12,de-protonated,0,,C17 H21 O12 P1,17,21,12,,,,,1,,
4180,447.07877,447.0775729557358,447.07751572220803,3932672.5,nan,207086.0,17.13,-1,0.12801701210284203,0.49851538567442344,0.7536525541217874,0.6005702530533691,26.0,0.4,0.1,N2 O3,de-protonated,0,,C30 H12 O3 N2,30,12,3,,2,,,,,
4181,447.088644,447.0874469173065,447.0874117010152,6507013.0,nan,208310.4,29.61,-1,0.07876824624362878,0.49943742329348795,0.766236582456902,0.6061570869588535,21.0,0.5714285714285714,0.21428571428571427,O6,de-protonated,0,,C28 H16 O6,28,16,6,,,,,,,
4182,447.094216,447.0930188956205,447.0931227365774,18110984.0,nan,205111.3,85.87,-1,-0.2322580053902976,0.6558518160567149,0.9291606653539396,0.7651753557756049,7.0,1.5625,0.3125,N4 S2 P1 O5,de-protonated,0,,C16 H25 O5 S2 N4 P1,16,25,5,2,4,,,1,,
4183,447.107357,447.1061598444762,447.1060391456701,26417678.0,nan,206216.4,126.15,-1,0.26995566057049575,0.24671594454306212,0.7097533444317287,0.4319309044985288,20.0,0.6896551724137931,0.10344827586206896,S1 O3,de-protonated,0,,C29 H20 O3 S1,29,20,3,1,,,,,,
4183,447.107357,447.1061598444762,447.1061720874517,26417678.0,nan,206216.4,126.15,-1,-0.02738270286263507,0.9838821276281295,0.9656227566085434,0.9765783792202951,7.0,1.3888888888888888,0.6111111111111112,P1 O11,de-protonated,0,,C18 H25 O11 P1,18,25,11,,,,,1,,
4184,447.115631,447.11443381227417,447.11441429592907,4744721.0,nan,233183.6,21.07,-1,0.043649554747777,0.999654348539579,0.0,0.5997926091237474,7.0,1.3333333333333333,0.7222222222222222,O13,de-protonated,0,,C18 H24 O13,18,24,13,,,,,,,
4184,447.115631,447.11443381227417,447.1142521046769,4744721.0,nan,233183.6,21.07,-1,0.4064008168443499,0.9704762392303452,0.0,0.5822857435382071,2.0,2.230769230769231,0.5384615384615384,N4 S2 P1 O7,de-protonated,0,,C13 H29 O7 S2 N4 P1,13,29,7,2,4,,,1,,
4186,447.130798,447.1296007532448,447.129670437214,24566296.0,nan,213018.6,117.17,-1,-0.15584733865813577,0.9864288672604116,0.9768224967051421,0.9825863190383037,11.0,1.0909090909090908,0.45454545454545453,O10,de-protonated,0,,C22 H24 O10,22,24,10,,,,,,,
4186,447.130798,447.1296007532448,447.12950824596174,24566296.0,nan,213018.6,117.17,-1,0.2068914740603248,0.3307544462572332,0.7844624371338464,0.5122376426078785,6.0,1.7058823529411764,0.23529411764705882,N4 S2 P1 O4,de-protonated,0,,C17 H29 O4 S2 N4 P1,17,29,4,2,4,,,1,,
4187,447.135544,447.13434673477354,447.13437915106914,8704538.0,nan,223403.4,40.27,-1,-0.072497882309553,0.4995233853351616,0.8210758684791454,0.6281443785927552,11.0,1.2,0.3,N4 S1 O6,de-protonated,0,,C20 H24 O6 S1 N4,20,24,6,1,4,,,,,
4188,447.143875,447.1426777023496,447.14255759683596,38033952.0,nan,216364.0,182.47,-1,0.26860675997904665,0.9858782603605524,0.941984232551192,0.9683206492368083,6.0,1.5263157894736843,0.5263157894736842,P1 O10,de-protonated,0,,C19 H29 O10 P1,19,29,10,,,,,1,,
4189,447.151903,447.15070567110496,447.1507998053134,7500322.0,nan,224012.2,34.43,-1,-0.21052004934315374,0.49599533931049683,0.8284876905041023,0.628992279787939,6.0,1.4736842105263157,0.631578947368421,O12,de-protonated,0,,C19 H28 O12,19,28,12,,,,,,,
4189,447.151903,447.15070567110496,447.15063761406117,7500322.0,nan,224012.2,34.43,-1,0.15220160291820842,0.49790275162856334,0.8676488643339467,0.6458011967107167,1.0,2.357142857142857,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,,C14 H33 O6 S2 N4 P1,14,33,6,2,4,,,1,,
4191,447.167123,447.1659256118693,447.1660559465983,18442792.0,nan,211270.2,87.48,-1,-0.2914682974893828,0.9900107819270574,0.9805272458502383,0.9862173674963298,10.0,1.2173913043478262,0.391304347826087,O9,de-protonated,0,,C23 H28 O9,23,28,9,,,,,,,
4191,447.167123,447.1659256118693,447.1658937553461,18442792.0,nan,211270.2,87.48,-1,0.07124095028865632,0.6639233652917503,0.9303613694566817,0.7704985669577229,5.0,1.8333333333333333,0.16666666666666666,N4 S2 P1 O3,de-protonated,0,,C18 H33 O3 S2 N4 P1,18,33,3,2,4,,,1,,
4192,447.171507,447.17030959480695,447.17013905748496,1986346.8,nan,198541.5,7.69,-1,0.3813701030025436,0.9739547157483236,0.9670058032365981,0.9711751507436335,6.0,1.6111111111111112,0.6111111111111112,13C1 N1 O11,de-protonated,1,4170,C18 H29 O11 N1 13C1,18,29,11,,1,1,,,,
4193,447.180128,447.1789305612544,447.1788101644387,29817390.0,nan,211080.1,142.63,-1,0.26923640603316673,0.49590379128714884,0.9304679045316978,0.6697294365849684,18.0,0.9032258064516129,0.03225806451612903,S1 O1,de-protonated,0,,C31 H28 O1 S1,31,28,1,1,,,,,,
4193,447.180128,447.1789305612544,447.1789431062203,29817390.0,nan,211080.1,142.63,-1,-0.028053570257459772,0.9975741825844129,0.8795032030539129,0.9503457907722129,5.0,1.65,0.45,P1 O9,de-protonated,0,,C20 H33 O9 P1,20,33,9,,,,,1,,
4194,447.188164,447.1869665299785,447.1871853146977,9826866.0,nan,219115.2,45.71,-1,-0.48924639689348304,0.4787488657391053,0.8210758684791453,0.6156796668351212,5.0,1.6,0.55,O11,de-protonated,0,,C20 H32 O11,20,32,11,,,,,,,
4194,447.188164,447.1869665299785,447.1870231234455,9826866.0,nan,219115.2,45.71,-1,-0.12655435880967122,0.49854906768597224,0.859523230357577,0.6429387327546141,0.0,2.466666666666667,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,,C15 H37 O5 S2 N4 P1,15,37,5,2,4,,,1,,
4195,447.197938,447.19674049193856,447.19656822916807,3694646.8,nan,177010.2,15.97,-1,0.38520593119239677,0.4867176045407921,0.7475142796699756,0.5910362745924655,18.0,0.9032258064516129,0.0967741935483871,O3,de-protonated,0,,C31 H28 O3,31,28,3,,,,,,,
4196,447.203427,447.2022294705755,447.2024414559826,7040569.5,nan,201760.6,32.2,-1,-0.47402560322979415,0.9610919553270003,0.9852837141913319,0.9707686588727329,9.0,1.3333333333333333,0.3333333333333333,O8,de-protonated,0,,C24 H32 O8,24,32,8,,,,,,,
4196,447.203427,447.2022294705755,447.20227926473035,7040569.5,nan,201760.6,32.2,-1,-0.11134593260408658,0.9979815823829168,0.9495049412419114,0.9785909259265146,4.0,1.9473684210526316,0.10526315789473684,N4 S2 P1 O2,de-protonated,0,,C19 H37 O2 S2 N4 P1,19,37,2,2,4,,,1,,
4197,447.216529,447.21533141958304,447.2153286156046,15448639.0,nan,212754.4,72.97,-1,0.006269862052854898,0.9996897534412728,0.8479082651966576,0.9389771581434267,4.0,1.7619047619047619,0.38095238095238093,P1 O8,de-protonated,0,,C21 H37 O8 P1,21,37,8,,,,,1,,
4198,447.224584,447.22338638823334,447.223570824082,9630275.0,nan,213991.6,44.75,-1,-0.4124018962743852,0.9748569104237448,0.9752722477209173,0.9750230453426139,4.0,1.7142857142857142,0.47619047619047616,O10,de-protonated,0,,C21 H36 O10,21,36,10,,,,,,,
4199,447.240044,447.23884632806363,447.2388269653669,2400842.0,nan,234054.5,9.7,-1,0.04329386348285774,0.9996599579190001,0.0,0.5997959747514,8.0,1.44,0.28,O7,de-protonated,0,,C25 H36 O7,25,36,7,,,,,,,
4199,447.240044,447.23884632806363,447.2386647741147,2400842.0,nan,234054.5,9.7,-1,0.40594421557933313,0.9705415569461893,0.0,0.5823249341677136,3.0,2.05,0.05,N4 S2 P1 O1,de-protonated,0,,C20 H41 O1 S2 N4 P1,20,41,1,2,4,,,1,,
4200,447.253095,447.2518972772696,447.2517141249889,4639312.0,nan,229976.2,20.55,-1,0.4095060453481765,0.9755584756622928,0.7616965442485006,0.890013703096776,3.0,1.8636363636363635,0.3181818181818182,P1 O7,de-protonated,0,,C22 H41 O7 P1,22,41,7,,,,,1,,
4201,447.261083,447.2598852461806,447.2599563334663,4811347.5,nan,219512.7,21.39,-1,-0.15893952648586668,0.4977133868261391,0.8066430772742825,0.6212852630053964,3.0,1.8181818181818181,0.4090909090909091,O9,de-protonated,0,,C22 H40 O9,22,40,9,,,,,,,
4202,448.0613,448.06009913176723,448.06003170337135,2122689.0,nan,230343.5,8.35,-1,0.15048964671944234,0.9958991389186441,0.0,0.5975394833511865,16.0,0.8333333333333334,0.08333333333333333,N1 S2 P1 O2,de-protonated,0,,C24 H20 O2 S2 N1 P1,24,20,2,2,1,,,1,,
4202,448.0613,448.06009913176723,448.0600920622655,2122689.0,nan,230343.5,8.35,-1,0.01577802146115784,0.6666365534017087,0.9285446514439538,0.7713997926186067,8.0,1.5,0.42857142857142855,13C1 N4 S2 P1 O6,de-protonated,1,4178,C14 H21 O6 S2 N4 13C1 P1,14,21,6,2,4,1,,1,,
4203,448.089536,448.08833502187383,448.0885339000227,3325902.0,nan,225340.2,14.18,-1,-0.44383672827756826,0.9648874991110103,0.0,0.5789324994666062,12.0,0.95,0.55,N1 O11,de-protonated,0,,C20 H19 O11 N1,20,19,11,,1,,,,,
4204,448.097838,448.09663698956274,448.0964172127557,4065233.8,nan,247585.3,17.77,-1,0.4904676730610076,0.47864493891138726,0.7859208185053377,0.6015552907489674,15.0,0.96,0.04,N1 S2 P1 O1,de-protonated,0,,C25 H24 O1 S2 N1 P1,25,24,1,2,1,,,1,,
4204,448.097838,448.09663698956274,448.09647757164976,4065233.8,nan,247585.3,17.77,-1,0.355766940740952,0.6515304863606165,0.9291606653539396,0.7625825579579457,7.0,1.6666666666666667,0.3333333333333333,13C1 N4 S2 P1 O5,de-protonated,1,4182,C15 H25 O5 S2 N4 13C1 P1,15,25,5,2,4,1,,1,,
4205,448.102717,448.10151597057387,448.1014210596447,2072531.9,nan,188489.3,8.11,-1,0.21180680250443715,0.9918928684660451,0.0,0.595135721079627,7.0,1.411764705882353,0.6470588235294118,N1 P1 O11,de-protonated,0,,C17 H24 O11 N1 P1,17,24,11,,1,,,1,,
4206,448.110918,448.10971693865594,448.10952692252397,6536151.5,nan,217389.0,29.75,-1,0.4240394826500504,0.9679002984794152,0.9656227566085434,0.9669892817310665,7.0,1.4705882352941178,0.6470588235294118,13C1 P1 O11,de-protonated,1,4183,C17 H25 O11 13C1 P1,17,25,11,,,1,,1,,
4206,448.110918,448.10971693865594,448.1096632681221,6536151.5,nan,217389.0,29.75,-1,0.11977098066777661,0.49870024363094057,0.843720152817574,0.636708207305594,7.0,1.3529411764705883,0.7647058823529411,N1 O13,de-protonated,0,,C17 H23 O13 N1,17,23,13,,1,,,,,
4207,448.126071,448.124869879681,448.12491940940697,3636190.5,nan,189187.3,15.69,-1,-0.11052660502715127,0.9977858540291439,0.0,0.5986715124174863,11.0,1.0952380952380953,0.47619047619047616,N1 O10,de-protonated,0,,C21 H23 O10 N1,21,23,10,,1,,,,,
4209,448.134386,448.13318484731934,448.13302527228626,5038050.5,nan,225924.0,22.49,-1,0.35608853639780225,0.9772551345157418,0.9768224967051421,0.9770820793915018,11.0,1.1428571428571428,0.47619047619047616,13C1 O10,de-protonated,1,4186,C21 H24 O10 13C1,21,24,10,,,1,,,,
4210,448.139167,448.13796582871186,448.13780656902895,4532196.5,nan,216666.2,20.03,-1,0.35538104700886347,0.9773443947229536,0.0,0.5864066368337721,6.0,1.5555555555555556,0.5555555555555556,N1 P1 O10,de-protonated,0,,C18 H28 O10 N1 P1,18,28,10,,1,,,1,,
4211,448.147244,448.1460427972765,448.14591243190824,11330536.0,nan,216315.7,53.0,-1,0.29089938038796354,0.9847626490325544,0.941984232551192,0.9676512824400094,6.0,1.6111111111111112,0.5555555555555556,13C1 P1 O10,de-protonated,1,4188,C18 H29 O10 13C1 P1,18,29,10,,,1,,1,,
4211,448.147244,448.1460427972765,448.14604877750634,11330536.0,nan,216315.7,53.0,-1,-0.013344377039773269,0.4999838447596021,0.8360345439488928,0.6344041244353185,6.0,1.5,0.6666666666666666,N1 O12,de-protonated,0,,C18 H27 O12 N1,18,27,12,,1,,,,,
4212,448.162528,448.1613267377918,448.16130491879125,2586095.0,nan,176409.3,10.6,-1,0.0486855967075469,0.9995700069518971,0.0,0.5997420041711382,10.0,1.2272727272727273,0.4090909090909091,N1 O9,de-protonated,0,,C22 H27 O9 N1,22,27,9,,1,,,,,
4213,448.17054,448.1693387066094,448.16941078167054,4073458.8,nan,236124.1,17.81,-1,-0.16082101861706757,0.9953181143972157,0.9805272458502383,0.9894017669784247,10.0,1.2727272727272727,0.4090909090909091,13C1 O9,de-protonated,1,4191,C22 H28 O9 13C1,22,28,9,,,1,,,,
4213,448.17054,448.1693387066094,448.1692485904183,4073458.8,nan,236124.1,17.81,-1,0.201076248221221,0.6617937157291027,0.9303613694566817,0.7692207772201343,5.0,1.9411764705882353,0.17647058823529413,13C1 N4 S2 P1 O3,de-protonated,1,4191,C17 H33 O3 S2 N4 13C1 P1,17,33,3,2,4,1,,1,,
4214,448.175436,448.17423468755436,448.1740591366317,2195445.0,nan,237078.8,8.7,-1,0.39170255193937753,0.9725441235256391,0.0,0.5835264741153835,18.0,0.9,0.03333333333333333,N1 S1 O1,de-protonated,0,,C30 H27 O1 S1 N1,30,27,1,1,1,,,,,
4214,448.175436,448.17423468755436,448.1741920784132,2195445.0,nan,237078.8,8.7,-1,0.0950727236995575,0.9983612616790236,0.0,0.5990167570074142,5.0,1.6842105263157894,0.47368421052631576,N1 P1 O9,de-protonated,0,,C19 H32 O9 N1 P1,19,32,9,,1,,,1,,
4215,448.183427,448.1822256564537,448.182164999511,12743673.0,nan,208359.4,59.85,-1,0.1353399297087238,0.498340970073575,0.9304679045316978,0.6711917438568241,18.0,0.9333333333333333,0.03333333333333333,13C1 S1 O1,de-protonated,1,4193,C30 H28 O1 S1 13C1,30,28,1,1,,1,,,,
4215,448.183427,448.1822256564537,448.1822979412925,12743673.0,nan,208359.4,59.85,-1,-0.16128445761558366,0.9952911555982458,0.8795032030539129,0.9489759745805126,5.0,1.736842105263158,0.47368421052631576,13C1 P1 O9,de-protonated,1,4193,C19 H33 O9 13C1 P1,19,33,9,,,1,,1,,
4215,448.183427,448.1822256564537,448.18243428689067,12743673.0,nan,208359.4,59.85,-1,-0.46550337770104233,0.480722108733236,0.8284876905041023,0.6198283414415826,5.0,1.631578947368421,0.5789473684210527,N1 O11,de-protonated,0,,C19 H31 O11 N1,19,31,11,,1,,,,,
4217,448.206791,448.2055895655219,448.20579629105487,2009091.4,nan,215627.9,7.8,-1,-0.4612290485146674,0.9621355011856668,0.9852837141913319,0.9713947863879329,9.0,1.391304347826087,0.34782608695652173,13C1 O8,de-protonated,1,4196,C23 H32 O8 13C1,23,32,8,,,1,,,,
4217,448.206791,448.2055895655219,448.20563409980264,2009091.4,nan,215627.9,7.8,-1,-0.09936126934665275,0.9982102220438167,0.9495049412419114,0.9787281097230546,4.0,2.0555555555555554,0.1111111111111111,13C1 N4 S2 P1 O2,de-protonated,1,4196,C18 H37 O2 S2 N4 13C1 P1,18,37,2,2,4,1,,1,,
4218,448.219911,448.2187095144594,448.2186834506769,7898121.5,nan,208754.5,36.35,-1,0.058149701197011065,0.9993866398172891,0.8479082651966576,0.9387952899690365,4.0,1.85,0.4,13C1 P1 O8,de-protonated,1,4197,C20 H37 O8 13C1 P1,20,37,8,,,1,,1,,
4218,448.219911,448.2187095144594,448.218819796275,7898121.5,nan,208754.5,36.35,-1,-0.24604458962736825,0.49453778997627523,0.8210758684791454,0.6251530213774232,4.0,1.75,0.5,N1 O10,de-protonated,0,,C20 H35 O10 N1,20,35,10,,1,,,,,
4219,448.227978,448.2267764830629,448.22692565915423,2574349.0,nan,228904.5,10.54,-1,-0.33281376639172777,0.9801024575109617,0.9752722477209173,0.9781703735949439,4.0,1.8,0.5,13C1 O10,de-protonated,1,4198,C20 H36 O10 13C1,20,36,10,,,1,,,,
4220,448.256416,448.25521437238336,448.2550689600612,3523610.0,nan,227810.4,15.14,-1,0.3243963811066306,0.9810867513299341,0.7616965442485006,0.8933306684973608,3.0,1.9523809523809523,0.3333333333333333,13C1 P1 O7,de-protonated,1,4200,C21 H41 O7 13C1 P1,21,41,7,,,1,,1,,
4220,448.256416,448.25521437238336,448.25520530565933,3523610.0,nan,227810.4,15.14,-1,0.020226701052380943,0.9999257685711798,0.0,0.5999554611427078,3.0,1.8571428571428572,0.42857142857142855,N1 O9,de-protonated,0,,C21 H39 O9 N1,21,39,9,,1,,,,,
4221,448.98448,448.9832755387866,448.98335780991056,4536678.0,nan,229949.7,20.05,-1,-0.18323869368652462,0.9939261239257104,0.0,0.5963556743554262,19.0,0.3157894736842105,0.42105263157894735,N4 S1 O8,de-protonated,0,,C19 H6 O8 S1 N4,19,6,8,1,4,,,,,
4222,449.037133,449.0359283338631,449.0360017822869,7114110.0,nan,205742.2,32.55,-1,-0.16356912029202816,0.4975785655064931,0.8676488643339467,0.6456066850374746,8.0,1.3571428571428572,0.5,N4 S2 P1 O7,de-protonated,0,,C14 H19 O7 S2 N4 P1,14,19,7,2,4,,,1,,
4223,449.05029,449.0490852826566,449.0489181913795,2570627.8,nan,211860.7,10.52,-1,0.3721003888950484,0.9751898108687971,0.0,0.5851138865212783,21.0,0.5185185185185185,0.18518518518518517,S1 O5,de-protonated,0,,C27 H14 O5 S1,27,14,5,1,,,,,,
4223,449.05029,449.0490852826566,449.0490511331611,2570627.8,nan,211860.7,10.52,-1,0.07604847501989628,0.9989511654226121,0.0,0.5993706992535672,8.0,1.1875,0.8125,P1 O13,de-protonated,0,,C16 H19 O13 P1,16,19,13,,,,,1,,
4225,449.07351,449.0723051922853,449.07238729167113,19225998.0,nan,208078.9,91.28,-1,-0.18281993766043866,0.6610475527748959,0.9285446514439537,0.7680463922425191,7.0,1.5333333333333334,0.4,N4 S2 P1 O6,de-protonated,0,,C15 H23 O6 S2 N4 P1,15,23,6,2,4,,,1,,
4226,449.086695,449.0854901409698,449.0853037007638,9758100.0,nan,201930.9,45.37,-1,0.4151554380811046,0.4846052706866576,0.766236582456902,0.5972577953947553,20.0,0.6428571428571429,0.14285714285714285,S1 O4,de-protonated,0,,C28 H18 O4 S1,28,18,4,1,,,,,,
