Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
58,142.017513,142.0176152225391,142.0175722924897,1149766.4,nan,652386.6,7.79,-1,0.3022868840128535,0.9835563946981013,0.0,0.5901338368188608,4.0,1.5,0.25,N3 P1 O1,de-protonated,0,,C4 H6 O1 N3 P1,4,6,1,,3,,,1,,
194,220.020632,220.02032199914663,220.0202748906171,1191372.4,nan,309475.1,7.35,-1,0.2141099476694065,0.9917163354349272,0.0,0.5950298012609563,3.0,1.7142857142857142,0.42857142857142855,N1 S1 P1 O3,de-protonated,0,,C7 H12 O3 S1 N1 P1,7,12,3,1,1,,,1,,
215,226.014916,226.01457432113017,226.0145811116748,1244720.6,nan,440837.7,7.72,-1,-0.03004471923043797,0.9998362223777392,0.0,0.5999017334266434,11.0,0.4166666666666667,0.3333333333333333,N1 O4,de-protonated,0,,C12 H5 O4 N1,12,5,4,,1,,,,,
217,227.016971,227.01662402556616,227.01657269060783,21980236.0,nan,465985.0,177.1,-1,0.226128681797232,0.3302548933479505,0.8741184266473166,0.547800306667697,1.0,2.4,0.8,N2 S2 O4,de-protonated,0,,C5 H12 O4 S2 N2,5,12,4,2,2,,,,,
222,227.129308,227.12896043189838,227.12888259082783,1238779.0,nan,344295.1,7.67,-1,0.3427176220892262,0.978913376174426,0.0,0.5873480257046556,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
225,229.035828,229.03547035650456,229.03537612715292,1676947.0,nan,477788.9,11.16,-1,0.41141832864117367,0.9697539307037866,0.0,0.5818523584222719,5.0,1.1111111111111112,0.7777777777777778,O7,de-protonated,0,,C9 H10 O7,9,10,7,,,,,,,
226,229.038665,229.03830734151185,229.0383673079678,1319316.1,nan,830674.3,8.26,-1,-0.261818387264162,0.9876389314465353,0.0,0.5925833588679211,5.0,1.375,0.5,N2 P1 O4,de-protonated,0,,C8 H11 O4 N2 P1,8,11,4,,2,,,1,,
232,231.051467,231.05109870444912,231.0510261916309,1255906.5,nan,588086.9,7.74,-1,0.31383897921630055,0.9822869818640367,0.0,0.589372189118422,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,,,
236,232.094355,232.09398119309478,232.0938940625005,3403421.0,nan,480763.0,25.16,-1,0.3754109715752318,0.9747520189737829,0.0,0.5848512113842698,3.0,1.875,0.625,N3 O5,de-protonated,0,,C8 H15 O5 N3,8,15,5,,3,,,,,
239,233.046034,233.04565516375297,233.0455468880095,2062899.0,nan,479334.9,14.28,-1,0.46461193918212856,0.9615888742424824,0.0,0.5769533245454894,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,,,
240,233.082418,233.0820389714743,233.0819323973938,1370690.5,nan,536901.0,8.67,-1,0.4572387031214167,0.9627755437876028,0.0,0.5776653262725616,7.0,1.0769230769230769,0.3076923076923077,O4,de-protonated,0,,C13 H14 O4,13,14,4,,,,,,,
242,233.11477,233.11439080050357,233.1142951547855,1841232.4,nan,492984.1,12.48,-1,0.41029537891951046,0.9699163107191165,0.0,0.5819497864314699,2.0,2.0,0.5555555555555556,N2 O5,de-protonated,0,,C9 H18 O5 N2,9,18,5,,2,,,,,
243,233.155143,233.15476358714423,233.15470341616242,9386594.0,nan,451540.4,73.7,-1,0.258073206028894,0.9725711048024253,0.9957980687519987,0.9818618903822547,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,,
244,234.158558,234.158173284393,234.1580582512347,1480976.4,nan,508781.1,9.49,-1,0.4912628638705295,0.9571542870335843,0.9957980687519987,0.97261179972095,5.0,1.5714285714285714,0.14285714285714285,13C1 O2,de-protonated,1,243,C14 H22 O2 13C1,14,22,2,,,1,,,,
245,235.025302,235.02491270390755,235.02481144310323,3175814.3,nan,507826.1,23.14,-1,0.4308515500652397,0.9668780776739792,0.0,0.5801268466043875,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,,,
246,235.061693,235.06130351159186,235.0611969524875,2985366.0,nan,484380.0,21.61,-1,0.4533249457344222,0.9633983078016888,0.0,0.5780389846810132,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,,,
251,237.040954,237.0405540517834,237.04046150758123,5572850.0,nan,456947.3,42.45,-1,0.3904152126043022,0.972721815578055,0.0,0.583633089346833,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,,
252,237.077354,237.0769538594202,237.0768470169655,4983554.0,nan,448005.6,37.7,-1,0.4506659171612916,0.9638185904553412,0.0,0.5782911542732048,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,,,
256,238.963467,238.96305689187133,238.96308056511668,1642301.5,nan,449416.5,10.77,-1,-0.0990665390469108,0.9982208147144082,0.0,0.5989324888286449,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,,
257,239.020202,239.01979159204367,239.01972606267492,5227606.5,nan,481033.5,39.66,-1,0.27415883129740554,0.9864543400718891,0.0,0.5918726040431335,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,,
259,239.056576,239.05616539981784,239.05611157205922,6705254.5,nan,441871.1,51.56,-1,0.22516788324797773,0.9908426335754936,0.0,0.5945055801452962,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,,
261,239.092979,239.09256820743877,239.0924970814435,6978678.5,nan,455265.2,53.77,-1,0.2974831755275052,0.9840707083413707,0.0,0.5904424250048224,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,,,
263,239.129375,239.12896401509667,239.12888259082783,21706886.0,nan,450126.5,172.42,-1,0.3405036980889547,0.9812117106009034,0.9924788780231383,0.9857185775697973,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,,,
