Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P
46,133.029495,133.0295409137241,133.0295029003384,1084449.6,nan,509919.9,7.22,-1,0.285751542899847,0.9852932159705958,0.0,0.5911759295823574,6.0,0.75,0.25,O2,de-protonated,0,,C8 H6 O2,8,6,2,,,,
188,211.134285,211.1340448846276,211.1339679712561,1898810.5,nan,533675.6,13.35,-1,0.3642870553985141,0.9762084314323433,0.0,0.585725058859406,3.0,1.6666666666666667,0.25,O3,de-protonated,0,,C12 H20 O3,12,20,3,,,,
197,213.077199,213.0769517694438,213.0768470169655,8682478.0,nan,490854.3,69.73,-1,0.4916183047293047,0.9570936147451379,0.0,0.5742561688470827,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,
198,213.113556,213.1133086363001,213.11323252634983,1354619.0,nan,454279.0,8.82,-1,0.3571338549410089,0.977122942252544,0.0,0.5862737653515264,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,
200,214.051294,214.05104320219124,214.0509666210591,1238477.8,nan,595552.0,7.85,-1,0.35777055036594574,0.977042243874349,0.0,0.5862253463246094,9.0,0.75,0.25,N1 O3,de-protonated,0,,C12 H9 O3 N1,12,9,3,,1,,
203,215.056472,215.056217521109,215.05611157205922,5735100.0,nan,508077.5,44.95,-1,0.4926577022519932,0.9569159642123101,0.0,0.574149578527386,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,
204,215.092839,215.0925843879287,215.0924970814435,5518025.5,nan,490005.1,43.15,-1,0.4059020485761791,0.9705475855375371,0.0,0.5823285513225223,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,
205,215.129236,215.1289812546385,215.12888259082783,2047446.9,nan,559873.8,14.48,-1,0.4586265194743485,0.9625535236502241,0.0,0.5775321141901344,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,
206,217.042758,217.04249624709175,217.0423900599604,1612442.5,nan,559645.5,10.88,-1,0.48924604685506246,0.9574977909847626,0.0,0.5744986745908576,8.0,0.9166666666666666,0.16666666666666666,P1 O2,de-protonated,0,,C12 H11 O2 P1,12,11,2,,,,1
209,217.072113,217.07185113959022,217.07176163653722,4502437.5,nan,457680.8,34.76,-1,0.41232011169861194,0.9696232301241976,0.0,0.5817739380745185,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,
210,217.108515,217.10825300628176,217.10814714592152,3569587.0,nan,493596.4,27.05,-1,0.4875927579300609,0.9577784163368313,0.0,0.5746670498020987,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,
214,219.051356,219.05108689136526,219.0510261916309,1221774.4,nan,552109.9,7.65,-1,0.2771031727333212,0.9861638621719351,0.0,0.591698317303161,3.0,1.5,0.875,O7,de-protonated,0,,C8 H12 O7,8,12,7,,,,
215,219.066648,219.06637883536413,219.06628233291582,2203028.3,nan,531636.0,15.75,-1,0.44051712243144264,0.9654016123352709,0.0,0.5792409674011625,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,
219,221.009486,221.00920972045867,221.0091613786252,1151611.8,nan,561886.7,7.02,-1,0.21873226051319863,0.9913563777862421,0.0,0.5948138266717452,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,
220,221.045884,221.04560758716482,221.0455468880095,5026698.0,nan,490713.3,38.82,-1,0.2746002177707617,0.9864109867892378,0.0,0.5918465920735426,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,
223,221.08231,221.08203345376845,221.0819323973938,17569688.0,nan,502044.5,141.78,-1,0.45709920089866035,0.4813989133449288,0.8843699161556753,0.6425873144692273,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,
224,221.118631,221.1183543207566,221.11831790677812,1874597.9,nan,556516.6,12.95,-1,0.16468096728747308,0.995091231685102,0.0,0.5970547390110612,5.0,1.3846153846153846,0.23076923076923078,O3,de-protonated,0,,C13 H18 O3,13,18,3,,,,
227,222.041177,222.04089694228264,222.0407958602025,1273611.4,nan,531426.2,8.01,-1,0.4552410278655526,0.9630940360005392,0.0,0.5778564216003235,7.0,0.9,0.5,N1 O5,de-protonated,0,,C10 H9 O5 N1,10,9,5,,1,,
231,223.025168,223.02488433878975,223.02481144310323,2538635.5,nan,501636.0,18.4,-1,0.3268501205893022,0.9808023234705362,0.0,0.5884813940823217,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,
232,223.061577,223.06129320545563,223.0611969524875,5240986.0,nan,461253.9,40.58,-1,0.43150924246509403,0.9667785795204822,0.0,0.5800671477122893,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,
234,223.097913,223.09762907238883,223.0975824618718,3481768.0,nan,468893.9,26.14,-1,0.2089243482751042,0.9921111582787059,0.0,0.5952666949672235,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,
235,224.056767,224.05647956095063,224.0564459246805,1285281.4,nan,280232.0,8.05,-1,0.15012409035164356,0.9959189969728117,0.0,0.597551398183687,6.0,1.1,0.5,N1 O5,de-protonated,0,,C10 H11 O5 N1,10,11,5,,1,,
236,225.040816,225.04052495724534,225.04046150758123,4296103.5,nan,526067.5,32.6,-1,0.28194780479094494,0.9856793458491041,0.0,0.5914076075094624,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,
237,225.077236,225.07694482387092,225.0768470169655,7638454.0,nan,505672.5,59.85,-1,0.4345489405591198,0.9663168850779618,0.0,0.579790131046777,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,
238,225.113629,225.1133376905954,225.11323252634983,2580420.5,nan,511451.7,18.61,-1,0.4671615452073182,0.9611744615175662,0.0,0.5767046769105397,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,
241,227.020124,227.01982570878235,227.0197260626749,1238720.4,nan,585962.9,7.66,-1,0.43893149369019685,0.9656459153196612,0.0,0.5793875491917967,6.0,0.8888888888888888,0.7777777777777778,O7,de-protonated,0,,C9 H8 O7,9,8,7,,,,
242,227.056494,227.05619557559103,227.05611157205922,8575183.0,nan,518049.5,67.48,-1,0.36996815998029237,0.9754698270839599,0.0,0.585281896250376,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,
243,227.092892,227.09259344229721,227.0924970814435,10008798.0,nan,482756.4,79.17,-1,0.42432425093776316,0.48392893543061494,0.8929744756128384,0.6475471515035043,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,
244,227.129268,227.12896930908394,227.12888259082783,2847468.5,nan,460761.4,20.78,-1,0.3818019757088741,0.9738964708571881,0.0,0.5843378825143128,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,
250,229.07217,229.0718641939441,229.07176163653722,14111746.0,nan,480297.0,111.83,-1,0.44770864005046357,0.48214166160105815,0.9017481179022585,0.6499842441215382,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,
