Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
201,220.147374,220.14710814014217,220.1471894834994,2214916.5,nan,555867.0,15.73,-1,-0.36949532459793555,0.9755317153258611,0.0,0.5853190291955167,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1,,
219,225.113618,225.1133288414503,225.11323252634983,1756368.6,nan,568963.4,11.87,-1,0.42785179439407894,0.9673300960351136,0.0,0.5803980576210681,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,,,
225,227.129283,227.1289843851373,227.12888259082783,3981071.8,nan,485815.3,29.98,-1,0.4481786213676191,0.9642096557159978,0.0,0.5785257934295986,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
226,228.16091,228.16060654535104,228.1605170724051,1413565.4,nan,608756.6,9.07,-1,0.39214911980691947,0.9724823545058305,0.0,0.5834894127034983,2.0,1.9166666666666667,0.25,N1 O3,de-protonated,0,,C12 H23 O3 N1,12,23,3,,1,,,,,
232,229.144942,229.14463392885244,229.14453265530582,18032218.0,nan,464788.3,143.41,-1,0.4419636176586545,0.96517321990846,0.9824531507675299,0.9720851922520879,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,,,
234,230.148302,230.1479892216783,230.1478874903781,2770433.3,nan,457326.1,19.97,-1,0.44202578307493745,0.9651684079153169,0.9824531507675299,0.9720823050562021,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,232,C11 H22 O4 13C1,11,22,4,,,1,,,,
245,232.044172,232.0438503273729,232.0437732403794,5807912.5,nan,483441.0,44.53,-1,0.3322088432235278,0.9801740022635105,0.0,0.5881044013581063,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,,,
248,232.094299,232.09397709220653,232.0938940625005,2282813.8,nan,529774.0,16.02,-1,0.3577418800887291,0.9770458806545438,0.0,0.5862275283927263,3.0,1.875,0.625,N3 O5,de-protonated,0,,C8 H15 O5 N3,8,15,5,,3,,,,,
253,233.067069,233.06674252854265,233.0666762561089,1418975.5,nan,543648.6,9.03,-1,0.28434967540732026,0.985436108572741,0.0,0.5912616651436445,3.0,1.5555555555555556,0.7777777777777778,O7,de-protonated,0,,C9 H14 O7,9,14,7,,,,,,,
254,233.103463,233.10313635780344,233.1030617654932,1826799.3,nan,521569.1,12.33,-1,0.31999712771794797,0.9815915324168542,0.0,0.5889549194501125,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
255,233.155085,233.15475811562342,233.15470341616242,18906374.0,nan,464047.7,150.47,-1,0.2346058655557287,0.9871799860213641,0.999103715649887,0.9919494778727733,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,,
258,234.158459,234.15812740838356,234.1580582512347,3067063.0,nan,524672.9,22.2,-1,0.29534387743836094,0.9842971881143685,0.999103715649887,0.9902197991285759,5.0,1.5714285714285714,0.14285714285714285,13C1 O2,de-protonated,1,255,C14 H22 O2 13C1,14,22,2,,,1,,,,
259,235.025263,235.02492734184972,235.02481144310323,2141231.3,nan,500304.4,14.76,-1,0.4931340898629636,0.9568344272023739,0.0,0.5741006563214243,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,,,
260,235.061623,235.06128717127,235.0611969524875,2011711.1,nan,495645.3,13.72,-1,0.38380976389568217,0.9736248691260588,0.0,0.5841749214756353,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,,,
262,235.082676,235.08234007250172,235.08232632058693,1226312.4,nan,296596.8,7.41,-1,0.05849829295094921,0.9993792662075159,0.0,0.5996275597245095,2.0,1.7777777777777777,0.7777777777777778,O7,de-protonated,0,,C9 H16 O7,9,16,7,,,,,,,
263,235.098002,235.09766600060118,235.0975824618718,1529679.0,nan,466071.8,9.85,-1,0.35533640327437604,0.9773500215063899,0.0,0.586410012903834,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,,,
265,237.040912,237.04056688561178,237.04046150758123,4195233.0,nan,469930.6,31.24,-1,0.44455714388922074,0.9647754537291802,0.0,0.578865272237508,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,,
269,237.077285,237.07693971497108,237.0768470169655,6722481.5,nan,475619.7,51.54,-1,0.3910040425294346,0.9726406076673932,0.0,0.583584364600436,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,,,
272,237.113632,237.11328654445236,237.11323252634983,1414337.3,nan,487780.5,8.92,-1,0.22781563878122837,0.990627022261996,0.0,0.5943762133571976,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,,,
273,237.150076,237.1497303734786,237.1496180357341,1236945.3,nan,516107.4,7.49,-1,0.4736998753251174,0.9601021864775913,0.0,0.5760613118865547,4.0,1.5714285714285714,0.21428571428571427,O3,de-protonated,0,,C14 H22 O3,14,22,3,,,,,,,
274,238.072482,238.07213204609292,238.0720959891585,1824104.1,nan,461520.0,12.2,-1,0.15145384539811949,0.9958465311453789,0.0,0.5975079186872273,6.0,1.1818181818181819,0.45454545454545453,N1 O5,de-protonated,0,,C11 H13 O5 N1,11,13,5,,1,,,,,
275,239.020181,239.0198266000474,239.01972606267492,2469132.0,nan,477740.5,17.38,-1,0.4206237457104729,0.9684071329442878,0.0,0.5810442797665727,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,,
276,239.03536,239.03500552883645,239.03498220395983,1807890.6,nan,527066.3,12.07,-1,0.09757934343791037,0.9982737865380389,0.0,0.5989642719228233,11.0,0.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H8 O4,14,8,4,,,,,,,
277,239.038334,239.0379795148842,239.0379733847747,1726228.0,nan,519009.9,11.41,-1,0.025644919193203046,0.9998806752355257,0.0,0.5999284051413154,11.0,0.6923076923076923,0.07692307692307693,N2 P1 O1,de-protonated,0,,C13 H9 O1 N2 P1,13,9,1,,2,,,1,,
280,239.056525,239.05617042954273,239.05611157205922,4160284.0,nan,491685.0,30.96,-1,0.24620781757950935,0.9890611600434612,0.0,0.5934366960260767,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,,
281,239.067766,239.0674113768066,239.0673449613515,1749281.1,nan,433317.3,11.6,-1,0.2778106525574136,0.9860936152906344,0.0,0.5916561691743807,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,,,,
284,239.092932,239.09257725874252,239.0924970814435,5113644.0,nan,483510.6,38.61,-1,0.33534008805994414,0.9798023174783892,0.0,0.5878813904870335,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,,,
287,239.129311,239.1289560880737,239.12888259082783,23799612.0,nan,448692.9,188.65,-1,0.30735411410019475,0.9792065217311514,0.989749850472026,0.9834238532275013,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,,,
293,240.088178,240.08781858963448,240.0877460536365,1244903.3,nan,465350.9,7.49,-1,0.30212286623961504,0.9835740867976254,0.0,0.5901444520785752,5.0,1.3636363636363635,0.45454545454545453,N1 O5,de-protonated,0,,C11 H15 O5 N1,11,15,5,,1,,,,,
294,240.132686,240.13232638082917,240.13223742590012,3692795.3,nan,481103.3,27.0,-1,0.3704414284744137,0.9754078068370929,0.989749850472026,0.9811446242910662,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,287,C12 H20 O4 13C1,12,20,4,,,1,,,,
297,241.072231,241.0718669730374,241.07176163653722,5102239.5,nan,482702.8,38.22,-1,0.43695080447686174,0.9659499353363254,0.0,0.5795699612017953,5.0,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,,C11 H14 O6,11,14,6,,,,,,,
299,241.108611,241.10824680236385,241.10814714592152,5730991.5,nan,480145.2,43.23,-1,0.41332673122003327,0.9694770178720545,0.0,0.5816862107232327,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,,,,
303,241.144987,241.1446226317091,241.14453265530582,4528832.0,nan,471985.5,33.65,-1,0.3731223025587229,0.9750550656841384,0.0,0.585033039410483,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,,
310,242.176608,242.17623879195096,242.1761671368831,8120463.5,nan,439199.8,62.27,-1,0.2958799320241257,0.4921202932696582,0.8759295984134849,0.645644015327189,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,,,
312,243.087889,243.08751551675724,243.0874117010152,8607275.0,nan,451300.5,66.15,-1,0.4270716500542181,0.9674471691022458,0.0,0.5804683014613474,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,,,,,,,
314,243.124259,243.12388534613063,243.12379721039952,10208827.0,nan,448493.5,78.91,-1,0.3625137980317989,0.9771893069878329,0.9846216964307609,0.9801622627650042,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,,,
318,243.160612,243.16023817558374,243.16018271978382,17878604.0,nan,441850.4,140.04,-1,0.22806283209462505,0.9828820925317489,0.994404136560139,0.987490910143105,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,,,
323,244.127616,244.12723763897054,244.1271520454718,1539073.5,nan,449537.0,9.82,-1,0.35061031934107434,0.9779418675852884,0.9846216964307609,0.9806137991234773,3.0,1.8181818181818181,0.45454545454545453,13C1 O5,de-protonated,1,314,C11 H20 O5 13C1,11,20,5,,,1,,,,
325,244.164007,244.1636284682454,244.1635375548561,2402834.0,nan,469343.6,16.7,-1,0.3723462979394068,0.975157418413079,0.994404136560139,0.9828561056719031,2.0,2.0,0.3333333333333333,13C1 O4,de-protonated,1,318,C12 H24 O4 13C1,12,24,4,,,1,,,,
327,245.049395,245.04901231452638,245.0489181913795,3508132.5,nan,474017.1,25.51,-1,0.3840994180866223,0.9735855751116589,0.0,0.5841513450669953,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,,,,
328,245.067111,245.06672823141335,245.0666762561089,4104620.5,nan,428797.4,30.26,-1,0.21208638089179982,0.991871539296089,0.0,0.5951229235776534,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,,
330,245.103512,245.1031290606413,245.1030617654932,18096574.0,nan,440765.6,140.66,-1,0.2745585779320388,0.9861770011818418,0.9708941937818469,0.9800638782218438,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,,,
331,245.139912,245.13952888987393,245.1394472748775,6877646.0,nan,438702.5,51.95,-1,0.33293293806971636,0.9800883482501954,0.0,0.5880530089501173,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,,,
333,246.106873,246.10648535346243,246.1064166005655,2851719.0,nan,475659.1,20.11,-1,0.2793624720809995,0.9859389227830218,0.9708941937818469,0.9799210311825519,3.0,1.8,0.6,13C1 O6,de-protonated,1,330,C10 H18 O6 13C1,10,18,6,,,1,,,,
334,246.110001,246.1096133387877,246.1095441269785,2601864.5,nan,466529.3,18.14,-1,0.28122358866752173,0.9857522940072008,0.0,0.5914513764043204,3.0,1.8888888888888888,0.5555555555555556,N3 O5,de-protonated,0,,C9 H17 O5 N3,9,17,5,,3,,,,,
337,247.06168,247.06128787407036,247.0611969524875,1719868.4,nan,435634.1,11.16,-1,0.36801239520558265,0.9757253242438506,0.0,0.5854351945463103,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,,,
339,247.082778,247.08238577509096,247.0823263205869,4871494.0,nan,415704.0,36.08,-1,0.24062629221427992,0.9895489332558256,0.0,0.5937293599534953,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,,,
340,247.09808,247.097687703303,247.0975824618718,1573709.1,nan,494832.1,10.0,-1,0.4259104040484537,0.9676210629599007,0.0,0.5805726377759404,7.0,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,,C14 H16 O4,14,16,4,,,,,,,
343,247.119171,247.11877860435644,247.1187118299712,5082455.0,nan,423286.3,37.75,-1,0.27021177286559295,0.9868390059817292,0.0,0.5921034035890376,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,,,
347,249.040935,249.04053358857163,249.04046150758123,2533067.5,nan,443292.5,17.58,-1,0.28943485717272177,0.9849145264968171,0.0,0.5909487158980903,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,,,
349,249.077317,249.0769154178887,249.0768470169655,2731740.3,nan,498005.3,19.15,-1,0.27461774956878227,0.9864092634033005,0.0,0.5918455580419802,7.0,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,,C13 H14 O5,13,14,5,,,,,,,
351,249.098361,249.09795931916267,249.09797638506492,1316070.0,nan,483768.0,7.96,-1,-0.06851080247005815,0.9991486914165416,0.0,0.5994892148499249,2.0,1.8,0.7,O7,de-protonated,0,,C10 H18 O7,10,18,7,,,,,,,
353,249.113729,249.11332724706506,249.11323252634983,3541741.3,nan,456058.1,25.56,-1,0.3802315688512248,0.9741079658281464,0.0,0.5844647794968878,6.0,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,,C14 H18 O4,14,18,4,,,,,,,
355,249.150075,249.149673076551,249.1496180357341,4006654.0,nan,426834.0,29.23,-1,0.22091471517100528,0.9911837959252882,0.0,0.5947102775551729,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,,,
356,250.1453,250.1448934075415,250.1448670079271,2035146.5,nan,383546.8,13.64,-1,0.10553730210144877,0.9979810432112866,0.0,0.598788625926772,5.0,1.5,0.21428571428571427,N1 O3,de-protonated,0,,C14 H21 O3 N1,14,21,3,,1,,,,,
358,251.020195,251.01978430304945,251.01972606267492,2536544.5,nan,464381.9,17.6,-1,0.23201513061110562,0.9902799797450008,0.0,0.5941679878470004,8.0,0.7272727272727273,0.6363636363636364,O7,de-protonated,0,,C11 H8 O7,11,8,7,,,,,,,
360,251.056597,251.05618613227273,251.05611157205922,3298929.3,nan,446051.6,23.44,-1,0.296986251553935,0.9841234569788461,0.0,0.5904740741873076,7.0,1.0,0.5,O6,de-protonated,0,,C12 H12 O6,12,12,6,,,,,,,
361,251.059944,251.05953311657055,251.0594828754292,1954418.9,nan,421462.3,12.89,-1,0.2001164853941045,0.9927599321238509,0.0,0.5956559592743106,2.0,1.7777777777777777,0.6666666666666666,S1 O6,de-protonated,0,,C9 H16 O6 S1,9,16,6,1,,,,,,
365,251.092947,251.09253596173994,251.0924970814435,3116674.3,nan,479413.1,22.01,-1,0.15484451704309882,0.9956588866914022,0.0,0.5973953320148413,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,,,
367,251.114105,251.11369386247904,251.11362644954292,2853004.0,nan,453157.5,19.94,-1,0.2684559060844792,0.9870083812059206,0.0,0.5922050287235523,1.0,2.0,0.7,O7,de-protonated,0,,C10 H20 O7,10,20,7,,,,,,,
369,251.129397,251.128985790738,251.12888259082783,2060691.1,nan,469944.3,13.73,-1,0.41094401052792007,0.9698225685533906,0.0,0.5818935411320343,5.0,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,,C14 H20 O4,14,20,4,,,,,,,
371,252.088242,252.08782629240199,252.0877460536365,1241937.5,nan,522289.4,7.3,-1,0.31829696900215815,0.9817848350119355,0.0,0.5890709010071613,6.0,1.25,0.4166666666666667,N1 O5,de-protonated,0,,C12 H15 O5 N1,12,15,5,,1,,,,,
372,252.979071,252.978651113157,252.97873062959468,2621937.3,nan,456666.9,18.12,-1,-0.314320644536268,0.9822330561764481,0.0,0.5893398337058688,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,,,
373,253.035849,253.03542884678808,253.03537612715292,2706955.8,nan,457410.7,18.79,-1,0.20834887188886464,0.9921543869259154,0.0,0.5952926321555492,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,,,
