Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
77,159.06638,159.06632662525172,159.06628233291582,1203158.1,nan,640525.1,8.28,-1,0.2784520719960488,0.9860297771847178,0.0,0.5916178663108307,2.0,1.7142857142857142,0.5714285714285714,O4,de-protonated,0,,C7 H12 O4,7,12,4,,,,,,,
138,204.030587,204.0303204521939,204.03023117615282,1225980.3,nan,452664.0,7.91,-1,0.4375628090309223,0.9658561340947559,0.0,0.5795136804568535,8.0,0.7,0.4,N1 O4,de-protonated,0,,C10 H7 O4 N1,10,7,4,,1,,,,,
184,223.061652,223.06129522686606,223.0611969524875,2441034.8,nan,540584.1,17.72,-1,0.4405713763806454,0.9653932387614519,0.0,0.5792359432568711,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,,,
187,225.004542,225.00417601572167,225.0040759981969,2011940.4,nan,510752.7,14.08,-1,0.44451427970270424,0.9647821250651549,0.0,0.5788692750390929,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,,,,
191,227.020183,227.01980745966844,227.0197260626749,1675557.4,nan,368079.5,11.31,-1,0.35854590683553944,0.9769437857335556,0.0,0.5861662714401333,6.0,0.8888888888888888,0.7777777777777778,O7,de-protonated,0,,C9 H8 O7,9,8,7,,,,,,,
192,227.056559,227.05618328721164,227.05611157205922,3441971.3,nan,495739.1,25.81,-1,0.31584770794818995,0.9820615640761832,0.0,0.5892369384457099,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,,,
193,227.092977,227.09260111455572,227.0924970814435,4948801.5,nan,441956.5,38.18,-1,0.4581089800836241,0.9626363912709646,0.0,0.5775818347625787,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,,,
194,227.129366,227.1289899420373,227.12888259082783,2123087.3,nan,506080.1,14.98,-1,0.47264446617437084,0.9602761990734127,0.0,0.5761657194440476,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
196,229.035791,229.03540590377165,229.03537612715292,1652274.0,nan,535054.7,11.04,-1,0.1300088188781451,0.9969377992722003,0.0,0.5981626795633201,5.0,1.1111111111111112,0.7777777777777778,O7,de-protonated,0,,C9 H10 O7,9,10,7,,,,,,,
198,229.072253,229.07186773090714,229.07176163653722,5184576.0,nan,497480.4,39.85,-1,0.46314905498544456,0.9618257075566767,0.0,0.577095424534006,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,,,
200,229.108623,229.10823755847878,229.10814714592152,8032334.5,nan,476011.4,63.08,-1,0.39462829402777205,0.972138228385968,0.0,0.5832829370315807,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,,,
202,229.14498,229.1445943861121,229.14453265530582,9612381.0,nan,466557.1,75.97,-1,0.2693968106089333,0.9727439120206285,0.9909902005266968,0.9800424274230558,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,,,
204,230.148389,230.14799862900017,230.1478874903781,1368677.9,nan,505490.2,8.72,-1,0.4829009002512423,0.9585700710976007,0.9909902005266968,0.9715381228692391,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,202,C11 H22 O4 13C1,11,22,4,,,1,,,,
207,231.087886,231.08749117489185,231.0874117010152,6532952.5,nan,490939.8,50.84,-1,0.3439126175405123,0.9787676441692875,0.0,0.5872605865015725,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,,,,
209,231.124249,231.12385400249667,231.12379721039952,4234087.0,nan,484719.6,32.09,-1,0.2457215476739171,0.9891040906023045,0.0,0.5934624543613827,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,,,,
210,232.044202,232.04380264104552,232.0437732403794,3786452.3,nan,492899.1,28.44,-1,0.12670310302809548,0.99709131995245,0.0,0.59825479197147,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,,,
211,233.009665,233.0092610638337,233.00916137862518,1799382.1,nan,369122.1,12.23,-1,0.4278166915029966,0.9673353680683016,0.0,0.5804012208409809,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,,,,
212,233.046065,233.04566089126308,233.0455468880095,1440868.8,nan,498679.5,9.3,-1,0.4891887233801823,0.9575075354543708,0.0,0.5745045212726225,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,,,
213,233.103463,233.10305861914205,233.1030617654932,1291771.8,nan,494086.4,8.08,-1,-0.01349768269022807,0.9999669428751101,0.0,0.5999801657250661,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
