Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,17O
167,212.056862,212.0565469504195,212.0564459246805,1692305.6,nan,575423.4,11.59,-1,0.47640965849703576,0.9596537736098352,0.0,0.5757922641659011,5.0,1.2222222222222223,0.5555555555555556,N1 O5,de-protonated,0,,C9 H11 O5 N1,9,11,5,,1,,,
179,215.092913,215.09258472491544,215.0924970814435,6993143.5,nan,495585.1,55.18,-1,0.40746875475542566,0.9703231991076661,0.0,0.5821939194645996,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
190,219.030308,219.02996257301857,219.02989682353152,2501340.3,nan,459218.7,18.16,-1,0.3001849884561141,0.9837824167943229,0.0,0.5902694500765937,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
191,219.066736,219.0663904143326,219.06628233291582,1677290.4,nan,637703.3,11.37,-1,0.49337312722220983,0.9567934872456605,0.0,0.5740760923473963,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,,
195,220.025601,220.0252512373695,220.0251457957245,1224930.0,nan,525676.1,7.59,-1,0.4792254294801028,0.9591853359506981,0.0,0.5755112015704188,8.0,0.7,0.5,N1 O5,de-protonated,0,,C10 H7 O5 N1,10,7,5,,1,,,
197,221.009604,221.00924995090142,221.0091613786252,2619878.5,nan,488895.5,19.01,-1,0.4007629170644345,0.9712779118342147,0.0,0.5827667471005288,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,,
198,221.045946,221.0455917925901,221.0455468880095,4066293.0,nan,530785.6,30.84,-1,0.2031462801354708,0.9925398669794798,0.0,0.5955239201876878,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
200,221.082347,221.08199263402176,221.0819323973938,3772419.5,nan,502400.4,28.44,-1,0.2724629158610395,0.9866202828825026,0.0,0.5919721697295015,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,
201,221.118771,221.11841647535323,221.11831790677812,1313809.9,nan,557368.1,8.32,-1,0.4457729963076528,0.9645859711179708,0.0,0.5787515826707825,5.0,1.3846153846153846,0.23076923076923078,O3,de-protonated,0,,C13 H18 O3,13,18,3,,,,,
202,222.041244,222.04088545691928,222.0407958602025,1671297.4,nan,532522.5,11.24,-1,0.4035146623814636,0.9708879479920606,0.0,0.5825327687952363,7.0,0.9,0.5,N1 O5,de-protonated,0,,C10 H9 O5 N1,10,9,5,,1,,,
203,222.077596,222.0772372985644,222.0771813695868,1458320.0,nan,593876.6,9.5,-1,0.25184477415896184,0.9885574434519377,0.0,0.5931344660711626,6.0,1.1818181818181819,0.36363636363636365,N1 O4,de-protonated,0,,C11 H13 O4 N1,11,13,4,,1,,,
206,223.025208,223.0248451706211,223.02481144310323,3439372.3,nan,432771.1,25.71,-1,0.15122764880384307,0.9958589026029978,0.0,0.5975153415617986,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
207,223.061591,223.06122801213115,223.0611969524875,3180315.0,nan,513563.5,23.59,-1,0.13924270142320697,0.9964881577136814,0.0,0.5978928946282088,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,
208,223.074554,223.07419095566235,223.07408411210952,2018336.3,nan,407169.8,14.08,-1,0.4789599529387702,0.9592296092690032,0.0,0.5755377655614019,1.0,2.125,0.625,P1 O5,de-protonated,0,,C8 H17 O5 P1,8,17,5,,,,1,
210,223.097997,223.09763385354103,223.0975824618718,2041385.8,nan,410059.0,14.26,-1,0.230355114788684,0.9904179051207205,0.0,0.5942507430724323,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
212,224.020527,224.0201598348588,224.02006041529623,1236383.0,nan,542129.4,7.62,-1,0.44379758837278005,0.9648935816615457,0.0,0.5789361489969274,7.0,0.7777777777777778,0.6666666666666666,N1 O6,de-protonated,0,,C9 H7 O6 N1,9,7,6,,1,,,
213,224.056839,224.05647167667814,224.0564459246805,2437549.8,nan,473286.2,17.38,-1,0.11493531254511113,0.9976059103934085,0.0,0.5985635462360451,6.0,1.1,0.5,N1 O5,de-protonated,0,,C10 H11 O5 N1,10,11,5,,1,,,
215,225.004504,225.00413254850397,225.0040759981969,1760560.0,nan,496942.5,11.88,-1,0.2513301451450331,0.9886038927542024,0.0,0.5931623356525214,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,,
216,225.040847,225.0404753901883,225.04046150758123,4448319.0,nan,480669.2,33.72,-1,0.06168938236763669,0.9993097208793789,0.0,0.5995858325276273,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,
217,225.077243,225.07687123164175,225.0768470169655,5034573.5,nan,471325.7,38.49,-1,0.10758403880945389,0.9979020576239314,0.0,0.5987412345743588,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,
218,225.113717,225.11334507275538,225.11323252634983,1834076.6,nan,492917.4,12.48,-1,0.4999546418626487,0.9556591742599375,0.0,0.5733955045559624,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,
220,226.036148,226.03577205450438,226.03571047977422,2186711.5,nan,490952.0,15.34,-1,0.27241151419429893,0.9866252968163597,0.0,0.5919751780898158,6.0,1.0,0.6666666666666666,N1 O6,de-protonated,0,,C9 H9 O6 N1,9,9,6,,1,,,
221,226.072572,226.07219589583588,226.0720959891585,1956582.6,nan,491495.6,13.47,-1,0.44192396651216725,0.9651841697395845,0.0,0.5791105018437507,5.0,1.3,0.5,N1 O5,de-protonated,0,,C10 H13 O5 N1,10,13,5,,1,,,
222,227.056525,227.05614460958557,227.05611157205922,6460285.5,nan,465571.2,50.07,-1,0.14550379693133386,0.9961658546397557,0.0,0.5976995127838534,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,
224,227.092945,227.09256445093447,227.0924970814435,8286092.5,nan,456101.3,64.91,-1,0.2966610162980953,0.9841579345854514,0.0,0.5904947607512708,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,
225,227.129293,227.128912292597,227.12888259082783,3683739.8,nan,449500.7,27.5,-1,0.13077055117893455,0.996901866587375,0.0,0.598141119952425,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
227,228.051757,228.05137227420227,228.05136054425222,1400348.3,nan,537739.8,8.94,-1,0.05143556266427335,0.9995200714540913,0.0,0.5997120428724547,5.0,1.2222222222222223,0.6666666666666666,N1 O6,de-protonated,0,,C9 H11 O6 N1,9,11,6,,1,,,
229,229.03579,229.0354009876035,229.03537612715292,2546617.0,nan,475748.8,18.12,-1,0.10854415162630289,0.9978644853694731,0.0,0.5987186912216839,5.0,1.1111111111111112,0.7777777777777778,O7,de-protonated,0,,C9 H10 O7,9,10,7,,,,,
231,229.072219,229.07182982891317,229.07176163653722,9953992.0,nan,448578.5,77.9,-1,0.2976900140877372,0.9917781674044097,0.9729417849897731,0.984243614438555,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,
