Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,17O
165,210.031075,210.03082431962878,210.03089988139538,1144375.8,nan,379268.0,7.12,-1,-0.35976499957839164,0.9767885691546861,0.0,0.5860731414928116,11.0,0.45454545454545453,0.18181818181818182,N3 O2,de-protonated,0,,C11 H5 O2 N3,11,5,2,,3,,,
170,211.061552,211.06129746307803,211.0611969524875,3697636.0,nan,538512.9,28.33,-1,0.47621539145574504,0.9596859988986735,0.0,0.575811599339204,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,
171,211.097923,211.0976683269599,211.0975824618718,3210737.0,nan,521130.2,24.27,-1,0.40675543080283516,0.9704254633802516,0.0,0.5822552780281509,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
182,213.077172,213.0769099196386,213.0768470169655,3659959.8,nan,515381.0,28.01,-1,0.2952112066056271,0.9843111813783619,0.0,0.5905867088270171,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,
187,215.056488,215.0562185120666,215.05611157205922,2973580.8,nan,545638.6,22.16,-1,0.49726560478940246,0.956124278608024,0.0,0.5736745671648144,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,,
188,215.09282,215.0925503760944,215.0924970814435,6938010.0,nan,473021.8,54.95,-1,0.24777549953732053,0.9889221914358997,0.0,0.5933533148615397,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
189,215.129253,215.12898323974426,215.12888259082783,8150439.5,nan,486403.6,64.98,-1,0.4678540380889893,0.9610615431210843,0.0,0.5766369258726506,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,
193,217.072096,217.0718189686721,217.07176163653722,5078140.5,nan,489362.5,39.56,-1,0.2641160436540978,0.9874223999378867,0.0,0.592453439962732,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
195,217.108506,217.10822883240803,217.10814714592152,4890250.0,nan,484873.8,38.0,-1,0.37624790955070436,0.9746407594357669,0.0,0.5847844556614601,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,
197,219.030193,219.029908640512,219.02989682353152,1254115.9,nan,547319.8,7.92,-1,0.05395144976282874,0.9994719860641553,0.0,0.5996831916384932,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
199,219.066629,219.0663445041506,219.06628233291582,1640305.8,nan,465907.1,11.11,-1,0.28380102189085055,0.9854918472031498,0.0,0.5912951083218898,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,,
201,221.009528,221.00923623286886,221.0091613786252,1679455.8,nan,562942.4,11.36,-1,0.3386929445946673,0.9794006197264485,0.0,0.5876403718358691,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,,
