Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
174,223.098016,223.09763075146824,223.0975824618718,1190889.9,nan,443977.6,7.44,-1,0.21645055899956953,0.9915350073466517,0.0,0.594921004407991,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
183,227.129383,227.12897818201728,227.12888259082783,1532218.5,nan,522631.8,10.21,-1,0.42086760767259346,0.9683710752921879,0.0,0.5810226451753128,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
198,233.155216,233.15478193083692,233.15470341616242,5940788.0,nan,475853.8,46.4,-1,0.33674926282176376,0.979633954404896,0.0,0.5877803726429376,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
200,235.025308,235.02486485285576,235.02481144310323,1661453.1,nan,415974.2,11.12,-1,0.22725154930115896,0.9906731643917311,0.0,0.5944038986350386,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,
201,235.061722,235.0612786760914,235.0611969524875,3513627.5,nan,449016.9,26.26,-1,0.3476694790883431,0.978306326597339,0.0,0.5869837959584033,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,
210,237.077393,237.0769398914266,237.0768470169655,3941941.3,nan,482189.6,29.76,-1,0.39174833929025127,0.9725377933024134,0.0,0.583522675981448,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,
212,237.113768,237.11331471485158,237.11323252634983,1878595.8,nan,537732.6,12.89,-1,0.34662132043175226,0.9784355156755632,0.0,0.5870613094053379,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,
214,238.963457,238.96299473591264,238.96308056511668,1399075.0,nan,402008.6,8.96,-1,-0.35917349172150664,0.9768639434745331,0.0,0.5861183660847198,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,
215,239.020262,239.0197994601643,239.01972606267492,1608761.8,nan,488460.0,10.68,-1,0.3070771211927946,0.9830355935866983,0.0,0.589821356152019,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
216,239.056659,239.05619628348248,239.05611157205922,4207944.0,nan,470058.4,31.93,-1,0.35435790659582267,0.9774731793272187,0.0,0.5864839075963312,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
217,239.093051,239.09258810682493,239.0924970814435,6565719.0,nan,456373.4,51.2,-1,0.3807119945122614,0.9740433520459778,0.0,0.5844260112275866,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
218,239.129454,239.12899093011399,239.12888259082783,10055525.0,nan,451210.9,79.74,-1,0.4530581374512053,0.9624926822341182,0.9877048465135936,0.9725775479459084,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,
220,240.132817,240.1323490594924,240.13223742590012,1265399.1,nan,504951.5,7.81,-1,0.4648838219054803,0.9615447819859106,0.9877048465135936,0.9720088077969837,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,218,C12 H20 O4 13C1,12,20,4,,,1,,
228,242.176736,242.17625813770346,242.1761671368831,7827502.5,nan,458779.9,61.11,-1,0.37576290614264357,0.9673694652179878,0.957141831465497,0.9632784117169915,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,
231,243.051597,243.0511148908687,243.0510261916309,2123921.5,nan,482621.6,14.78,-1,0.36494080756820824,0.9761239903101546,0.0,0.5856743941860928,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,
233,243.124369,243.12388653761184,243.12379721039952,2323887.0,nan,459278.8,16.4,-1,0.36741451617271514,0.975803172980848,0.0,0.5854819037885087,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,
235,243.160732,243.16024936109505,243.16018271978382,5707197.5,nan,428884.5,43.89,-1,0.2740634198007997,0.9864637025376798,0.0,0.5918782215226078,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,
236,243.18012,243.17963726697994,243.17952197195538,1568453.5,nan,462907.4,10.27,-1,0.47411485811773313,0.9600336677429853,0.957141831465497,0.95887693323199,2.0,2.0833333333333335,0.25,13C1 N1 O3,de-protonated,1,228,C12 H25 O3 N1 13C1,12,25,3,,1,1,,
241,245.046083,245.04559120904221,245.0455468880095,1300414.3,nan,586116.2,8.08,-1,0.18086854981176392,0.9940817727933335,0.0,0.5964490636760001,9.0,0.7692307692307693,0.38461538461538464,O5,de-protonated,0,,C13 H10 O5,13,10,5,,,,,
242,245.0495,245.04900819245506,245.0489181913795,1900479.6,nan,478008.4,12.96,-1,0.36727799586777204,0.9758209321592248,0.0,0.5854925592955349,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,,
244,245.103645,245.10315292961917,245.1030617654932,5206230.0,nan,460188.0,39.54,-1,0.37194201208803523,0.975210662349227,0.0,0.5851263974095362,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,
247,247.025404,247.0249026008311,247.02481144310323,1481194.6,nan,464915.5,9.48,-1,0.36902255823284663,0.9755935193232395,0.0,0.5853561115939436,9.0,0.6666666666666666,0.5,O6,de-protonated,0,,C12 H8 O6,12,8,6,,,,,
248,247.061781,247.06127942424632,247.0611969524875,1611513.5,nan,501980.5,10.53,-1,0.33381105504717357,0.9799842346482713,0.0,0.5879905407889627,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,
250,247.082884,247.0823823218061,247.0823263205869,1877506.3,nan,456031.3,12.68,-1,0.2266500402547228,0.9907222437473019,0.0,0.5944333462483811,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,
251,247.098164,247.09766224763246,247.0975824618718,2673160.5,nan,432221.4,19.1,-1,0.3228917088230377,0.9812601473608381,0.0,0.5887560884165028,7.0,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,,C14 H16 O4,14,16,4,,,,,
253,247.119247,247.11874514528932,247.1187118299712,1330449.3,nan,567672.7,8.26,-1,0.13481503635852968,0.9967075849893119,0.0,0.5980245509935871,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,
255,249.04107,249.04055881619055,249.04046150758123,2374955.3,nan,411857.1,16.69,-1,0.3907341350787355,0.9726778460435412,0.0,0.5836067076261248,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,
257,249.077407,249.07689563979997,249.0768470169655,3619130.3,nan,447983.3,26.72,-1,0.19521218070707658,0.9931092414758431,0.0,0.5958655448855058,7.0,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,,C13 H14 O5,13,14,5,,,,,
260,249.113849,249.1133374628997,249.11323252634983,3423561.3,nan,451325.5,25.15,-1,0.4212403684702426,0.968315920750238,0.0,0.5809895524501427,6.0,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,,C14 H18 O4,14,18,4,,,,,
261,249.150213,249.14970128637808,249.1496180357341,1851992.4,nan,428114.2,12.47,-1,0.3341391595307123,0.9799452655334377,0.0,0.5879671593200626,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,
262,250.145483,250.14496645504235,250.1448670079271,1825269.5,nan,419534.0,12.25,-1,0.3975580887835061,0.9717289159162659,0.0,0.5830373495497595,5.0,1.5,0.21428571428571427,N1 O3,de-protonated,0,,C14 H21 O3 N1,14,21,3,,1,,,
265,251.020344,251.01982320820758,251.01972606267492,2162273.5,nan,415238.9,14.96,-1,0.38700358010602787,0.9731900510034798,0.0,0.5839140306020878,8.0,0.7272727272727273,0.6363636363636364,O7,de-protonated,0,,C11 H8 O7,11,8,7,,,,,
267,251.060129,251.0596080150794,251.0594828754292,1555058.3,nan,454334.8,9.99,-1,0.4984462197833376,0.955920356732674,0.0,0.5735522140396043,2.0,1.7777777777777777,0.6666666666666666,S1 O6,de-protonated,0,,C9 H16 O6 S1,9,16,6,1,,,,
269,251.093097,251.09257585504295,251.0924970814435,5284480.0,nan,447661.0,39.87,-1,0.313723430092821,0.9822999065098608,0.0,0.5893799439059164,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,
