Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
117,167.001791,167.00165047526585,167.0015878753904,1270883.3,nan,591948.4,8.79,-1,0.37484598937558056,0.9748269927648916,0.0,0.5848961956589349,6.0,0.8333333333333334,0.3333333333333333,N2 P1 O2,de-protonated,0,,C6 H5 O2 N2 P1,6,5,2,,2,,,1
217,223.025343,223.02492153206745,223.02481144310323,1531542.6,nan,537899.1,10.24,-1,0.4936175643773725,0.956751603760704,0.0,0.5740509622564224,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
219,223.098108,223.09768616717034,223.0975824618718,1533106.5,nan,620379.6,10.25,-1,0.4648427714179075,0.961551440823472,0.0,0.5769308644940832,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
223,225.150103,225.14967087696172,225.1496180357341,1437642.8,nan,591629.1,9.39,-1,0.23469383636958602,0.9900553673459688,0.0,0.5940332204075812,3.0,1.6923076923076923,0.23076923076923078,O3,de-protonated,0,,C13 H22 O3,13,22,3,,,,,
228,227.1294,227.1289579513142,227.12888259082783,2838481.3,nan,554387.0,20.94,-1,0.3317961392827944,0.9802227413919665,0.0,0.5881336448351799,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
233,229.145094,229.14464184314542,229.14453265530582,4097776.3,nan,493371.7,31.12,-1,0.4765020501819362,0.9596384433157822,0.0,0.5757830659894693,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,
237,231.124362,231.1238999176433,231.12379721039952,2271242.0,nan,542700.9,16.15,-1,0.44438195044146495,0.9648027168818563,0.0,0.5788816301291138,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,,
241,233.046066,233.04559428080935,233.0455468880095,1163285.0,nan,471691.6,7.06,-1,0.20336282102638611,0.9925240140870609,0.0,0.5955144084522366,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,
243,233.08248,233.08200809820286,233.0819323973938,1618211.9,nan,482552.2,10.79,-1,0.3247819694568752,0.9810421919325529,0.0,0.5886253151595318,7.0,1.0769230769230769,0.3076923076923077,O4,de-protonated,0,,C13 H14 O4,13,14,4,,,,,
245,233.155259,233.15478673323554,233.15470341616242,3714881.5,nan,455404.1,27.97,-1,0.35734673973572345,0.9770959752841233,0.0,0.586257585170474,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
247,235.025384,235.02490235505655,235.02481144310323,2670655.5,nan,499228.1,19.28,-1,0.38681853530133115,0.9732153367141633,0.0,0.583929202028498,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,
248,235.044009,235.04352726165712,235.0434388877581,1345607.3,nan,500560.7,8.49,-1,0.37598964445240685,0.97467511734939,0.0,0.584805070409634,7.0,1.0,0.25,S1 O3,de-protonated,0,,C12 H12 O3 S1,12,12,3,1,,,,
249,235.061794,235.06131217247008,235.0611969524875,2394446.8,nan,470468.8,17.03,-1,0.4901701517270984,0.9573405576988132,0.0,0.5744043346192879,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,
252,235.098176,235.09769399002403,235.0975824618718,1808733.6,nan,520386.0,12.26,-1,0.47439089355832026,0.9599880603980626,0.0,0.5759928362388376,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,
254,237.041031,237.04053924712346,237.04046150758123,3436417.3,nan,458829.4,25.51,-1,0.32795895578435175,0.9806731157695049,0.0,0.5884038694617029,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,
255,237.077438,237.07694606455203,237.0768470169655,4216720.5,nan,446028.9,31.86,-1,0.4177868390653061,0.9688251628225044,0.0,0.5812950976935026,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,
261,239.020309,239.01980732157122,239.01972606267492,2789563.3,nan,467776.2,20.23,-1,0.33996732253052003,0.9792469349698154,0.0,0.5875481609818892,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
262,239.056671,239.05616913922546,239.05611157205922,5251786.5,nan,473261.8,40.28,-1,0.2408102677607209,0.9895330299730154,0.0,0.5937198179838092,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
