Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
187,219.045416,219.04519389081497,219.04515296481642,1820122.1,nan,644033.2,12.65,-1,0.18683818378765968,0.9936859154187679,0.0,0.5962115492512607,12.0,0.5333333333333333,0.13333333333333333,O2,de-protonated,0,,C15 H8 O2,15,8,2,,,,,,,
191,220.147456,220.14722797814574,220.1471894834994,1533817.5,nan,624367.6,10.2,-1,0.17485867715631404,0.9944674665003418,0.0,0.596680479900205,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1,,
194,220.997989,220.99775641486278,220.9977657980807,1202364.6,nan,349905.2,7.47,-1,-0.042458428912101616,0.9996729526450672,0.0,0.5998037715870402,3.0,1.8333333333333333,0.16666666666666666,N2 S2 P1 O1,de-protonated,0,,C6 H11 O1 S2 N2 P1,6,11,1,2,2,,,1,,
212,227.016407,227.01614212482338,227.0161925680527,5815525.0,nan,596041.1,45.2,-1,-0.2222010190386774,0.9910812906276932,0.0,0.5946487743766159,6.0,1.2857142857142858,0.14285714285714285,N4 S1 P1 O1,de-protonated,0,,C7 H9 O1 S1 N4 P1,7,9,1,1,4,,,1,,
220,229.013414,229.01313841047377,229.0132151878758,2229252.3,nan,753322.9,15.7,-1,-0.33525315107231723,0.9798126822168082,0.0,0.5878876093300849,6.0,1.1666666666666667,0.6666666666666666,N4 P1 O4,de-protonated,0,,C6 H7 O4 N4 P1,6,7,4,,4,,,1,,
230,233.045954,233.04565677507463,233.0455468880095,1408879.4,nan,572716.5,9.01,-1,0.4715261312190832,0.960460197440478,0.0,0.5762761184642867,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,,,
249,238.963413,238.96308402670084,238.96308056511668,1779226.6,nan,541049.5,11.92,-1,0.014485853416803002,0.9999619255417302,0.0,0.5999771553250381,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,,
251,239.035417,239.03508764038472,239.03498220395983,1279289.1,nan,518627.3,7.88,-1,0.4410920272695862,0.965312832582677,0.0,0.5791876995496061,11.0,0.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H8 O4,14,8,4,,,,,,,
252,239.056543,239.05621352703943,239.05611157205922,4979778.0,nan,467146.4,37.8,-1,0.426489745604148,0.9675343632023825,0.0,0.5805206179214295,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,,
260,240.051789,240.05145418734176,240.05136054425222,1214953.3,nan,520148.4,7.31,-1,0.39009605831799055,0.9727657831172712,0.0,0.5836594698703628,6.0,1.1,0.6,N1 O6,de-protonated,0,,C10 H11 O6 N1,10,11,6,,1,,,,,
