Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,15N
2751,424.126008,424.12482717260707,424.12491940940697,7106503.5,nan,257000.8,37.25,-1,-0.21747554949009273,0.49572749538437455,0.8284876905041023,0.6288315734322656,9.0,1.2105263157894737,0.5263157894736842,N1 O10,de-protonated,0,,C19 H23 O10 N1,19,23,10,,1,,,,
2752,424.134058,424.13287713507833,424.1328630810341,12197835.0,nan,243234.4,65.45,-1,0.03313594740324119,0.6665338605455879,0.9285446514439537,0.7713381769049343,4.0,2.0714285714285716,0.2857142857142857,13C1 N4 S2 P1 O4,de-protonated,1,2733,C14 H29 O4 S2 N4 13C1 P1,14,29,4,2,4,1,,1,
2753,424.138957,424.13777611223946,424.13767362724735,2059725.1,nan,252973.0,9.3,-1,0.24163142886091218,0.989461901789396,0.0,0.5936771410736376,17.0,0.8518518518518519,0.07407407407407407,N1 S1 O2,de-protonated,0,,C27 H23 O2 S1 N1,27,23,2,1,1,,,,
2753,424.138957,424.13777611223946,424.13780656902895,2059725.1,nan,252973.0,9.3,-1,-0.0718087117369394,0.9990647990405688,0.0,0.5994388794243413,4.0,1.75,0.625,N1 P1 O10,de-protonated,0,,C16 H28 O10 N1 P1,16,28,10,,1,,,1,
2754,424.147093,424.1459120743098,424.14577949012664,2562512.5,nan,261286.5,12.08,-1,0.31259107030740385,0.9824263227236965,0.9411354632426183,0.9659099789312652,17.0,0.8888888888888888,0.07407407407407407,13C1 S1 O2,de-protonated,1,2734,C27 H24 O2 S1 13C1,27,24,2,1,,1,,,
2754,424.147093,424.1459120743098,424.14591243190824,2562512.5,nan,261286.5,12.08,-1,-0.0008431023694441053,0.9999998710223619,0.9813809663967097,0.9925523091721009,4.0,1.8125,0.625,13C1 P1 O10,de-protonated,1,2734,C16 H29 O10 13C1 P1,16,29,10,,,1,,1,
2754,424.147093,424.1459120743098,424.14604877750634,2562512.5,nan,261286.5,12.08,-1,-0.32230218084404205,0.9813278721471,0.0,0.58879672328826,4.0,1.6875,0.75,N1 O12,de-protonated,0,,C16 H27 O12 N1,16,27,12,,1,,,,
2755,424.156727,424.15554602939665,424.1554316919768,5309396.5,nan,246735.2,27.3,-1,0.26956490785232734,0.4934507646251247,0.772687513667176,0.6051454642419453,17.0,0.8518518518518519,0.14814814814814814,N1 O4,de-protonated,0,,C27 H23 O4 N1,27,23,4,,1,,,,
2755,424.156727,424.15554602939665,424.15549205087086,5309396.5,nan,246735.2,27.3,-1,0.12726117378149063,0.9970656783551811,0.9777543332031534,0.98934114029437,9.0,1.411764705882353,0.47058823529411764,13C1 N4 O8,de-protonated,1,2735,C17 H24 O8 N4 13C1,17,24,8,,4,1,,,
2756,424.162248,424.16106700365805,424.16116857319315,5045206.5,nan,242529.6,25.83,-1,-0.23945976819608597,0.989649493414641,0.8428746920180739,0.9309395728560141,8.0,1.45,0.35,13C1 P1 O7,de-protonated,1,2736,C20 H29 O7 13C1 P1,20,29,7,,,1,,1,
2757,424.170373,424.1691919657797,424.16924859041836,6222810.0,nan,239174.0,32.36,-1,-0.13349538856933635,0.664514414673914,0.9291606653539396,0.7703729149459243,3.0,2.2,0.2,13C1 N4 S2 P1 O3,de-protonated,1,2738,C15 H33 O3 S2 N4 13C1 P1,15,33,3,2,4,1,,1,
2758,424.175044,424.17386294400376,424.1740591366317,2268124.0,nan,209328.4,10.45,-1,-0.4625285863175173,0.9619259501904724,0.0,0.5771555701142834,16.0,0.9642857142857143,0.03571428571428571,N1 S1 O1,de-protonated,0,,C28 H27 O1 S1 N1,28,27,1,1,1,,,,
2760,425.037088,425.03590292519965,425.0360017822869,6028608.5,nan,214958.4,31.28,-1,-0.23258520890439982,0.9902323897762813,0.0,0.5941394338657687,6.0,1.5833333333333333,0.5833333333333334,N4 S2 P1 O7,de-protonated,0,,C12 H19 O7 S2 N4 P1,12,19,7,2,4,,,1,
2762,425.077807,425.0766217353698,425.07641004366377,7993681.5,nan,236237.0,42.16,-1,0.4980085957591175,0.47799799836336254,0.8360345439488927,0.6212126165975747,9.0,1.2777777777777777,0.2222222222222222,N2 S2 P1 O4,de-protonated,0,,C18 H23 O4 S2 N2 P1,18,23,4,2,2,,,1,
2763,425.101902,425.1007166230402,425.1005598420487,15520091.0,nan,242245.5,83.85,-1,0.36880918617358227,0.9776588073243946,0.9165938927993345,0.9532328415143705,22.0,0.6,0.03333333333333333,S1 O1,de-protonated,0,,C30 H18 O1 S1,30,18,1,1,,,,,
2763,425.101902,425.1007166230402,425.1006927838303,15520091.0,nan,242245.5,83.85,-1,0.05607897216120184,0.9996614844919482,0.8417587564170197,0.9365003932619769,9.0,1.2105263157894737,0.47368421052631576,P1 O9,de-protonated,0,,C19 H23 O9 P1,19,23,9,,,,,1,
2764,425.10987,425.1086845858938,425.1087728010555,54563168.0,nan,237195.9,300.09,-1,-0.20751197662540516,0.6634776540225852,0.9279178299238089,0.7692537243830746,4.0,1.9285714285714286,0.35714285714285715,N4 S2 P1 O5,de-protonated,0,,C14 H27 O5 S2 N4 P1,14,27,5,2,4,,,1,
2765,425.138272,425.13708645348515,425.1370782932146,19435882.0,nan,242303.9,105.53,-1,0.019194445707899622,0.9917662348292983,0.8955664699571431,0.9532863288804362,8.0,1.35,0.4,P1 O8,de-protonated,0,,C20 H27 O8 P1,20,27,8,,,,,1,
2766,425.146317,425.1451314159798,425.14532050169197,46305644.0,nan,241296.6,254.35,-1,-0.44475548256351155,0.9780147311170821,0.9931314319531215,0.9840614114514978,8.0,1.3,0.5,O10,de-protonated,0,,C20 H26 O10,20,26,10,,,,,,
2766,425.146317,425.1451314159798,425.1451583104398,46305644.0,nan,241296.6,254.35,-1,-0.06325947615978646,0.6648614162025132,0.9285446514439538,0.7703347102990894,3.0,2.066666666666667,0.26666666666666666,N4 S2 P1 O4,de-protonated,0,,C15 H31 O4 S2 N4 P1,15,31,4,2,4,,,1,
2768,425.159417,425.1582313549083,425.15807471953235,6418803.0,nan,225887.1,33.44,-1,0.36841679665119176,0.48783629981753307,0.766236582456902,0.5991964128732806,16.0,0.9285714285714286,0.07142857142857142,S1 O2,de-protonated,0,,C28 H26 O2 S1,28,26,2,1,,,,,
2768,425.159417,425.1582313549083,425.158207661314,6418803.0,nan,225887.1,33.44,-1,0.05572888838510006,0.499718315966592,0.843720152817574,0.6373190507069848,3.0,1.8235294117647058,0.5882352941176471,P1 O10,de-protonated,0,,C17 H31 O10 P1,17,31,10,,,,,1,
2769,425.174776,425.17359028330543,425.17346380259886,11882873.0,nan,250030.2,63.7,-1,0.297480245917305,0.9895917298823032,0.928070166468237,0.9649831045166768,7.0,1.4761904761904763,0.3333333333333333,P1 O7,de-protonated,0,,C21 H31 O7 P1,21,31,7,,,,,1,
2770,425.177135,425.1759492723079,425.1758327842618,4090234.5,nan,222999.5,20.54,-1,0.27397616967195,0.4932361306880879,0.766236582456902,0.6024363113956135,16.0,0.9285714285714286,0.14285714285714285,O4,de-protonated,0,,C28 H26 O4,28,26,4,,,,,,
2771,425.182781,425.1815952459865,425.1817060110763,14905725.0,nan,242524.1,80.44,-1,-0.2605123603267024,0.4938805946314185,0.8137954859511729,0.6218465511593203,7.0,1.4285714285714286,0.42857142857142855,O9,de-protonated,0,,C21 H30 O9,21,30,9,,,,,,
2771,425.182781,425.1815952459865,425.18154381982407,14905725.0,nan,242524.1,80.44,-1,0.12095106943474762,0.6610939941398891,0.9291606653539397,0.7683206626255094,2.0,2.1875,0.1875,N4 S2 P1 O3,de-protonated,0,,C16 H35 O3 S2 N4 P1,16,35,3,2,4,,,1,
2772,425.195734,425.19454818560035,425.1944602289167,6016386.0,nan,231159.8,31.21,-1,0.20686225221328078,0.4961327578166829,0.7598924731182773,0.6016366439373206,15.0,1.0344827586206897,0.034482758620689655,S1 O1,de-protonated,0,,C29 H30 O1 S1,29,30,1,1,,,,,
2772,425.195734,425.19454818560035,425.1945931706983,6016386.0,nan,231159.8,31.21,-1,-0.10579884752044467,0.4989855170576901,0.8360345439488927,0.6338051278141712,2.0,1.9444444444444444,0.5,P1 O9,de-protonated,0,,C18 H35 O9 P1,18,35,9,,,,,1,
2774,425.220349,425.2191630708465,425.2189609003861,3606924.3,nan,333747.2,17.87,-1,0.475450247960537,0.9598128046516591,0.0,0.5758876827909954,5.0,1.6521739130434783,0.13043478260869565,S2 O3,de-protonated,0,,C23 H38 O3 S2,23,38,3,2,,,,,
2775,425.23197,425.23078401667,425.2309786800826,2310033.3,nan,259319.5,10.68,-1,-0.45778276369386506,0.9626885801294012,0.0,0.5776131480776406,1.0,2.0526315789473686,0.42105263157894735,P1 O8,de-protonated,0,,C19 H39 O8 P1,19,39,8,,,,,1,
2777,426.075254,426.07406408532404,426.0740279975197,15606510.0,nan,204314.7,84.32,-1,0.0846984373025839,0.3328997218821041,0.7401769541350833,0.4958106147832958,18.0,0.7083333333333334,0.041666666666666664,N3 S2 O1,de-protonated,0,,C24 H17 O1 S2 N3,24,17,1,2,3,,,,
2777,426.075254,426.07406408532404,426.0741609393013,15606510.0,nan,204314.7,84.32,-1,-0.22731718121751748,0.4953339007582417,0.8759295984134849,0.647572179820339,5.0,1.6923076923076923,0.6923076923076923,N3 S1 P1 O9,de-protonated,0,,C13 H22 O9 S1 N3 P1,13,22,9,1,3,,,1,
2778,426.097004,426.0958139839267,426.0958088142417,1673975.4,nan,196631.2,7.16,-1,0.012132682076142935,0.9999732907518281,0.0,0.5999839744510969,22.0,0.5862068965517241,0.034482758620689655,N1 S1 O1,de-protonated,0,,C29 H17 O1 S1 N1,29,17,1,1,1,,,,
2778,426.097004,426.0958139839267,426.09594175602325,1673975.4,nan,196631.2,7.16,-1,-0.2998669643160909,0.9838164818688702,0.0,0.5902898891213221,9.0,1.2222222222222223,0.5,N1 P1 O9,de-protonated,0,,C18 H22 O9 N1 P1,18,22,9,,1,,,1,
2779,426.105248,426.1040579454936,426.103914677121,7635706.5,nan,239554.9,40.18,-1,0.3362287171314904,0.979696226169139,0.9165938927993345,0.9544552928212171,22.0,0.6206896551724138,0.034482758620689655,13C1 S1 O1,de-protonated,1,2763,C29 H18 O1 S1 13C1,29,18,1,1,,1,,,
2779,426.105248,426.1040579454936,426.10404761890254,7635706.5,nan,239554.9,40.18,-1,0.024234904855270318,0.9998934353101981,0.8417587564170197,0.9366395637529268,9.0,1.2777777777777777,0.5,13C1 P1 O9,de-protonated,1,2763,C18 H23 O9 13C1 P1,18,23,9,,,1,,1,
2779,426.105248,426.1040579454936,426.1041839645007,7635706.5,nan,239554.9,40.18,-1,-0.29574693664229523,0.4921273193425733,0.8360345439488928,0.6296902091851011,9.0,1.1666666666666667,0.6111111111111112,N1 O11,de-protonated,0,,C18 H21 O11 N1,18,21,11,,1,,,,
2780,426.11336,426.1121699076759,426.1120672772337,11178750.0,nan,247133.9,59.8,-1,0.24085317004893023,0.4947646598432565,0.799615297578637,0.6167049149374086,12.0,1.1304347826086956,0.043478260869565216,N1 S2 P1 O1,de-protonated,0,,C23 H26 O1 S2 N1 P1,23,26,1,2,1,,,1,
2780,426.11336,426.1121699076759,426.11212763612775,11178750.0,nan,247133.9,59.8,-1,0.09920287497911733,0.6654772791126463,0.9279178299238089,0.7704534994371113,4.0,2.076923076923077,0.38461538461538464,13C1 N4 S2 P1 O5,de-protonated,1,2764,C13 H27 O5 S2 N4 13C1 P1,13,27,5,2,4,1,,1,
2781,426.118348,426.1171578844221,426.1170711241227,1944832.3,nan,232324.4,8.66,-1,0.20360672058998652,0.9925061383535808,0.0,0.5955036830121485,4.0,1.7333333333333334,0.7333333333333333,N1 P1 O11,de-protonated,0,,C15 H26 O11 N1 P1,15,26,11,,1,,,1,
2783,426.141752,426.14056177531387,426.1404331282869,7684874.0,nan,242043.4,40.45,-1,0.30188880706073057,0.9835993179732182,0.8955664699571431,0.9483861787667881,8.0,1.4210526315789473,0.42105263157894735,13C1 P1 O8,de-protonated,1,2765,C19 H27 O8 13C1 P1,19,27,8,,,1,,1,
2783,426.141752,426.14056177531387,426.14056947388497,7684874.0,nan,242043.4,40.45,-1,-0.018065801868325918,0.49997039088279976,0.8284876905041023,0.6313773107313208,8.0,1.3157894736842106,0.5263157894736842,N1 O10,de-protonated,0,,C19 H25 O10 N1,19,25,10,,1,,,,
2784,426.149772,426.148581737925,426.14867533676426,10566413.0,nan,247287.4,56.41,-1,-0.21963893046766855,0.9912848854972099,0.9931314319531215,0.9920235040795745,8.0,1.368421052631579,0.5263157894736842,13C1 O10,de-protonated,1,2766,C19 H26 O10 13C1,19,26,10,,,1,,,
2784,426.149772,426.148581737925,426.1485131455121,10566413.0,nan,247287.4,56.41,-1,0.16095893986648446,0.6635400662569964,0.9285446514439538,0.7695419003317794,3.0,2.2142857142857144,0.2857142857142857,13C1 N4 S2 P1 O4,de-protonated,1,2766,C14 H31 O4 S2 N4 13C1 P1,14,31,4,2,4,1,,1,
2785,426.154645,426.1534547152074,426.15332369172535,3024143.3,nan,252426.9,14.64,-1,0.3074562011897616,0.9829940417526323,0.0,0.5897964250515794,16.0,0.9259259259259259,0.07407407407407407,N1 S1 O2,de-protonated,0,,C27 H25 O2 S1 N1,27,25,2,1,1,,,,
2785,426.154645,426.1534547152074,426.153456633507,3024143.3,nan,252426.9,14.64,-1,-0.004501429241702983,0.9999963233364842,0.0,0.5999977940018906,3.0,1.875,0.625,N1 P1 O10,de-protonated,0,,C16 H30 O10 N1 P1,16,30,10,,1,,,1,
2786,426.177939,426.1767486066119,426.17681863767115,4134680.8,nan,242239.5,20.79,-1,-0.16432395234852534,0.995112440194057,0.928070166468237,0.9682955307037291,7.0,1.55,0.35,13C1 P1 O7,de-protonated,1,2769,C20 H31 O7 13C1 P1,20,31,7,,,1,,1,
2786,426.177939,426.1767486066119,426.17695498326924,4134680.8,nan,242239.5,20.79,-1,-0.484251095509322,0.9583429708783644,0.0,0.5750057825270186,7.0,1.45,0.45,N1 O9,de-protonated,0,,C20 H29 O9 N1,20,29,9,,1,,,,
2787,426.18597,426.18477956917184,426.18489865489636,3424028.3,nan,233189.6,16.85,-1,-0.2794226752201354,0.6572886030563704,0.9291606653539397,0.7660374279753981,2.0,2.3333333333333335,0.2,13C1 N4 S2 P1 O3,de-protonated,1,2771,C15 H35 O3 S2 N4 13C1 P1,15,35,3,2,4,1,,1,
2788,426.191024,426.1898335456104,426.1897092011097,1673502.4,nan,233169.1,7.15,-1,0.2917585714069634,0.9846732013530891,0.0,0.5908039208118534,15.0,1.0357142857142858,0.03571428571428571,N1 S1 O1,de-protonated,0,,C28 H29 O1 S1 N1,28,29,1,1,1,,,,
2788,426.191024,426.1898335456104,426.18984214289134,1673502.4,nan,233169.1,7.15,-1,-0.020172421073433755,0.9999261664339238,0.0,0.5999556998603542,2.0,2.0,0.5294117647058824,N1 P1 O9,de-protonated,0,,C17 H34 O9 N1 P1,17,34,9,,1,,,1,
2790,427.031625,427.03043062677244,427.03052247866555,3368058.8,nan,218165.3,16.54,-1,-0.2150944447012006,0.9916403022443345,0.0,0.5949841813466007,10.0,1.1333333333333333,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,,C15 H17 O5 S2 N4 P1,15,17,5,2,4,,,1,
2791,427.044652,427.04345756604124,427.04343888775804,2898560.0,nan,235673.1,13.94,-1,0.043738602438448855,0.999652937046921,0.0,0.5997917622281526,23.0,0.42857142857142855,0.10714285714285714,S1 O3,de-protonated,0,,C28 H12 O3 S1,28,12,3,1,,,,,
2791,427.044652,427.04345756604124,427.0435718295397,2898560.0,nan,235673.1,13.94,-1,-0.26756871194853565,0.9870935531979973,0.0,0.5922561319187983,10.0,1.0,0.6470588235294118,P1 O11,de-protonated,0,,C17 H17 O11 P1,17,17,11,,,,,1,
2792,427.052789,427.051594528107,427.0516518467649,11177091.0,nan,241701.6,59.79,-1,-0.1342194970450563,0.9928183243749412,0.9487401904080563,0.9751870707881872,5.0,1.75,0.5833333333333334,N4 S2 P1 O7,de-protonated,0,,C12 H21 O7 S2 N4 P1,12,21,7,2,4,,,1,
2793,427.068875,427.06768045311486,427.06755943667235,20046986.0,nan,228655.4,108.91,-1,0.2833660385389353,0.4927679818094297,0.7927089175546818,0.6127443561075305,18.0,0.7083333333333334,0.08333333333333333,N2 S1 P1 O2,de-protonated,0,,C24 H17 O2 S1 N2 P1,24,17,2,1,2,,,1,
2794,427.074761,427.0735664256747,427.07343266348687,3549324.5,nan,262083.8,17.54,-1,0.31320652983495695,0.9823576677451735,0.0,0.589414600647104,9.0,1.2352941176470589,0.4117647058823529,N2 S1 P1 O7,de-protonated,0,,C17 H21 O7 S1 N2 P1,17,21,7,1,2,,,1,
2795,427.081183,427.07998839573565,427.0798243971424,14812303.0,nan,234138.7,79.92,-1,0.3839998611764309,0.9670999676798171,0.9602073742768626,0.9643429303186353,22.0,0.5517241379310345,0.06896551724137931,S1 O2,de-protonated,0,,C29 H16 O2 S1,29,16,2,1,,,,,
2795,427.081183,427.07998839573565,427.079957338924,14812303.0,nan,234138.7,79.92,-1,0.07271896314760289,0.9971998994894283,0.8840653034462473,0.951946061072156,9.0,1.1666666666666667,0.5555555555555556,P1 O10,de-protonated,0,,C18 H21 O10 P1,18,21,10,,,,,1,
2796,427.089269,427.08807435803914,427.0881995474014,33821844.0,nan,237883.9,185.21,-1,-0.2931229718170866,0.9778813952275767,0.9882354815254321,0.9820230297467188,9.0,1.1111111111111112,0.6666666666666666,O12,de-protonated,0,,C18 H20 O12,18,20,12,,,,,,
2796,427.089269,427.08807435803914,427.0880373561492,33821844.0,nan,237883.9,185.21,-1,0.08663761733837837,0.6661831357877827,0.9272799138564649,0.7706218470152555,4.0,1.9230769230769231,0.46153846153846156,N4 S2 P1 O6,de-protonated,0,,C13 H25 O6 S2 N4 P1,13,25,6,2,4,,,1,
2798,427.104566,427.1033712867253,427.1034556886863,4315289.0,nan,240672.9,21.78,-1,-0.19761479311039398,0.9929391828439036,0.0,0.5957635097063422,13.0,0.9090909090909091,0.4090909090909091,O9,de-protonated,0,,C22 H20 O9,22,20,9,,,,,,
2798,427.104566,427.1033712867253,427.10329349743404,4315289.0,nan,240672.9,21.78,-1,0.1821322673885234,0.9939990327977377,0.0,0.5963994196786426,8.0,1.4705882352941178,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,,C17 H25 O3 S2 N4 P1,17,25,3,2,4,,,1,
2799,427.117557,427.1163622261619,427.1162099065267,38491296.0,nan,237433.0,211.07,-1,0.3566234005796461,0.4926860105204114,0.9247899550149996,0.6655275883182467,21.0,0.6666666666666666,0.03333333333333333,S1 O1,de-protonated,0,,C30 H20 O1 S1,30,20,1,1,,,,,
2799,427.117557,427.1163622261619,427.1163428483083,38491296.0,nan,237433.0,211.07,-1,0.0453690287039413,0.9984697247070426,0.9493254526566497,0.9788120158868855,8.0,1.3157894736842106,0.47368421052631576,P1 O9,de-protonated,0,,C19 H25 O9 P1,19,25,9,,,,,1,
2800,427.125606,427.1244111886379,427.1245850567857,42742944.0,nan,237026.1,234.62,-1,-0.4070665886864847,0.48519043777804305,0.8284876905041023,0.6225093388684668,8.0,1.263157894736842,0.5789473684210527,O11,de-protonated,0,,C19 H24 O11,19,24,11,,,,,,
2800,427.125606,427.1244111886379,427.1244228655335,42742944.0,nan,237026.1,234.62,-1,-0.027338393651423827,0.6612429806313184,0.9279178299238089,0.7679129203483146,3.0,2.0714285714285716,0.35714285714285715,N4 S2 P1 O5,de-protonated,0,,C14 H29 O5 S2 N4 P1,14,29,5,2,4,,,1,
2801,427.135335,427.13414014328185,427.1339679712561,6390949.5,nan,238812.5,33.28,-1,0.40308670974668215,0.48547438012998584,0.7536525541217874,0.5927456497267065,21.0,0.6666666666666666,0.1,O3,de-protonated,0,,C30 H20 O3,30,20,3,,,,,,
2802,427.140797,427.1396021178183,427.1396790068183,3189928.0,nan,232566.2,15.55,-1,-0.18000903168702734,0.9941377231814189,0.0,0.5964826339088514,7.0,1.6111111111111112,0.1111111111111111,N4 S2 P1 O2,de-protonated,0,,C18 H29 O2 S2 N4 P1,18,29,2,2,4,,,1,
2803,427.153911,427.15271605668147,427.1527283576926,25359534.0,nan,238983.8,138.34,-1,-0.028797688260926067,0.9992408822585748,0.922338374591057,0.9684798791915676,7.0,1.45,0.4,P1 O8,de-protonated,0,,C20 H29 O8 P1,20,29,8,,,,,1,
2804,427.161946,427.16075101922274,427.1608083749178,22037680.0,nan,237850.5,119.94,-1,-0.13427190398553368,0.6604519973044702,0.9285446514439537,0.7676890589602636,2.0,2.2,0.26666666666666666,N4 S2 P1 O4,de-protonated,0,,C15 H33 O4 S2 N4 P1,15,33,4,2,4,,,1,
2805,427.171692,427.1704969737874,427.17035348064036,3901620.8,nan,239605.4,19.49,-1,0.335915509774182,0.48986682498899037,0.7475142796699756,0.5929258068613845,20.0,0.7741935483870968,0.06451612903225806,O2,de-protonated,0,,C31 H24 O2,31,24,2,,,,,,
2806,427.174998,427.173802958375,427.17372478401035,3055798.3,nan,244354.5,14.81,-1,0.18300368239964007,0.993941646674839,0.0,0.5963649880049033,15.0,1.0,0.07142857142857142,S1 O2,de-protonated,0,,C28 H28 O2 S1,28,28,2,1,,,,,
2806,427.174998,427.173802958375,427.173857725792,3055798.3,nan,244354.5,14.81,-1,-0.12820872814998702,0.99702188462515,0.0,0.59821313077509,2.0,1.9411764705882353,0.5882352941176471,P1 O10,de-protonated,0,,C17 H33 O10 P1,17,33,10,,,,,1,
2807,427.190347,427.18915188681876,427.18911386707686,8553661.0,nan,250131.3,45.26,-1,0.0889997911310933,0.9982127925925333,0.8912469625174462,0.9554264605624985,6.0,1.5714285714285714,0.3333333333333333,P1 O7,de-protonated,0,,C21 H33 O7 P1,21,33,7,,,,,1,
2808,427.192696,427.19150087586786,427.1914828487398,2497213.5,nan,237263.7,11.71,-1,0.04219917484797985,0.9996769337550873,0.0,0.5998061602530523,15.0,1.0,0.14285714285714285,O4,de-protonated,0,,C28 H28 O4,28,28,4,,,,,,
2809,427.198465,427.19726984897306,427.1973560755543,6765760.0,nan,248613.8,35.36,-1,-0.20184249739676613,0.496317482426805,0.8137954859511729,0.6233086838365522,6.0,1.5238095238095237,0.42857142857142855,O9,de-protonated,0,,C21 H32 O9,21,32,9,,,,,,
2809,427.198465,427.19726984897306,427.19719388430207,6765760.0,nan,248613.8,35.36,-1,0.17782109078785846,0.4971394793149863,0.8515483793228099,0.6389030393181158,1.0,2.3125,0.1875,N4 S2 P1 O3,de-protonated,0,,C16 H37 O3 S2 N4 P1,16,37,3,2,4,,,1,
2810,427.211587,427.210391787799,427.2102432351763,2121925.5,nan,285079.4,9.64,-1,0.347727202370763,0.978299201172855,0.0,0.586979520703713,1.0,2.0555555555555554,0.5,P1 O9,de-protonated,0,,C18 H37 O9 P1,18,37,9,,,,,1,
2811,427.218438,427.21724275585996,427.2173209306943,4274376.0,nan,285240.3,21.56,-1,-0.1829861068992011,0.49697140338236034,0.799615297578637,0.618028961060871,10.0,1.391304347826087,0.08695652173913043,N4 S1 O2,de-protonated,0,,C23 H32 O2 S1 N4,23,32,2,1,4,,,,
2812,427.234786,427.23359067964645,427.2337415849386,3859663.0,nan,254154.8,18.78,-1,-0.35321482711898233,0.9776166417176136,0.0,0.5865699850305681,5.0,1.6363636363636365,0.36363636363636365,O8,de-protonated,0,,C22 H36 O8,22,36,8,,,,,,
2812,427.234786,427.23359067964645,427.23357939368634,3859663.0,nan,254154.8,18.78,-1,0.026416369539923015,0.999873388662635,0.0,0.5999240331975809,0.0,2.411764705882353,0.11764705882352941,N4 S2 P1 O2,de-protonated,0,,C17 H41 O2 S2 N4 P1,17,41,2,2,4,,,1,
2813,428.056312,428.05511284973517,428.05494632294307,2239012.0,nan,270115.3,10.02,-1,0.38903134639681364,0.9729122149158381,0.0,0.5837473289495029,13.0,0.9523809523809523,0.14285714285714285,N1 S2 P1 O3,de-protonated,0,,C21 H20 O3 S2 N1 P1,21,20,3,2,1,,,1,
2813,428.056312,428.05511284973517,428.0550066818372,2239012.0,nan,270115.3,10.02,-1,0.24802396026416912,0.9889000872309968,0.9487401904080563,0.9728361285018206,5.0,1.9090909090909092,0.6363636363636364,13C1 N4 S2 P1 O7,de-protonated,1,2792,C11 H21 O7 S2 N4 13C1 P1,11,21,7,2,4,1,,1,
2815,428.07244,428.0712407745473,428.0710506173428,2221610.5,nan,221871.7,9.93,-1,0.4442187908094941,0.9648280983913387,0.0,0.5788968590348031,18.0,0.6521739130434783,0.17391304347826086,N3 S1 O4,de-protonated,0,,C23 H15 O4 S1 N3,23,15,4,1,3,,,,
2816,428.08458,428.0833807179513,428.08317923221466,5757487.5,nan,238200.8,29.02,-1,0.47066959506839573,0.9606008513556821,0.9602073742768626,0.9604434605241543,22.0,0.5714285714285714,0.07142857142857142,13C1 S1 O2,de-protonated,1,2795,C28 H16 O2 S1 13C1,28,16,2,1,,1,,,
2816,428.08458,428.0833807179513,428.08331217399626,5757487.5,nan,238200.8,29.02,-1,0.1601182598680927,0.9953588480874139,0.8840653034462473,0.9508414302309474,9.0,1.2352941176470589,0.5882352941176471,13C1 P1 O10,de-protonated,1,2795,C17 H21 O10 13C1 P1,17,21,10,,,1,,1,
2816,428.08458,428.0833807179513,428.08344851959436,5757487.5,nan,238200.8,29.02,-1,-0.1583841732358852,0.497729302019545,0.843720152817574,0.6361256423387567,9.0,1.1176470588235294,0.7058823529411765,N1 O12,de-protonated,0,,C17 H19 O12 N1,17,19,12,,1,,,,
2817,428.092582,428.09138268064635,428.09155438247365,6071859.0,nan,245048.2,30.72,-1,-0.4010866963869496,0.9712321578260354,0.9882354815254321,0.9780334873057941,9.0,1.1764705882352942,0.7058823529411765,13C1 O12,de-protonated,1,2796,C17 H20 O12 13C1,17,20,12,,,1,,,
2817,428.092582,428.09138268064635,428.09133183232734,6071859.0,nan,245048.2,30.72,-1,0.11877913712570114,0.49872165406817986,0.8066430772742825,0.6218902233506209,12.0,1.0909090909090908,0.09090909090909091,N1 S2 P1 O2,de-protonated,0,,C22 H24 O2 S2 N1 P1,22,24,2,2,1,,,1,
2817,428.092582,428.09138268064635,428.0913921912215,6071859.0,nan,245048.2,30.72,-1,-0.022216226018885826,0.6666069653797678,0.9272799138564649,0.7708761447704466,4.0,2.0833333333333335,0.5,13C1 N4 S2 P1 O6,de-protonated,1,2796,C12 H25 O6 S2 N4 13C1 P1,12,25,6,2,4,1,,1,
2818,428.112801,428.1116015863864,428.1114588787197,2382907.3,nan,202303.6,10.8,-1,0.3333423195429013,0.9800398428404349,0.0,0.5880239057042609,21.0,0.6551724137931034,0.034482758620689655,N1 S1 O1,de-protonated,0,,C29 H19 O1 S1 N1,29,19,1,1,1,,,,
2818,428.112801,428.1116015863864,428.11159182050125,2382907.3,nan,202303.6,10.8,-1,0.022811541121544116,0.9999055846562153,0.0,0.5999433507937292,8.0,1.3333333333333333,0.5,N1 P1 O9,de-protonated,0,,C18 H24 O9 N1 P1,18,24,9,,1,,,1,
2819,428.120845,428.11964554888567,428.119564741599,10995263.0,nan,235321.2,57.31,-1,0.18874934325342482,0.49677825048492147,0.9247899550149996,0.6679829322969527,21.0,0.6896551724137931,0.034482758620689655,13C1 S1 O1,de-protonated,1,2799,C29 H20 O1 S1 13C1,29,20,1,1,,1,,,
2819,428.120845,428.11964554888567,428.11969768338054,10995263.0,nan,235321.2,57.31,-1,-0.12177551079124219,0.9973128643568424,0.9493254526566497,0.9781178996767653,8.0,1.3888888888888888,0.5,13C1 P1 O9,de-protonated,1,2799,C18 H25 O9 13C1 P1,18,25,9,,,1,,1,
