Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
81,159.066291,159.0662161055727,159.06628233291582,2663735.8,nan,626114.2,21.3,-1,-0.4163506065188106,0.969035787291822,0.0,0.5814214723750932,2.0,1.7142857142857142,0.5714285714285714,O4,de-protonated,0,,C7 H12 O4,7,12,4,,,,,,,
211,211.025115,211.02490640222078,211.0248114431032,2871830.3,nan,592928.6,21.42,-1,0.4499902969988078,0.9639250132733265,0.0,0.5783550079639959,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,,,
223,213.11355,213.11333602814304,213.11323252634983,3896090.8,nan,532925.1,29.93,-1,0.48566572792517176,0.958104410218258,0.0,0.5748626461309547,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,,,
227,215.092809,215.09258993500308,215.0924970814435,13736965.0,nan,516404.5,111.03,-1,0.4316912995056245,0.9614458207634717,0.9549543816834836,0.9588492451314765,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,,
231,216.096181,216.09595935307016,216.0958519165158,2297732.0,nan,539409.1,16.53,-1,0.4971708313310749,0.9561406292814686,0.9549543816834836,0.9556661302422746,3.0,1.7777777777777777,0.5555555555555556,13C1 O5,de-protonated,1,227,C9 H16 O5 13C1,9,16,5,,,1,,,,
234,217.072063,217.071838841876,217.07176163653722,9287420.0,nan,516084.5,74.27,-1,0.3556673525904612,0.9773082934586423,0.0,0.5863849760751854,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,,,
237,219.030192,219.02996280310893,219.02989682353152,1562103.1,nan,563355.1,10.45,-1,0.3012354859812283,0.9836696448069967,0.0,0.590201786884198,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,,,
240,219.087727,219.08749765505667,219.0874117010152,2360845.8,nan,511688.6,17.05,-1,0.3923276138279284,0.9724576467226362,0.0,0.5834745880335818,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,,,,
241,221.045863,221.04562861627159,221.0455468880095,2168853.0,nan,557480.2,15.36,-1,0.36973494026472137,0.9755003620306597,0.0,0.5853002172183958,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,,,
243,221.082246,221.08201152264883,221.0819323973938,5853475.5,nan,470153.6,45.61,-1,0.3579001420647125,0.9770258019013338,0.0,0.5862154811408002,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,,,
