Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
125,173.081916,173.08190672277115,173.0819323973938,1435197.9,nan,724400.9,10.14,-1,-0.14833797096519072,0.9960153351595087,0.0,0.5976092010957051,2.0,1.75,0.5,O4,de-protonated,0,,C8 H14 O4,8,14,4,,,,,,,
144,187.097573,187.09749619254467,187.0975824618718,1602140.5,nan,674382.9,11.37,-1,-0.46109268760374755,0.9621574579004667,0.0,0.57729447474028,2.0,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,,C9 H16 O4,9,16,4,,,,,,,
189,208.093156,208.09297803164472,208.0930459093857,1170556.9,nan,367441.6,7.35,-1,-0.3261893768625329,0.9808791170327161,0.0,0.5885274702196297,0.0,2.5,0.125,N1 S1 P1 O1,de-protonated,0,,C8 H20 O1 S1 N1 P1,8,20,1,1,1,,,1,,
253,227.129256,227.1289863119241,227.12888259082783,3047545.5,nan,439480.6,22.43,-1,0.4566618525020638,0.9628676442805273,0.0,0.5777205865683164,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
265,231.03028,231.02999151601364,231.02989682353152,1896875.1,nan,400995.7,12.93,-1,0.4098711180850185,0.9699775509427463,0.0,0.5819865305656478,9.0,0.6666666666666666,0.4166666666666667,O5,de-protonated,0,,C12 H8 O5,12,8,5,,,,,,,
266,231.051423,231.05113441414244,231.0510261916309,1699507.9,nan,537494.2,11.33,-1,0.4683922565163265,0.9609736744925118,0.0,0.5765842046955071,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,,,
271,232.044178,232.04388463085115,232.0437732403794,4348749.5,nan,475569.7,32.8,-1,0.4800407707077399,0.959049221546096,0.0,0.5754295329276575,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,,,
272,232.094249,232.0939553895991,232.0938940625005,1203810.1,nan,503641.1,7.31,-1,0.2642340025360001,0.98741123370337,0.0,0.592446740222022,3.0,1.875,0.625,N3 O5,de-protonated,0,,C8 H15 O5 N3,8,15,5,,3,,,,,
277,233.103474,233.1031755269521,233.1030617654932,1464836.9,nan,470303.7,9.43,-1,0.4880307364034127,0.9577041593959741,0.0,0.5746224956375844,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
278,233.15509,233.1547912782559,233.15470341616242,6550298.5,nan,472224.6,50.64,-1,0.37684032192680533,0.48728093209772755,0.859523230357577,0.6361778514016674,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,,
290,237.040891,237.04057355569287,237.04046150758123,5547388.0,nan,437506.7,42.19,-1,0.4726961419719765,0.9602676872310744,0.0,0.5761606123386446,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,,
297,238.963432,238.96310529250752,238.96308056511668,1455024.0,nan,547210.3,9.26,-1,0.10347787105299078,0.998058993575865,0.0,0.598835396145519,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,,
298,239.020107,239.01978001943607,239.01972606267492,5210312.5,nan,449095.6,39.48,-1,0.2257418751102247,0.9907961024363291,0.0,0.5944776614617975,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,,
300,239.056532,239.05620484393316,239.05611157205922,7809240.0,nan,473681.5,60.39,-1,0.39016728467223666,0.9727559737308294,0.0,0.5836535842384977,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,,
304,239.092912,239.09258466864708,239.0924970814435,9063656.0,nan,461342.7,70.48,-1,0.36633187845606696,0.4879719174416948,0.8843699161556753,0.646531116927287,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,,,
306,239.129304,239.12897649330316,239.12888259082783,15092983.0,nan,444459.1,119.0,-1,0.3926856275600918,0.9746402633033004,0.9957202122682832,0.9830722428892935,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,,,
307,239.165688,239.1653603179978,239.1652681002121,1589510.8,nan,570837.4,10.34,-1,0.3855818464974105,0.9733840321445237,0.0,0.5840304192867142,3.0,1.7142857142857142,0.21428571428571427,O3,de-protonated,0,,C14 H24 O3,14,24,3,,,,,,,
309,240.051795,240.05146304855782,240.05136054425222,1263747.4,nan,670323.9,7.66,-1,0.4270098922554252,0.9674564283202448,0.0,0.5804738569921468,6.0,1.1,0.6,N1 O6,de-protonated,0,,C10 H11 O6 N1,10,11,6,,1,,,,,
311,240.132656,240.13232365895342,240.13223742590012,2054054.1,nan,513905.3,13.97,-1,0.359106524946197,0.9768724694283142,0.9957202122682832,0.9844115665643018,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,306,C12 H20 O4 13C1,12,20,4,,,1,,,,
314,241.108604,241.10826695664164,241.10814714592152,7635019.5,nan,469674.4,58.54,-1,0.4969169293536716,0.9561844194237378,0.0,0.5737106516542426,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,,,,
317,241.144986,241.1446487813459,241.14453265530582,3001947.0,nan,474340.3,21.54,-1,0.4815619860445562,0.9587947006253824,0.0,0.5752768203752294,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,,
324,242.176622,242.17627981071823,242.1761671368831,5931546.0,nan,446141.6,44.93,-1,0.4652556709655548,0.9614844393206363,0.0,0.5768906635923817,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,,,
325,243.051481,243.05113459547331,243.0510261916309,4153750.5,nan,465804.0,30.73,-1,0.4460126916661905,0.9645485595018052,0.0,0.5787291357010831,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,,,
329,243.124252,243.12390524484817,243.12379721039952,6043574.0,nan,445658.1,45.82,-1,0.4443598277821079,0.9648061588436789,0.0,0.5788836953062073,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,,,
332,243.160618,243.16027106962952,243.16018271978382,10304454.0,nan,452648.8,79.85,-1,0.36334010243354814,0.48816524395597427,0.8759295984134849,0.6432709857389786,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,,,
337,245.045995,245.0456389855077,245.0455468880095,1311486.8,nan,494324.6,8.02,-1,0.3758382854380072,0.9746952427686947,0.0,0.5848171456612168,9.0,0.7692307692307693,0.38461538461538464,O5,de-protonated,0,,C13 H10 O5,13,10,5,,,,,,,
338,245.067134,245.0667778836558,245.0666762561089,2913032.0,nan,446277.4,20.81,-1,0.41469345581935896,0.9692779648872293,0.0,0.5815667789323375,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,,
340,245.103505,245.10314870841307,245.1030617654932,11710232.0,nan,458189.9,90.36,-1,0.3547198441267345,0.4887138310371287,0.8929744756128384,0.6504180888674125,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,,,
342,245.13992,245.13956353295833,245.1394472748775,4439848.0,nan,461111.1,32.75,-1,0.47425284716562227,0.9600108718552022,0.0,0.5760065231131213,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,,,
344,247.0253,247.02493444882202,247.02481144310323,3090534.5,nan,443650.1,22.05,-1,0.4979488419503287,0.956006320028405,0.0,0.573603792017043,9.0,0.6666666666666666,0.5,O6,de-protonated,0,,C12 H8 O6,12,8,6,,,,,,,
345,247.028624,247.02825843280635,247.02818274647322,1251944.0,nan,511209.0,7.48,-1,0.3063874424844062,0.9831110638806465,0.0,0.5898666383283879,4.0,1.3333333333333333,0.6666666666666666,S1 O6,de-protonated,0,,C9 H12 O6 S1,9,12,6,1,,,,,,
