Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
59,139.006656,139.00663477322507,139.0066732558187,1065591.6,nan,742775.4,7.04,-1,-0.27683990072110615,0.9861899584449573,0.0,0.5917139750669743,5.0,1.0,0.2,N2 P1 O1,de-protonated,0,,C5 H5 O1 N2 P1,5,5,1,,2,,,1,,
223,211.061468,211.06129540720116,211.0611969524875,2092093.4,nan,654822.7,15.04,-1,0.4664747242633691,0.9612863029090787,0.0,0.5767717817454472,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,,,
224,211.097846,211.09767333078167,211.0975824618718,1552202.5,nan,514319.5,10.52,-1,0.4304592634617524,0.9669373568600077,0.0,0.5801624141160046,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,,,
238,215.092755,215.0925739386497,215.0924970814435,8230402.5,nan,480468.2,65.99,-1,0.3573216511633027,0.9770991541505762,0.0,0.5862594924903457,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,,
245,217.072027,217.0718417807798,217.07176163653722,5127914.5,nan,481126.3,40.18,-1,0.3692062108122967,0.9755695196465379,0.0,0.5853417117879227,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,,,
248,219.087624,219.08743454660177,219.0874117010152,1535467.9,nan,473565.8,10.24,-1,0.10427612604195698,0.9980289608649258,0.0,0.5988173765189554,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,,,,
250,221.045818,221.04562443301057,221.0455468880095,1732578.5,nan,573780.0,11.86,-1,0.3508100577183305,0.9779170075784746,0.0,0.5867502045470847,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,,,
252,221.082208,221.08201435656585,221.0819323973938,5185776.5,nan,467060.8,40.41,-1,0.37071854378617236,0.9753714568348139,0.0,0.5852228741008882,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,,,
260,223.061423,223.0612251988157,223.0611969524875,1318522.1,nan,431584.4,8.43,-1,0.1266303981633087,0.9970946522639046,0.0,0.5982567913583428,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,,,
263,225.040732,225.04053004086808,225.04046150758123,1485325.8,nan,487226.4,9.74,-1,0.30453762132753703,0.9833126769238594,0.0,0.5899876061543156,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,,,
264,225.077085,225.07688296450112,225.0768470169655,2160924.3,nan,541174.2,15.3,-1,0.15971227648867073,0.9953822993811522,0.0,0.5972293796286913,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,,,
265,227.056351,227.05614480664383,227.05611157205922,2468409.5,nan,534572.4,17.82,-1,0.1463716804451086,0.9961200684455812,0.0,0.5976720410673487,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,,,
266,227.092793,227.09258673008986,227.0924970814435,4292680.0,nan,458680.2,32.8,-1,0.3947670993894936,0.9721189007666706,0.0,0.5832713404600024,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,,,
267,227.129154,227.1289476537061,227.12888259082783,2680919.0,nan,519505.3,19.56,-1,0.286457968363712,0.9852209515022483,0.0,0.591132570901349,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
270,229.072049,229.0718385722536,229.07176163653722,5303150.5,nan,477660.5,40.84,-1,0.33585857911672223,0.9797404487864632,0.0,0.5878442692718778,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,,,
271,229.108455,229.10824449577527,229.10814714592152,10014589.0,nan,490087.6,79.3,-1,0.4249078653855377,0.9810957714467675,0.95458245235765,0.9704904438111206,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,,,
272,229.144798,229.1445874194293,229.14453265530582,16310156.0,nan,466518.3,130.7,-1,0.2389938038479769,0.9909430744649059,0.9949351365141128,0.9925398992845887,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,,,
273,229.181139,229.18092834308752,229.1809181646901,1170715.3,nan,553242.4,7.1,-1,0.04441206318073295,0.9996421689584236,0.0,0.5997853013750541,1.0,2.0,0.23076923076923078,O3,de-protonated,0,,C13 H26 O3,13,26,3,,,,,,,
277,230.111755,230.11154238813626,230.11150198099378,1801241.5,nan,457929.0,12.25,-1,0.17559809974884885,0.9944207079135762,0.95458245235765,0.9784854056912058,3.0,1.8,0.5,13C1 O5,de-protonated,1,271,C10 H18 O5 13C1,10,18,5,,,1,,,,
278,230.148148,230.14793531168525,230.1478874903781,2238760.5,nan,545649.0,15.82,-1,0.20778512310548047,0.9921966208215166,0.9949351365141128,0.9932920270985551,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,272,C11 H22 O4 13C1,11,22,4,,,1,,,,
283,231.087697,231.0874823379684,231.0874117010152,8823468.0,nan,460378.9,69.57,-1,0.30567200810595435,0.9831891793557805,0.0,0.5899135076134683,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,,,,
284,231.124075,231.1238602615489,231.12379721039952,5080251.5,nan,428552.8,39.01,-1,0.272802498737267,0.9865871354185953,0.0,0.5919522812511572,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,,,,
285,232.044041,232.0438243289702,232.0437732403794,4154936.8,nan,490633.8,31.45,-1,0.22016790229210534,0.9912430410670069,0.0,0.5947458246402041,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,,,
287,233.066933,233.06671418017416,233.0666762561089,1799138.9,nan,502327.1,12.22,-1,0.16271766458718595,0.9952072979953538,0.0,0.5971243787972123,3.0,1.5555555555555556,0.7777777777777778,O7,de-protonated,0,,C9 H14 O7,9,14,7,,,,,,,
288,233.103337,233.10311810370004,233.1030617654932,2450418.0,nan,456761.6,17.53,-1,0.24168797443265289,0.9894569951441589,0.0,0.5936741970864953,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
289,233.154953,233.15473399526996,233.15470341616242,5722631.5,nan,463163.0,44.25,-1,0.13115372367247588,0.9968837125862304,0.0,0.5981302275517383,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,,
291,235.061507,235.06128399015927,235.0611969524875,2790183.3,nan,434921.1,20.17,-1,0.3702766466344041,0.9754294094933503,0.0,0.5852576456960101,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,,,
296,237.040725,237.04049783240282,237.04046150758123,2515052.0,nan,496851.6,17.93,-1,0.15324312719566496,0.995748023112796,0.0,0.5974488138676776,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,,
299,237.077137,237.07690975591188,237.0768470169655,2221691.5,nan,471783.9,15.55,-1,0.2646354849593935,0.9873731921209012,0.0,0.5924239152725407,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,,,
302,238.072292,238.07206266538313,238.0720959891585,1274018.8,nan,478942.4,7.86,-1,-0.13997346153020532,0.9964512656188665,0.0,0.59787075937132,6.0,1.1818181818181819,0.45454545454545453,N1 O5,de-protonated,0,,C11 H13 O5 N1,11,13,5,,1,,,,,
303,238.963233,238.96300179377744,238.96308056511668,2355870.8,nan,388494.5,16.63,-1,-0.32963811422524913,0.9804766503417928,0.0,0.5882859902050757,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,,
304,239.019972,239.01974067458545,239.01972606267492,2584503.0,nan,464609.0,18.49,-1,0.06113265532614191,0.9993221195536109,0.0,0.5995932717321666,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,,
306,239.056331,239.05609959820586,239.05611157205922,2777542.8,nan,408666.1,20.05,-1,-0.05008804536528106,0.9995448829032665,0.0,0.5997269297419598,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,,
307,239.067627,239.06739557447625,239.0673449613515,2829771.5,nan,415998.3,20.47,-1,0.211710741023057,0.9919001906541852,0.0,0.5951401143925111,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,,,,
310,239.092755,239.0925235216897,239.0924970814435,3484118.3,nan,461032.0,25.78,-1,0.11058584664597852,0.9977834824874076,0.0,0.5986700894924445,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,,,
311,239.129151,239.12891944523238,239.12888259082783,12701670.0,nan,435055.9,100.53,-1,0.15411941943775442,0.9960436153282366,0.988496854962515,0.9930249111819479,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,,,
312,239.165486,239.1652543689032,239.1652681002121,1348085.3,nan,454949.0,8.46,-1,-0.057413474039605186,0.9994020682574097,0.0,0.5996412409544458,3.0,1.7142857142857142,0.21428571428571427,O3,de-protonated,0,,C14 H24 O3,14,24,3,,,,,,,
314,240.132505,240.13227133747995,240.13223742590012,1611155.5,nan,511943.3,10.52,-1,0.14122043836149295,0.9963878698380534,0.988496854962515,0.993231463887838,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,311,C12 H20 O4 13C1,12,20,4,,,1,,,,
315,241.035706,241.03547044011958,241.03537612715292,1526039.5,nan,588581.9,9.83,-1,0.39128267469281436,0.9726021400896139,0.0,0.5835612840537683,6.0,1.0,0.7,O7,de-protonated,0,,C10 H10 O7,10,10,7,,,,,,,
316,241.072087,241.07185136369378,241.07176163653722,3964199.3,nan,443319.0,29.46,-1,0.3722010241029143,0.9751765571173013,0.0,0.5851059342703808,5.0,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,,C11 H14 O6,11,14,6,,,,,,,
317,241.108467,241.10823128727006,241.10814714592152,4665143.0,nan,492787.8,35.11,-1,0.34897762491033063,0.9781445700834805,0.0,0.5868867420500883,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,,,,
319,241.14482,241.1445842109031,241.14453265530582,2470726.5,nan,525696.1,17.43,-1,0.21379542265960647,0.9917405540619908,0.0,0.5950443324371945,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,,
322,242.067355,242.06711727292765,242.06701060873021,1585876.0,nan,514669.4,10.3,-1,0.440639131964543,0.9653827799944428,0.0,0.5792296679966656,5.0,1.3,0.6,N1 O6,de-protonated,0,,C10 H13 O6 N1,10,13,6,,1,,,,,
323,242.140116,242.13987812007815,242.13978162749882,2984691.3,nan,494848.9,21.57,-1,0.39849948935544693,0.9715967898922627,0.0,0.5829580739353576,3.0,1.75,0.3333333333333333,N1 O4,de-protonated,0,,C12 H21 O4 N1,12,21,4,,1,,,,,
324,242.176444,242.17620604376367,242.1761671368831,9133315.0,nan,447502.4,71.09,-1,0.16065528262308204,0.9930505285144214,0.9954444048525337,0.9940080790496664,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,,,
325,243.051282,243.05104220598562,243.0510261916309,1746813.1,nan,457337.5,11.6,-1,0.06588885866627689,0.9992125794307832,0.0,0.5995275476584699,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,,,
326,243.087725,243.0874851294296,243.0874117010152,5444237.0,nan,443011.6,41.38,-1,0.30206588602071094,0.9835802309080505,0.0,0.5901481385448303,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,,,,,,,
327,243.124094,243.12385405302902,243.12379721039952,8332956.5,nan,474302.8,64.64,-1,0.2338011751909269,0.49506524936659024,0.8843699161556753,0.6507871160822243,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,,,
329,243.16045,243.1602099766557,243.16018271978382,16979628.0,nan,434418.9,134.28,-1,0.11209430577548805,0.993535924089186,0.9896364673874112,0.991976141408476,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,,,
330,243.179817,243.17957693597134,243.17952197195538,1239732.8,nan,503239.2,7.51,-1,0.22602238672628364,0.9907733202265439,0.9954444048525337,0.9926417540769398,2.0,2.0833333333333335,0.25,13C1 N1 O3,de-protonated,1,324,C12 H25 O3 N1 13C1,12,25,3,,1,1,,,,
333,244.163839,244.16359686882973,244.1635375548561,2178399.3,nan,442545.8,15.07,-1,0.24292723727898835,0.9893491780654606,0.9896364673874112,0.9894640937942409,2.0,2.0,0.3333333333333333,13C1 O4,de-protonated,1,329,C12 H24 O4 13C1,12,24,4,,,1,,,,
334,245.066891,245.06664697178238,245.0666762561089,2718183.5,nan,455898.1,19.41,-1,-0.11949534297077866,0.9974124229150976,0.0,0.5984474537490585,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,,
