Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O
203,209.009454,209.00923716712938,209.0091613786252,1377658.3,nan,632121.4,9.09,-1,0.3626085271886775,0.9764245764013924,0.0,0.5858547458408354,7.0,0.6666666666666666,0.6666666666666666,O6,de-protonated,0,,C9 H6 O6,9,6,6,,,,,
228,213.077184,213.0769528052075,213.0768470169655,7688221.0,nan,524391.7,61.61,-1,0.4964792912825192,0.9562598504852385,0.0,0.5737559102911431,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,
232,215.092824,215.09258568859352,215.0924970814435,4678397.5,nan,497362.6,36.3,-1,0.41194905085631583,0.9696770426118906,0.0,0.5818062255671343,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
236,217.072083,217.0718377004298,217.07176163653722,3355102.3,nan,468788.7,25.34,-1,0.35040897077006616,0.9779669143104139,0.0,0.5867801485862484,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
238,219.030248,219.02999578674263,219.02989682353152,1894083.9,nan,517088.6,13.23,-1,0.4518251277606219,0.9636356485693557,0.0,0.5781813891416134,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
242,221.045866,221.0456066702063,221.0455468880095,4856780.0,nan,481195.1,37.52,-1,0.2704519391024246,0.9868157553801515,0.0,0.5920894532280909,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
244,221.082297,221.08203754157952,221.0819323973938,16039898.0,nan,464571.9,129.55,-1,0.4755892287075892,0.9626185500109856,0.99302501390254,0.9747811355676074,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,
246,222.077538,222.07727502768515,222.0771813695868,1192797.9,nan,645771.3,7.37,-1,0.42173670324337703,0.9682424110112602,0.0,0.5809454466067561,6.0,1.1818181818181819,0.36363636363636365,N1 O4,de-protonated,0,,C11 H13 O4 N1,11,13,4,,1,,,
247,222.085648,222.08538499905117,222.0852872324661,2241377.0,nan,550003.1,16.0,-1,0.4402209002205373,0.9654473144706543,0.99302501390254,0.9764783942434087,6.0,1.2727272727272727,0.36363636363636365,13C1 O4,de-protonated,1,244,C11 H14 O4 13C1,11,14,4,,,1,,
250,223.02514,223.02487368198965,223.02481144310323,3140818.0,nan,460031.7,23.4,-1,0.27906709577159355,0.9859684317770536,0.0,0.5915810590662322,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
