Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P
141,207.000158,206.9999506724487,206.99987379833212,1333019.3,nan,466754.4,8.69,-1,0.3713727703137241,0.9752855376317928,0.0,0.5851713225790757,3.0,1.8,0.6,N2 S1 P1 O3,de-protonated,0,,C5 H9 O3 S1 N2 P1,5,9,3,1,2,,1
162,212.056774,212.05654813015744,212.0564459246805,1385870.6,nan,630554.5,9.06,-1,0.48197297888964347,0.9587258091333524,0.0,0.5752354854800114,5.0,1.2222222222222223,0.5555555555555556,N1 O5,de-protonated,0,,C9 H11 O5 N1,9,11,5,,1,,
166,213.113568,213.11333825496064,213.11323252634983,1873422.8,nan,530823.7,13.1,-1,0.49611471587984224,0.9563226422980544,0.0,0.5737935853788326,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,
170,215.092832,215.09259499712465,215.0924970814435,9021929.0,nan,508135.1,71.99,-1,0.4552259259670808,0.9630964388070333,0.0,0.57785786328422,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,
174,217.0721,217.071855739274,217.07176163653722,6151377.0,nan,504903.0,48.3,-1,0.43350980379170895,0.9664750575003931,0.0,0.5798850345002359,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,
177,219.030232,219.02998055892775,219.02989682353152,1912510.5,nan,595523.6,13.33,-1,0.3823012175298666,0.9738290623726966,0.0,0.584297437423618,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,
179,219.087707,219.08745534817055,219.0874117010152,1616596.6,nan,498929.9,10.82,-1,0.19922256143441308,0.9928242385670158,0.0,0.5956945431402095,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,
183,221.009528,221.0092693009744,221.0091613786252,1585600.9,nan,607571.8,10.56,-1,0.4883161789679308,0.9576557313312405,0.0,0.5745934387987442,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,
184,221.045881,221.04562216767027,221.0455468880095,3117263.0,nan,525159.1,23.11,-1,0.3405617612417077,0.9791750589723835,0.0,0.5875050353834301,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,
190,222.077531,222.0772683846749,222.0771813695868,1489253.8,nan,459458.7,9.76,-1,0.3918236333956514,0.9725273821725908,0.0,0.5835164293035545,6.0,1.1818181818181819,0.36363636363636365,N1 O4,de-protonated,0,,C11 H13 O4 N1,11,13,4,,1,,
193,223.06155,223.06128377633945,223.0611969524875,2562540.8,nan,552475.4,18.56,-1,0.38923781065770363,0.9728838490621442,0.0,0.5837303094372865,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,
195,223.097948,223.09768164287027,223.0975824618718,2246395.3,nan,509571.4,15.97,-1,0.4445633043922809,0.9647744948660185,0.0,0.5788646969196111,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,
