Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P
161,225.077516,225.07693749495178,225.0768470169655,1513432.5,nan,603753.3,10.1,-1,0.4019870878574317,0.9711047385265446,0.0,0.5826628431159268,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,
162,225.113923,225.1133443044723,225.11323252634983,1166949.3,nan,549180.4,7.23,-1,0.49654176791336996,0.9562490857496723,0.0,0.5737494514498034,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,
169,229.108812,229.10821240342685,229.10814714592152,1917814.8,nan,554600.3,13.37,-1,0.28483275754063825,0.9853869449441112,0.0,0.5912321669664666,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,
170,229.14522,229.14462021294213,229.14453265530582,1814148.0,nan,603410.0,12.51,-1,0.38210659137766173,0.9738553510498523,0.0,0.5843132106299114,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,
173,231.088103,231.08749304788222,231.0874117010152,3481417.0,nan,524428.3,26.27,-1,0.35201773392681657,0.9777664086708272,0.0,0.5866598452024963,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,
176,233.155353,233.15473223214087,233.15470341616242,2484805.8,nan,539865.7,18.04,-1,0.12359166695313448,0.9972322268025233,0.0,0.598339336081514,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,
177,235.061924,235.06129325706343,235.0611969524875,1181328.6,nan,416163.4,7.23,-1,0.40970001500806663,0.9700022320994531,0.0,0.5820013392596719,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,
178,235.09828,235.09764906685078,235.0975824618718,1382430.3,nan,492144.1,8.88,-1,0.28330780040837095,0.9855418651974469,0.0,0.5913251191184681,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,
181,237.041168,237.04052690176474,237.04046150758123,1982463.9,nan,479574.0,13.79,-1,0.27587772607407385,0.9862851268043695,0.0,0.5917710760826217,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,
182,237.077527,237.0768857115364,237.0768470169655,2720269.8,nan,478559.9,19.85,-1,0.1632153091984795,0.9951780087221942,0.0,0.5971068052333165,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,
183,237.113964,237.11332252089997,237.11323252634983,2020891.6,nan,516010.1,14.11,-1,0.3795425045599737,0.9742005050333322,0.0,0.5845203030199994,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,
184,237.126819,237.1261774536433,237.12611968597182,1255328.5,nan,401575.3,7.83,-1,0.2436158089832596,0.9892890384471343,0.0,0.5935734230682805,0.0,2.3,0.4,P1 O4,de-protonated,0,,C10 H23 O4 P1,10,23,4,,,,1
185,239.020324,239.01967254692644,239.01972606267492,1513976.1,nan,523970.3,9.95,-1,-0.2238967860844954,0.9909452622313957,0.0,0.5945671573388374,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,
186,239.056791,239.0561393561331,239.05611157205922,2977030.3,nan,467539.6,21.95,-1,0.11622406840808919,0.9975519862468104,0.0,0.5985311917480862,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,
187,239.068054,239.06740229720563,239.0673449613515,1579274.6,nan,535831.8,10.48,-1,0.23983139205663057,0.9896175095287892,0.0,0.5937705057172735,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,
189,239.093194,239.09254216567453,239.0924970814435,6251796.5,nan,480541.0,48.8,-1,0.1885639724509245,0.9935691103174012,0.0,0.5961414661904407,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,
191,239.129578,239.12892597531538,239.12888259082783,7526690.5,nan,463895.3,59.26,-1,0.1814272165052994,0.4970226325663973,0.8759295984134849,0.6485854189052324,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,
194,241.072486,241.0718238101247,241.07176163653722,3378197.8,nan,468115.9,25.07,-1,0.25790489544732803,0.9880034912435353,0.0,0.5928020947461211,5.0,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,,C11 H14 O6,11,14,6,,,,
195,241.108873,241.10821061974985,241.10814714592152,2844195.8,nan,496124.6,20.72,-1,0.26325874544343547,0.9875034075628397,0.0,0.5925020445377038,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,
198,241.145231,241.14456842952674,241.14453265530582,1526066.1,nan,554814.6,9.98,-1,0.1483517810875448,0.9960145946685437,0.0,0.5976087568011262,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,
201,242.067755,242.06708760293057,242.06701060873021,1311003.8,nan,451127.5,8.22,-1,0.31806977812534526,0.9818105907624604,0.0,0.5890863544574761,5.0,1.3,0.6,N1 O6,de-protonated,0,,C10 H13 O6 N1,10,13,6,,1,,
202,242.14055,242.139882222071,242.13978162749882,3513272.3,nan,472953.7,26.17,-1,0.41544008800394316,0.9691689634015833,0.0,0.5815013780409499,3.0,1.75,0.3333333333333333,N1 O4,de-protonated,0,,C12 H21 O4 N1,12,21,4,,1,,
204,242.176858,242.1761900321095,242.1761671368831,13182407.0,nan,451064.1,104.98,-1,0.09453955225553164,0.9990421472952432,0.9958008779205634,0.9977456395453713,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,
206,243.051719,243.05104645488356,243.0510261916309,1372063.4,nan,342944.5,8.71,-1,0.0833703645214985,0.9987396145066608,0.0,0.5992437687039964,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,
207,243.088174,243.08750126415296,243.0874117010152,3746093.8,nan,484779.8,28.06,-1,0.3684400484671767,0.9756695664615076,0.0,0.5854017398769046,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,,,,
208,243.124491,243.12381807414437,243.12379721039952,2059068.1,nan,521580.1,14.31,-1,0.08581531339291221,0.9986646556102649,0.0,0.5991987933661589,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,
210,243.160839,243.16016588397358,243.16018271978382,2978634.5,nan,442077.4,21.81,-1,-0.06923752916492741,0.9991305430530603,0.0,0.5994783258318361,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,
211,243.180205,243.17953178265168,243.17952197195538,1795410.1,nan,419421.1,12.16,-1,0.04034343113459054,0.99970471909468,0.9958008779205634,0.9981431826250333,2.0,2.0833333333333335,0.25,13C1 N1 O3,de-protonated,1,204,C12 H25 O3 N1 13C1,12,25,3,,1,1,
216,245.049651,245.04896800181027,245.0489181913795,1276216.6,nan,570141.6,7.93,-1,0.2032672950948609,0.992531009561982,0.0,0.5955186057371892,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,
217,245.067363,245.066679909142,245.0666762561089,2262591.8,nan,477530.8,15.86,-1,0.014906282487131542,0.9999596834122444,0.0,0.5999758100473466,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,
219,245.103749,245.1030657187724,245.1030617654932,4797006.0,nan,465072.3,36.38,-1,0.016129048579612802,0.9999527979263473,0.0,0.5999716787558084,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,
223,247.08301,247.0823163633848,247.0823263205869,2271592.0,nan,476636.0,15.93,-1,-0.04029912725131705,0.9997053671794307,0.0,0.5998232203076584,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,
224,247.098284,247.09759028347204,247.0975824618718,2419566.0,nan,420807.9,17.13,-1,0.03165389218752961,0.9998182105867702,0.0,0.5998909263520621,7.0,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,,C14 H16 O4,14,16,4,,,,
227,249.077528,249.07682392817335,249.0768470169655,2657935.3,nan,439009.6,19.05,-1,-0.09269746435302367,0.9984420589699599,0.0,0.5990652353819759,7.0,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,,C13 H14 O5,13,14,5,,,,
229,249.113967,249.11326273752644,249.11323252634983,3865246.0,nan,450216.9,28.83,-1,0.12127487689483953,0.9973348838142341,0.0,0.5984009302885405,6.0,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,,C14 H18 O4,14,18,4,,,,
