Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
131,194.082284,194.0821703599011,194.0822667500151,9675053.0,nan,518249.4,80.53,-1,-0.49664565235817765,0.9562311837094248,0.0,0.5737387102256549,5.0,1.3,0.3,N1 O3,de-protonated,0,,C10 H13 O3 N1,10,13,3,,1,,,,,
142,199.007113,199.0069723972281,199.00705337837383,1603566.0,nan,462574.2,11.16,-1,-0.40692600759512465,0.9704010242978635,0.0,0.582240614578718,5.0,1.0,0.5,S1 O4,de-protonated,0,,C8 H8 O4 S1,8,8,4,1,,,,,,
163,219.045447,219.04519669046525,219.04515296481642,1172066.0,nan,774729.4,7.27,-1,0.19961933980627516,0.9927957304368427,0.0,0.5956774382621056,12.0,0.5333333333333333,0.13333333333333333,O2,de-protonated,0,,C15 H8 O2,15,8,2,,,,,,,
166,220.147375,220.14711865758082,220.1471894834994,1678606.8,nan,483987.2,11.4,-1,-0.3217207485154557,0.9813945502479985,0.0,0.5888367301487991,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1,,
182,227.016387,227.01609305080817,227.0161925680527,1753812.3,nan,655826.6,11.93,-1,-0.4383706880551532,0.9657321243379506,0.0,0.5794392746027703,6.0,1.2857142857142858,0.14285714285714285,N4 S1 P1 O1,de-protonated,0,,C7 H9 O1 S1 N4 P1,7,9,1,1,4,,,1,,
183,227.016948,227.0166540477368,227.01657269060783,5617364.5,nan,484961.0,43.61,-1,0.3583752851722938,0.976965469454624,0.0,0.5861792816727744,1.0,2.4,0.8,N2 S2 O4,de-protonated,0,,C5 H12 O4 S2 N2,5,12,4,2,2,,,,,
198,232.094326,232.09400424988172,232.0938940625005,3915552.8,nan,476640.3,29.44,-1,0.4747534684419922,0.9599281177272816,0.0,0.5759568706363689,3.0,1.875,0.625,N3 O5,de-protonated,0,,C8 H15 O5 N3,8,15,5,,3,,,,,
215,239.020167,239.01980733197914,239.01972606267492,4029657.5,nan,482634.6,30.14,-1,0.34001086670353886,0.9792416739503085,0.0,0.5875450043701851,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,,
216,239.056588,239.05622813257983,239.05611157205922,4805353.5,nan,441277.4,36.42,-1,0.4875864492365203,0.9577794854975156,0.0,0.5746676912985094,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,,
232,241.145018,241.1446466987503,241.14453265530582,1881479.3,nan,440222.6,12.66,-1,0.47292568994930684,0.9602298666191271,0.0,0.5761379199714762,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,,
249,246.110011,246.10961251618565,246.1095441269785,3188033.8,nan,485751.9,22.97,-1,0.27788116623505327,0.9860866043256186,0.0,0.5916519625953711,3.0,1.8888888888888888,0.5555555555555556,N3 O5,de-protonated,0,,C9 H17 O5 N3,9,17,5,,3,,,,,
250,247.025297,247.02489350513713,247.02481144310323,2135522.5,nan,428301.4,14.57,-1,0.33220158500534624,0.9801748599402988,0.0,0.5881049159641792,9.0,0.6666666666666666,0.5,O6,de-protonated,0,,C12 H8 O6,12,8,6,,,,,,,
251,247.061689,247.0612853058966,247.0611969524875,2028787.0,nan,450643.6,13.72,-1,0.3576175060561994,0.9770616540897907,0.0,0.5862369924538744,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,,,
253,247.082841,247.0824371900927,247.0823263205869,2679036.8,nan,468820.8,18.9,-1,0.4487148370360237,0.964125518776178,0.0,0.5784753112657068,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,,,
254,247.098102,247.0976981065411,247.0975824618718,2210307.8,nan,439613.1,15.17,-1,0.4680121437318407,0.9610357407081108,0.0,0.5766214444248665,7.0,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,,C14 H16 O4,14,16,4,,,,,,,
