Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
212,225.004573,225.00417023612414,225.0040759981969,1190721.3,nan,514942.2,7.35,-1,0.418827644899252,0.9686721034152813,0.0,0.5812032620491687,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,,
218,227.129404,227.12899061220565,227.12888259082783,2632435.3,nan,434614.2,19.2,-1,0.4755950744547856,0.9597888171966773,0.0,0.5758732903180064,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
230,231.051557,231.05112400187724,231.0510261916309,1386230.8,nan,551625.4,8.88,-1,0.42332746987925923,0.9680062647207658,0.0,0.5808037588324595,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,
238,233.118809,233.11836566584734,233.11831790677812,1262128.5,nan,553833.5,7.86,-1,0.20487051231040018,0.9924131753705442,0.0,0.5954479052223265,6.0,1.2857142857142858,0.21428571428571427,O3,de-protonated,0,,C14 H18 O3,14,18,3,,,,,
239,233.155233,233.1547894837314,233.15470341616242,5007167.0,nan,481851.8,38.47,-1,0.36914361033846627,0.9755777015371104,0.0,0.5853466209222662,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
240,235.02536,235.02490713330454,235.02481144310323,3637298.3,nan,460467.7,27.09,-1,0.4071493589050617,0.9703690094805617,0.0,0.582221405688337,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,
245,235.098149,235.09769576936765,235.0975824618718,3023439.8,nan,470881.2,22.1,-1,0.48195942574554274,0.9587280817982179,0.0,0.5752368490789307,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,
248,237.041035,237.0405720551539,237.04046150758123,4889960.0,nan,495377.2,37.25,-1,0.46636583458071074,0.961304020502741,0.0,0.5767824123016446,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,
253,237.113814,237.113350691267,237.11323252634983,3437958.0,nan,494926.2,25.46,-1,0.4983480504028228,0.9559373298251476,0.0,0.5735623978950886,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,
254,238.072675,238.07220689706872,238.0720959891585,1413647.8,nan,517779.1,9.02,-1,0.4658585029277782,0.9613865189202127,0.0,0.5768319113521275,6.0,1.1818181818181819,0.45454545454545453,N1 O5,de-protonated,0,,C11 H13 O5 N1,11,13,5,,1,,,
256,239.020295,239.0198221590742,239.01972606267492,3071126.8,nan,459091.5,22.48,-1,0.40204380145736496,0.9710967036713549,0.0,0.5826580222028129,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
257,239.056687,239.05621397711826,239.05611157205922,5622950.0,nan,463805.2,43.2,-1,0.428372478600838,0.9672518480969191,0.0,0.5803511088581514,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
258,239.093072,239.09259879519732,239.0924970814435,14774453.0,nan,470595.3,117.51,-1,0.42541591669703915,0.9695920101907958,0.9809135092411713,0.974120609810946,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
259,239.129469,239.12899561321635,239.12888259082783,11659460.0,nan,453692.4,92.22,-1,0.4726421471712989,0.4801382905153987,0.8759295984134849,0.6384548136746332,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,
261,240.096426,240.095947778539,240.09585191651578,2300244.8,nan,484612.6,16.1,-1,0.39926563682892807,0.971489043375593,0.9809135092411713,0.9752588297218243,5.0,1.4545454545454546,0.45454545454545453,13C1 O5,de-protonated,1,258,C11 H16 O5 13C1,11,16,5,,,1,,
270,241.14511,241.14462653523572,241.14453265530582,1774089.3,nan,446107.6,11.85,-1,0.3893098004688127,0.9728739551323554,0.0,0.5837243730794133,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,
