Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P
211,209.015793,209.01556893974706,209.0155238628101,1186386.4,nan,511582.7,7.51,-1,0.21566310534814656,0.9915962280462831,0.0,0.5949577368277699,2.0,2.2,0.6,N2 S1 P1 O3,de-protonated,0,,C5 H11 O3 S1 N2 P1,5,11,3,1,2,,1
239,217.072113,217.07186292190949,217.07176163653722,4056531.8,nan,514698.2,31.23,-1,0.4665985640115099,0.9612661481390787,0.0,0.5767596888834472,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,
243,218.078606,218.0783526714463,218.07824399802251,1558611.4,nan,504364.8,10.49,-1,0.498323087179759,0.9559416453812732,0.0,0.5735649872287639,3.0,1.8571428571428572,0.7142857142857143,N3 O5,de-protonated,0,,C7 H13 O5 N3,7,13,5,,3,,
245,219.030254,219.02999759810476,219.02989682353152,1629633.1,nan,588211.7,11.07,-1,0.46009505872187684,0.9623179129374806,0.0,0.5773907477624883,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,
247,219.08777,219.08751341235717,219.0874117010152,1824215.4,nan,539138.0,12.69,-1,0.464250050540685,0.9616475262182014,0.0,0.5769885157309208,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,
250,221.009517,221.00925420608664,221.0091613786252,1353923.1,nan,555541.3,8.72,-1,0.42001635068217824,0.968496857901509,0.0,0.5810981147409053,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,
251,221.045855,221.0455920887333,221.0455468880095,3202513.5,nan,530734.7,23.98,-1,0.20448601843289776,0.9924415182326108,0.0,0.5954649109395664,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,
254,221.082304,221.08204097102146,221.0819323973938,7668703.5,nan,523820.1,60.84,-1,0.49110131463439344,0.9571818495875203,0.0,0.5743091097525121,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,
257,223.025136,223.02486669665706,223.02481144310323,2270431.8,nan,524256.4,16.28,-1,0.24774621920860646,0.9889247949214096,0.0,0.5933548769528457,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,
258,223.061567,223.06129757900337,223.0611969524875,2424046.3,nan,542238.1,17.55,-1,0.45111618351459376,0.96374758295337,0.0,0.578248549772022,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,
260,223.097928,223.09765846157572,223.0975824618718,1586428.6,nan,615106.8,10.64,-1,0.340656779293833,0.9791635588038915,0.0,0.5874981352823349,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,
262,225.004424,225.0041483045582,225.0040759981969,1903353.5,nan,572899.9,13.16,-1,0.3213557843215313,0.9814363447964886,0.0,0.5888618068778931,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,
263,225.040823,225.04054718700786,225.04046150758123,2415880.3,nan,492863.3,17.36,-1,0.3807289856172682,0.9740410654497882,0.0,0.5844246392698729,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,
264,225.077206,225.07693006950916,225.0768470169655,3378711.0,nan,531000.0,25.26,-1,0.3689963883851112,0.975596938268937,0.0,0.5853581629613622,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,
265,226.072453,226.0721738553649,226.0720959891585,1252906.5,nan,384383.4,7.82,-1,0.3444308597918566,0.9787042925973105,0.0,0.5872225755583863,5.0,1.3,0.5,N1 O5,de-protonated,0,,C10 H13 O5 N1,10,13,5,,1,,
267,227.056457,227.05617467752984,227.05611157205922,4001084.3,nan,500741.4,30.36,-1,0.27792896733430383,0.9860818506210809,0.0,0.5916491103726486,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,
