Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O
142,189.000664,189.00060781567961,189.00054250357468,1422035.9,nan,413311.8,9.73,-1,0.3455657008790345,0.9785652472547492,0.0,0.5871391483528495,4.0,1.75,0.25,N4 S1 P1 O1,de-protonated,0,,C4 H7 O1 S1 N4 P1,4,7,1,1,4,,1,
232,229.14486,229.1446465115525,229.14453265530582,16732311.0,nan,487943.5,132.72,-1,0.4968752488464912,0.9649798443894668,0.9744757458956184,0.9687782049919273,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,
234,230.148193,230.1479755800148,230.1478874903781,2750014.8,nan,483275.7,19.78,-1,0.38275231477106886,0.9737680827184727,0.9744757458956184,0.974051147989331,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,232,C11 H22 O4 13C1,11,22,4,,,1,,
235,231.033597,231.03337611057916,231.0332681269015,2839478.8,nan,510066.4,20.5,-1,0.4673944948563773,0.9611364937656877,0.0,0.5766818962594126,4.0,1.3333333333333333,0.5555555555555556,S1 O5,de-protonated,0,,C9 H12 O5 S1,9,12,5,1,,,,
245,233.009484,233.00925536811047,233.00916137862518,1687044.8,nan,512304.1,11.18,-1,0.4033724886063626,0.9709081576867842,0.0,0.5825448946120705,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,,
249,233.155017,233.15478779784272,233.15470341616242,12052291.0,nan,460883.8,94.91,-1,0.3619128375246621,0.9776185614696307,0.9999133003751655,0.9865364570318447,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
250,234.158372,234.1581388662188,234.1580582512347,1971189.0,nan,471420.2,13.37,-1,0.34427593347660956,0.9787232408463477,0.9999133003751655,0.9871992646578747,5.0,1.5714285714285714,0.14285714285714285,13C1 O2,de-protonated,1,249,C14 H22 O2 13C1,14,22,2,,,1,,
251,235.025118,235.0248814698941,235.02481144310323,3055725.5,nan,529078.5,22.07,-1,0.2979548858503954,0.984020557174888,0.0,0.5904123343049328,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,
255,235.097929,235.09769218458584,235.0975824618718,2301837.0,nan,429251.7,16.02,-1,0.46671136674490593,0.9612477853418319,0.0,0.5767486712050991,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,
258,237.004415,237.00417071406343,237.0040759981969,1882063.1,nan,422732.4,12.65,-1,0.39963813339239423,0.9714365871847068,0.0,0.582861952310824,8.0,0.6,0.7,O7,de-protonated,0,,C10 H6 O7,10,6,7,,,,,
268,238.96331,238.96305803817754,238.96308056511668,1471280.1,nan,520733.1,9.35,-1,-0.09426953776526684,0.9983888110188228,0.0,0.5990332866112936,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,
269,239.020053,239.01980081583136,239.01972606267492,4083529.3,nan,460147.8,30.3,-1,0.3127489001489737,0.9824087291024174,0.0,0.5894452374614504,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
270,239.035299,239.03504675609025,239.03498220395983,1468240.1,nan,502406.6,9.32,-1,0.2700530685082724,0.9868543591874981,0.0,0.5921126155124988,11.0,0.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H8 O4,14,8,4,,,,,
272,239.056434,239.05618167327324,239.05611157205922,7499097.5,nan,458490.3,57.68,-1,0.2932416726775378,0.9845181988839422,0.0,0.5907109193303653,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
275,239.092857,239.09260453055055,239.0924970814435,9187690.0,nan,461790.1,71.22,-1,0.4494039267643573,0.48200862882156603,0.8843699161556753,0.6429531437552097,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
278,239.129239,239.1289863879885,239.12888259082783,16019834.0,nan,455796.8,126.01,-1,0.43406367123761014,0.4831953971789994,0.8759295984134849,0.6402890776727936,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,
279,239.165594,239.16534124553223,239.1652681002121,2593162.0,nan,477673.4,18.34,-1,0.3058358795602744,0.9831713024504052,0.0,0.5899027814702431,3.0,1.7142857142857142,0.21428571428571427,O3,de-protonated,0,,C14 H24 O3,14,24,3,,,,,
286,241.108526,241.108265632197,241.10814714592152,7455980.0,nan,460540.7,56.9,-1,0.4914237734608803,0.9571268253899801,0.0,0.574276095233988,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,,
289,241.144884,241.14462348972899,241.14453265530582,3828476.5,nan,473592.3,28.03,-1,0.3766804171822653,0.9745831713054784,0.0,0.5847499027832871,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,
295,242.176522,242.17625744727874,242.1761671368831,3835595.5,nan,504508.3,28.08,-1,0.3729119868258528,0.9750828256996283,0.0,0.585049695419777,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,
301,243.124176,243.12390773391792,243.12379721039952,9681014.0,nan,448750.5,74.6,-1,0.45459769742615425,0.9686708531062314,0.989197345597336,0.9768814501026732,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,
304,243.160532,243.16026359145772,243.16018271978382,13772935.0,nan,441814.5,107.16,-1,0.33258600564048574,0.9828498285569716,0.9957175755744407,0.9879969273639592,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,
306,244.127517,244.12724480234883,244.1271520454718,1401148.1,nan,540846.7,8.7,-1,0.37995313608715636,0.9741453776388973,0.989197345597336,0.9801661648222728,3.0,1.8181818181818181,0.45454545454545453,13C1 O5,de-protonated,1,301,C11 H20 O5 13C1,11,20,5,,,1,,
308,244.163879,244.16360665986514,244.1635375548561,2028108.6,nan,547922.3,13.69,-1,0.2830275549105255,0.985570247490399,0.9957175755744407,0.9896291787240157,2.0,2.0,0.3333333333333333,13C1 O4,de-protonated,1,304,C12 H24 O4 13C1,12,24,4,,,1,,
