Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
148,202.97037,202.97025994958875,202.9702912024164,1473341.4,nan,746497.9,10.01,-1,-0.15397735042242436,0.9957072688846295,0.0,0.5974243613307777,5.0,1.0,0.5,N4 S2 O2,de-protonated,0,,C4 H4 O2 S2 N4,4,4,2,2,4,,,,
215,238.963464,238.96315411994735,238.96308056511668,2068702.9,nan,499176.4,14.33,-1,0.3078083463339903,0.9829553979573874,0.0,0.5897732387744324,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,
216,239.020154,239.0198438052108,239.01972606267492,2945782.8,nan,457479.2,21.46,-1,0.49260593599175273,0.9569248200344235,0.0,0.5741548920206541,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,
234,242.103811,242.10348368509128,242.10339611811452,1193488.4,nan,368698.1,7.17,-1,0.36169247587410486,0.9765421358558201,0.0,0.585925281513492,4.0,1.5454545454545454,0.45454545454545453,N1 O5,de-protonated,0,,C11 H17 O5 N1,11,17,5,,1,,,,
246,245.067127,245.0667832330915,245.0666762561089,2093318.0,nan,455634.7,14.41,-1,0.4365219467685748,0.9660155930547889,0.0,0.5796093558328733,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,
279,252.979171,252.97878330630616,252.97873062959468,6040192.5,nan,437914.3,45.56,-1,0.20822585102413024,0.9921636127845131,0.0,0.5952981676707079,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,,
286,253.145036,253.14464738544217,253.14453265530582,11111114.0,nan,428484.5,85.88,-1,0.4532198864520595,0.4817074783821198,0.8676488643339466,0.6360840327628505,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,,
287,255.051548,255.05114880070028,255.05102619163094,4932116.5,nan,395075.5,36.74,-1,0.48072368563753676,0.9589350514388482,0.0,0.5753610308633089,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,,
290,255.124301,255.12390139678376,255.1237972103995,3435572.5,nan,448571.6,24.84,-1,0.4083757980103487,0.970192919481792,0.0,0.5821157516890751,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,,,,,,
292,257.045993,257.0455827277642,257.0455468880095,1234313.3,nan,469655.2,7.34,-1,0.1394295881181693,0.9964787410710789,0.0,0.5978872446426473,10.0,0.7142857142857143,0.35714285714285715,O5,de-protonated,0,,C14 H10 O5,14,10,5,,,,,,
293,257.049382,257.04897170894884,257.04891819137947,1452170.8,nan,422074.3,9.07,-1,0.2081999400987259,0.9921655552713848,0.0,0.5952993331628309,5.0,1.2727272727272727,0.45454545454545453,S1 O5,de-protonated,0,,C11 H14 O5 S1,11,14,5,1,,,,,
294,257.067207,257.06679660998645,257.0666762561089,5104018.5,nan,432919.6,38.1,-1,0.468181560135746,0.9610080835028187,0.0,0.5766048501016913,5.0,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,,C11 H14 O7,11,14,7,,,,,,
296,257.139958,257.139547206081,257.13944727487745,2384307.0,nan,476714.3,16.48,-1,0.3886265004493629,0.9729677948776267,0.0,0.583780676926576,3.0,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,,C13 H22 O5,13,22,5,,,,,,
300,259.061735,259.0613135365896,259.0611969524875,2150667.0,nan,454319.0,14.5,-1,0.45002533560981745,0.9639194976732319,0.0,0.5783516986039391,9.0,0.8571428571428571,0.35714285714285715,O5,de-protonated,0,,C14 H12 O5,14,12,5,,,,,,
310,261.041016,261.04058354784235,261.0404615075812,2524287.3,nan,464426.3,17.44,-1,0.46751473101824087,0.9611168900219574,0.0,0.5766701340131745,9.0,0.7692307692307693,0.46153846153846156,O6,de-protonated,0,,C13 H10 O6,13,10,6,,,,,,
312,261.077356,261.0769233460867,261.0768470169655,3924111.5,nan,443485.6,28.49,-1,0.29236265906353154,0.9846101586252226,0.0,0.5907660951751336,8.0,1.0,0.35714285714285715,O5,de-protonated,0,,C14 H14 O5,14,14,5,,,,,,
324,263.093065,263.0926211550953,263.09249708144347,7621654.0,nan,427987.8,57.65,-1,0.47159707401319917,0.9777499249054302,0.9803671215486944,0.9787968035627359,7.0,1.1428571428571428,0.35714285714285715,O5,de-protonated,0,,C14 H16 O5,14,16,5,,,,,,
327,264.096345,264.09589558499664,264.09585191651576,1365976.1,nan,473132.7,8.23,-1,0.16535087759904055,0.995051312604864,0.9803671215486944,0.9891776361823962,7.0,1.2307692307692308,0.38461538461538464,13C1 O5,de-protonated,1,324,C13 H16 O5 13C1,13,16,5,,,1,,,
329,264.996977,264.9965225847883,264.99648869432406,2088812.5,nan,686878.3,13.88,-1,0.12789023886547482,0.9970366404803596,0.0,0.5982219842882157,13.0,0.4,0.2,S1 O3,de-protonated,0,,C15 H6 O3 S1,15,6,3,1,,,,,
332,265.072335,265.07188016640913,265.0717616365372,7115662.5,nan,424111.1,53.22,-1,0.4471614449189639,0.9643690033076217,0.0,0.578621401984573,7.0,1.0769230769230769,0.46153846153846156,O6,de-protonated,0,,C13 H14 O6,13,14,6,,,,,,
337,265.145075,265.14461976256473,265.1445326553058,3560367.0,nan,424976.3,25.4,-1,0.32852745656285026,0.9806067078004521,0.0,0.5883640246802713,5.0,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,,C15 H22 O4,15,22,4,,,,,,
339,265.148487,265.1480317436217,265.1479039586758,14120881.0,nan,412397.8,108.04,-1,0.48193835966678783,0.4793658070783133,0.8843699161556753,0.6413674507092582,0.0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,,C12 H26 O4 S1,12,26,4,1,,,,,
344,266.994821,266.99435549298136,266.9943806940727,3516142.3,nan,391792.1,25.04,-1,-0.09438809630800979,0.9983847591079076,0.0,0.5990308554647445,12.0,0.5333333333333333,0.06666666666666667,S2 O1,de-protonated,0,,C15 H8 O1 S2,15,8,1,2,,,,,
353,267.124347,267.1238807738674,267.12379721039946,9741097.0,nan,388342.5,73.76,-1,0.31282674490297363,0.49120002421562353,0.8676488643339466,0.6417795602629528,5.0,1.4285714285714286,0.35714285714285715,O5,de-protonated,0,,C14 H20 O5,14,20,5,,,,,,
358,269.06723,269.06675298719784,269.0666762561089,9621139.0,nan,405633.6,72.82,-1,0.2851749982805393,0.9890185126647595,0.9956828478295844,0.9916842467306894,6.0,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,,C12 H14 O7,12,14,7,,,,,,
