Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
74,143.063218,143.0631855206191,143.0631255048667,1078114.1,nan,677370.4,7.16,-1,0.4195053910547656,0.9685722433426074,0.0,0.5811433460055644,2.0,1.8571428571428572,0.14285714285714285,P1 O1,de-protonated,0,,C7 H13 O1 P1,7,13,1,,,,,1,
241,209.009418,209.00923707470923,209.0091613786252,1198104.3,nan,493730.7,7.62,-1,0.36216634488947985,0.9764813582646057,0.0,0.5858888149587634,7.0,0.6666666666666666,0.6666666666666666,O6,de-protonated,0,,C9 H6 O6,9,6,6,,,,,,
246,210.04107,210.04088675244472,210.0407958602025,2185076.3,nan,516415.2,15.91,-1,0.43273613509443587,0.9665925924761772,0.0,0.5799555554857063,6.0,1.0,0.5555555555555556,N1 O5,de-protonated,0,,C9 H9 O5 N1,9,9,5,,1,,,,
248,210.07744,210.07725667057528,210.0771813695868,1467392.6,nan,462867.0,9.88,-1,0.35844439638563447,0.9769566875335608,0.0,0.5861740125201365,5.0,1.3,0.4,N1 O4,de-protonated,0,,C10 H13 O4 N1,10,13,4,,1,,,,
254,211.025001,211.02481553760092,211.0248114431032,1709507.9,nan,514471.5,11.84,-1,0.019402920839252345,0.9999316917406683,0.0,0.599959015044401,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,,
255,211.061447,211.06126145556038,211.0611969524875,2314192.3,nan,449483.0,16.9,-1,0.3056131293151073,0.983195600243208,0.0,0.5899173601459248,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,,
256,211.097861,211.09767537359193,211.0975824618718,2183644.8,nan,480202.4,15.81,-1,0.4401363532123772,0.9654603534179701,0.0,0.5792762120507821,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,,
257,211.134239,211.1340532917045,211.1339679712561,2165993.3,nan,487945.2,15.66,-1,0.40410574012102146,0.9708038557338324,0.0,0.5824823134402994,3.0,1.6666666666666667,0.25,O3,de-protonated,0,,C12 H20 O3,12,20,3,,,,,,
269,213.015585,213.01539505676573,213.01530938748922,4417909.0,nan,440417.0,34.48,-1,0.4021742697628509,0.9710782156249058,0.0,0.5826469293749434,6.0,0.8571428571428571,0.8571428571428571,N2 O6,de-protonated,0,,C7 H6 O6 N2,7,6,6,,2,,,,
270,213.040668,213.04047800030352,213.04046150758123,1178237.8,nan,424557.7,7.4,-1,0.07741591516801069,0.9989131284658943,0.0,0.5993478770795365,5.0,1.1111111111111112,0.6666666666666666,O6,de-protonated,0,,C9 H10 O6,9,10,6,,,,,,
271,213.077089,213.07689891831927,213.0768470169655,3882378.5,nan,413945.3,30.01,-1,0.24358044760755915,0.9892921309549028,0.0,0.5935752785729417,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,,
272,213.113497,213.1133068363643,213.11323252634983,1450391.1,nan,491780.7,9.67,-1,0.3486879420296181,0.9781804403793891,0.0,0.5869082642276334,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,,
276,214.051198,214.05100572558496,214.0509666210591,1276000.8,nan,532889.8,8.21,-1,0.18268791994338618,0.9939624721416576,0.0,0.5963774832849945,9.0,0.75,0.25,N1 O3,de-protonated,0,,C12 H9 O3 N1,12,9,3,,1,,,,
278,215.056389,215.05619446288455,215.05611157205922,1767877.3,nan,441822.6,12.25,-1,0.38543812923747983,0.973403603322679,0.0,0.5840421619936074,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,,,
279,215.092749,215.09255438103764,215.0924970814435,2868050.3,nan,424213.2,21.4,-1,0.26639513197478865,0.9872057967432174,0.0,0.5923234780459304,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,
280,215.129115,215.12892029917722,215.12888259082783,2034527.1,nan,528035.9,14.47,-1,0.17528259776996805,0.9944406830573941,0.0,0.5966644098344365,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,,
281,216.124408,216.12421105875737,216.12413156302082,2365891.8,nan,475809.7,17.22,-1,0.3678244348187774,0.9757498111945067,0.0,0.585449886716704,2.0,1.9,0.4,N1 O4,de-protonated,0,,C10 H19 O4 N1,10,19,4,,1,,,,
285,217.07204,217.07184092562318,217.07176163653722,2483994.0,nan,496272.5,18.2,-1,0.36526669964912406,0.9760818430313958,0.0,0.5856491058188374,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,,
286,217.108386,217.10818684380777,217.10814714592152,3180839.3,nan,429523.4,23.99,-1,0.1828484410787759,0.993951889738304,0.0,0.5963711338429823,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,,
293,221.045838,221.0456299805428,221.0455468880095,1329619.5,nan,561963.0,8.54,-1,0.37590684118080026,0.9746861282213298,0.0,0.5848116769327979,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,,
294,221.058658,221.0584499516848,221.05843404763152,1221336.3,nan,443918.5,7.64,-1,0.07194501914982736,0.9990612469395078,0.0,0.5994367481637046,2.0,1.875,0.625,P1 O5,de-protonated,0,,C8 H15 O5 P1,8,15,5,,,,,1,
295,221.082215,221.0820068986576,221.0819323973938,18818786.0,nan,423265.0,153.06,-1,0.3369848588452342,0.9831354730261089,0.9931703958532527,0.9871494421569664,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,,
