Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
92,157.098131,157.0982413323984,157.0982511671144,1130582.0,nan,427669.2,7.68,-1,-0.06260232639882721,0.9992891460718242,0.0,0.5995734876430945,2.0,2.0,0.2857142857142857,N2 O2,de-protonated,0,,C7 H14 O2 N2,7,14,2,,2,,,,
163,202.970416,202.97028286388326,202.9702912024164,5739522.0,nan,566522.3,46.42,-1,-0.041082530354076954,0.9996938024584602,0.0,0.599816281475076,5.0,1.0,0.5,N4 S2 O2,de-protonated,0,,C4 H4 O2 S2 N4,4,4,2,2,4,,,,
239,238.963447,238.96312282980216,238.96308056511668,3512064.3,nan,425947.5,26.25,-1,0.17686700964812774,0.9943400116764598,0.0,0.5966040070058759,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,
272,245.049387,245.04903052849485,245.0489181913795,2619184.8,nan,495879.5,18.8,-1,0.45842730579301283,0.9625854316736636,0.0,0.5775512590041981,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,,,
273,245.067122,245.06676543436583,245.0666762561089,1750584.6,nan,505820.2,11.74,-1,0.3638938524434003,0.9762591496198705,0.0,0.5857554897719223,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,
278,247.082796,247.08242873611619,247.0823263205869,1917093.5,nan,505952.2,12.99,-1,0.41449961561003634,0.9693062337303507,0.0,0.5815837402382105,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,,
282,247.119201,247.11883354289557,247.1187118299712,1375797.5,nan,414816.5,8.63,-1,0.49252815971382474,0.9569381238792996,0.0,0.5741628743275797,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,,
285,249.040963,249.0405853430867,249.04046150758123,2597887.0,nan,392769.9,18.48,-1,0.4972505460069447,0.9561268767953768,0.0,0.5736761260772261,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,,
291,249.150119,249.14974076373795,249.1496180357341,2244142.8,nan,451511.2,15.62,-1,0.49258756570655704,0.9569279624947091,0.0,0.5741567774968255,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,,
298,251.093,251.09261145183933,251.0924970814435,3415430.5,nan,421729.8,24.88,-1,0.45549109258228004,0.9630542384245198,0.0,0.5778325430547119,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,,
300,251.114091,251.11370233989825,251.11362644954292,1337743.9,nan,431561.0,8.25,-1,0.30221520196369983,0.9835641279653271,0.0,0.5901384767791963,1.0,2.0,0.7,O7,de-protonated,0,,C10 H20 O7,10,20,7,,,,,,
303,252.979159,252.97876044099445,252.97873062959468,8811722.0,nan,436158.9,68.08,-1,0.11784152642360177,0.4987417309387302,0.8676488643339467,0.6463045842968168,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,,
304,253.035896,253.03549713986112,253.03537612715292,1788386.8,nan,462926.5,11.85,-1,0.47824422836935904,0.959348858039777,0.0,0.5756093148238661,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,,
309,253.145051,253.1446515605177,253.14453265530582,12043539.0,nan,432993.5,93.95,-1,0.4697127393204469,0.48037885043560125,0.8676488643339467,0.6352868559949394,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,,
311,254.976048,254.97563884244676,254.9757532494178,1267009.5,nan,434605.6,7.67,-1,-0.4486974529639745,0.964128247952201,0.0,0.5784769487713206,12.0,0.3076923076923077,0.3076923076923077,S1 O4,de-protonated,0,,C13 H4 O4 S1,13,4,4,1,,,,,
312,255.051554,255.05114444169644,255.05102619163094,3147875.3,nan,428096.4,22.72,-1,0.4636329728344569,0.9617474399988796,0.0,0.5770484639993277,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,,
320,257.139963,257.1395423574036,257.13944727487745,3038727.8,nan,489341.7,21.84,-1,0.3697702829347574,0.9754957358686772,0.0,0.5852974415212063,3.0,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,,C13 H22 O5,13,22,5,,,,,,
322,259.061716,259.06128515764243,259.0611969524875,1321829.1,nan,463369.3,8.03,-1,0.3404799946501625,0.9791849528378296,0.0,0.5875109717026977,9.0,0.8571428571428571,0.35714285714285715,O5,de-protonated,0,,C14 H12 O5,14,12,5,,,,,,
330,259.155557,259.1551256595786,259.15509733935545,1227919.3,nan,513286.6,7.28,-1,0.10927905109256532,0.9978355018474908,0.0,0.5987013011084945,2.0,1.8461538461538463,0.38461538461538464,O5,de-protonated,0,,C13 H24 O5,13,24,5,,,,,,
334,261.077343,261.0769014596423,261.0768470169655,2627823.3,nan,441253.0,18.4,-1,0.20853123293324338,0.9921407010269361,0.0,0.5952844206161616,8.0,1.0,0.35714285714285715,O5,de-protonated,0,,C14 H14 O5,14,14,5,,,,,,
