Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
136,202.97038,202.97024106659848,202.9702912024164,2399947.5,nan,527857.9,17.86,-1,-0.24701062225521492,0.9889901024372039,0.0,0.5933940614623223,5.0,1.0,0.5,N4 S2 O2,de-protonated,0,,C4 H4 O2 S2 N4,4,4,2,2,4,,,,
138,203.011591,203.01145183369002,203.0114838541975,1199704.4,nan,392227.4,7.7,-1,-0.15772756733780396,0.9954960953491899,0.0,0.5972976572095139,4.0,1.2857142857142858,0.7142857142857143,P1 O5,de-protonated,0,,C7 H9 O5 P1,7,9,5,,,,,1,
210,235.134342,235.1340212884568,235.1339679712561,1298179.3,nan,396394.9,8.09,-1,0.22675243885589574,0.9907138976810619,0.0,0.5944283386086371,5.0,1.4285714285714286,0.21428571428571427,O3,de-protonated,0,,C14 H20 O3,14,20,3,,,,,,
212,236.033266,236.0329402080897,236.0329475749182,1279094.8,nan,357264.6,7.93,-1,-0.031211017673690958,0.9998232614423835,0.0,0.5998939568654301,3.0,1.7142857142857142,0.8571428571428571,N1 P1 O6,de-protonated,0,,C7 H12 O6 N1 P1,7,12,6,,1,,,1,
215,237.004525,237.00419371891348,237.0040759981969,1308554.1,nan,481118.8,8.17,-1,0.4967033418826333,0.956221240804466,0.0,0.5737327444826796,8.0,0.6,0.7,O7,de-protonated,0,,C10 H6 O7,10,6,7,,,,,,
216,237.011333,237.01100168043732,237.01108993100442,1186893.0,nan,309135.4,7.18,-1,-0.37234783878097205,0.9751572153811074,0.0,0.5850943292286644,12.0,0.5,0.14285714285714285,P1 O2,de-protonated,0,,C14 H7 O2 P1,14,7,2,,,,,1,
221,238.963459,238.96311664778418,238.96308056511668,2039101.5,nan,531050.5,14.09,-1,0.15099682932936398,0.9958715079983478,0.0,0.5975229047990086,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,
255,245.103559,245.10318194633888,245.1030617654932,4184436.3,nan,478251.6,31.05,-1,0.49032780253425773,0.9573137069076681,0.0,0.5743882241446009,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,,
258,247.025317,247.0249290853138,247.02481144310323,2299059.8,nan,489934.1,15.95,-1,0.47623641480136625,0.9596825120986682,0.0,0.5758095072592009,9.0,0.6666666666666666,0.5,O6,de-protonated,0,,C12 H8 O6,12,8,6,,,,,,
261,247.082804,247.08241576041976,247.0823263205869,1766860.6,nan,519298.8,11.69,-1,0.3619839354536992,0.9765047627444042,0.0,0.5859028576466425,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,,
265,247.119143,247.11875455504594,247.1187118299712,1416156.4,nan,450211.3,8.88,-1,0.1728929161965443,0.9945908255960729,0.0,0.5967544953576437,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,,
267,249.040967,249.04056769364783,249.04046150758123,3626017.5,nan,469071.7,26.57,-1,0.42638078150003333,0.9675506783289595,0.0,0.5805304069973757,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,,
