Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
190,220.03686,220.03645656001035,220.0363791850168,1158756.5,nan,348689.7,7.14,-1,0.3516463678608322,0.977812771171219,0.0,0.5866876627027314,8.0,0.7777777777777778,0.4444444444444444,N3 O4,de-protonated,0,,C9 H7 O4 N3,9,7,4,,3,,,
191,220.147499,220.14709498612382,220.1471894834994,1544205.1,nan,460954.3,10.34,-1,-0.42924634108064114,0.9671203252310543,0.0,0.5802721951386326,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1
208,225.150143,225.1497130373157,225.1496180357341,1288925.1,nan,432322.2,8.16,-1,0.42194866874582104,0.9682109931521383,0.0,0.5809265958912829,3.0,1.6923076923076923,0.23076923076923078,O3,de-protonated,0,,C13 H22 O3,13,22,3,,,,,
209,226.036251,226.0358164410569,226.03571047977422,1337519.9,nan,482269.2,8.55,-1,0.46878116055255464,0.9609101248122073,0.0,0.5765460748873243,6.0,1.0,0.6666666666666666,N1 O6,de-protonated,0,,C9 H9 O6 N1,9,9,6,,1,,,
213,227.129436,227.12899577068586,227.12888259082783,1982292.8,nan,524538.8,13.86,-1,0.4983067619676384,0.9559444675214038,0.0,0.5735666805128423,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
229,233.046117,233.04564608075074,233.0455468880095,1389677.5,nan,574213.8,8.9,-1,0.4256367158955329,0.9676619827132722,0.0,0.5805971896279633,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,
231,233.082491,233.0820198920781,233.0819323973938,1293180.0,nan,562714.7,8.11,-1,0.37538166684223423,0.9747559103803995,0.0,0.5848535462282397,7.0,1.0769230769230769,0.3076923076923077,O4,de-protonated,0,,C13 H14 O4,13,14,4,,,,,
233,233.155266,233.15479451459282,233.15470341616242,3704985.3,nan,449957.2,27.84,-1,0.3907209636692478,0.9726796626445003,0.0,0.5836077975867002,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
237,235.06179,235.06130862541713,235.0611969524875,2582937.3,nan,493773.6,18.53,-1,0.4750802389667549,0.9598740583840332,0.0,0.5759244350304199,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,
240,236.05703,236.05654346308862,236.0564459246805,1450029.3,nan,567156.5,9.32,-1,0.4131995113749952,0.9694955151149288,0.0,0.5816973090689572,7.0,1.0,0.45454545454545453,N1 O5,de-protonated,0,,C11 H11 O5 N1,11,11,5,,1,,,
242,237.041054,237.0405623589377,237.04046150758123,3327166.8,nan,473567.5,24.57,-1,0.4254605135216113,0.9676883141373721,0.0,0.5806129884824233,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,
244,237.077435,237.0769431702288,237.0768470169655,4845261.5,nan,471153.8,36.91,-1,0.4055784632517634,0.9705938287417734,0.0,0.582356297245064,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,
246,237.113813,237.1133209815354,237.11323252634983,2340572.5,nan,496458.7,16.56,-1,0.37305039714376836,0.9750645583028609,0.0,0.5850387349817165,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,
249,239.020279,239.01977709266055,239.01972606267492,1968620.1,nan,566118.2,13.53,-1,0.213496963066374,0.9917635032657709,0.0,0.5950581019594625,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
251,239.056713,239.0562109036767,239.05611157205922,5296635.0,nan,489996.1,40.57,-1,0.4155159089558536,0.9691578839541137,0.0,0.5814947303724682,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
252,239.067924,239.06742184552508,239.0673449613515,1626623.9,nan,430730.4,10.75,-1,0.32160048288053517,0.9814083277331501,0.0,0.5888449966398901,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,,
254,239.093086,239.09258371500928,239.0924970814435,7990794.0,nan,472654.8,62.46,-1,0.36234330580677643,0.9764586421386023,0.0,0.5858751852831614,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
256,239.129489,239.12898652618625,239.12888259082783,12579353.0,nan,464064.0,99.74,-1,0.43464159284565185,0.48315138243077804,0.8759295984134849,0.6402626688238608,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,
272,242.176788,242.17626971978927,242.1761671368831,5435148.5,nan,446466.9,41.4,-1,0.42358795001606264,0.9679675177321012,0.0,0.5807805106392607,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,
274,243.051661,243.05113818180664,243.0510261916309,2880635.5,nan,476134.9,20.78,-1,0.4607681665850834,0.962209687893783,0.0,0.5773258127362698,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,
276,243.088044,243.08752099308734,243.0874117010152,7199883.0,nan,456847.2,55.63,-1,0.44959988409135815,0.9639864431708048,0.0,0.5783918659024829,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,,,,,
277,243.124428,243.12390480436284,243.12379721039952,4865178.0,nan,456345.3,36.79,-1,0.4425480539362384,0.9650875041731853,0.0,0.5790525025039112,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,
279,243.160785,243.1602616157784,243.16018271978382,3377321.3,nan,486099.8,24.79,-1,0.32446099401761663,0.9810792880773441,0.0,0.5886475728464065,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,
284,245.049544,245.0490108187501,245.0489181913795,5315526.0,nan,442248.9,40.42,-1,0.3779954275632773,0.9744076930671892,0.0,0.5846446158403135,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,,
285,245.067295,245.06676172667534,245.0666762561089,3782093.5,nan,455848.7,28.05,-1,0.34876453925973877,0.9781709584135445,0.0,0.5869025750481267,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,
286,245.10368,245.10314653794566,245.1030617654932,6705117.0,nan,455288.9,51.26,-1,0.34586451855267053,0.9785285621204894,0.0,0.5871171372722936,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,
287,245.140087,245.13955334910187,245.1394472748775,2341356.3,nan,513601.3,16.3,-1,0.432709731304205,0.9665966002607843,0.0,0.5799579601564706,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,
289,246.110127,246.10958831748624,246.1095441269785,1190407.9,nan,377663.7,7.08,-1,0.17955625367308078,0.9941670908778559,0.0,0.5965002545267135,3.0,1.8888888888888888,0.5555555555555556,N3 O5,de-protonated,0,,C9 H17 O5 N3,9,17,5,,3,,,
291,247.061793,247.06124938117688,247.0611969524875,1671453.0,nan,581778.7,10.93,-1,0.21220932311052595,0.9918621512139038,0.0,0.5951172907283422,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,
293,247.082926,247.0823822715596,247.0823263205869,2220838.0,nan,478465.8,15.33,-1,0.22644668085837671,0.9907388077211464,0.0,0.5944432846326878,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,
297,247.119365,247.11882108254983,247.1187118299712,2251573.5,nan,459778.1,15.58,-1,0.44210564961179283,0.9651560417277882,0.0,0.5790936250366729,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,
301,249.004737,249.00418330308997,249.0040759981969,1834844.0,nan,406026.5,12.23,-1,0.43093629149480334,0.966865265618428,0.0,0.5801191593710567,9.0,0.5454545454545454,0.6363636363636364,O7,de-protonated,0,,C11 H6 O7,11,6,7,,,,,
302,249.041107,249.0405531144381,249.04046150758123,3648619.5,nan,436227.5,26.76,-1,0.3678392511617697,0.9757478813948859,0.0,0.5854487288369316,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,
304,249.077479,249.07692492577587,249.0768470169655,4291195.0,nan,465272.4,31.91,-1,0.3127902544996174,0.9824041178305644,0.0,0.5894424706983385,7.0,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,,C13 H14 O5,13,14,5,,,,,
307,249.113839,249.11328473717586,249.11323252634983,2981002.8,nan,462602.2,21.41,-1,0.20958672286306174,0.9920612567496131,0.0,0.5952367540497678,6.0,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,,C14 H18 O4,14,18,4,,,,,
308,249.150274,249.14971954818682,249.1496180357341,1891482.5,nan,436162.5,12.69,-1,0.40743571479673996,0.9703279395350627,0.0,0.5821967637210376,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,
310,250.0727,250.0721407635459,250.0720959891585,2012711.0,nan,487938.6,13.65,-1,0.17904591559279923,0.9942001043581272,0.0,0.5965200626148763,7.0,1.0833333333333333,0.4166666666666667,N1 O5,de-protonated,0,,C12 H13 O5 N1,12,13,5,,1,,,
314,251.056788,251.05622365906302,251.05611157205922,5713359.0,nan,451924.2,42.97,-1,0.44646196062515087,0.9644783874087967,0.0,0.578687032445278,7.0,1.0,0.5,O6,de-protonated,0,,C12 H12 O6,12,12,6,,,,,
317,251.093163,251.0925984703852,251.0924970814435,5778911.0,nan,443819.1,43.49,-1,0.40379120401315577,0.9708486190040765,0.0,0.5825091714024458,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,
320,251.129559,251.12899428159847,251.12888259082783,4130286.8,nan,439841.3,30.39,-1,0.4447547788421162,0.9647446863135786,0.0,0.5788468117881471,5.0,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,,C14 H20 O4,14,20,4,,,,,
322,252.052013,252.05144349681228,252.05136054425222,2125181.5,nan,437995.4,14.44,-1,0.32910974923727015,0.9805385742059028,0.0,0.5883231445235417,7.0,1.0,0.5454545454545454,N1 O6,de-protonated,0,,C11 H11 O6 N1,11,11,6,,1,,,
324,252.979281,252.9787066870558,252.97873062959468,2420495.3,nan,461376.0,16.78,-1,-0.09464249752851148,0.998376047442934,0.0,0.5990256284657604,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,
325,253.036043,253.03546839263026,253.03537612715292,3422504.0,nan,439875.8,24.75,-1,0.36463469559532885,0.9761635468389656,0.0,0.5856981281033793,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,
328,253.108791,253.10821601528502,253.10814714592152,5965127.5,nan,442707.4,44.97,-1,0.2720946136237759,0.9866561882928427,0.0,0.5919937129757056,5.0,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,,C13 H18 O5,13,18,5,,,,,
329,253.145172,253.1445968265761,253.14453265530582,12144983.0,nan,418910.2,94.1,-1,0.2534965681797104,0.4942038645267431,0.8676488643339467,0.6435818644496245,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,
330,254.067596,254.06701604194555,254.06701060873021,1812712.3,nan,453964.3,11.95,-1,0.02138496974635794,0.9999170238863406,0.0,0.5999502143318044,6.0,1.1818181818181819,0.5454545454545454,N1 O6,de-protonated,0,,C11 H13 O6 N1,11,13,6,,1,,,
332,255.0517,255.05111493737968,255.05102619163094,5164181.0,nan,432457.3,38.59,-1,0.34795291775916926,0.9782713277629299,0.0,0.586962796657758,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,
334,255.0881,255.08751474857218,255.0874117010152,9610405.0,nan,428784.3,73.94,-1,0.40396958938487754,0.9836211584126945,0.9984968120838911,0.9895714198811731,5.0,1.3333333333333333,0.5,O6,de-protonated,0,,C12 H16 O6,12,16,6,,,,,
335,255.124439,255.1238535600811,255.1237972103995,5773493.0,nan,416927.8,43.44,-1,0.22087191485196403,0.9911871966254462,0.0,0.5947123179752677,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,,,,,
336,255.233623,255.23303699374165,255.23295373855242,2740452.5,nan,401314.8,19.32,-1,0.3261929465023395,0.9808787025601347,0.0,0.5885272215360807,1.0,2.0,0.125,O2,de-protonated,0,,C16 H32 O2,16,32,2,,,,,
337,256.083323,256.0827325863319,256.0826606732082,1774423.5,nan,450331.2,11.64,-1,0.28081996454403446,0.985792870793584,0.0,0.5914757224761504,5.0,1.3636363636363635,0.5454545454545454,N1 O6,de-protonated,0,,C11 H15 O6 N1,11,15,6,,1,,,
