Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
108,163.09759,163.0975318801675,163.0975824618718,1701285.0,nan,591347.1,12.68,-1,-0.31013153927303966,0.9826993846237716,0.0,0.5896196307742629,0.0,2.2857142857142856,0.5714285714285714,O4,de-protonated,0,,C7 H16 O4,7,16,4,,,,,,,
178,211.09791,211.0976786616766,211.0975824618718,2059723.3,nan,471090.1,14.62,-1,0.4557124893584235,0.9630189864589365,0.0,0.5778113918753619,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,,,
185,213.077175,213.0769365191139,213.0768470169655,3925929.0,nan,482554.4,30.06,-1,0.42004633375909417,0.9684924316208845,0.0,0.5810954589725307,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,,,
195,215.092823,215.09257724525602,215.0924970814435,7322274.5,nan,478582.6,57.79,-1,0.37269460169213153,0.9751115032003579,0.0,0.5850669019202147,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,,
196,215.129236,215.12899011385264,215.12888259082783,6138544.5,nan,500297.7,48.06,-1,0.4998074805864389,0.9556846867520125,0.0,0.5734108120512075,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,,,
201,217.07209,217.0718371026861,217.07176163653722,4339612.0,nan,474057.1,33.26,-1,0.3476553021101287,0.978308076445875,0.0,0.586984845867525,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,,,
204,219.030171,219.02991103656993,219.02989682353152,1897114.1,nan,545772.7,13.16,-1,0.06489086018897297,0.9992362433754834,0.0,0.5995417460252901,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,,,
205,219.066597,219.06633690511964,219.06628233291582,1914792.5,nan,492496.5,13.22,-1,0.24911274907934636,0.9888029681865199,0.0,0.593281780911912,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,,,,
207,221.009515,221.00924789372212,221.0091613786252,2305709.3,nan,547183.1,16.4,-1,0.3914547992979993,0.9725783638688712,0.0,0.5835470183213227,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,,,,
208,221.045863,221.0455957625533,221.0455468880095,2515899.8,nan,495383.3,18.12,-1,0.22110621302849495,0.9911685725330199,0.0,0.594701143519812,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,,,
210,221.082253,221.08198563123293,221.0819323973938,2753482.3,nan,466066.8,20.06,-1,0.240787831614194,0.9895349700438246,0.0,0.5937209820262948,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,,,
211,223.025164,223.02488961986066,223.02481144310323,2373083.0,nan,410060.1,16.95,-1,0.3505294183228658,0.9779519329072689,0.0,0.5867711597443613,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,,,
213,223.061576,223.06130148846088,223.0611969524875,2271466.0,nan,499216.4,16.12,-1,0.46864257345607446,0.9609327764942786,0.0,0.5765596658965672,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,,,
215,223.097896,223.09762135739308,223.0975824618718,1279736.8,nan,569891.3,8.01,-1,0.17434308719140892,0.9944999552043519,0.0,0.5966999731226111,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,,,
216,224.056741,224.0564628972144,224.0564459246805,2200448.3,nan,538859.0,15.42,-1,0.07575115203296649,0.9989593462844117,0.0,0.599375607770647,6.0,1.1,0.5,N1 O5,de-protonated,0,,C10 H11 O5 N1,10,11,5,,1,,,,,
217,225.004422,225.0041404773232,225.0040759981969,1906182.0,nan,543230.2,13.03,-1,0.28656870335534085,0.9852096080647891,0.0,0.5911257648388735,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,,,,
218,225.040786,225.04050434609664,225.04046150758123,3654165.0,nan,455724.5,27.21,-1,0.19035916974810446,0.9934464826625076,0.0,0.5960678895975046,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,,,
220,225.07718,225.0768982147618,225.0768470169655,4162596.0,nan,522369.0,31.34,-1,0.2274680713469866,0.9906554663113328,0.0,0.5943932797867997,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,,,
221,225.113576,225.11329408341976,225.11323252634983,1908275.1,nan,473719.3,13.05,-1,0.2734493625092234,0.9865238824208618,0.0,0.591914329452517,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,,,
223,227.056444,227.0561550722027,227.05611157205922,4984666.5,nan,463883.1,38.0,-1,0.19158323101487518,0.9933622111258251,0.0,0.596017326675495,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,,,
225,227.092879,227.09258994071993,227.0924970814435,7309674.0,nan,491078.6,56.86,-1,0.40890508329747727,0.9701167719121752,0.0,0.582070063147305,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,,,
226,227.129231,227.12894180953666,227.12888259082783,1922425.0,nan,478068.2,13.16,-1,0.2607273375002005,0.9877411061418737,0.0,0.5926446636851243,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
228,229.035732,229.03543592955697,229.03537612715292,1382043.6,nan,615552.6,8.7,-1,0.26110553340715625,0.9877057359482778,0.0,0.5926234415689666,5.0,1.1111111111111112,0.7777777777777778,O7,de-protonated,0,,C9 H10 O7,9,10,7,,,,,,,
230,229.072166,229.0718697980778,229.07176163653722,6730923.0,nan,475517.3,51.78,-1,0.4721731732553623,0.9603537891973225,0.0,0.5762122735183934,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,,,
231,229.108527,229.10823066686206,229.10814714592152,8942778.0,nan,446293.1,69.6,-1,0.3645481034858767,0.9712225281398392,0.9677529525012346,0.9698346978843974,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,,,
232,229.144861,229.14456453574374,229.14453265530582,9504970.0,nan,448225.4,74.12,-1,0.1391280758341269,0.9968649999887009,0.999924568332417,0.9980888273261873,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,,,
233,230.111902,230.1116020459882,230.11150198099378,1447012.9,nan,501657.5,9.22,-1,0.4348543795765999,0.9662703255314047,0.9677529525012346,0.9668633763193366,3.0,1.8,0.5,13C1 O5,de-protonated,1,231,C10 H18 O5 13C1,10,18,5,,,1,,,,
234,230.148216,230.14791591494208,230.1478874903781,1241844.4,nan,525544.9,7.57,-1,0.12350564793247998,0.9972360728398103,0.999924568332417,0.998311471036853,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,232,C11 H22 O4 13C1,11,22,4,,,1,,,,
235,231.051347,231.0510436558182,231.0510261916309,1995766.4,nan,474578.4,13.64,-1,0.07558584604619424,0.9989638808566612,0.0,0.5993783285139967,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,,,
238,231.087785,231.08748152432457,231.0874117010152,8326150.0,nan,473084.7,64.62,-1,0.3021510728176577,0.9835710449006484,0.0,0.590142626940389,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,,,,
239,231.124175,231.1238713930042,231.12379721039952,3781653.5,nan,469012.6,28.02,-1,0.32096480581967307,0.9814810677608587,0.0,0.5888886406565152,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,,,,
242,233.009514,233.00920358939172,233.00916137862518,1847874.3,nan,448999.4,12.44,-1,0.18115496527031286,0.9940630700596996,0.0,0.5964378420358197,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,,,,
243,233.045966,233.04565545784757,233.0455468880095,2109010.0,nan,492687.3,14.55,-1,0.46587390109728394,0.9613840162041166,0.0,0.5768304097224699,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,,,
244,233.103432,233.10312125047034,233.1030617654932,1650027.0,nan,514993.4,10.85,-1,0.25518745518999253,0.9882534813321623,0.0,0.5929520887992974,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
245,233.15507,233.15475906412456,233.15470341616242,1918337.4,nan,487397.2,13.01,-1,0.2386739848133157,0.9897169621052666,0.0,0.5938301772631599,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,,
247,234.041156,234.0408418665109,234.0407958602025,1325570.5,nan,514060.7,8.17,-1,0.19657388459056763,0.9930131109113117,0.0,0.595807866546787,8.0,0.8181818181818182,0.45454545454545453,N1 O5,de-protonated,0,,C11 H9 O5 N1,11,9,5,,1,,,,,
248,235.025182,235.02486431546168,235.02481144310323,3107504.3,nan,465823.9,22.41,-1,0.22496500742903375,0.9908590520629235,0.0,0.5945154312377541,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,,,
249,235.061547,235.0612291842315,235.0611969524875,3029184.3,nan,510944.6,21.78,-1,0.1371206495107955,0.9965942015745654,0.0,0.5979565209447392,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,,,
251,235.097973,235.0976550527812,235.0975824618718,1549520.3,nan,566175.2,9.96,-1,0.3087692719886865,0.9828497303582401,0.0,0.589709838214944,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,,,
253,236.056844,236.0565225925087,236.0564459246805,1458549.3,nan,546617.9,9.23,-1,0.3247859973073458,0.9810417261970451,0.0,0.588625035718227,7.0,1.0,0.45454545454545453,N1 O5,de-protonated,0,,C11 H11 O5 N1,11,11,5,,1,,,,,
255,237.004455,237.0041301728701,237.0040759981969,2067991.3,nan,495681.7,14.09,-1,0.2285811878192541,0.9905642213626078,0.0,0.5943385328175647,8.0,0.6,0.7,O7,de-protonated,0,,C10 H6 O7,10,6,7,,,,,,,
256,237.040819,237.0404940416435,237.04046150758123,5536295.5,nan,464966.5,41.82,-1,0.1372510924007543,0.9965877296929183,0.0,0.5979526378157509,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,,
258,237.077208,237.07688291032676,237.0768470169655,5143095.5,nan,443659.4,38.67,-1,0.15139969047611535,0.9958494947309564,0.0,0.5975096968385738,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,,,
260,237.113592,237.113266779028,237.11323252634983,2253383.5,nan,515450.1,15.58,-1,0.1444570503785165,0.9962207174864219,0.0,0.5977324304918531,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,,,
