Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
99,161.081884,161.08185831289575,161.0819323973938,1068737.8,nan,447869.3,7.04,-1,-0.4599181110152485,0.9623463390712189,0.0,0.5774078034427313,1.0,2.0,0.5714285714285714,O4,de-protonated,0,,C7 H14 O4,7,14,4,,,,,
177,211.097925,211.09768491017093,211.0975824618718,3292264.0,nan,527255.0,24.94,-1,0.48531251718853885,0.9581640345571455,0.0,0.5748984207342873,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
195,215.103916,215.10365873777246,215.10373047073583,1177488.1,nan,525775.6,7.29,-1,-0.33348079647928774,0.9800234225053498,0.0,0.5880140535032099,3.0,1.7777777777777777,0.4444444444444444,N2 O4,de-protonated,0,,C9 H16 O4 N2,9,16,4,,2,,,
199,217.072128,217.07186230067893,217.07176163653722,2494444.8,nan,548897.7,18.17,-1,0.4637366968100166,0.961730654157331,0.0,0.5770383924943986,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
203,218.07858,218.07830998634202,218.07824399802251,1456232.5,nan,622517.4,9.59,-1,0.30259010846652046,0.9835236623503987,0.0,0.5901141974102392,3.0,1.8571428571428572,0.7142857142857143,N3 O5,de-protonated,0,,C7 H13 O5 N3,7,13,5,,3,,,
205,218.987368,218.98709409065938,218.9869866387101,1219010.4,nan,466568.8,7.63,-1,0.4906773271114945,0.9572541484294028,0.0,0.5743524890576417,9.0,0.4444444444444444,0.3333333333333333,N2 S1 O3,de-protonated,0,,C9 H4 O3 S1 N2,9,4,3,1,2,,,
206,219.03028,219.03000590670942,219.02989682353152,2159314.8,nan,546775.7,15.4,-1,0.49802871427958073,0.955992520718798,0.0,0.5735955124312788,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
208,220.061909,220.0616304844468,220.06153130510882,1329758.9,nan,584390.9,8.48,-1,0.450689120408509,0.9638149328826966,0.0,0.5782889597296179,7.0,1.0,0.36363636363636365,N1 O4,de-protonated,0,,C11 H11 O4 N1,11,11,4,,1,,,
209,221.009548,221.00926542222234,221.0091613786252,1267917.9,nan,587134.3,7.97,-1,0.4707659921621847,0.9605850334940697,0.0,0.5763510200964418,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,,
210,221.045926,221.04564326628153,221.0455468880095,2342620.0,nan,554505.3,16.79,-1,0.4360109189078873,0.96609375257884,0.0,0.5796562515473039,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
216,223.061565,223.06127362588367,223.0611969524875,3123698.3,nan,523597.8,23.2,-1,0.3437325595531188,0.978789633656593,0.0,0.5872737801939558,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,
217,223.097929,223.09763747000287,223.0975824618718,1871104.6,nan,514702.7,12.92,-1,0.24656533902966918,0.9890295431511811,0.0,0.5934177258907086,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
226,227.020128,227.01981965679383,227.0197260626749,1475366.8,nan,534644.1,9.59,-1,0.412273067896293,0.9696300550906838,0.0,0.5817780330544102,6.0,0.8888888888888888,0.7777777777777778,O7,de-protonated,0,,C9 H8 O7,9,8,7,,,,,
227,227.056511,227.05620250083157,227.05611157205922,5236277.5,nan,500960.5,40.26,-1,0.4004682883101334,0.9713195162690497,0.0,0.5827917097614298,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,
230,227.129287,227.1289781888642,227.12888259082783,2414675.3,nan,477223.4,17.25,-1,0.42089775325263695,0.9683666165810986,0.0,0.5810199699486591,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
233,228.16094,228.16062676649872,228.1605170724051,2726393.0,nan,505123.2,19.79,-1,0.4807759687395508,0.9589263045920413,0.0,0.5753557827552248,2.0,1.9166666666666667,0.25,N1 O3,de-protonated,0,,C12 H23 O3 N1,12,23,3,,1,,,
237,229.108558,229.10824070436428,229.10814714592152,3220351.3,nan,507004.8,23.65,-1,0.40835930071493415,0.9701952914367119,0.0,0.5821171748620271,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,
