Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O
170,198.962529,198.96233373020766,198.9624256605121,1211746.3,nan,493534.5,7.85,-1,-0.462048570952894,0.9620034162123693,0.0,0.5772020497274215,6.0,0.7142857142857143,0.42857142857142855,S1 P1 O3,de-protonated,0,,C7 H5 O3 S1 P1,7,5,3,1,,,1,
200,210.041118,210.0408800764762,210.0407958602025,2020083.3,nan,570570.0,14.54,-1,0.400951983451149,0.9712511986506716,0.0,0.5827507191904029,6.0,1.0,0.5555555555555556,N1 O5,de-protonated,0,,C9 H9 O5 N1,9,9,5,,1,,,
206,211.025158,211.02491628781885,211.0248114431032,2310986.8,nan,537195.5,16.88,-1,0.496835964139274,0.956198379106138,0.0,0.5737190274636828,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,
208,211.097928,211.0976860076467,211.0975824618718,1699428.1,nan,666920.2,11.77,-1,0.49051141980722235,0.9572824236215468,0.0,0.5743694541729281,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
221,213.113532,213.11328224735954,213.11323252634983,1524015.1,nan,622369.2,10.29,-1,0.23330794204064723,0.990171891641946,0.0,0.5941031349851675,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,
226,215.092836,215.09257862683123,215.0924970814435,6420219.5,nan,500199.3,50.92,-1,0.37911776949868986,0.9742574663908982,0.0,0.5845544798345389,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
227,215.129203,215.12894548681444,215.12888259082783,1226568.8,nan,373266.9,7.75,-1,0.29236421376235056,0.9846099962134798,0.0,0.5907659977280878,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,
228,217.050936,217.05067108794054,217.05063226843782,1359693.6,nan,517599.7,8.85,-1,0.1788499868172643,0.9942127542072613,0.0,0.5965276525243568,8.0,0.8333333333333334,0.3333333333333333,O4,de-protonated,0,,C12 H10 O4,12,10,4,,,,,
229,217.072125,217.07186000636065,217.07176163653722,5938645.5,nan,514050.1,46.91,-1,0.4531672968052638,0.9634232894134748,0.0,0.5780539736480849,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
230,217.108515,217.10824986625533,217.10814714592152,3885027.0,nan,544117.1,29.84,-1,0.4731297980491595,0.9601962233430814,0.0,0.5761177340058489,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,
