Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,17O
26,122.990807,122.99106252978065,122.9910093907027,1084195.3,nan,808567.2,7.21,-1,0.43205660488374553,0.9666956646058846,0.0,0.5800173987635308,5.0,0.6666666666666666,0.16666666666666666,S1 O1,de-protonated,0,,C6 H4 O1 S1,6,4,1,1,,,,,
174,220.147372,220.14713450802634,220.1471894834994,2595177.5,nan,521941.6,18.94,-1,-0.24972143951394318,0.9887484922990364,0.0,0.5932490953794218,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1,
204,229.11977,229.11948697752203,229.11938053521382,1381306.9,nan,568849.5,8.79,-1,0.46457138614724824,0.9615954488451486,0.0,0.5769572693070891,3.0,1.8,0.4,N2 O4,de-protonated,0,,C10 H18 O4 N2,10,18,4,,2,,,,
221,235.09801,235.09769664089606,235.0975824618718,1623989.8,nan,426953.1,10.67,-1,0.4856665179442596,0.9581042768132823,0.0,0.5748625660879694,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,,
233,238.963403,238.96307002592883,238.96308056511668,2894930.0,nan,491674.4,20.93,-1,-0.04410383323629151,0.9996471177090677,0.0,0.5997882706254406,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,
234,239.020173,239.01983973784903,239.01972606267492,3286635.0,nan,497809.3,24.09,-1,0.4755890903998342,0.9597898084620207,0.0,0.5758738850772124,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,
235,239.056542,239.05620855329425,239.05611157205922,6663291.0,nan,470671.7,51.38,-1,0.405683981029519,0.970578753128473,0.0,0.5823472518770838,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,
251,241.14499,241.14464595544842,241.14453265530582,2249241.3,nan,512214.2,15.59,-1,0.46984329834754845,0.9607363166980624,0.0,0.5764417900188374,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,
257,243.051499,243.0511452808535,243.0510261916309,3765613.3,nan,476174.4,27.75,-1,0.48997621793791724,0.957373577328217,0.0,0.5744241463969302,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,,
263,243.160654,243.16029972694557,243.16018271978382,1247390.1,nan,416808.3,7.54,-1,0.48119375647469576,0.9588563783296001,0.0,0.57531382699776,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,,
