Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
163,207.044794,207.04454919246808,207.04450151619383,1159431.0,nan,547785.3,7.29,-1,0.23027066113933242,0.990424896140029,0.0,0.5942549376840174,2.0,2.0,0.6666666666666666,N2 S1 O4,de-protonated,0,,C6 H12 O4 S1 N2,6,12,4,1,2,,,,
197,223.098017,223.09768070347616,223.0975824618718,1412483.8,nan,459614.0,9.19,-1,0.44035261729135466,0.9654269962570606,0.0,0.5792561977542363,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,,
211,229.144975,229.14460424123192,229.14453265530582,1540149.4,nan,552036.4,10.09,-1,0.3124051238056815,0.9824470395766048,0.0,0.5894682237459629,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,,
213,231.051517,231.05113537565023,231.0510261916309,1251288.8,nan,517629.3,7.74,-1,0.472553708686096,0.9602911462345212,0.0,0.5761746877407127,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,,
220,233.155181,233.15478738664973,233.15470341616242,5617626.0,nan,476728.6,43.28,-1,0.3601492317323957,0.9767395441140507,0.0,0.5860437264684304,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,
222,235.06171,235.06130552114215,235.0611969524875,3273489.0,nan,485218.5,24.02,-1,0.4618739972675053,0.9620315709285374,0.0,0.5772189425571225,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,,
224,235.098098,235.09769331376313,235.0975824618718,2048544.8,nan,501991.4,14.11,-1,0.471514382072795,0.9604621283872331,0.0,0.5762772770323399,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,,
225,236.056927,236.05651684929668,236.0564459246805,1516225.9,nan,487453.8,9.81,-1,0.3004561722685842,0.983753341419721,0.0,0.5902520048518326,7.0,1.0,0.45454545454545453,N1 O5,de-protonated,0,,C11 H11 O5 N1,11,11,5,,1,,,,
227,237.040977,237.04056124109312,237.04046150758123,4420208.0,nan,483458.6,33.28,-1,0.42074467478624733,0.9683892547052311,0.0,0.5810335528231386,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,
228,237.077368,237.076952033697,237.0768470169655,5274240.0,nan,438851.1,40.19,-1,0.44296494082554555,0.9650228615232358,0.0,0.5790137169139414,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,,
