Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P
180,211.036337,211.03610857154595,211.0360448323955,1232757.6,nan,526355.6,7.78,-1,0.30202968644029077,0.9835841336844542,0.0,0.5901504802106725,6.0,1.0,0.625,N2 O5,de-protonated,0,,C8 H8 O5 N2,8,8,5,,2,,
201,215.092818,215.0925741177749,215.0924970814435,9379699.0,nan,482966.1,74.84,-1,0.3581544332588973,0.976993522153586,0.0,0.5861961132921516,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,
205,217.072081,217.07182957747648,217.07176163653722,4461172.0,nan,479220.6,34.31,-1,0.31298838111464894,0.9823820173015632,0.0,0.5894292103809379,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,
209,219.066608,219.0663489790276,219.06628233291582,1618568.9,nan,552914.8,10.89,-1,0.3042280677165031,0.9833463001152646,0.0,0.5900077800691588,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,
210,219.08765,219.08739089886492,219.0874117010152,1518609.3,nan,494671.0,10.06,-1,-0.09494908962151669,0.9983655175076142,0.0,0.5990193105045685,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,
211,221.009531,221.00926457717185,221.0091613786252,1408150.0,nan,551107.4,9.09,-1,0.4669423927769395,0.9612101645916804,0.0,0.5767260987550082,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,
212,221.045872,221.04560543872535,221.0455468880095,4227748.5,nan,504296.5,32.16,-1,0.26488077529329523,0.9873499224748417,0.0,0.592409953484905,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,
215,221.0823,221.08203329994745,221.0819323973938,9411763.0,nan,469564.3,74.6,-1,0.45640343625687474,0.48145443419880357,0.8843699161556753,0.6426206269815522,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,
218,222.077538,222.07726750843943,222.0771813695868,1311560.5,nan,490410.3,8.29,-1,0.3878779985047318,0.9730704101739674,0.0,0.5838422461043804,6.0,1.1818181818181819,0.36363636363636365,N1 O4,de-protonated,0,,C11 H13 O4 N1,11,13,4,,1,,
220,223.025125,223.02485089846505,223.02481144310323,1927629.0,nan,540019.2,13.33,-1,0.1769101902149105,0.9943372555044332,0.0,0.5966023533026599,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,
221,223.056709,223.05643477814107,223.0563260473801,1307738.0,nan,431917.0,8.26,-1,0.4874587638170662,0.9578011221627865,0.0,0.5746806732976718,1.0,2.125,0.375,S1 P1 O3,de-protonated,0,,C8 H17 O3 S1 P1,8,17,3,1,,,1
222,223.061574,223.06129975960712,223.0611969524875,2971356.0,nan,467527.7,21.87,-1,0.4608919929686729,0.9621897626767378,0.0,0.5773138576060427,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,
224,223.097955,223.09768062100827,223.0975824618718,1858538.9,nan,501357.4,12.77,-1,0.43998296787086005,0.9654840027568358,0.0,0.5792904016541014,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,
226,224.056747,224.05646896834673,224.0564459246805,1918327.0,nan,510719.2,13.16,-1,0.1028475933239444,0.9980825440663895,0.0,0.5988495264398337,6.0,1.1,0.5,N1 O5,de-protonated,0,,C10 H11 O5 N1,10,11,5,,1,,
229,225.0408,225.04051821944967,225.04046150758123,3283216.5,nan,488915.4,24.25,-1,0.2520074303917404,0.9885427431456919,0.0,0.5931256458874151,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,
230,225.077196,225.07691408079364,225.0768470169655,5233439.5,nan,481056.8,40.11,-1,0.2979596925646241,0.9840200457401774,0.0,0.5904120274441065,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,
231,225.113579,225.11329694218716,225.11323252634983,1968686.8,nan,532086.9,13.57,-1,0.2861486044430521,0.9852526194878439,0.0,0.5911515716927064,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,
232,226.036069,226.03578342782356,226.03571047977422,1259185.4,nan,561267.6,7.8,-1,0.32272798480108444,0.9812789678682512,0.0,0.5887673807209507,6.0,1.0,0.6666666666666666,N1 O6,de-protonated,0,,C9 H9 O6 N1,9,9,6,,1,,
234,226.072431,226.07214528929708,226.0720959891585,1535168.6,nan,555534.1,10.04,-1,0.2180726390363736,0.9914082073166904,0.0,0.5948449243900142,5.0,1.3,0.5,N1 O5,de-protonated,0,,C10 H13 O5 N1,10,13,5,,1,,
235,227.056475,227.05618554043429,227.05611157205922,7017056.0,nan,489594.4,54.6,-1,0.3257713459030811,0.9809276246491259,0.0,0.5885565747894755,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,
237,227.092875,227.09258540176305,227.0924970814435,9769583.0,nan,479707.2,76.98,-1,0.3889178228413885,0.4864639028537761,0.8929744756128385,0.6490681319574011,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,
238,227.129217,227.12892726331276,227.12888259082783,2468478.5,nan,505131.4,17.62,-1,0.19668341790347865,0.9930053496888311,0.0,0.5958032098132987,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,
240,229.035725,229.03542800018542,229.03537612715292,2331819.0,nan,496137.5,16.39,-1,0.22648480501672538,0.9907357035539903,0.0,0.5944414221323941,5.0,1.1111111111111112,0.7777777777777778,O7,de-protonated,0,,C9 H10 O7,9,10,7,,,,
242,229.072163,229.0718658613694,229.07176163653722,9758139.0,nan,467876.4,76.34,-1,0.45498769218161417,0.48156716676906675,0.9017481179022584,0.6496395472223435,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,
244,229.108519,229.10822172286578,229.10814714592152,11373002.0,nan,456670.3,89.37,-1,0.3255097873489784,0.9755918656621088,0.9694568086719366,0.97313784286604,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,
245,229.144879,229.14458158434692,229.14453265530582,12313050.0,nan,444534.0,96.96,-1,0.21352916664722188,0.9832936162461188,0.9911650055644398,0.9864421719734471,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,
246,230.111897,230.11159590034723,230.11150198099378,1814137.9,nan,427013.5,12.21,-1,0.4081471488293465,0.9702257862747904,0.9694568086719366,0.9699181952336489,3.0,1.8,0.5,13C1 O5,de-protonated,1,244,C10 H18 O5 13C1,10,18,5,,,1,
247,230.148275,230.1479737617598,230.1478874903781,1750409.6,nan,509705.0,11.69,-1,0.37485193816365725,0.9748262039120276,0.9911650055644398,0.9813617245729924,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,245,C11 H22 O4 13C1,11,22,4,,,1,
249,231.051429,231.05112432105955,231.0510261916309,1603600.5,nan,588747.5,10.5,-1,0.42470890631231,0.9678005188037414,0.0,0.5806803112822448,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,
250,231.066645,231.06634026309192,231.06628233291582,1219479.1,nan,519602.2,7.4,-1,0.25070804581705775,0.9886599181506471,0.0,0.5931959508903882,8.0,0.9230769230769231,0.3076923076923077,O4,de-protonated,0,,C13 H12 O4,13,12,4,,,,
252,231.087795,231.08749018251783,231.0874117010152,9723168.0,nan,464495.8,76.05,-1,0.33961825109621036,0.9792890865497468,0.0,0.587573451929848,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,
253,231.124179,231.12387404390753,231.12379721039952,4533040.0,nan,441498.5,34.15,-1,0.3324344310083392,0.980147336421977,0.0,0.5880884018531862,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,
255,232.044115,232.04380653927376,232.0437732403794,2706112.5,nan,527721.0,19.4,-1,0.1435026412741705,0.9962703980483519,0.0,0.5977622388290111,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,
257,233.009536,233.00922386135807,233.00916137862518,1587815.1,nan,512686.0,10.37,-1,0.2681556918906165,0.9870372329647099,0.0,0.5922223397788259,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,
258,233.04594,233.04562772267158,233.0455468880095,2018423.1,nan,487768.3,13.85,-1,0.34686207546537495,0.978405874808638,0.0,0.5870435248851829,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,
259,233.067009,233.0666966424061,233.0666762561089,1348480.4,nan,513195.8,8.44,-1,0.0874698070176355,0.99861270524777,0.0,0.599167623148662,3.0,1.5555555555555556,0.7777777777777778,O7,de-protonated,0,,C9 H14 O7,9,14,7,,,,
260,233.103361,233.1030485039177,233.1030617654932,1943696.4,nan,473655.3,13.24,-1,-0.056891468533612814,0.9994128884880159,0.0,0.5996477330928095,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,
261,233.155048,233.15473530700834,233.15470341616242,2744999.0,nan,446830.4,19.71,-1,0.1367797666122654,0.9966110855133603,0.0,0.5979666513080162,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,
263,234.041189,234.0408729311217,234.0407958602025,1380397.3,nan,444058.9,8.63,-1,0.3293054909784738,0.9805156445912722,0.0,0.5883093867547633,8.0,0.8181818181818182,0.45454545454545453,N1 O5,de-protonated,0,,C11 H9 O5 N1,11,9,5,,1,,
264,235.025183,235.02486318244937,235.02481144310323,3277280.8,nan,484880.7,23.83,-1,0.2201441873986903,0.9912449191560468,0.0,0.5947469514936281,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,
265,235.061583,235.06126304377815,235.0611969524875,4336113.0,nan,461603.3,32.31,-1,0.2811663154324552,0.9857580551962212,0.0,0.5914548331177327,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,
268,235.09796,235.0976399051945,235.0975824618718,1952769.0,nan,519598.7,13.21,-1,0.24433821097365813,0.9892257650764591,0.0,0.5935354590458755,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,
269,236.020387,236.0200633910709,236.02006041529623,1347995.4,nan,438559.4,8.36,-1,0.012608142959930952,0.9999711563767746,0.0,0.5999826938260647,8.0,0.7,0.6,N1 O6,de-protonated,0,,C10 H7 O6 N1,10,7,6,,1,,
270,236.056818,236.05649425228154,236.0564459246805,1960363.6,nan,528216.3,13.27,-1,0.20472900388875814,0.9924236127231458,0.0,0.5954541676338875,7.0,1.0,0.45454545454545453,N1 O5,de-protonated,0,,C11 H11 O5 N1,11,11,5,,1,,
272,237.04084,237.04051250350258,237.04046150758123,4976483.5,nan,441645.0,37.43,-1,0.21513593515469562,0.9916370903847568,0.0,0.594982254230854,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,
275,237.077224,237.0768963648923,237.0768470169655,5324660.0,nan,435516.5,40.22,-1,0.20815160742669078,0.9921691780329829,0.0,0.5953015068197897,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,
277,237.113567,237.11323922643817,237.11323252634983,3002756.3,nan,422307.4,21.62,-1,0.028256914485215397,0.999855132207187,0.0,0.5999130793243121,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,
279,238.036076,238.03574471200218,238.03571047977422,2263330.8,nan,522728.5,15.69,-1,0.14381131256201776,0.996254366313814,0.0,0.5977526197882884,7.0,0.9,0.6,N1 O6,de-protonated,0,,C10 H9 O6 N1,10,9,6,,1,,
280,238.072505,238.07217357322045,238.0720959891585,3151667.3,nan,477723.2,22.81,-1,0.3258847351807339,0.980914473057256,0.0,0.5885486838343535,6.0,1.1818181818181819,0.45454545454545453,N1 O5,de-protonated,0,,C11 H13 O5 N1,11,13,5,,1,,
282,239.02006,239.01972496336796,239.01972606267492,2861279.0,nan,488182.5,20.48,-1,-0.0045992310956268845,0.9999961618366097,0.0,0.5999976971019658,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,
283,239.031279,239.03094392062752,239.03095945196722,1790948.1,nan,435290.3,11.9,-1,-0.06497626807168118,0.9992342323444986,0.0,0.5995405394066992,7.0,0.8888888888888888,0.6666666666666666,N2 O6,de-protonated,0,,C9 H8 O6 N2,9,8,6,,2,,
284,239.049968,239.04963284942897,239.0495868966221,2423532.8,nan,489900.4,16.97,-1,0.19223127503575088,0.993317380215716,0.0,0.5959904281294296,6.0,1.2,0.3,N2 S1 O3,de-protonated,0,,C10 H12 O3 S1 N2,10,12,3,1,2,,
285,239.05645,239.05611482473483,239.05611157205922,7852783.5,nan,459862.9,60.48,-1,0.013606326941948337,0.9999664085819044,0.0,0.5999798451491426,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,
286,239.067731,239.06739578175817,239.0673449613515,2236148.8,nan,486678.5,15.47,-1,0.2125777850534035,0.9918339827642242,0.0,0.5951003896585345,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,
290,239.092859,239.0925236860293,239.0924970814435,8988416.0,nan,442888.6,69.58,-1,0.11127319394440446,0.997274253918074,0.9906317983808679,0.9946172717031916,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,
291,239.12927,239.12893454731613,239.12888259082783,11160337.0,nan,433461.7,86.98,-1,0.2172739977849599,0.4957353771933207,0.8759295984134849,0.6478130656813864,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,
293,240.051796,240.05145703281536,240.05136054425222,2777267.0,nan,467661.8,19.65,-1,0.4019496616304995,0.9711100402737384,0.0,0.582666024164243,6.0,1.1,0.6,N1 O6,de-protonated,0,,C10 H11 O6 N1,10,11,6,,1,,
294,240.088186,240.08784689418223,240.0877460536365,1574595.6,nan,549283.0,10.09,-1,0.4200153793717267,0.9684970012872051,0.0,0.581098200772323,5.0,1.3636363636363635,0.45454545454545453,N1 O5,de-protonated,0,,C11 H15 O5 N1,11,15,5,,1,,
295,240.096223,240.09588386356407,240.09585191651578,1284039.3,nan,494944.1,7.77,-1,0.13305955946347478,0.9967926335104906,0.9906317983808679,0.9943282994586415,5.0,1.4545454545454546,0.45454545454545453,13C1 O5,de-protonated,1,290,C11 H16 O5 13C1,11,16,5,,,1,
296,241.035777,241.03543428419258,241.03537612715292,3947635.3,nan,449903.6,28.95,-1,0.24128010002075695,0.9894923625655803,0.0,0.5936954175393482,6.0,1.0,0.7,O7,de-protonated,0,,C10 H10 O7,10,10,7,,,,
297,241.053964,241.0536212149065,241.05362344925268,1855611.6,nan,444580.9,12.32,-1,-0.00926908352359488,0.999984410792625,0.0,0.599990646475575,10.0,0.8461538461538461,0.07692307692307693,N2 P1 O1,de-protonated,0,,C13 H11 O1 N2 P1,13,11,1,,2,,1
298,241.072194,241.07185114545658,241.07176163653722,9858692.0,nan,439981.5,75.96,-1,0.37129574509874347,0.4876478303923682,0.8929744756128384,0.6497784884805562,5.0,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,,C11 H14 O6,11,14,6,,,,
299,241.108555,241.1082120069339,241.10814714592152,7332500.5,nan,425385.7,55.87,-1,0.26901211409950193,0.9869548443624826,0.0,0.5921729066174896,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,
301,241.144921,241.14457786839222,241.14453265530582,3437733.0,nan,478194.7,24.9,-1,0.187493723772092,0.9936416719338456,0.0,0.5961850031603073,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,
302,242.067391,242.06704435410475,242.06701060873021,3727435.3,nan,461898.1,27.2,-1,0.13940509469883952,0.9964799759328485,0.0,0.5978879855597091,5.0,1.3,0.6,N1 O6,de-protonated,0,,C10 H13 O6 N1,10,13,6,,1,,
303,242.140223,242.13987607664038,242.13978162749882,2368108.8,nan,506826.2,16.39,-1,0.39006040610852494,0.9727706925506501,0.0,0.58366241553039,3.0,1.75,0.3333333333333333,N1 O4,de-protonated,0,,C12 H21 O4 N1,12,21,4,,1,,
304,242.176549,242.17620193825104,242.1761671368831,2097277.3,nan,527166.0,14.23,-1,0.14370269526140728,0.9962600115655175,0.0,0.5977560069393104,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,
305,243.033701,243.03335067280233,243.0332681269015,1235719.3,nan,554925.3,7.38,-1,0.33964856523640213,0.9792854276577919,0.0,0.5875712565946751,5.0,1.2,0.5,S1 O5,de-protonated,0,,C10 H12 O5 S1,10,12,5,1,,,
306,243.051431,243.05108060525723,243.0510261916309,5167631.5,nan,435401.5,38.65,-1,0.22387737739054686,0.9909468248722674,0.0,0.5945680949233604,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,
308,243.087839,243.0874884665555,243.0874117010152,11299360.0,nan,449599.4,87.41,-1,0.3157939761182214,0.9808726910323797,0.9844173581708502,0.9822905578877679,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,,,,
309,243.12421,243.12385932799475,243.12379721039952,7675441.0,nan,443392.7,58.59,-1,0.25549779966998015,0.9882250620384654,0.0,0.5929350372230792,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,
311,243.160563,243.16021218950254,243.16018271978382,10945090.0,nan,418073.3,84.59,-1,0.12119467256574026,0.9937814128196197,0.9878046007271504,0.991390687982632,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,
312,244.091203,244.0908486440903,244.09076653608747,1578991.0,nan,500848.7,10.11,-1,0.3363830758287971,0.9796777702042654,0.9844173581708502,0.9815736053908992,4.0,1.6,0.6,13C1 O6,de-protonated,1,308,C10 H16 O6 13C1,10,16,6,,,1,
313,244.163949,244.1635943669535,244.1635375548561,1726736.6,nan,501010.8,11.28,-1,0.23268051391697797,0.9902244225709482,0.9878046007271504,0.9892564938334291,2.0,2.0,0.3333333333333333,13C1 O4,de-protonated,1,311,C12 H24 O4 13C1,12,24,4,,,1,
