Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O
201,203.086234,203.08602448815705,203.08597240600642,1142048.5,nan,443187.0,7.18,-1,0.25645370782787363,0.9881373144066758,0.0,0.5928823886440054,2.0,2.0,0.25,N2 S1 O2,de-protonated,0,,C8 H16 O2 S1 N2,8,16,2,1,2,,,
204,205.160071,205.1598552603725,205.1597887965907,1514761.1,nan,535958.4,10.31,-1,0.3239610558279419,0.9811369972431143,0.0,0.5886821983458685,4.0,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,,C14 H22 O1,14,22,1,,,,,
217,209.082257,209.08202948194952,209.0819323973938,3041599.5,nan,536138.8,23.03,-1,0.4643373752657463,0.9616333771911316,0.0,0.5769800263146789,5.0,1.2727272727272727,0.36363636363636365,O4,de-protonated,0,,C11 H14 O4,11,14,4,,,,,
219,210.041125,210.04089460244487,210.0407958602025,1595022.8,nan,504649.2,10.91,-1,0.4701098277281818,0.9606926450630452,0.0,0.5764155870378271,6.0,1.0,0.5555555555555556,N1 O5,de-protonated,0,,C9 H9 O5 N1,9,9,5,,1,,,
226,211.02514,211.0249066474231,211.0248114431032,1889002.4,nan,440237.6,13.29,-1,0.4511522567128102,0.9637418913285752,0.0,0.5782451347971451,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,
227,211.061496,211.06126253824516,211.0611969524875,5160439.5,nan,510831.1,40.54,-1,0.31074284899472426,0.9826317101939419,0.0,0.5895790261163651,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,
228,211.097873,211.0976394290041,211.0975824618718,2547972.3,nan,397316.9,18.78,-1,0.2698616043651287,0.9868728699175672,0.0,0.5921237219505403,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
239,213.07716,213.07692048515557,213.0768470169655,5138123.0,nan,501571.0,40.34,-1,0.3447966829585005,0.9786595182549107,0.0,0.5871957109529464,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,
240,213.113536,213.11329637591754,213.11323252634983,1592536.0,nan,581089.7,10.82,-1,0.29960395679111673,0.9838446274636174,0.0,0.5903067764781704,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,
243,214.051289,214.0510465598217,214.0509666210591,1146925.8,nan,526382.1,7.1,-1,0.3734566765669989,0.9750109003618257,0.0,0.5850065402170954,9.0,0.75,0.25,N1 O3,de-protonated,0,,C12 H9 O3 N1,12,9,3,,1,,,
245,215.00227,215.00202470400194,215.0019679979455,1413259.4,nan,573046.7,9.26,-1,0.26374668545840446,0.9874573327239545,0.0,0.5924743996343727,5.0,1.0,0.625,S1 O5,de-protonated,0,,C8 H8 O5 S1,8,8,5,1,,,,
246,215.056441,215.05619554132505,215.05611157205922,2866079.5,nan,468058.2,21.29,-1,0.3904528228307687,0.972716632056353,0.0,0.5836299792338118,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,,
247,215.092821,215.092575432075,215.0924970814435,3282860.8,nan,493566.5,24.74,-1,0.364264828204341,0.9762112998484296,0.0,0.5857267799090577,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
248,215.129181,215.12893532288498,215.12888259082783,1471034.3,nan,419438.3,9.74,-1,0.245118444912328,0.9891572204716637,0.0,0.5934943322829982,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,
250,216.124444,216.12419533408524,216.12413156302082,1551532.1,nan,405089.2,10.4,-1,0.2950668394004186,0.98432640138299,0.0,0.590595840829794,2.0,1.9,0.4,N1 O4,de-protonated,0,,C10 H19 O4 N1,10,19,4,,1,,,
252,217.050906,217.0506545518966,217.05063226843782,1276423.4,nan,548476.5,8.12,-1,0.10266479550455478,0.9980893475412855,0.0,0.5988536085247713,8.0,0.8333333333333334,0.3333333333333333,O4,de-protonated,0,,C12 H10 O4,12,10,4,,,,,
253,217.072098,217.0718464882565,217.07176163653722,1869967.4,nan,597889.9,13.04,-1,0.39089248022773876,0.9726560025510143,0.0,0.5835936015306086,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
255,217.108477,217.10822537900944,217.10814714592152,2258845.0,nan,478678.0,16.25,-1,0.3603415576404277,0.9767149860931783,0.0,0.5860289916559069,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,
257,219.030229,219.02997160793996,219.02989682353152,1608566.9,nan,448515.5,10.87,-1,0.34143470605915477,0.9790692896723995,0.0,0.5874415738034396,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
258,219.066604,219.06634649870495,219.06628233291582,2253700.8,nan,547307.6,16.21,-1,0.29290582029861767,0.984553366317361,0.0,0.5907320197904166,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,,
261,221.045858,221.0455945549555,221.0455468880095,3369089.3,nan,474925.3,25.27,-1,0.21564309555042516,0.991597780853121,0.0,0.5949586685118726,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
262,221.082276,221.08201244559132,221.0819323973938,10722959.0,nan,474791.6,85.75,-1,0.3620748047358093,0.9875689090005924,0.9866942547364771,0.9872190472949463,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,
263,222.077525,222.07725845683362,222.0771813695868,1473044.5,nan,516699.5,9.67,-1,0.3471191697080058,0.9783742005881837,0.0,0.5870245203529102,6.0,1.1818181818181819,0.36363636363636365,N1 O4,de-protonated,0,,C11 H13 O4 N1,11,13,4,,1,,,
264,222.085573,222.08530643266525,222.0852872324661,1587223.6,nan,477629.6,10.61,-1,0.08645416986952274,0.9986447130540618,0.9866942547364771,0.9938645297270279,6.0,1.2727272727272727,0.36363636363636365,13C1 O4,de-protonated,1,262,C11 H14 O4 13C1,11,14,4,,,1,,
267,223.025142,223.02487261111597,223.02481144310323,2610570.0,nan,532690.1,19.03,-1,0.2742655058830949,0.986443868637042,0.0,0.5918663211822252,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
268,223.061524,223.0612545018599,223.0611969524875,3821464.3,nan,477273.7,28.98,-1,0.2579981331860599,0.9879948680085316,0.0,0.5927969208051189,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,
269,223.097919,223.0976493925648,223.0975824618718,2319270.8,nan,556990.2,16.63,-1,0.30000635704890777,0.9838015551515644,0.0,0.5902809330909387,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
270,223.134349,223.1340792831646,223.1339679712561,1252917.1,nan,469361.1,7.86,-1,0.4988568504182072,0.9558493273720343,0.0,0.5735095964232205,4.0,1.5384615384615385,0.23076923076923078,O3,de-protonated,0,,C13 H20 O3,13,20,3,,,,,
275,224.093173,224.09290040379207,224.0928314340648,1398065.9,nan,435247.8,8.99,-1,0.3077730189977746,0.982959276645447,0.0,0.5897755659872682,5.0,1.3636363636363635,0.36363636363636365,N1 O4,de-protonated,0,,C11 H15 O4 N1,11,15,4,,1,,,
279,225.040792,225.04051655806845,225.04046150758123,2902189.0,nan,450129.2,21.28,-1,0.24462484146468855,0.9892006090433948,0.0,0.5935203654260368,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,
280,225.077176,225.07690044880638,225.0768470169655,4910267.5,nan,506302.5,37.68,-1,0.2373937683534368,0.9898264184718297,0.0,0.5938958510830978,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,
281,225.113589,225.1133133394572,225.11323252634983,1806794.3,nan,582080.6,12.33,-1,0.35898870294213303,0.9768874663967817,0.0,0.586132479838069,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,
284,227.056448,227.05616650500286,227.05611157205922,6006748.0,nan,493567.2,46.64,-1,0.2419355429839312,0.9894354995763983,0.0,0.5936612997458389,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,
285,227.092854,227.09257239567472,227.0924970814435,6714346.5,nan,473258.3,52.42,-1,0.3316456166222665,0.9802405032021602,0.0,0.5881443019212961,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,
286,227.129219,227.12893728646975,227.12888259082783,2546937.5,nan,443357.3,18.37,-1,0.24081323915079747,0.9895327730213651,0.0,0.593719663812819,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
