Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
108,165.019374,165.0192967637824,165.0193321394818,1349951.0,nan,829531.6,9.54,-1,-0.2143730613434262,0.9916960486195316,0.0,0.595017629171719,6.0,0.75,0.5,O4,de-protonated,0,,C8 H6 O4,8,6,4,,,,,,
134,177.984669,177.9845490981314,177.9845580864754,1112760.6,nan,582650.1,7.26,-1,-0.05050069569798877,0.9995373547913784,0.0,0.599722412874827,3.0,2.0,0.6666666666666666,N3 S1 P1 O2,de-protonated,0,,C3 H6 O2 S1 N3 P1,3,6,2,1,3,,,1,
183,203.056394,203.0561915931465,203.05611157205922,1290538.0,nan,566277.5,8.48,-1,0.394083618886467,0.9722140084087916,0.0,0.583328405045275,3.0,1.5,0.75,O6,de-protonated,0,,C8 H12 O6,8,12,6,,,,,,
198,209.009483,209.00926100296996,209.0091613786252,1955088.6,nan,546728.2,14.01,-1,0.4766506123408363,0.959613787092525,0.0,0.575768272255515,7.0,0.6666666666666666,0.6666666666666666,O6,de-protonated,0,,C9 H6 O6,9,6,6,,,,,,
200,209.082237,209.08201476355416,209.0819323973938,1674026.3,nan,575428.4,11.65,-1,0.3939420274029809,0.972233691693882,0.0,0.5833402150163292,5.0,1.2727272727272727,0.36363636363636365,O4,de-protonated,0,,C11 H14 O4,11,14,4,,,,,,
201,209.085602,209.08537975248075,209.08530370076383,1810987.4,nan,558057.7,12.8,-1,0.36373535380458355,0.9762795791862701,0.0,0.585767747511762,0.0,2.25,0.5,S1 O4,de-protonated,0,,C8 H18 O4 S1,8,18,4,1,,,,,
209,211.06151,211.0612812502453,211.0611969524875,2855657.3,nan,528372.3,21.48,-1,0.3993996006730759,0.9714701834531391,0.0,0.5828821100718834,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,,
210,211.097854,211.09762513064598,211.0975824618718,1344758.3,nan,474861.3,8.81,-1,0.20212819906885143,0.9926141773903421,0.0,0.5955685064342052,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,,
222,213.077165,213.07692961721204,213.0768470169655,2224067.8,nan,568356.2,16.18,-1,0.3876547250414083,0.9731009834624198,0.0,0.5838605900774518,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,,
223,213.11352,213.11328449757653,213.11323252634983,1372369.0,nan,514784.5,9.04,-1,0.24386672793768238,0.9892670818649568,0.0,0.5935602491189741,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,,
227,215.056454,215.0562121038505,215.05611157205922,1860254.9,nan,553029.4,13.05,-1,0.46746772524056146,0.9611245545686343,0.0,0.5766747327411805,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,,,
228,215.092801,215.09255898424132,215.0924970814435,2469804.5,nan,510733.9,18.13,-1,0.2877961745041605,0.9850835838915908,0.0,0.5910501503349544,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,
235,217.072071,217.07182247094232,217.07176163653722,2573973.0,nan,531217.9,18.99,-1,0.2802502022643351,0.9858500532711147,0.0,0.5915100319626688,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,,
236,217.108496,217.10824735107644,217.10814714592152,2250914.8,nan,564001.0,16.3,-1,0.461544885530257,0.9620846223773988,0.0,0.5772507734264393,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,,
239,219.030229,219.0299740271178,219.02989682353152,1205634.1,nan,550723.8,7.58,-1,0.35247967237363587,0.9777086736100814,0.0,0.5866252041660488,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,,
243,221.00953,221.0092685137168,221.0091613786252,1598083.5,nan,433612.4,10.78,-1,0.4847540749619973,0.9582582223969649,0.0,0.5749549334381789,8.0,0.6,0.6,O6,de-protonated,0,,C10 H6 O6,10,6,6,,,,,,
244,221.045878,221.0456163941043,221.0455468880095,1601937.8,nan,596896.0,10.81,-1,0.314442411319266,0.9822194109355945,0.0,0.5893316465613567,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,,
245,221.082271,221.08200927434373,221.0819323973938,15067040.0,nan,483538.6,122.36,-1,0.3477305860556859,0.9886341807089984,0.9812966607366972,0.9856991727200779,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,,
246,221.095107,221.09484523210358,221.09481955701582,2118309.0,nan,453600.8,15.09,-1,0.1161270436225474,0.9975560667873891,0.0,0.5985336400724334,1.0,2.111111111111111,0.4444444444444444,P1 O4,de-protonated,0,,C9 H19 O4 P1,9,19,4,,,,,1,
252,222.085569,222.0853039727326,222.0852872324661,2338090.8,nan,479375.1,16.91,-1,0.07537764746678502,0.9989695779659659,0.9812966607366972,0.9919004110742584,6.0,1.2727272727272727,0.36363636363636365,13C1 O4,de-protonated,1,245,C11 H14 O4 13C1,11,14,4,,,1,,,
255,223.025141,223.02487288082833,223.02481144310323,1955743.1,nan,470949.1,13.74,-1,0.27547484379203935,0.9863248800540155,0.0,0.5917949280324093,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,,
256,223.061518,223.06124976112042,223.0611969524875,1850541.6,nan,569716.9,12.86,-1,0.236745044126639,0.989881663171023,0.0,0.5939289979026138,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,,
261,225.004436,225.00416136744707,225.0040759981969,1218743.8,nan,463907.8,7.58,-1,0.3794120163973882,0.9742180112761855,0.0,0.5845308067657112,7.0,0.6666666666666666,0.7777777777777778,O7,de-protonated,0,,C9 H6 O7,9,6,7,,,,,,
262,225.040802,225.04052724777537,225.04046150758123,2685126.5,nan,464140.8,19.65,-1,0.292126107922495,0.9846348602092818,0.0,0.590780916125569,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,,
263,225.077194,225.07691912801806,225.0768470169655,2554581.0,nan,493123.6,18.57,-1,0.3203841421987545,0.9815473915657443,0.0,0.5889284349394466,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,,
266,227.038164,227.03788267493994,227.0379733847747,1308145.5,nan,561320.5,8.31,-1,-0.3995359604333341,0.9714509801033441,0.0,0.5828705880620064,10.0,0.75,0.08333333333333333,N2 P1 O1,de-protonated,0,,C12 H9 O1 N2 P1,12,9,1,,2,,,1,
267,227.056491,227.0562096146302,227.05611157205922,3230969.0,nan,487239.6,24.14,-1,0.4317988637427861,0.9667347196565431,0.0,0.5800408317939258,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,,
268,227.09284,227.09255849501443,227.0924970814435,3340039.8,nan,492825.2,25.03,-1,0.27043416987341096,0.9868174763160517,0.0,0.592090485789631,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,,
