Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P
193,213.113568,213.11331893031806,213.11323252634983,1243139.5,nan,438785.4,7.96,-1,0.4054368994421064,0.9706140485578114,0.0,0.5823684291346868,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,
219,223.025197,223.02490378298168,223.02481144310323,2634486.5,nan,557805.0,19.35,-1,0.4140341061242096,0.9693740710617148,0.0,0.5816244426370288,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,
224,225.077228,225.07692564304082,225.0768470169655,2177792.3,nan,527847.3,15.47,-1,0.3493299127105766,0.9781009093007271,0.0,0.5868605455804362,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,
226,227.02009,227.01977898934908,227.0197260626749,1464811.8,nan,540714.5,9.6,-1,0.23313689565384182,0.9901862261159388,0.0,0.5941117356695632,6.0,0.8888888888888888,0.7777777777777778,O7,de-protonated,0,,C9 H8 O7,9,8,7,,,,
230,227.129279,227.1289675030109,227.12888259082783,1917206.1,nan,489329.4,13.32,-1,0.3738502215180079,0.9749588714134897,0.0,0.5849753228480938,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,
232,229.03576,229.03544001136356,229.03537612715292,1757438.4,nan,418722.1,11.92,-1,0.2789272632336977,0.9859823908944977,0.0,0.5915894345366985,5.0,1.1111111111111112,0.7777777777777778,O7,de-protonated,0,,C9 H10 O7,9,10,7,,,,
233,229.072192,229.07187184909196,229.07176163653722,5738508.5,nan,474658.0,44.46,-1,0.4811267611396826,0.9588675952655153,0.0,0.5753205571593092,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,
234,229.10855,229.10822968715,229.10814714592152,3015195.0,nan,512811.0,22.2,-1,0.3602719043113922,0.9767238815428385,0.0,0.5860343289257031,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,
235,229.144929,229.14460852511445,229.14453265530582,1620009.4,nan,487552.2,10.8,-1,0.3311002350641613,0.9803047939058972,0.0,0.5881828763435383,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,
239,231.066635,231.06630596565353,231.06628233291582,1160610.1,nan,478932.2,7.04,-1,0.10227687687493445,0.9981037453796556,0.0,0.5988622472277934,8.0,0.9230769230769231,0.3076923076923077,O4,de-protonated,0,,C13 H12 O4,13,12,4,,,,
241,231.124229,231.1238997091244,231.12379721039952,1859897.0,nan,451114.1,12.75,-1,0.44347975467073153,0.964942956273506,0.0,0.5789657737641036,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,
243,233.009562,233.00922431167223,233.00916137862518,1401388.9,nan,553963.0,9.0,-1,0.27008829470505896,0.9868509521309993,0.0,0.5921105712785996,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,
244,233.04586,233.0455221499975,233.0455468880095,1298491.5,nan,334744.7,8.16,-1,-0.10615097491402796,0.9979575195621564,0.0,0.5987745117372938,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,
246,233.103485,233.1031468933303,233.1030617654932,1457234.8,nan,434478.5,9.45,-1,0.365193989460938,0.9760912496659565,0.0,0.5856547497995739,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,
247,233.155087,233.1547486634901,233.15470341616242,4850279.5,nan,481818.5,37.19,-1,0.1940656869180599,0.9931896681028859,0.0,0.5959138008617315,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,
248,235.025246,235.0248993336244,235.02481144310323,2750814.8,nan,507406.7,19.89,-1,0.3739627345403152,0.9749439869705869,0.0,0.5849663921823521,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,
249,235.061643,235.0612961715087,235.0611969524875,2423661.8,nan,490394.0,17.23,-1,0.42209868102832954,0.9681887491730344,0.0,0.5809132495038206,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,
251,235.098,235.0976530095712,235.0975824618718,2491260.5,nan,490321.8,17.78,-1,0.30007837018709965,0.9837938410750714,0.0,0.5902763046450428,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,
253,237.004479,237.00412351793273,237.0040759981969,2034315.4,nan,471728.6,14.06,-1,0.20050176618143437,0.9927321285853434,0.0,0.595639277151206,8.0,0.6,0.7,O7,de-protonated,0,,C10 H6 O7,10,6,7,,,,
254,237.040892,237.0405363557458,237.04046150758123,3694746.5,nan,493099.3,27.54,-1,0.315761132435706,0.9820713080917208,0.0,0.5892427848550325,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,
256,237.077291,237.07693519362118,237.0768470169655,4324521.5,nan,487679.1,32.66,-1,0.3719328006494964,0.9752118748439352,0.0,0.5851271249063611,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,
258,237.113667,237.113311031599,237.11323252634983,1763512.4,nan,553240.7,11.86,-1,0.33108759195515336,0.9803062830967496,0.0,0.5881837698580498,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,
259,238.963389,238.96302479276167,238.96308056511668,1412792.4,nan,456310.6,9.01,-1,-0.23339318726451927,0.9901647438523199,0.0,0.5940988463113919,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,
260,239.020157,239.0197925399116,239.01972606267492,4093904.0,nan,458457.7,30.78,-1,0.2781244785990485,0.9860623992225576,0.0,0.5916374395335345,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,
261,239.056537,239.0561723778716,239.05611157205922,6069215.0,nan,470794.0,46.82,-1,0.254357907780702,0.9883292802317614,0.0,0.5929975681390568,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,
263,239.092903,239.09253821589402,239.0924970814435,6918126.5,nan,451676.7,53.71,-1,0.1720440876597557,0.9946436664189224,0.0,0.5967861998513534,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,
264,239.129322,239.12895705368032,239.12888259082783,9715710.0,nan,473137.5,76.42,-1,0.31139213167731183,0.9812719872044339,0.9860221643723774,0.9831720580716112,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,
266,240.132687,240.1323175845974,240.13223742590012,1201953.6,nan,470259.1,7.24,-1,0.3338106458841109,0.9799842832218156,0.9860221643723774,0.9823994356820405,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,264,C12 H20 O4 13C1,12,20,4,,,1,
267,241.035832,241.03545856190382,241.03537612715292,3338525.5,nan,455254.4,24.47,-1,0.34200270612804745,0.9790003293792865,0.0,0.5874001976275719,6.0,1.0,0.7,O7,de-protonated,0,,C10 H10 O7,10,10,7,,,,
268,241.072251,241.07187739969012,241.07176163653722,6558509.0,nan,443487.3,50.43,-1,0.4802020448995477,0.959022273048095,0.0,0.575413363828857,5.0,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,,C11 H14 O6,11,14,6,,,,
269,241.108611,241.10823723773925,241.10814714592152,5151548.5,nan,425119.4,39.09,-1,0.3736572935903305,0.9749843841162052,0.0,0.5849906304697231,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,
272,241.144922,241.1445480760066,241.14453265530582,1571147.6,nan,539154.9,10.22,-1,0.0639479593709083,0.9992582695736609,0.0,0.5995549617441965,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,
