Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
11,116.035026,116.03528887153423,116.0353165565811,1092127.8,nan,544930.5,7.27,-1,-0.2385915571313196,0.9897240269001715,0.0,0.5938344161401029,2.0,1.75,0.75,N1 O3,de-protonated,0,,C4 H7 O3 N1,4,7,3,,1,,,,
178,215.935131,215.9348549570055,215.93483118754742,1154660.1,nan,523555.9,7.12,-1,0.11007699853372765,0.9978038112968028,0.0,0.5986822867780817,6.0,0.6666666666666666,0.3333333333333333,N1 S2 P1 O2,de-protonated,0,,C6 H4 O2 S2 N1 P1,6,4,2,2,1,,,1,
229,233.103471,233.10310234180898,233.1030617654932,1602573.1,nan,444112.3,10.56,-1,0.17407028230939334,0.9945171069880384,0.0,0.596710264192823,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,
230,233.15516,233.15479106297087,233.15470341616242,4980003.0,nan,481693.8,37.99,-1,0.3759169648673287,0.9746847821344974,0.0,0.5848108692806984,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,
237,236.096634,236.09624919508892,236.09620273743482,1289856.4,nan,469721.9,7.95,-1,0.19677425369338702,0.9929989100868845,0.0,0.5957993460521307,1.0,2.111111111111111,0.4444444444444444,N1 S1 O4,de-protonated,0,,C9 H19 O4 S1 N1,9,19,4,1,1,,,,
240,237.040961,237.04057110088468,237.04046150758123,6168468.0,nan,443418.2,47.3,-1,0.46234006950610207,0.9619563823299492,0.0,0.5771738293979695,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,,
246,238.036215,238.03581973195296,238.03571047977422,1520191.6,nan,589908.4,9.81,-1,0.4589739014837871,0.9624978528986781,0.0,0.5774987117392069,7.0,0.9,0.6,N1 O6,de-protonated,0,,C10 H9 O6 N1,10,9,6,,1,,,,
248,238.9634,238.9629997302218,238.96308056511668,1923279.6,nan,476340.2,13.05,-1,-0.3382735721459409,0.9794510733628349,0.0,0.5876706440177009,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,
249,239.020201,239.01980042380686,239.01972606267492,4484840.0,nan,450717.9,33.72,-1,0.3111087656296025,0.9825911402360105,0.0,0.5895546841416063,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,
251,239.056595,239.0561942274782,239.05611157205922,8332024.0,nan,451530.0,64.75,-1,0.3457573973775409,0.9785417166199969,0.0,0.5871250299719981,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,
