Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
80,159.066303,159.0662349249582,159.06628233291582,2951266.3,nan,605344.9,23.88,-1,-0.29803901196589827,0.9840116049976224,0.0,0.5904069629985734,2.0,1.7142857142857142,0.5714285714285714,O4,de-protonated,0,,C7 H12 O4,7,12,4,,,,,,,
217,209.082221,209.0820263812291,209.0819323973938,1595253.8,nan,555742.9,10.89,-1,0.44950720613335976,0.9640010184175781,0.0,0.5784006110505469,5.0,1.2727272727272727,0.36363636363636365,O4,de-protonated,0,,C11 H14 O4,11,14,4,,,,,,,
219,210.041083,210.04088595524198,210.0407958602025,1413839.9,nan,611956.9,9.37,-1,0.42894066887825694,0.9671663596385065,0.0,0.5802998157831039,6.0,1.0,0.5555555555555556,N1 O5,de-protonated,0,,C9 H9 O5 N1,9,9,5,,1,,,,,
227,211.025112,211.02491246558063,211.0248114431032,1478454.6,nan,562621.3,9.85,-1,0.47872322089775965,0.9592690699191728,0.0,0.5755614419515037,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,,,
244,213.077146,213.07694127379278,213.0768470169655,4558126.0,nan,539095.5,35.44,-1,0.4423607191560308,0.9651165339681411,0.0,0.5790699203808847,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,,,
245,213.11352,213.11331518176402,213.11323252634983,2528571.8,nan,605870.7,18.57,-1,0.3878474049202147,0.9730746003995888,0.0,0.5838447602397533,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,,,,,,,
247,214.051241,214.0510338092651,214.0509666210591,2141339.8,nan,513244.2,15.35,-1,0.3138888231334695,0.9822814051995856,0.0,0.5893688431197514,9.0,0.75,0.25,N1 O3,de-protonated,0,,C12 H9 O3 N1,12,9,3,,1,,,,,
250,215.056388,215.05617826617373,215.05611157205922,2794520.5,nan,500172.5,20.65,-1,0.3101242462764851,0.9827001912113378,0.0,0.5896201147268026,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,,,,
251,215.092793,215.09258317406656,215.0924970814435,12894758.0,nan,512047.1,104.11,-1,0.4002586060998747,0.9719230335092819,0.9887062045625703,0.9786363019305973,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,,,
252,215.129194,215.12898408196952,215.12888259082783,12669492.0,nan,520822.2,102.25,-1,0.47176901803883886,0.4802101348045625,0.8929744756128384,0.6453158711278728,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,,,,,,,
