Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O
138,185.968999,185.96881851514885,185.96889422135942,1216426.0,nan,441457.1,8.07,-1,-0.40709071741955927,0.9703774166551284,0.0,0.582226449993077,5.0,0.8333333333333334,0.3333333333333333,N1 S2 O2,de-protonated,0,,C6 H5 O2 S2 N1,6,5,2,2,1,,,
176,209.00952,209.0092557307789,209.0091613786252,1426344.4,nan,505907.6,9.54,-1,0.45142592350022764,0.9636986984888972,0.0,0.5782192190933383,7.0,0.6666666666666666,0.6666666666666666,O6,de-protonated,0,,C9 H6 O6,9,6,6,,,,,
179,210.041151,210.04088297936403,210.0407958602025,1695865.9,nan,581315.7,11.8,-1,0.4147725738877946,0.9692664230787694,0.0,0.5815598538472616,6.0,1.0,0.5555555555555556,N1 O5,de-protonated,0,,C9 H9 O5 N1,9,9,5,,1,,,
182,211.025181,211.02490940104505,211.0248114431032,1917631.4,nan,578362.5,13.59,-1,0.4642010632639883,0.9616554624414727,0.0,0.5769932774648836,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,
183,211.061522,211.06125026889492,211.0611969524875,3352523.5,nan,528116.8,25.58,-1,0.25261112979008016,0.9884881018183448,0.0,0.5930928610910069,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,
188,212.056786,212.0565106497247,212.0564459246805,1262360.5,nan,599135.1,8.11,-1,0.3052255445513207,0.983237837558438,0.0,0.5899427025350628,5.0,1.2222222222222223,0.5555555555555556,N1 O5,de-protonated,0,,C9 H11 O5 N1,9,11,5,,1,,,
191,213.040797,213.04051807147482,213.04046150758123,1529189.3,nan,613478.5,10.33,-1,0.2655077500001668,0.9872903485843039,0.0,0.5923742091505823,5.0,1.1111111111111112,0.6666666666666666,O6,de-protonated,0,,C9 H10 O6,9,10,6,,,,,
192,213.077212,213.0769329390556,213.0768470169655,3718769.8,nan,515376.0,28.64,-1,0.4032446101517256,0.9709263296080255,0.0,0.5825557977648153,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,,,,,
197,215.056494,215.05620774161005,215.05611157205922,2009881.8,nan,474435.7,14.26,-1,0.44718352864502864,0.9643655473077732,0.0,0.5786193283846639,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,,,,,
198,215.092864,215.09257760935446,215.0924970814435,2287398.3,nan,533214.8,16.57,-1,0.3743873545553266,0.9748877753314974,0.0,0.5849326651988984,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,,,,,
199,216.124442,216.1241518581323,216.12413156302082,1251214.4,nan,571873.1,7.95,-1,0.09390488390242316,0.99840124177779,0.0,0.5990407450666739,2.0,1.9,0.4,N1 O4,de-protonated,0,,C10 H19 O4 N1,10,19,4,,1,,,
202,217.072163,217.0718694118471,217.07176163653722,2464988.3,nan,538529.7,18.04,-1,0.4964962235204995,0.9562569331791992,0.0,0.5737541599075195,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,,,,,
203,217.1085,217.1082062797115,217.10814714592152,1737961.1,nan,616158.6,12.0,-1,0.272370202438207,0.9866293258708576,0.0,0.5919775955225145,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,,,,,
204,219.030221,219.02992029158034,219.02989682353152,1670039.9,nan,474049.0,11.43,-1,0.10714541331436832,0.9979191118079511,0.0,0.5987514670847707,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,
206,219.066663,219.06636215906295,219.06628233291582,1598629.0,nan,610331.1,10.77,-1,0.36439266818595856,0.9761947998415547,0.0,0.5857168799049328,7.0,1.0,0.3333333333333333,O4,de-protonated,0,,C12 H12 O4,12,12,4,,,,,
207,221.045902,221.04559396177376,221.0455468880095,2435189.3,nan,514387.3,17.67,-1,0.21295956834643306,0.9918047452114259,0.0,0.5950828471268556,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,
210,221.082322,221.08201382933635,221.0819323973938,9341827.0,nan,506793.9,74.72,-1,0.36833377404490353,0.4878417141783618,0.8843699161556753,0.6464529949692872,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,,,,,
212,222.041162,222.0408503426181,222.0407958602025,1412068.1,nan,551974.2,9.22,-1,0.2453711958449014,0.9891349701202079,0.0,0.5934809820721247,7.0,0.9,0.5,N1 O5,de-protonated,0,,C10 H9 O5 N1,10,9,5,,1,,,
213,222.077566,222.07725421023886,222.0771813695868,1273969.5,nan,543673.2,8.08,-1,0.3279970125838395,0.9806686737131464,0.0,0.5884012042278878,6.0,1.1818181818181819,0.36363636363636365,N1 O4,de-protonated,0,,C11 H13 O4 N1,11,13,4,,1,,,
216,223.025205,223.02488976425184,223.02481144310323,1730641.9,nan,523441.4,11.85,-1,0.35117684036962027,0.9778713215427817,0.0,0.586722792925669,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,
217,223.06154,223.06122463212353,223.0611969524875,3188831.5,nan,478196.3,23.89,-1,0.12408987487671312,0.997209898816893,0.0,0.5983259392901358,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,
218,223.097968,223.09765249965704,223.0975824618718,2012525.1,nan,495450.0,14.17,-1,0.31393341183949947,0.9822764157779036,0.0,0.5893658494667421,5.0,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H16 O4,12,16,4,,,,,
219,224.056869,224.05655001271697,224.0564459246805,1839828.6,nan,593082.5,12.66,-1,0.4645616689847233,0.9615970241476431,0.0,0.5769582144885859,6.0,1.1,0.5,N1 O5,de-protonated,0,,C10 H11 O5 N1,10,11,5,,1,,,
221,225.040879,225.0405564344707,225.04046150758123,2091848.6,nan,531474.3,14.73,-1,0.42182143079596346,0.9682298543322315,0.0,0.5809379125993389,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,
222,225.077214,225.0768913023424,225.0768470169655,3887958.5,nan,497409.1,29.47,-1,0.19675669660620493,0.9930001549862119,0.0,0.5958000929917271,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,
223,225.113624,225.11330116994134,225.11323252634983,1484388.3,nan,633061.1,9.74,-1,0.3049291715725086,0.9832701000656,0.0,0.58996206003936,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,
224,226.072451,226.07212468327037,226.0720959891585,1357009.6,nan,569966.3,8.69,-1,0.12692460672930317,0.9970811559622458,0.0,0.5982486935773474,5.0,1.3,0.5,N1 O5,de-protonated,0,,C10 H13 O5 N1,10,13,5,,1,,,
225,227.056495,227.0561651049005,227.05611157205922,5183563.5,nan,500028.5,40.1,-1,0.23576921534159984,0.9899644848097334,0.0,0.59397869088584,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,
227,227.092909,227.0925789724849,227.0924970814435,5197913.5,nan,510016.2,40.21,-1,0.3606065477381758,0.9766811291454939,0.0,0.5860086774872963,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,
228,227.129268,227.12893784026932,227.12888259082783,1814375.6,nan,550937.9,12.44,-1,0.2432515004581581,0.9893208777802697,0.0,0.5935925266681618,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,
229,228.088116,228.087782353522,228.0877460536365,1338586.8,nan,523867.4,8.54,-1,0.15914877551283113,0.9954147517922168,0.0,0.5972488510753301,4.0,1.5,0.5,N1 O5,de-protonated,0,,C10 H15 O5 N1,10,15,5,,1,,,
230,229.072187,229.07184977505392,229.07176163653722,5922650.5,nan,502093.0,45.85,-1,0.38476377914193405,0.9734953430101075,0.0,0.5840972058060645,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,
231,229.108548,229.10821064283107,229.10814714592152,3134824.5,nan,533291.3,23.12,-1,0.2771481954623362,0.9861593969760217,0.0,0.591695638185613,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,
232,229.144917,229.1445795105791,229.14453265530582,1694582.9,nan,534985.8,11.38,-1,0.20447912383274258,0.9924420259876492,0.0,0.5954652155925895,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,
238,231.030347,231.03000265441622,231.02989682353152,1495645.8,nan,492460.6,9.75,-1,0.45808307133180215,0.9626405374690786,0.0,0.5775843224814472,9.0,0.6666666666666666,0.4166666666666667,O5,de-protonated,0,,C12 H8 O5,12,8,5,,,,,
239,231.087836,231.0874914453637,231.0874117010152,4861556.5,nan,474416.2,37.19,-1,0.3450830484265645,0.9786244372762257,0.0,0.5871746623657355,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,,
243,233.009546,233.00919445727249,233.00916137862518,1171956.3,nan,508158.5,7.11,-1,0.1419628615030206,0.9963498602541856,0.0,0.5978099161525113,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,,
247,233.114596,233.1142440752695,233.1142951547855,1171934.4,nan,344901.8,7.11,-1,-0.21911790507886822,0.99132600464468,0.0,0.594795602786808,2.0,2.0,0.5555555555555556,N2 O5,de-protonated,0,,C9 H18 O5 N2,9,18,5,,2,,,
248,233.155053,233.15470092815198,233.15470341616242,2511278.8,nan,515732.0,18.03,-1,-0.010671071186724205,0.9999793383321458,0.0,0.5999876029992874,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
250,235.025206,235.02484712754227,235.02481144310323,2074787.8,nan,543555.1,14.36,-1,0.1518326461869956,0.9958257721821999,0.0,0.5974954633093199,8.0,0.7272727272727273,0.5454545454545454,O6,de-protonated,0,,C11 H8 O6,11,8,6,,,,,
251,235.0616,235.06124099519943,235.0611969524875,2111666.5,nan,502453.3,14.66,-1,0.1873670026833826,0.9936502364796183,0.0,0.596190141887771,7.0,1.0,0.4166666666666667,O5,de-protonated,0,,C12 H12 O5,12,12,5,,,,,
253,235.097995,235.0976358628529,235.0975824618718,1358529.4,nan,605019.9,8.56,-1,0.2271438971968981,0.9906819575046135,0.0,0.5944091745027681,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,
254,236.056861,236.0564983760401,236.0564459246805,1335497.3,nan,457591.5,8.37,-1,0.2221983788757297,0.9910815016203525,0.0,0.5946489009722115,7.0,1.0,0.45454545454545453,N1 O5,de-protonated,0,,C11 H11 O5 N1,11,11,5,,1,,,
256,237.040897,237.04053079769932,237.04046150758123,3808733.8,nan,436579.6,28.4,-1,0.29231346264902125,0.9846152975005724,0.0,0.5907691785003434,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,
258,237.077254,237.07688766549103,237.0768470169655,4265964.5,nan,486829.6,32.1,-1,0.17145717111704037,0.9946800523905757,0.0,0.5968080314343454,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,
260,237.113684,237.11331753301727,237.11323252634983,1993723.8,nan,528186.6,13.7,-1,0.3585066363755818,0.9769487773531511,0.0,0.5861692664118906,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,
261,238.036165,238.03579517851458,238.03571047977422,1450745.3,nan,438219.2,9.3,-1,0.35582367108397756,0.9772885710107818,0.0,0.5863731426064691,7.0,0.9,0.6,N1 O6,de-protonated,0,,C10 H9 O6 N1,10,9,6,,1,,,
263,238.072526,238.07215604629172,238.0720959891585,1935752.3,nan,577039.1,13.23,-1,0.2522644788593364,0.9885194930915432,0.0,0.5931116958549258,6.0,1.1818181818181819,0.45454545454545453,N1 O5,de-protonated,0,,C11 H13 O5 N1,11,13,5,,1,,,
265,239.020127,239.01975360044287,239.01972606267492,1848850.4,nan,488894.9,12.52,-1,0.11521127733781543,0.997594413816146,0.0,0.5985566482896876,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
266,239.056494,239.05612046819817,239.05611157205922,6381345.5,nan,469596.0,49.22,-1,0.0372136018289987,0.999748751962711,0.0,0.5998492511776266,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
267,239.067786,239.06741242713608,239.0673449613515,1750566.3,nan,508002.1,11.72,-1,0.2822040985688009,0.9856534864810091,0.0,0.5913920918886054,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,,
268,239.092901,239.0925273358081,239.0924970814435,6462256.5,nan,464001.3,49.88,-1,0.12653832704082796,0.9970988694680653,0.0,0.5982593216808392,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
