SampleID,Group,Transformation,Formula,Counts,Perc_Counts
RC2_0021_ICR-2_p08,Other,random,thymine_(_H)_C5H5N2O2,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,thymine (-H),1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H2O1N4,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H3N5,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H3N5O_1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C8H13O2N1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H12N1O3P1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C10H8N2O1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C10H9N1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C11H17N1O8,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C10H12N5O3,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C10H13N1O1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C10H13N6O5P1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,H2N2O_1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,H2O7P2,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,H2O_1Cl1N1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C4H9N1O2S1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H11O8P1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H12Cl1O1N2P1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C8H15N1O1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C8H15N1O3,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C12H8N4O1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C14H23O10N1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C5H7O4P1S1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,H1S2O3,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,C6H3N1O3S1,1,4.37541e-05
RC2_0021_ICR-2_p08,Other,random,H3N1O_3S1,1,4.37541e-05
