Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
257.682295363181,0,0,0,0,0,0,0,0,,None,258.689571830061,0,0,NA,NA,NA,NA,NA,NA,NA,257.394565010152,0.605434989848163,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.687481164719,0,0,0,0,0,0,0,0,,None,258.694757631599,0,0,NA,NA,NA,NA,NA,NA,NA,257.399745021177,0.600254978822591,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.701884151244,0,0,0,0,0,0,0,0,,None,258.709160618124,0,0,NA,NA,NA,NA,NA,NA,NA,257.414131925199,0.585868074800999,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.703339458864,0,0,0,0,0,0,0,0,,None,258.710615925744,0,0,NA,NA,NA,NA,NA,NA,NA,257.41558560781,0.584414392190467,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.706973786551,0,0,0,0,0,0,0,0,,None,258.714250253431,0,0,NA,NA,NA,NA,NA,NA,NA,257.419215877374,0.580784122626255,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.801296122369,0,0,0,0,0,0,0,0,,None,258.808572589249,0,0,NA,NA,NA,NA,NA,NA,NA,257.513432892029,0.486567107970984,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.811160812367,0,0,0,0,0,0,0,0,,None,258.818437279247,0,0,NA,NA,NA,NA,NA,NA,NA,257.523286567026,0.476713432974009,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.859191374306,0,0,0,0,0,0,0,0,,None,258.866467841186,0,0,NA,NA,NA,NA,NA,NA,NA,257.57126349761,0.42873650238954,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.861902226353,0,0,0,0,0,0,0,0,,None,258.869178693233,0,0,NA,NA,NA,NA,NA,NA,NA,257.573971322696,0.426028677304203,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.895794281137,0,0,0,0,0,0,0,0,,None,258.903070748017,0,0,NA,NA,NA,NA,NA,NA,NA,257.607825533309,0.392174466691301,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.910727150214,0,0,0,0,0,0,0,0,,None,258.918003617094,0,0,NA,NA,NA,NA,NA,NA,NA,257.622741728211,0.377258271789344,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.914896068483,0,0,0,0,0,0,0,0,,None,258.922172535363,0,0,NA,NA,NA,NA,NA,NA,NA,257.626905991428,0.373094008571684,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.967178270966,0,0,0,0,0,0,0,0,,None,258.974454737846,0,0,NA,NA,NA,NA,NA,NA,NA,257.679129815137,0.320870184863111,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.980577598074,0,0,0,0,0,0,0,0,,None,258.987854064954,0,0,NA,NA,NA,NA,NA,NA,NA,257.692514180437,0.307485819563453,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.016461651133,0,0,0,0,0,0,0,0,,None,259.023738118013,0,1,NA,NA,NA,NA,NA,NA,NA,257.728358165041,0.271641834958643,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.017713724017,0,0,0,0,0,0,0,0,,None,259.024990190897,0,0,NA,NA,NA,NA,NA,NA,NA,257.72960883985,0.270391160150382,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.097063441778,0,0,0,0,0,0,0,0,,None,259.104339908658,0,0,NA,NA,NA,NA,NA,NA,NA,257.808869955007,0.191130044993145,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.121506367012,0,0,0,0,0,0,0,0,,None,259.128782833892,0,0,NA,NA,NA,NA,NA,NA,NA,257.833285587052,0.16671441294784,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.134678200724,12,21,5,1,0,0,0,0,CHON,Protein,259.141954667604,0.0699315382426591,1,C12H21O5N,0,0,3,-2,-3,79.3,257.846442712977,0.153557287023034,-0.666666666666667,0.416666666666667,1.75,0.0833333333333333,0,NA,Protein,Protein,Other
258.170355964808,0,0,0,0,0,0,0,0,,None,259.177632431688,0,0,NA,NA,NA,NA,NA,NA,NA,257.882080638951,0.117919361049132,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.171068958045,13,25,4,1,0,0,0,0,CHON,Protein,259.178345424925,0.0496614589447023,1,C13H25O4N,0,0,2,-2,-3,90.9923076923077,257.882792836053,0.117207163946773,-1.07692307692308,0.307692307692308,1.92307692307692,0.0769230769230769,0,NA,Protein,Protein,Other
258.17523532128,0,0,0,0,0,0,0,0,,None,259.18251178816,0,0,NA,NA,NA,NA,NA,NA,NA,257.88695454709,0.113045452910114,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.182589177666,0,0,0,0,0,0,0,0,,None,259.189865644546,0,0,NA,NA,NA,NA,NA,NA,NA,257.894300192094,0.105699807905921,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.197685950512,0,0,0,0,0,0,0,0,,None,259.204962417392,0,1,NA,NA,NA,NA,NA,NA,NA,257.909380107749,0.0906198922513113,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.271232222312,0,0,0,0,0,0,0,0,,None,259.278508689192,0,0,NA,NA,NA,NA,NA,NA,NA,257.982844257125,0.0171557428754454,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.27268496727,0,0,0,0,0,0,0,0,,None,259.27996143415,0,0,NA,NA,NA,NA,NA,NA,NA,257.984295379935,0.0157046200654349,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.278412286527,0,0,0,0,0,0,0,0,,None,259.285688753407,0,0,NA,NA,NA,NA,NA,NA,NA,257.990016304016,0.00998369598431736,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.296452594606,0,0,0,0,0,0,0,0,,None,259.303729061486,0,0,NA,NA,NA,NA,NA,NA,NA,258.008036468126,0.991963531874433,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.323150124752,0,0,0,0,0,0,0,0,,None,259.330426591632,0,0,NA,NA,NA,NA,NA,NA,NA,258.034704187571,0.965295812429133,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.339333710782,0,0,0,0,0,0,0,0,,None,259.346610177662,0,0,NA,NA,NA,NA,NA,NA,NA,258.050869702864,0.949130297135866,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.415256056688,0,0,0,0,0,0,0,0,,None,259.422532523568,0,0,NA,NA,NA,NA,NA,NA,NA,258.1267072732,0.873292726799548,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.439500426409,0,0,0,0,0,0,0,0,,None,259.446776893289,0,0,NA,NA,NA,NA,NA,NA,NA,258.150924571442,0.849075428558365,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.467854772012,0,0,0,0,0,0,0,0,,None,259.475131238892,0,0,NA,NA,NA,NA,NA,NA,NA,258.179247256329,0.820752743670994,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.470149481001,0,0,0,0,0,0,0,0,,None,259.477425947881,0,0,NA,NA,NA,NA,NA,NA,NA,258.181539403025,0.818460596974546,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.519428374556,0,0,0,0,0,0,0,0,,None,259.526704841436,0,0,NA,NA,NA,NA,NA,NA,NA,258.230763271328,0.769236728672297,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.520163491922,0,0,0,0,0,0,0,0,,None,259.527439958802,0,0,NA,NA,NA,NA,NA,NA,NA,258.231497567855,0.768502432144942,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.582133461608,0,0,0,0,0,0,0,0,,None,259.589409928488,0,0,NA,NA,NA,NA,NA,NA,NA,258.293398341319,0.706601658680711,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.617359463385,0,0,0,0,0,0,0,0,,None,259.624635930265,0,0,NA,NA,NA,NA,NA,NA,NA,258.328585009428,0.671414990571975,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.666696425131,0,0,0,0,0,0,0,0,,None,259.673972892011,0,0,NA,NA,NA,NA,NA,NA,NA,258.377866881082,0.622133118918214,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.683897487186,0,0,0,0,0,0,0,0,,None,259.691173954066,0,0,NA,NA,NA,NA,NA,NA,NA,258.395048736277,0.604951263722739,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.687720468056,0,0,0,0,0,0,0,0,,None,259.694996934936,0,0,NA,NA,NA,NA,NA,NA,NA,258.398867448373,0.601132551627359,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.701818669158,0,0,0,0,0,0,0,0,,None,259.709095136038,0,0,NA,NA,NA,NA,NA,NA,NA,258.412949907297,0.587050092702668,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.77986338088,0,0,0,0,0,0,0,0,,None,259.78713984776,0,0,NA,NA,NA,NA,NA,NA,NA,258.490907473597,0.509092526403037,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.782255010982,0,0,0,0,0,0,0,0,,None,259.789531477862,0,0,NA,NA,NA,NA,NA,NA,NA,258.493296433183,0.506703566816554,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.793822692607,0,0,0,0,0,0,0,0,,None,259.801099159487,0,0,NA,NA,NA,NA,NA,NA,NA,258.504851198232,0.495148801768153,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.82458110986,0,0,0,0,0,0,0,0,,None,259.83185757674,0,0,NA,NA,NA,NA,NA,NA,NA,258.535575270361,0.464424729638665,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.854288209676,0,0,0,0,0,0,0,0,,None,259.861564676556,0,0,NA,NA,NA,NA,NA,NA,NA,258.565249198964,0.434750801035705,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.949886918008,0,0,0,0,0,0,0,0,,None,259.957163384888,0,0,NA,NA,NA,NA,NA,NA,NA,258.660741160925,0.339258839075455,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.013479775718,9,13,1,2,0,2,1,0,CHONSP,UnsatHC,260.020756242598,-0.251144559567117,1,C9H13ON2S2P,0,0,5,4,-1,79.3,258.724263010282,0.275736989718496,-0.666666666666667,0.111111111111111,1.44444444444444,0.222222222222222,0.111111111111111,2,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
259.024805821588,13,8,6,0,0,0,0,0,CHO,ConHC,260.032082288468,0.0219239557483705,1,C13H8O6,0.571428571428571,0.7,10,4,4,51.5307692307692,258.735576409388,0.264423590612466,0.307692307692307,0.461538461538462,0.615384615384615,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
259.024989629677,0,0,0,0,0,0,0,0,,None,260.032266096557,0,2,NA,NA,NA,NA,NA,NA,NA,258.735760012235,0.264239987765279,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.032417816724,0,0,0,0,0,0,0,0,,None,260.039694283604,0,0,NA,NA,NA,NA,NA,NA,NA,258.743179904902,0.256820095098306,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.045925986564,10,12,8,0,0,0,0,0,CHO,Tannin,260.053202453444,0.0573288671656673,1,C10H12O8,0,0.166666666666667,5,-3,-3,48.9,258.756672991399,0.243327008601398,0.4,0.8,1.2,0,0,NA,Tannin,Tannin,Other
259.050443213302,0,0,0,0,0,0,0,0,,None,260.057719680182,0,0,NA,NA,NA,NA,NA,NA,NA,258.761185174161,0.238814825839142,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.059759878356,0,0,0,0,0,0,0,0,,None,260.067036345236,0,0,NA,NA,NA,NA,NA,NA,NA,258.770491436143,0.229508563856598,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.061182934281,14,12,5,0,0,0,0,0,CHO,Lignin,260.068459401161,0.0541954938234161,1,C14H12O5,0.444444444444444,0.565217391304348,9,4,4,64.3714285714286,258.771912903071,0.228087096928505,-0.142857142857143,0.357142857142857,0.857142857142857,0,0,NA,Lignin,Lignin,Other
259.064529234353,11,16,5,0,0,1,0,0,CHOS,Lignin,260.071805701233,0.148470021575614,1,C11H16O5S,0,0.0666666666666667,4,-1,-2,70.6636363636364,258.775255466635,0.224744533365083,-0.363636363636363,0.454545454545455,1.45454545454545,0,0,NA,Protein,Lignin,Other
259.073086381444,0,0,0,0,0,0,0,0,,None,260.080362848324,0,0,NA,NA,NA,NA,NA,NA,NA,258.783803058739,0.216196941260932,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.07426666796,0,0,0,0,0,0,0,0,,None,260.08154313484,0,0,NA,NA,NA,NA,NA,NA,NA,258.784982027337,0.215017972663418,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.080152672975,0,0,0,0,0,0,0,0,,None,260.087429139855,0,0,NA,NA,NA,NA,NA,NA,NA,258.790861459986,0.209138540014237,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.082329262951,11,16,7,0,0,0,0,0,CHO,Lignin,260.089605729831,-0.0110020959134187,1,C11H16O7,0,0.0666666666666667,4,-3,-3,65.4818181818182,258.793035619562,0.206964380438023,-0.181818181818182,0.636363636363636,1.45454545454545,0,0,NA,Amino Sugar,Lignin,Other
259.097278194273,0,0,0,0,0,0,0,0,,None,260.104554661153,0,0,NA,NA,NA,NA,NA,NA,NA,258.807967858774,0.192032141226321,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.097601719632,15,16,4,0,0,0,0,0,CHO,Lignin,260.104878186512,-0.0737568313868078,1,C15H16O4,0.363636363636364,0.461538461538462,8,4,4,75.5,258.808291022881,0.191708977118594,-0.533333333333333,0.266666666666667,1.06666666666667,0,0,NA,Other,Lignin,Other
259.100979012523,12,20,4,0,0,1,0,0,CHOS,Protein,260.108255479403,-0.0986473981142252,1,C12H20O4S,0,0,3,-1,-2,84.05,258.811664544657,0.188335455343008,-0.833333333333333,0.333333333333333,1.66666666666667,0,0,NA,Protein,Protein,Other
259.110641645278,0,0,0,0,0,0,0,0,,None,260.117918112158,0,0,NA,NA,NA,NA,NA,NA,NA,258.82131638803,0.17868361197003,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.115055784781,0,0,0,0,0,0,0,0,,None,260.122332251661,0,0,NA,NA,NA,NA,NA,NA,NA,258.825725598665,0.174274401334628,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.118719122831,12,20,6,0,0,0,0,0,CHO,Protein,260.125995589711,-0.0277369858327152,1,C12H20O6,0,0,3,-3,-3,79.3,258.829384846199,0.170615153800668,-0.666666666666667,0.5,1.66666666666667,0,0,NA,Protein,Protein,Other
259.122335620256,0,0,0,0,0,0,0,0,,None,260.129612087136,0,0,NA,NA,NA,NA,NA,NA,NA,258.832997305411,0.167002694588973,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.133934386051,16,20,3,0,0,0,0,0,CHO,Lignin,260.141210852931,0.129373460067774,1,C16H20O3,0.307692307692308,0.379310344827586,7,4,4,85.2375,258.844583119921,0.155416880079486,-0.875,0.1875,1.25,0,0,NA,Other,Lignin,Other
259.155095698126,13,24,5,0,0,0,0,0,CHO,Protein,260.162372165006,0.00659547349315383,1,C13H24O5,0,0,2,-3,-3,90.9923076923077,258.865720803085,0.134279196914633,-1.07692307692308,0.384615384615385,1.84615384615385,0,0,NA,Protein,Protein,Other
259.155268693679,0,0,0,0,0,0,0,0,,None,260.162545160559,0,0,NA,NA,NA,NA,NA,NA,NA,258.86589360547,0.134106394530022,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.179041625244,0,0,0,0,0,0,0,0,,None,260.186318092124,0,0,NA,NA,NA,NA,NA,NA,NA,258.889639991967,0.110360008032728,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.192639062617,0,0,0,0,0,0,0,0,,None,260.199915529497,0,0,NA,NA,NA,NA,NA,NA,NA,258.90322224632,0.0967777536798167,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.198488664104,0,0,0,0,0,0,0,0,,None,260.205765130984,0,0,NA,NA,NA,NA,NA,NA,NA,258.90906531609,0.0909346839100635,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.2232049019,0,0,0,0,0,0,0,0,,None,260.23048136878,0,0,NA,NA,NA,NA,NA,NA,NA,258.933753955514,0.0662460444860358,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.233894701786,0,0,0,0,0,0,0,0,,None,260.241171168666,0,0,NA,NA,NA,NA,NA,NA,NA,258.944431819074,0.0555681809260022,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.23765701864,0,0,0,0,0,0,0,0,,None,260.24493348552,0,0,NA,NA,NA,NA,NA,NA,NA,258.948189934891,0.0518100651086684,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.243547551777,0,0,0,0,0,0,0,0,,None,260.250824018657,0,0,NA,NA,NA,NA,NA,NA,NA,258.954073890606,0.0459261093935766,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.254405616392,0,0,0,0,0,0,0,0,,None,260.261682083272,0,0,NA,NA,NA,NA,NA,NA,NA,258.964919831009,0.0350801689905325,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.275112246042,0,0,0,0,0,0,0,0,,None,260.282388712922,0,0,NA,NA,NA,NA,NA,NA,NA,258.985603339452,0.0143966605481864,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.281142099438,0,0,0,0,0,0,0,0,,None,260.288418566318,0,0,NA,NA,NA,NA,NA,NA,NA,258.99162645986,0.00837354014038283,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.285619634617,0,0,0,0,0,0,0,0,,None,260.292896101497,0,0,NA,NA,NA,NA,NA,NA,NA,258.996098995383,0.00390100461714837,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.29216848811,0,0,0,0,0,0,0,0,,None,260.29944495499,0,0,NA,NA,NA,NA,NA,NA,NA,259.002640536368,0.997359463632449,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.33348335522,0,0,0,0,0,0,0,0,,None,260.3407598221,0,0,NA,NA,NA,NA,NA,NA,NA,259.043909270928,0.956090729072173,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.351546724167,0,0,0,0,0,0,0,0,,None,260.358823191047,0,0,NA,NA,NA,NA,NA,NA,NA,259.061952470156,0.938047529844312,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.387475715705,0,0,0,0,0,0,0,0,,None,260.394752182585,0,0,NA,NA,NA,NA,NA,NA,NA,259.097841343061,0.902158656939207,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.50874209995,0,0,0,0,0,0,0,0,,None,260.51601856683,0,0,NA,NA,NA,NA,NA,NA,NA,259.218972320178,0.781027679822216,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.550086051278,0,0,0,0,0,0,0,0,,None,260.557362518158,0,0,NA,NA,NA,NA,NA,NA,NA,259.26027010648,0.739729893519609,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.550286931596,0,0,0,0,0,0,0,0,,None,260.557563398476,0,0,NA,NA,NA,NA,NA,NA,NA,259.260470762494,0.73952923750636,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.560340063185,0,0,0,0,0,0,0,0,,None,260.567616530065,0,0,NA,NA,NA,NA,NA,NA,NA,259.270512668666,0.729487331333928,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.570030694082,0,0,0,0,0,0,0,0,,None,260.577307160962,0,0,NA,NA,NA,NA,NA,NA,NA,259.280192478918,0.719807521081975,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.615192260062,0,0,0,0,0,0,0,0,,None,260.622468726942,0,0,NA,NA,NA,NA,NA,NA,NA,259.32530361709,0.674696382909985,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.691037925896,0,0,0,0,0,0,0,0,,None,260.698314392776,0,0,NA,NA,NA,NA,NA,NA,NA,259.401064592976,0.598935407023987,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.696926988077,0,0,0,0,0,0,0,0,,None,260.704203454957,0,0,NA,NA,NA,NA,NA,NA,NA,259.406947079378,0.593052920622483,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.727778404026,0,0,0,0,0,0,0,0,,None,260.735054870906,0,0,NA,NA,NA,NA,NA,NA,NA,259.43776404636,0.562235953640084,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.732102246219,0,0,0,0,0,0,0,0,,None,260.739378713099,0,0,NA,NA,NA,NA,NA,NA,NA,259.442083060512,0.557916939487995,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.741515183525,0,0,0,0,0,0,0,0,,None,260.748791650405,0,0,NA,NA,NA,NA,NA,NA,NA,259.451485487248,0.548514512751808,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.808154978048,0,0,0,0,0,0,0,0,,None,260.815431444928,0,0,NA,NA,NA,NA,NA,NA,NA,259.518050871181,0.481949128818769,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.02412090927,0,0,0,0,0,0,0,0,,None,261.03139737615,0,0,NA,NA,NA,NA,NA,NA,NA,259.733775652915,0.266224347084915,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.032603963285,0,0,0,0,0,0,0,0,,None,261.039880430165,0,1,NA,NA,NA,NA,NA,NA,NA,259.742249234676,0.257750765323806,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.068995089334,0,0,0,0,0,0,0,0,,None,261.076271556214,0,1,NA,NA,NA,NA,NA,NA,NA,259.778599726069,0.221400273931238,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.076001245207,0,0,0,0,0,0,0,0,,None,261.083277712087,0,0,NA,NA,NA,NA,NA,NA,NA,259.785598058806,0.214401941194467,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.077666772702,10,15,7,1,0,0,0,0,CHON,Carb,261.084943239582,-0.350070674486621,1,C10H15O7N,0,0,4,-3,-4,54.6,259.787261726558,0.212738273442369,0.2,0.7,1.5,0.1,0,NA,Carbohydrate;Amino Sugar,Amino Sugar,Other
260.086892283645,0,0,0,0,0,0,0,0,,None,261.094168750525,0,0,NA,NA,NA,NA,NA,NA,NA,259.796476936213,0.203523063787259,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.126510258702,0,0,0,0,0,0,0,0,,None,261.133786725582,0,1,NA,NA,NA,NA,NA,NA,NA,259.836050673485,0.163949326515137,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.261128528294,0,0,0,0,0,0,0,0,,None,261.268404995174,0,0,NA,NA,NA,NA,NA,NA,NA,259.970518627114,0.0294813728855843,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.299193143658,0,0,0,0,0,0,0,0,,None,261.306469610538,0,0,NA,NA,NA,NA,NA,NA,NA,260.008540739189,0.991459260811212,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.421065706841,0,0,0,0,0,0,0,0,,None,261.428342173721,0,0,NA,NA,NA,NA,NA,NA,NA,260.130277218379,0.869722781621022,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.444927336917,0,0,0,0,0,0,0,0,,None,261.452203803797,0,0,NA,NA,NA,NA,NA,NA,NA,260.154112204346,0.845887795654335,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.454594056606,0,0,0,0,0,0,0,0,,None,261.461870523486,0,0,NA,NA,NA,NA,NA,NA,NA,260.163768130089,0.836231869910819,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.460144806013,0,0,0,0,0,0,0,0,,None,261.467421272893,0,0,NA,NA,NA,NA,NA,NA,NA,260.16931268148,0.830687318520233,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.522163611864,0,0,0,0,0,0,0,0,,None,261.529440078744,0,0,NA,NA,NA,NA,NA,NA,NA,260.231262236578,0.768737763421882,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.526007142775,0,0,0,0,0,0,0,0,,None,261.533283609655,0,0,NA,NA,NA,NA,NA,NA,NA,260.235101475768,0.764898524231853,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.565072742999,0,0,0,0,0,0,0,0,,None,261.572349209879,0,0,NA,NA,NA,NA,NA,NA,NA,260.274123454994,0.725876545006031,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.581455740274,0,0,0,0,0,0,0,0,,None,261.588732207154,0,0,NA,NA,NA,NA,NA,NA,NA,260.290488158868,0.709511841132155,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.600388483535,0,0,0,0,0,0,0,0,,None,261.607664950415,0,0,NA,NA,NA,NA,NA,NA,NA,260.309399761659,0.690600238341403,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.652909604554,0,0,0,0,0,0,0,0,,None,261.660186071434,0,0,NA,NA,NA,NA,NA,NA,NA,260.361862237125,0.638137762875374,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.74074066463,0,0,0,0,0,0,0,0,,None,261.74801713151,0,0,NA,NA,NA,NA,NA,NA,NA,260.449595224254,0.550404775745733,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.750079577614,0,0,0,0,0,0,0,0,,None,261.757356044494,0,0,NA,NA,NA,NA,NA,NA,NA,260.458923709325,0.541076290675392,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.786929625178,0,0,0,0,0,0,0,0,,None,261.794206092058,0,0,NA,NA,NA,NA,NA,NA,NA,260.495732609796,0.504267390203665,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.794305914186,0,0,0,0,0,0,0,0,,None,261.801582381066,0,0,NA,NA,NA,NA,NA,NA,NA,260.503100662374,0.496899337625905,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.812907205658,0,0,0,0,0,0,0,0,,None,261.820183672538,0,0,NA,NA,NA,NA,NA,NA,NA,260.521681183478,0.478318816522119,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.850519349798,0,0,0,0,0,0,0,0,,None,261.857795816678,0,0,NA,NA,NA,NA,NA,NA,NA,260.559251329562,0.440748670438268,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.903928616653,0,0,0,0,0,0,0,0,,None,261.911205083533,0,1,NA,NA,NA,NA,NA,NA,NA,260.612600959152,0.387399040847811,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.909300801055,0,0,0,0,0,0,0,0,,None,261.916577267935,0,0,NA,NA,NA,NA,NA,NA,NA,260.617967144925,0.382032855074897,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.939027934067,0,0,0,0,0,0,0,0,,None,261.946304400947,0,1,NA,NA,NA,NA,NA,NA,NA,260.647661084355,0.352338915645191,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.951721005599,0,0,0,0,0,0,0,0,,None,261.958997472479,0,0,NA,NA,NA,NA,NA,NA,NA,260.66033998269,0.339660017310223,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.955966008867,0,0,0,0,0,0,0,0,,None,261.963242475747,0,0,NA,NA,NA,NA,NA,NA,NA,260.664580245949,0.335419754050804,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.976791368225,0,0,0,0,0,0,0,0,,None,261.984067835105,0,0,NA,NA,NA,NA,NA,NA,NA,260.685382351525,0.314617648475121,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.981318159861,9,11,3,0,0,2,1,0,CHOSP,Lignin,261.988594626741,0.48659621519637,1,C9H11O3S2P,0,0.111111111111111,5,2,-1,79.3,260.689904088505,0.310095911495068,-0.666666666666667,0.333333333333333,1.22222222222222,0,0.111111111111111,0,Lignin,Lignin,Phytochemical
261.004032628013,12,6,7,0,0,0,0,0,CHO,ConHC,262.011309094893,0.165841721900522,2,C12H6O7,0.6,0.764705882352941,10,3,3,41.3,260.712593193479,0.287406806521119,0.666666666666667,0.583333333333333,0.5,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
